exp,verb,frameNum,uid,gender,cond,pronoun,sent,target
About,scares,825,825_F_his,f,Mismatch,poss,The documentary about Donna scares,his
About,underwhelms,826,826_M_him,m,Match,obj,The commentary about David underwhelms,him
About,underwhelms,826,826_F_him,f,Mismatch,obj,The commentary about Sarah underwhelms,him
About,underwhelms,826,826_M_his,m,Match,poss,The commentary about David underwhelms,his
About,underwhelms,826,826_F_his,f,Mismatch,poss,The commentary about Sarah underwhelms,his
About,is hindering,827,827_M_him,m,Match,obj,The show about this husband is hindering,him
About,is hindering,827,827_F_him,f,Mismatch,obj,The show about Heidi is hindering,him
About,is hindering,827,827_M_his,m,Match,poss,The show about this husband is hindering,his
About,is hindering,827,827_F_his,f,Mismatch,poss,The show about Heidi is hindering,his
About,shouldn't aggravate,828,828_M_him,m,Match,obj,The book about Adam shouldn't aggravate,him
About,shouldn't aggravate,828,828_F_him,f,Mismatch,obj,The book about Amanda shouldn't aggravate,him
About,shouldn't aggravate,828,828_M_his,m,Match,poss,The book about Adam shouldn't aggravate,his
About,shouldn't aggravate,828,828_F_his,f,Mismatch,poss,The book about Amanda shouldn't aggravate,his
About,annoys,829,829_M_him,m,Match,obj,The pamphlet about Liam annoys,him
About,annoys,829,829_F_him,f,Mismatch,obj,The pamphlet about that daughter annoys,him
About,annoys,829,829_M_his,m,Match,poss,The pamphlet about Liam annoys,his
About,annoys,829,829_F_his,f,Mismatch,poss,The pamphlet about that daughter annoys,his
About,astounded,830,830_M_him,m,Match,obj,The brochure about Daniel astounded,him
About,astounded,830,830_F_him,f,Mismatch,obj,The brochure about this girl astounded,him
About,astounded,830,830_M_his,m,Match,poss,The brochure about Daniel astounded,his
About,astounded,830,830_F_his,f,Mismatch,poss,The brochure about this girl astounded,his
About,stunned,831,831_M_him,m,Match,obj,The play about James stunned,him
About,stunned,831,831_F_him,f,Mismatch,obj,The play about Grace stunned,him
About,stunned,831,831_M_his,m,Match,poss,The play about James stunned,his
About,stunned,831,831_F_his,f,Mismatch,poss,The play about Grace stunned,his
About,hasn't underwhelmed,832,832_M_him,m,Match,obj,The movie about Travis hasn't underwhelmed,him
About,hasn't underwhelmed,832,832_F_him,f,Mismatch,obj,The movie about Anne hasn't underwhelmed,him
About,hasn't underwhelmed,832,832_M_his,m,Match,poss,The movie about Travis hasn't underwhelmed,his
About,hasn't underwhelmed,832,832_F_his,f,Mismatch,poss,The movie about Anne hasn't underwhelmed,his
About,hadn't upset,833,833_M_him,m,Match,obj,The newspaper article about Walter hadn't upset,him
About,hadn't upset,833,833_F_him,f,Mismatch,obj,The newspaper article about Heather hadn't upset,him
About,hadn't upset,833,833_M_his,m,Match,poss,The newspaper article about Walter hadn't upset,his
About,hadn't upset,833,833_F_his,f,Mismatch,poss,The newspaper article about Heather hadn't upset,his
About,might astound,834,834_M_him,m,Match,obj,The story about Charles might astound,him
About,might astound,834,834_F_him,f,Mismatch,obj,The story about this girl might astound,him
About,might astound,834,834_M_his,m,Match,poss,The story about Charles might astound,his
About,might astound,834,834_F_his,f,Mismatch,poss,The story about this girl might astound,his
About,isn't confusing,835,835_M_him,m,Match,obj,The essay about Dennis isn't confusing,him
About,isn't confusing,835,835_F_him,f,Mismatch,obj,The essay about Bethany isn't confusing,him
About,isn't confusing,835,835_M_his,m,Match,poss,The essay about Dennis isn't confusing,his
About,isn't confusing,835,835_F_his,f,Mismatch,poss,The essay about Bethany isn't confusing,his
About,will disturb,836,836_M_him,m,Match,obj,The report about Russell will disturb,him
About,will disturb,836,836_F_him,f,Mismatch,obj,The report about Janice will disturb,him
About,will disturb,836,836_M_his,m,Match,poss,The report about Russell will disturb,his
About,will disturb,836,836_F_his,f,Mismatch,poss,The report about Janice will disturb,his
About,annoys,837,837_M_him,m,Match,obj,The documentary about Joseph annoys,him
About,annoys,837,837_F_him,f,Mismatch,obj,The documentary about Heidi annoys,him
About,annoys,837,837_M_his,m,Match,poss,The documentary about Joseph annoys,his
About,annoys,837,837_F_his,f,Mismatch,poss,The documentary about Heidi annoys,his
About,worries,838,838_M_him,m,Match,obj,The commentary about this husband worries,him
About,worries,838,838_F_him,f,Mismatch,obj,The commentary about Diana worries,him
About,worries,838,838_M_his,m,Match,poss,The commentary about this husband worries,his
About,worries,838,838_F_his,f,Mismatch,poss,The commentary about Diana worries,his
About,would bore,839,839_M_him,m,Match,obj,The show about Keith would bore,him
About,would bore,839,839_F_him,f,Mismatch,obj,The show about Janice would bore,him
About,would bore,839,839_M_his,m,Match,poss,The show about Keith would bore,his
About,would bore,839,839_F_his,f,Mismatch,poss,The show about Janice would bore,his
About,doesn't bore,840,840_M_him,m,Match,obj,The book about Russell doesn't bore,him
About,doesn't bore,840,840_F_him,f,Mismatch,obj,The book about Alice doesn't bore,him
About,doesn't bore,840,840_M_his,m,Match,poss,The book about Russell doesn't bore,his
About,doesn't bore,840,840_F_his,f,Mismatch,poss,The book about Alice doesn't bore,his
About,annoys,841,841_M_him,m,Match,obj,The pamphlet about Larry annoys,him
About,annoys,841,841_F_him,f,Mismatch,obj,The pamphlet about Teresa annoys,him
About,annoys,841,841_M_his,m,Match,poss,The pamphlet about Larry annoys,his
About,annoys,841,841_F_his,f,Mismatch,poss,The pamphlet about Teresa annoys,his
About,can't disgust,842,842_M_him,m,Match,obj,The brochure about Matt can't disgust,him
About,can't disgust,842,842_F_him,f,Mismatch,obj,The brochure about Julia can't disgust,him
About,can't disgust,842,842_M_his,m,Match,poss,The brochure about Matt can't disgust,his
About,can't disgust,842,842_F_his,f,Mismatch,poss,The brochure about Julia can't disgust,his
About,has confused,843,843_M_him,m,Match,obj,The play about Stephen has confused,him
About,has confused,843,843_F_him,f,Mismatch,obj,The play about the actress has confused,him
About,has confused,843,843_M_his,m,Match,poss,The play about Stephen has confused,his
About,has confused,843,843_F_his,f,Mismatch,poss,The play about the actress has confused,his
About,has upset,844,844_M_him,m,Match,obj,The movie about Gary has upset,him
About,has upset,844,844_F_him,f,Mismatch,obj,The movie about Helen has upset,him
About,has upset,844,844_M_his,m,Match,poss,The movie about Gary has upset,his
About,has upset,844,844_F_his,f,Mismatch,poss,The movie about Helen has upset,his
About,aggravated,845,845_M_him,m,Match,obj,The newspaper article about Kenneth aggravated,him
About,aggravated,845,845_F_him,f,Mismatch,obj,The newspaper article about Dawn aggravated,him
About,aggravated,845,845_M_his,m,Match,poss,The newspaper article about Kenneth aggravated,his
About,aggravated,845,845_F_his,f,Mismatch,poss,The newspaper article about Dawn aggravated,his
About,had hindered,846,846_M_him,m,Match,obj,The story about Benjamin had hindered,him
About,had hindered,846,846_F_him,f,Mismatch,obj,The story about Cheryl had hindered,him
About,had hindered,846,846_M_his,m,Match,poss,The story about Benjamin had hindered,his
About,had hindered,846,846_F_his,f,Mismatch,poss,The story about Cheryl had hindered,his
About,can't confuse,847,847_M_him,m,Match,obj,The essay about Roger can't confuse,him
About,can't confuse,847,847_F_him,f,Mismatch,obj,The essay about Dana can't confuse,him
About,can't confuse,847,847_M_his,m,Match,poss,The essay about Roger can't confuse,his
About,can't confuse,847,847_F_his,f,Mismatch,poss,The essay about Dana can't confuse,his
About,has astounded,848,848_M_him,m,Match,obj,The report about Frank has astounded,him
About,has astounded,848,848_F_him,f,Mismatch,obj,The report about Ann has astounded,him
About,has astounded,848,848_M_his,m,Match,poss,The report about Frank has astounded,his
About,has astounded,848,848_F_his,f,Mismatch,poss,The report about Ann has astounded,his
About,worried,849,849_M_him,m,Match,obj,The documentary about this boy worried,him
About,worried,849,849_F_him,f,Mismatch,obj,The documentary about Paula worried,him
About,worried,849,849_M_his,m,Match,poss,The documentary about this boy worried,his
About,worried,849,849_F_his,f,Mismatch,poss,The documentary about Paula worried,his
About,hindered,850,850_M_him,m,Match,obj,The commentary about the boyfriend hindered,him
About,hindered,850,850_F_him,f,Mismatch,obj,The commentary about Wendy hindered,him
About,hindered,850,850_M_his,m,Match,poss,The commentary about the boyfriend hindered,his
About,hindered,850,850_F_his,f,Mismatch,poss,The commentary about Wendy hindered,his
About,bothered,851,851_M_him,m,Match,obj,The show about Travis bothered,him
About,bothered,851,851_F_him,f,Mismatch,obj,The show about Janice bothered,him
About,bothered,851,851_M_his,m,Match,poss,The show about Travis bothered,his
About,bothered,851,851_F_his,f,Mismatch,poss,The show about Janice bothered,his
About,was aiding,852,852_M_him,m,Match,obj,The book about Mitchell was aiding,him
About,was aiding,852,852_F_him,f,Mismatch,obj,The book about that ex-girlfriend was aiding,him
About,was aiding,852,852_M_his,m,Match,poss,The book about Mitchell was aiding,his
About,was aiding,852,852_F_his,f,Mismatch,poss,The book about that ex-girlfriend was aiding,his
About,isn't underwhelming,853,853_M_him,m,Match,obj,The pamphlet about Joseph isn't underwhelming,him
About,isn't underwhelming,853,853_F_him,f,Mismatch,obj,The pamphlet about Tiffany isn't underwhelming,him
About,isn't underwhelming,853,853_M_his,m,Match,poss,The pamphlet about Joseph isn't underwhelming,his
About,isn't underwhelming,853,853_F_his,f,Mismatch,poss,The pamphlet about Tiffany isn't underwhelming,his
About,was aggravating,854,854_M_him,m,Match,obj,The brochure about Bill was aggravating,him
About,was aggravating,854,854_F_him,f,Mismatch,obj,The brochure about Claire was aggravating,him
About,was aggravating,854,854_M_his,m,Match,poss,The brochure about Bill was aggravating,his
About,was aggravating,854,854_F_his,f,Mismatch,poss,The brochure about Claire was aggravating,his
About,hadn't upset,855,855_M_him,m,Match,obj,The play about Rodney hadn't upset,him
About,hadn't upset,855,855_F_him,f,Mismatch,obj,The play about Cynthia hadn't upset,him
About,hadn't upset,855,855_M_his,m,Match,poss,The play about Rodney hadn't upset,his
About,hadn't upset,855,855_F_his,f,Mismatch,poss,The play about Cynthia hadn't upset,his
About,was disturbing,856,856_M_him,m,Match,obj,The movie about this boyfriend was disturbing,him
About,was disturbing,856,856_F_him,f,Mismatch,obj,The movie about Samantha was disturbing,him
About,was disturbing,856,856_M_his,m,Match,poss,The movie about this boyfriend was disturbing,his
About,was disturbing,856,856_F_his,f,Mismatch,poss,The movie about Samantha was disturbing,his
About,can't aid,857,857_M_him,m,Match,obj,The newspaper article about Steven can't aid,him
About,can't aid,857,857_F_him,f,Mismatch,obj,The newspaper article about Laurie can't aid,him
About,can't aid,857,857_M_his,m,Match,poss,The newspaper article about Steven can't aid,his
About,can't aid,857,857_F_his,f,Mismatch,poss,The newspaper article about Laurie can't aid,his
About,disturbed,858,858_M_him,m,Match,obj,The story about Jason disturbed,him
About,disturbed,858,858_F_him,f,Mismatch,obj,The story about Judy disturbed,him
About,disturbed,858,858_M_his,m,Match,poss,The story about Jason disturbed,his
About,disturbed,858,858_F_his,f,Mismatch,poss,The story about Judy disturbed,his
About,hasn't upset,859,859_M_him,m,Match,obj,The essay about James hasn't upset,him
About,hasn't upset,859,859_F_him,f,Mismatch,obj,The essay about Jacqueline hasn't upset,him
About,hasn't upset,859,859_M_his,m,Match,poss,The essay about James hasn't upset,his
About,hasn't upset,859,859_F_his,f,Mismatch,poss,The essay about Jacqueline hasn't upset,his
About,hadn't alarmed,860,860_M_him,m,Match,obj,The report about Keith hadn't alarmed,him
About,hadn't alarmed,860,860_F_him,f,Mismatch,obj,The report about Colleen hadn't alarmed,him
About,hadn't alarmed,860,860_M_his,m,Match,poss,The report about Keith hadn't alarmed,his
About,hadn't alarmed,860,860_F_his,f,Mismatch,poss,The report about Colleen hadn't alarmed,his
About,isn't hindering,861,861_M_him,m,Match,obj,The documentary about Curtis isn't hindering,him
About,isn't hindering,861,861_F_him,f,Mismatch,obj,The documentary about Danielle isn't hindering,him
About,isn't hindering,861,861_M_his,m,Match,poss,The documentary about Curtis isn't hindering,his
About,isn't hindering,861,861_F_his,f,Mismatch,poss,The documentary about Danielle isn't hindering,his
About,could underwhelm,862,862_M_him,m,Match,obj,The commentary about this ex-boyfriend could underwhelm,him
About,could underwhelm,862,862_F_him,f,Mismatch,obj,The commentary about this actress could underwhelm,him
About,could underwhelm,862,862_M_his,m,Match,poss,The commentary about this ex-boyfriend could underwhelm,his
About,could underwhelm,862,862_F_his,f,Mismatch,poss,The commentary about this actress could underwhelm,his
About,hadn't disgusted,863,863_M_him,m,Match,obj,The show about Brad hadn't disgusted,him
About,hadn't disgusted,863,863_F_him,f,Mismatch,obj,The show about Bethany hadn't disgusted,him
About,hadn't disgusted,863,863_M_his,m,Match,poss,The show about Brad hadn't disgusted,his
About,hadn't disgusted,863,863_F_his,f,Mismatch,poss,The show about Bethany hadn't disgusted,his
About,hasn't aggravated,864,864_M_him,m,Match,obj,The book about Jerry hasn't aggravated,him
About,hasn't aggravated,864,864_F_him,f,Mismatch,obj,The book about Nancy hasn't aggravated,him
About,hasn't aggravated,864,864_M_his,m,Match,poss,The book about Jerry hasn't aggravated,his
About,hasn't aggravated,864,864_F_his,f,Mismatch,poss,The book about Nancy hasn't aggravated,his
About,impresses,865,865_M_him,m,Match,obj,The pamphlet about the grandfather impresses,him
About,impresses,865,865_F_him,f,Mismatch,obj,The pamphlet about Kirsten impresses,him
About,impresses,865,865_M_his,m,Match,poss,The pamphlet about the grandfather impresses,his
About,impresses,865,865_F_his,f,Mismatch,poss,The pamphlet about Kirsten impresses,his
About,will help,866,866_M_him,m,Match,obj,The brochure about Omar will help,him
About,will help,866,866_F_him,f,Mismatch,obj,The brochure about Elizabeth will help,him
About,will help,866,866_M_his,m,Match,poss,The brochure about Omar will help,his
About,will help,866,866_F_his,f,Mismatch,poss,The brochure about Elizabeth will help,his
About,annoys,867,867_M_him,m,Match,obj,The play about Eric annoys,him
About,annoys,867,867_F_him,f,Mismatch,obj,The play about the girlfriend annoys,him
About,annoys,867,867_M_his,m,Match,poss,The play about Eric annoys,his
About,annoys,867,867_F_his,f,Mismatch,poss,The play about the girlfriend annoys,his
About,hasn't bored,868,868_M_him,m,Match,obj,The movie about Wayne hasn't bored,him
About,hasn't bored,868,868_F_him,f,Mismatch,obj,The movie about Jacqueline hasn't bored,him
About,hasn't bored,868,868_M_his,m,Match,poss,The movie about Wayne hasn't bored,his
About,hasn't bored,868,868_F_his,f,Mismatch,poss,The movie about Jacqueline hasn't bored,his
About,scared,869,869_M_him,m,Match,obj,The newspaper article about Brett scared,him
About,scared,869,869_F_him,f,Mismatch,obj,The newspaper article about Brenda scared,him
About,scared,869,869_M_his,m,Match,poss,The newspaper article about Brett scared,his
About,scared,869,869_F_his,f,Mismatch,poss,The newspaper article about Brenda scared,his
About,alarmed,870,870_M_him,m,Match,obj,The story about Mark alarmed,him
About,alarmed,870,870_F_him,f,Mismatch,obj,The story about Cindy alarmed,him
About,alarmed,870,870_M_his,m,Match,poss,The story about Mark alarmed,his
About,alarmed,870,870_F_his,f,Mismatch,poss,The story about Cindy alarmed,his
About,was hurting,871,871_M_him,m,Match,obj,The essay about Dennis was hurting,him
About,was hurting,871,871_F_him,f,Mismatch,obj,The essay about Paula was hurting,him
About,was hurting,871,871_M_his,m,Match,poss,The essay about Dennis was hurting,his
About,was hurting,871,871_F_his,f,Mismatch,poss,The essay about Paula was hurting,his
About,was harming,872,872_M_him,m,Match,obj,The report about Stephen was harming,him
About,was harming,872,872_F_him,f,Mismatch,obj,The report about Jodi was harming,him
About,was harming,872,872_M_his,m,Match,poss,The report about Stephen was harming,his
About,was harming,872,872_F_his,f,Mismatch,poss,The report about Jodi was harming,his
About,hadn't impressed,873,873_M_him,m,Match,obj,The documentary about Eric hadn't impressed,him
About,hadn't impressed,873,873_F_him,f,Mismatch,obj,The documentary about Melissa hadn't impressed,him
About,hadn't impressed,873,873_M_his,m,Match,poss,The documentary about Eric hadn't impressed,his
About,hadn't impressed,873,873_F_his,f,Mismatch,poss,The documentary about Melissa hadn't impressed,his
About,won't embarrass,874,874_M_him,m,Match,obj,The commentary about Joel won't embarrass,him
About,won't embarrass,874,874_F_him,f,Mismatch,obj,The commentary about Ella won't embarrass,him
About,won't embarrass,874,874_M_his,m,Match,poss,The commentary about Joel won't embarrass,his
About,won't embarrass,874,874_F_his,f,Mismatch,poss,The commentary about Ella won't embarrass,his
About,bored,875,875_M_him,m,Match,obj,The show about Lawrence bored,him
About,bored,875,875_F_him,f,Mismatch,obj,The show about April bored,him
About,bored,875,875_M_his,m,Match,poss,The show about Lawrence bored,his
About,bored,875,875_F_his,f,Mismatch,poss,The show about April bored,his
About,wouldn't disturb,876,876_M_him,m,Match,obj,The book about Thomas wouldn't disturb,him
About,wouldn't disturb,876,876_F_him,f,Mismatch,obj,The book about Jacqueline wouldn't disturb,him
About,wouldn't disturb,876,876_M_his,m,Match,poss,The book about Thomas wouldn't disturb,his
About,wouldn't disturb,876,876_F_his,f,Mismatch,poss,The book about Jacqueline wouldn't disturb,his
About,is shocking,877,877_M_him,m,Match,obj,The pamphlet about John is shocking,him
About,is shocking,877,877_F_him,f,Mismatch,obj,The pamphlet about the lady is shocking,him
About,is shocking,877,877_M_his,m,Match,poss,The pamphlet about John is shocking,his
About,is shocking,877,877_F_his,f,Mismatch,poss,The pamphlet about the lady is shocking,his
About,impressed,878,878_M_him,m,Match,obj,The brochure about the man impressed,him
About,impressed,878,878_F_him,f,Mismatch,obj,The brochure about Meredith impressed,him
About,impressed,878,878_M_his,m,Match,poss,The brochure about the man impressed,his
About,impressed,878,878_F_his,f,Mismatch,poss,The brochure about Meredith impressed,his
About,astounds,879,879_M_him,m,Match,obj,The play about Samuel astounds,him
About,astounds,879,879_F_him,f,Mismatch,obj,The play about the waitress astounds,him
About,astounds,879,879_M_his,m,Match,poss,The play about Samuel astounds,his
About,astounds,879,879_F_his,f,Mismatch,poss,The play about the waitress astounds,his
About,won't impress,880,880_M_him,m,Match,obj,The movie about Bruce won't impress,him
About,won't impress,880,880_F_him,f,Mismatch,obj,The movie about Margaret won't impress,him
About,won't impress,880,880_M_his,m,Match,poss,The movie about Bruce won't impress,his
About,won't impress,880,880_F_his,f,Mismatch,poss,The movie about Margaret won't impress,his
About,aided,881,881_M_him,m,Match,obj,The newspaper article about Derek aided,him
About,aided,881,881_F_him,f,Mismatch,obj,The newspaper article about Barbara aided,him
About,aided,881,881_M_his,m,Match,poss,The newspaper article about Derek aided,his
About,aided,881,881_F_his,f,Mismatch,poss,The newspaper article about Barbara aided,his
About,disturbs,882,882_M_him,m,Match,obj,The story about Kenneth disturbs,him
About,disturbs,882,882_F_him,f,Mismatch,obj,The story about Rose disturbs,him
About,disturbs,882,882_M_his,m,Match,poss,The story about Kenneth disturbs,his
About,disturbs,882,882_F_his,f,Mismatch,poss,The story about Rose disturbs,his
About,overwhelms,883,883_M_him,m,Match,obj,The essay about Aaron overwhelms,him
About,overwhelms,883,883_F_him,f,Mismatch,obj,The essay about Vanessa overwhelms,him
About,overwhelms,883,883_M_his,m,Match,poss,The essay about Aaron overwhelms,his
About,overwhelms,883,883_F_his,f,Mismatch,poss,The essay about Vanessa overwhelms,his
About,had confused,884,884_M_him,m,Match,obj,The report about Carlos had confused,him
About,had confused,884,884_F_him,f,Mismatch,obj,The report about Kirsten had confused,him
About,had confused,884,884_M_his,m,Match,poss,The report about Carlos had confused,his
About,had confused,884,884_F_his,f,Mismatch,poss,The report about Kirsten had confused,his
About,doesn't worry,885,885_M_him,m,Match,obj,The documentary about Derek doesn't worry,him
About,doesn't worry,885,885_F_him,f,Mismatch,obj,The documentary about Patricia doesn't worry,him
About,doesn't worry,885,885_M_his,m,Match,poss,The documentary about Derek doesn't worry,his
About,doesn't worry,885,885_F_his,f,Mismatch,poss,The documentary about Patricia doesn't worry,his
About,disturbs,886,886_M_him,m,Match,obj,The commentary about Gary disturbs,him
About,disturbs,886,886_F_him,f,Mismatch,obj,The commentary about that granddaughter disturbs,him
About,disturbs,886,886_M_his,m,Match,poss,The commentary about Gary disturbs,his
About,disturbs,886,886_F_his,f,Mismatch,poss,The commentary about that granddaughter disturbs,his
About,disgusts,887,887_M_him,m,Match,obj,The show about Jerry disgusts,him
About,disgusts,887,887_F_him,f,Mismatch,obj,The show about Lisa disgusts,him
About,disgusts,887,887_M_his,m,Match,poss,The show about Jerry disgusts,his
About,disgusts,887,887_F_his,f,Mismatch,poss,The show about Lisa disgusts,his
About,might annoy,888,888_M_him,m,Match,obj,The book about Kevin might annoy,him
About,might annoy,888,888_F_him,f,Mismatch,obj,The book about Sara might annoy,him
About,might annoy,888,888_M_his,m,Match,poss,The book about Kevin might annoy,his
About,might annoy,888,888_F_his,f,Mismatch,poss,The book about Sara might annoy,his
About,helps,889,889_M_him,m,Match,obj,The pamphlet about that son helps,him
About,helps,889,889_F_him,f,Mismatch,obj,The pamphlet about Gina helps,him
About,helps,889,889_M_his,m,Match,poss,The pamphlet about that son helps,his
About,helps,889,889_F_his,f,Mismatch,poss,The pamphlet about Gina helps,his
About,had upset,890,890_M_him,m,Match,obj,The brochure about William had upset,him
About,had upset,890,890_F_him,f,Mismatch,obj,The brochure about Leslie had upset,him
About,had upset,890,890_M_his,m,Match,poss,The brochure about William had upset,his
About,had upset,890,890_F_his,f,Mismatch,poss,The brochure about Leslie had upset,his
About,worries,891,891_M_him,m,Match,obj,The play about Paul worries,him
About,worries,891,891_F_him,f,Mismatch,obj,The play about Linda worries,him
About,worries,891,891_M_his,m,Match,poss,The play about Paul worries,his
About,worries,891,891_F_his,f,Mismatch,poss,The play about Linda worries,his
About,wasn't worrying,892,892_M_him,m,Match,obj,The movie about Steve wasn't worrying,him
About,wasn't worrying,892,892_F_him,f,Mismatch,obj,The movie about Brenda wasn't worrying,him
About,wasn't worrying,892,892_M_his,m,Match,poss,The movie about Steve wasn't worrying,his
About,wasn't worrying,892,892_F_his,f,Mismatch,poss,The movie about Brenda wasn't worrying,his
About,wasn't aggravating,893,893_M_him,m,Match,obj,The newspaper article about Steve wasn't aggravating,him
About,wasn't aggravating,893,893_F_him,f,Mismatch,obj,The newspaper article about Margaret wasn't aggravating,him
About,wasn't aggravating,893,893_M_his,m,Match,poss,The newspaper article about Steve wasn't aggravating,his
About,wasn't aggravating,893,893_F_his,f,Mismatch,poss,The newspaper article about Margaret wasn't aggravating,his
About,has bothered,894,894_M_him,m,Match,obj,The story about Jerry has bothered,him
About,has bothered,894,894_F_him,f,Mismatch,obj,The story about Margaret has bothered,him
About,has bothered,894,894_M_his,m,Match,poss,The story about Jerry has bothered,his
About,has bothered,894,894_F_his,f,Mismatch,poss,The story about Margaret has bothered,his
About,won't disgust,895,895_M_him,m,Match,obj,The essay about Edward won't disgust,him
About,won't disgust,895,895_F_him,f,Mismatch,obj,The essay about Rose won't disgust,him
About,won't disgust,895,895_M_his,m,Match,poss,The essay about Edward won't disgust,his
About,won't disgust,895,895_F_his,f,Mismatch,poss,The essay about Rose won't disgust,his
About,scared,896,896_M_him,m,Match,obj,The report about Bradley scared,him
About,scared,896,896_F_him,f,Mismatch,obj,The report about Mary scared,him
About,scared,896,896_M_his,m,Match,poss,The report about Bradley scared,his
About,scared,896,896_F_his,f,Mismatch,poss,The report about Mary scared,his
About,hadn't helped,897,897_M_him,m,Match,obj,The documentary about Brad hadn't helped,him
About,hadn't helped,897,897_F_him,f,Mismatch,obj,The documentary about Debra hadn't helped,him
About,hadn't helped,897,897_M_his,m,Match,poss,The documentary about Brad hadn't helped,his
About,hadn't helped,897,897_F_his,f,Mismatch,poss,The documentary about Debra hadn't helped,his
About,impressed,898,898_M_him,m,Match,obj,The commentary about Roger impressed,him
About,impressed,898,898_F_him,f,Mismatch,obj,The commentary about Vanessa impressed,him
About,impressed,898,898_M_his,m,Match,poss,The commentary about Roger impressed,his
About,impressed,898,898_F_his,f,Mismatch,poss,The commentary about Vanessa impressed,his
About,upsets,899,899_M_him,m,Match,obj,The show about Lawrence upsets,him
About,upsets,899,899_F_him,f,Mismatch,obj,The show about Diane upsets,him
About,upsets,899,899_M_his,m,Match,poss,The show about Lawrence upsets,his
About,upsets,899,899_F_his,f,Mismatch,poss,The show about Diane upsets,his
About,couldn't scare,900,900_M_him,m,Match,obj,The book about Todd couldn't scare,him
About,couldn't scare,900,900_F_him,f,Mismatch,obj,The book about that wife couldn't scare,him
About,couldn't scare,900,900_M_his,m,Match,poss,The book about Todd couldn't scare,his
About,couldn't scare,900,900_F_his,f,Mismatch,poss,The book about that wife couldn't scare,his
About,is underwhelming,901,901_M_him,m,Match,obj,The pamphlet about Timothy is underwhelming,him
About,is underwhelming,901,901_F_him,f,Mismatch,obj,The pamphlet about this grandmother is underwhelming,him
About,is underwhelming,901,901_M_his,m,Match,poss,The pamphlet about Timothy is underwhelming,his
About,is underwhelming,901,901_F_his,f,Mismatch,poss,The pamphlet about this grandmother is underwhelming,his
About,does disturb,902,902_M_him,m,Match,obj,The brochure about Kevin does disturb,him
About,does disturb,902,902_F_him,f,Mismatch,obj,The brochure about Janice does disturb,him
About,does disturb,902,902_M_his,m,Match,poss,The brochure about Kevin does disturb,his
About,does disturb,902,902_F_his,f,Mismatch,poss,The brochure about Janice does disturb,his
About,hinders,903,903_M_him,m,Match,obj,The play about Walter hinders,him
About,hinders,903,903_F_him,f,Mismatch,obj,The play about Valerie hinders,him
About,hinders,903,903_M_his,m,Match,poss,The play about Walter hinders,his
About,hinders,903,903_F_his,f,Mismatch,poss,The play about Valerie hinders,his
About,hurt,904,904_M_him,m,Match,obj,The movie about Bill hurt,him
About,hurt,904,904_F_him,f,Mismatch,obj,The movie about Stacey hurt,him
About,hurt,904,904_M_his,m,Match,poss,The movie about Bill hurt,his
About,hurt,904,904_F_his,f,Mismatch,poss,The movie about Stacey hurt,his
About,was worrying,905,905_M_him,m,Match,obj,The newspaper article about Gregory was worrying,him
About,was worrying,905,905_F_him,f,Mismatch,obj,The newspaper article about Meredith was worrying,him
About,was worrying,905,905_M_his,m,Match,poss,The newspaper article about Gregory was worrying,his
About,was worrying,905,905_F_his,f,Mismatch,poss,The newspaper article about Meredith was worrying,his
About,hasn't hindered,906,906_M_him,m,Match,obj,The story about Paul hasn't hindered,him
About,hasn't hindered,906,906_F_him,f,Mismatch,obj,The story about Jodi hasn't hindered,him
About,hasn't hindered,906,906_M_his,m,Match,poss,The story about Paul hasn't hindered,his
About,hasn't hindered,906,906_F_his,f,Mismatch,poss,The story about Jodi hasn't hindered,his
About,had stunned,907,907_M_him,m,Match,obj,The essay about Curtis had stunned,him
About,had stunned,907,907_F_him,f,Mismatch,obj,The essay about Sara had stunned,him
About,had stunned,907,907_M_his,m,Match,poss,The essay about Curtis had stunned,his
About,had stunned,907,907_F_his,f,Mismatch,poss,The essay about Sara had stunned,his
About,disturbs,908,908_M_him,m,Match,obj,The report about Paul disturbs,him
About,disturbs,908,908_F_him,f,Mismatch,obj,The report about Sheila disturbs,him
About,disturbs,908,908_M_his,m,Match,poss,The report about Paul disturbs,his
About,disturbs,908,908_F_his,f,Mismatch,poss,The report about Sheila disturbs,his
About,did shock,909,909_M_him,m,Match,obj,The documentary about Walter did shock,him
About,did shock,909,909_F_him,f,Mismatch,obj,The documentary about Elaine did shock,him
About,did shock,909,909_M_his,m,Match,poss,The documentary about Walter did shock,his
About,did shock,909,909_F_his,f,Mismatch,poss,The documentary about Elaine did shock,his
About,hurts,910,910_M_him,m,Match,obj,The commentary about Randolf hurts,him
About,hurts,910,910_F_him,f,Mismatch,obj,The commentary about Theresa hurts,him
About,hurts,910,910_M_his,m,Match,poss,The commentary about Randolf hurts,his
About,hurts,910,910_F_his,f,Mismatch,poss,The commentary about Theresa hurts,his
About,is confusing,911,911_M_him,m,Match,obj,The show about Bradley is confusing,him
About,is confusing,911,911_F_him,f,Mismatch,obj,The show about Cindy is confusing,him
About,is confusing,911,911_M_his,m,Match,poss,The show about Bradley is confusing,his
About,is confusing,911,911_F_his,f,Mismatch,poss,The show about Cindy is confusing,his
About,couldn't distract,912,912_M_him,m,Match,obj,The book about Samuel couldn't distract,him
