exp,verb,frameNum,uid,gender,cond,pronoun,sent,target
simple,can't kiss,796,796_F_him,f,Mismatch,obj,Kristen can't kiss,him
simple,can't kiss,796,796_F_his,f,Mismatch,poss,Kristen can't kiss,his
simple,can cure,797,797_M_him,m,Match,obj,Derek can cure,him
simple,can cure,797,797_M_his,m,Match,poss,Derek can cure,his
simple,can cure,797,797_F_him,f,Mismatch,obj,Sonia can cure,him
simple,can cure,797,797_F_his,f,Mismatch,poss,Sonia can cure,his
simple,is hearing,798,798_M_him,m,Match,obj,Christopher is hearing,him
simple,is hearing,798,798_M_his,m,Match,poss,Christopher is hearing,his
simple,is hearing,798,798_F_him,f,Mismatch,obj,Martha is hearing,him
simple,is hearing,798,798_F_his,f,Mismatch,poss,Martha is hearing,his
simple,shook,799,799_M_him,m,Match,obj,Timothy shook,him
simple,shook,799,799_M_his,m,Match,poss,Timothy shook,his
simple,shook,799,799_F_him,f,Mismatch,obj,Stacey shook,him
simple,shook,799,799_F_his,f,Mismatch,poss,Stacey shook,his
simple,thought about,800,800_M_him,m,Match,obj,Joel thought about,him
simple,thought about,800,800_M_his,m,Match,poss,Joel thought about,his
simple,thought about,800,800_F_him,f,Mismatch,obj,Beth thought about,him
simple,thought about,800,800_F_his,f,Mismatch,poss,Beth thought about,his
simple,led,801,801_M_him,m,Match,obj,Thomas led,him
simple,led,801,801_M_his,m,Match,poss,Thomas led,his
simple,led,801,801_F_him,f,Mismatch,obj,Irene led,him
simple,led,801,801_F_his,f,Mismatch,poss,Irene led,his
simple,kissed,802,802_M_him,m,Match,obj,This boyfriend kissed,him
simple,kissed,802,802_M_his,m,Match,poss,This boyfriend kissed,his
simple,kissed,802,802_F_him,f,Mismatch,obj,Cheryl kissed,him
simple,kissed,802,802_F_his,f,Mismatch,poss,Cheryl kissed,his
simple,cared for,803,803_M_him,m,Match,obj,David cared for,him
simple,cared for,803,803_M_his,m,Match,poss,David cared for,his
simple,cared for,803,803_F_him,f,Mismatch,obj,Carol cared for,him
simple,cared for,803,803_F_his,f,Mismatch,poss,Carol cared for,his
simple,watches,804,804_M_him,m,Match,obj,Michael watches,him
simple,watches,804,804_M_his,m,Match,poss,Michael watches,his
simple,watches,804,804_F_him,f,Mismatch,obj,Katherine watches,him
simple,watches,804,804_F_his,f,Mismatch,poss,Katherine watches,his
simple,wasn't complaining about,805,805_M_him,m,Match,obj,Wayne wasn't complaining about,him
simple,wasn't complaining about,805,805_M_his,m,Match,poss,Wayne wasn't complaining about,his
simple,wasn't complaining about,805,805_F_him,f,Mismatch,obj,Diana wasn't complaining about,him
simple,wasn't complaining about,805,805_F_his,f,Mismatch,poss,Diana wasn't complaining about,his
simple,flees from,806,806_M_him,m,Match,obj,Walter flees from,him
simple,flees from,806,806_M_his,m,Match,poss,Walter flees from,his
simple,flees from,806,806_F_him,f,Mismatch,obj,Emily flees from,him
simple,flees from,806,806_F_his,f,Mismatch,poss,Emily flees from,his
simple,wasn't researching,807,807_M_him,m,Match,obj,Steve wasn't researching,him
simple,wasn't researching,807,807_M_his,m,Match,poss,Steve wasn't researching,his
simple,wasn't researching,807,807_F_him,f,Mismatch,obj,That woman wasn't researching,him
simple,wasn't researching,807,807_F_his,f,Mismatch,poss,That woman wasn't researching,his
simple,had disagreed with,808,808_M_him,m,Match,obj,That father had disagreed with,him
simple,had disagreed with,808,808_M_his,m,Match,poss,That father had disagreed with,his
simple,had disagreed with,808,808_F_him,f,Mismatch,obj,The grandmother had disagreed with,him
simple,had disagreed with,808,808_F_his,f,Mismatch,poss,The grandmother had disagreed with,his
simple,hadn't talked to,809,809_M_him,m,Match,obj,Vincent hadn't talked to,him
simple,hadn't talked to,809,809_M_his,m,Match,poss,Vincent hadn't talked to,his
simple,hadn't talked to,809,809_F_him,f,Mismatch,obj,Holly hadn't talked to,him
simple,hadn't talked to,809,809_F_his,f,Mismatch,poss,Holly hadn't talked to,his
simple,didn't examine,810,810_M_him,m,Match,obj,Stephen didn't examine,him
simple,didn't examine,810,810_M_his,m,Match,poss,Stephen didn't examine,his
simple,didn't examine,810,810_F_him,f,Mismatch,obj,Nina didn't examine,him
simple,didn't examine,810,810_F_his,f,Mismatch,poss,Nina didn't examine,his
simple,scanned,811,811_M_him,m,Match,obj,That nephew scanned,him
simple,scanned,811,811_M_his,m,Match,poss,That nephew scanned,his
simple,scanned,811,811_F_him,f,Mismatch,obj,Ellen scanned,him
simple,scanned,811,811_F_his,f,Mismatch,poss,Ellen scanned,his
simple,can shake,812,812_M_him,m,Match,obj,Kevin can shake,him
simple,can shake,812,812_M_his,m,Match,poss,Kevin can shake,his
simple,can shake,812,812_F_him,f,Mismatch,obj,Meredith can shake,him
simple,can shake,812,812_F_his,f,Mismatch,poss,Meredith can shake,his
simple,was disturbing,813,813_M_him,m,Match,obj,Theodore was disturbing,him
simple,was disturbing,813,813_M_his,m,Match,poss,Theodore was disturbing,his
simple,was disturbing,813,813_F_him,f,Mismatch,obj,Rose was disturbing,him
simple,was disturbing,813,813_F_his,f,Mismatch,poss,Rose was disturbing,his
simple,had annoyed,814,814_M_him,m,Match,obj,That nephew had annoyed,him
simple,had annoyed,814,814_M_his,m,Match,poss,That nephew had annoyed,his
simple,had annoyed,814,814_F_him,f,Mismatch,obj,Kristin had annoyed,him
simple,had annoyed,814,814_F_his,f,Mismatch,poss,Kristin had annoyed,his
simple,hasn't helped,815,815_M_him,m,Match,obj,Liam hasn't helped,him
simple,hasn't helped,815,815_M_his,m,Match,poss,Liam hasn't helped,his
simple,hasn't helped,815,815_F_him,f,Mismatch,obj,Holly hasn't helped,him
simple,hasn't helped,815,815_F_his,f,Mismatch,poss,Holly hasn't helped,his
simple,was watching,816,816_M_him,m,Match,obj,Bill was watching,him
simple,was watching,816,816_M_his,m,Match,poss,Bill was watching,his
simple,was watching,816,816_F_him,f,Mismatch,obj,Ellen was watching,him
simple,was watching,816,816_F_his,f,Mismatch,poss,Ellen was watching,his
simple,led,817,817_M_him,m,Match,obj,That boyfriend led,him
simple,led,817,817_M_his,m,Match,poss,That boyfriend led,his
simple,led,817,817_F_him,f,Mismatch,obj,Nina led,him
simple,led,817,817_F_his,f,Mismatch,poss,Nina led,his
simple,loves,818,818_M_him,m,Match,obj,Scott loves,him
simple,loves,818,818_M_his,m,Match,poss,Scott loves,his
simple,loves,818,818_F_him,f,Mismatch,obj,Donna loves,him
simple,loves,818,818_F_his,f,Mismatch,poss,Donna loves,his
simple,hadn't praised,819,819_M_him,m,Match,obj,Edward hadn't praised,him
simple,hadn't praised,819,819_M_his,m,Match,poss,Edward hadn't praised,his
simple,hadn't praised,819,819_F_him,f,Mismatch,obj,Christina hadn't praised,him
simple,hadn't praised,819,819_F_his,f,Mismatch,poss,Christina hadn't praised,his
simple,hasn't seen,820,820_M_him,m,Match,obj,Bruce hasn't seen,him
simple,hasn't seen,820,820_M_his,m,Match,poss,Bruce hasn't seen,his
simple,hasn't seen,820,820_F_him,f,Mismatch,obj,Bethany hasn't seen,him
simple,hasn't seen,820,820_F_his,f,Mismatch,poss,Bethany hasn't seen,his
simple,should lose,821,821_M_him,m,Match,obj,Kenneth should lose,him
simple,should lose,821,821_M_his,m,Match,poss,Kenneth should lose,his
simple,should lose,821,821_F_him,f,Mismatch,obj,Gina should lose,him
simple,should lose,821,821_F_his,f,Mismatch,poss,Gina should lose,his
simple,praised,822,822_M_him,m,Match,obj,Adam praised,him
simple,praised,822,822_M_his,m,Match,poss,Adam praised,his
simple,praised,822,822_F_him,f,Mismatch,obj,Maria praised,him
simple,praised,822,822_F_his,f,Mismatch,poss,Maria praised,his
simple,worked with,823,823_M_him,m,Match,obj,Edward worked with,him
simple,worked with,823,823_M_his,m,Match,poss,Edward worked with,his
simple,worked with,823,823_F_him,f,Mismatch,obj,Paula worked with,him
simple,worked with,823,823_F_his,f,Mismatch,poss,Paula worked with,his
simple,should flee from,824,824_M_him,m,Match,obj,Edward should flee from,him
simple,should flee from,824,824_M_his,m,Match,poss,Edward should flee from,his
simple,should flee from,824,824_F_him,f,Mismatch,obj,Suzanne should flee from,him
simple,should flee from,824,824_F_his,f,Mismatch,poss,Suzanne should flee from,his
simple,alarms,825,825_M_him,m,Match,obj,This grandfather alarms,him
simple,alarms,825,825_M_his,m,Match,poss,This grandfather alarms,his
simple,alarms,825,825_F_him,f,Mismatch,obj,Bethany alarms,him
simple,alarms,825,825_F_his,f,Mismatch,poss,Bethany alarms,his
simple,could insult,826,826_M_him,m,Match,obj,James could insult,him
simple,could insult,826,826_M_his,m,Match,poss,James could insult,his
simple,could insult,826,826_F_him,f,Mismatch,obj,Katherine could insult,him
simple,could insult,826,826_F_his,f,Mismatch,poss,Katherine could insult,his
simple,wouldn't approach,827,827_M_him,m,Match,obj,The grandfather wouldn't approach,him
simple,wouldn't approach,827,827_M_his,m,Match,poss,The grandfather wouldn't approach,his
simple,wouldn't approach,827,827_F_him,f,Mismatch,obj,Lisa wouldn't approach,him
simple,wouldn't approach,827,827_F_his,f,Mismatch,poss,Lisa wouldn't approach,his
simple,disgusts,828,828_M_him,m,Match,obj,Jerry disgusts,him
simple,disgusts,828,828_M_his,m,Match,poss,Jerry disgusts,his
simple,disgusts,828,828_F_him,f,Mismatch,obj,Nicole disgusts,him
simple,disgusts,828,828_F_his,f,Mismatch,poss,Nicole disgusts,his
simple,helped,829,829_M_him,m,Match,obj,Marcus helped,him
simple,helped,829,829_M_his,m,Match,poss,Marcus helped,his
simple,helped,829,829_F_him,f,Mismatch,obj,Laura helped,him
simple,helped,829,829_F_his,f,Mismatch,poss,Laura helped,his
simple,was biting,830,830_M_him,m,Match,obj,Theodore was biting,him
simple,was biting,830,830_M_his,m,Match,poss,Theodore was biting,his
simple,was biting,830,830_F_him,f,Mismatch,obj,Diana was biting,him
simple,was biting,830,830_F_his,f,Mismatch,poss,Diana was biting,his
simple,doesn't discover,831,831_M_him,m,Match,obj,John doesn't discover,him
simple,doesn't discover,831,831_M_his,m,Match,poss,John doesn't discover,his
simple,doesn't discover,831,831_F_him,f,Mismatch,obj,The sister doesn't discover,him
simple,doesn't discover,831,831_F_his,f,Mismatch,poss,The sister doesn't discover,his
simple,isn't escaping from,832,832_M_him,m,Match,obj,This man isn't escaping from,him
simple,isn't escaping from,832,832_M_his,m,Match,poss,This man isn't escaping from,his
simple,isn't escaping from,832,832_F_him,f,Mismatch,obj,Meredith isn't escaping from,him
simple,isn't escaping from,832,832_F_his,f,Mismatch,poss,Meredith isn't escaping from,his
simple,understands,833,833_M_him,m,Match,obj,Thomas understands,him
simple,understands,833,833_M_his,m,Match,poss,Thomas understands,his
simple,understands,833,833_F_him,f,Mismatch,obj,Diane understands,him
simple,understands,833,833_F_his,f,Mismatch,poss,Diane understands,his
simple,likes,834,834_M_him,m,Match,obj,Paul likes,him
simple,likes,834,834_M_his,m,Match,poss,Paul likes,his
simple,likes,834,834_F_him,f,Mismatch,obj,Sharon likes,him
simple,likes,834,834_F_his,f,Mismatch,poss,Sharon likes,his
simple,was aiding,835,835_M_him,m,Match,obj,Liam was aiding,him
simple,was aiding,835,835_M_his,m,Match,poss,Liam was aiding,his
simple,was aiding,835,835_F_him,f,Mismatch,obj,Carmen was aiding,him
simple,was aiding,835,835_F_his,f,Mismatch,poss,Carmen was aiding,his
simple,isn't thinking about,836,836_M_him,m,Match,obj,Marcus isn't thinking about,him
simple,isn't thinking about,836,836_M_his,m,Match,poss,Marcus isn't thinking about,his
simple,isn't thinking about,836,836_F_him,f,Mismatch,obj,Alice isn't thinking about,him
simple,isn't thinking about,836,836_F_his,f,Mismatch,poss,Alice isn't thinking about,his
simple,forgot,837,837_M_him,m,Match,obj,Dennis forgot,him
simple,forgot,837,837_M_his,m,Match,poss,Dennis forgot,his
simple,forgot,837,837_F_him,f,Mismatch,obj,Kristin forgot,him
simple,forgot,837,837_F_his,f,Mismatch,poss,Kristin forgot,his
simple,exposed,838,838_M_him,m,Match,obj,Robert exposed,him
simple,exposed,838,838_M_his,m,Match,poss,Robert exposed,his
simple,exposed,838,838_F_him,f,Mismatch,obj,Stacey exposed,him
simple,exposed,838,838_F_his,f,Mismatch,poss,Stacey exposed,his
simple,shot,839,839_M_him,m,Match,obj,Edward shot,him
simple,shot,839,839_M_his,m,Match,poss,Edward shot,his
simple,shot,839,839_F_him,f,Mismatch,obj,April shot,him
simple,shot,839,839_F_his,f,Mismatch,poss,April shot,his
simple,heard,840,840_M_him,m,Match,obj,Benjamin heard,him
simple,heard,840,840_M_his,m,Match,poss,Benjamin heard,his
simple,heard,840,840_F_him,f,Mismatch,obj,Lori heard,him
simple,heard,840,840_F_his,f,Mismatch,poss,Lori heard,his
simple,did leave,841,841_M_him,m,Match,obj,Lawrence did leave,him
simple,did leave,841,841_M_his,m,Match,poss,Lawrence did leave,his
simple,did leave,841,841_F_him,f,Mismatch,obj,Christine did leave,him
simple,did leave,841,841_F_his,f,Mismatch,poss,Christine did leave,his
simple,doesn't aid,842,842_M_him,m,Match,obj,Jerry doesn't aid,him
simple,doesn't aid,842,842_M_his,m,Match,poss,Jerry doesn't aid,his
simple,doesn't aid,842,842_F_him,f,Mismatch,obj,Alice doesn't aid,him
simple,doesn't aid,842,842_F_his,f,Mismatch,poss,Alice doesn't aid,his
simple,confuses,843,843_M_him,m,Match,obj,Michael confuses,him
simple,confuses,843,843_M_his,m,Match,poss,Michael confuses,his
simple,confuses,843,843_F_him,f,Mismatch,obj,Leslie confuses,him
simple,confuses,843,843_F_his,f,Mismatch,poss,Leslie confuses,his
simple,shouldn't criticize,844,844_M_him,m,Match,obj,This nephew shouldn't criticize,him
simple,shouldn't criticize,844,844_M_his,m,Match,poss,This nephew shouldn't criticize,his
simple,shouldn't criticize,844,844_F_him,f,Mismatch,obj,Leslie shouldn't criticize,him
simple,shouldn't criticize,844,844_F_his,f,Mismatch,poss,Leslie shouldn't criticize,his
simple,hasn't kissed,845,845_M_him,m,Match,obj,Marcus hasn't kissed,him
simple,hasn't kissed,845,845_M_his,m,Match,poss,Marcus hasn't kissed,his
simple,hasn't kissed,845,845_F_him,f,Mismatch,obj,Heidi hasn't kissed,him
simple,hasn't kissed,845,845_F_his,f,Mismatch,poss,Heidi hasn't kissed,his
simple,isn't finding,846,846_M_him,m,Match,obj,Gary isn't finding,him
simple,isn't finding,846,846_M_his,m,Match,poss,Gary isn't finding,his
simple,isn't finding,846,846_F_him,f,Mismatch,obj,This granddaughter isn't finding,him
simple,isn't finding,846,846_F_his,f,Mismatch,poss,This granddaughter isn't finding,his
simple,described,847,847_M_him,m,Match,obj,Wayne described,him
simple,described,847,847_M_his,m,Match,poss,Wayne described,his
simple,described,847,847_F_him,f,Mismatch,obj,Judy described,him
simple,described,847,847_F_his,f,Mismatch,poss,Judy described,his
simple,referenced,848,848_M_him,m,Match,obj,Vincent referenced,him
simple,referenced,848,848_M_his,m,Match,poss,Vincent referenced,his
simple,referenced,848,848_F_him,f,Mismatch,obj,Wendy referenced,him
simple,referenced,848,848_F_his,f,Mismatch,poss,Wendy referenced,his
simple,isn't visiting,849,849_M_him,m,Match,obj,Brian isn't visiting,him
simple,isn't visiting,849,849_M_his,m,Match,poss,Brian isn't visiting,his
simple,isn't visiting,849,849_F_him,f,Mismatch,obj,Paula isn't visiting,him
simple,isn't visiting,849,849_F_his,f,Mismatch,poss,Paula isn't visiting,his
simple,won't argue about,850,850_M_him,m,Match,obj,Matt won't argue about,him
simple,won't argue about,850,850_M_his,m,Match,poss,Matt won't argue about,his
simple,won't argue about,850,850_F_him,f,Mismatch,obj,Bethany won't argue about,him
simple,won't argue about,850,850_F_his,f,Mismatch,poss,Bethany won't argue about,his
simple,hadn't visited,851,851_M_him,m,Match,obj,Brian hadn't visited,him
simple,hadn't visited,851,851_M_his,m,Match,poss,Brian hadn't visited,his
simple,hadn't visited,851,851_F_him,f,Mismatch,obj,Alice hadn't visited,him
simple,hadn't visited,851,851_F_his,f,Mismatch,poss,Alice hadn't visited,his
simple,would write,852,852_M_him,m,Match,obj,Lawrence would write,him
simple,would write,852,852_M_his,m,Match,poss,Lawrence would write,his
simple,would write,852,852_F_him,f,Mismatch,obj,Sandra would write,him
simple,would write,852,852_F_his,f,Mismatch,poss,Sandra would write,his
simple,won't talk to,853,853_M_him,m,Match,obj,The ex-boyfriend won't talk to,him
simple,won't talk to,853,853_M_his,m,Match,poss,The ex-boyfriend won't talk to,his
simple,won't talk to,853,853_F_him,f,Mismatch,obj,The woman won't talk to,him
simple,won't talk to,853,853_F_his,f,Mismatch,poss,The woman won't talk to,his
simple,escapes from,854,854_M_him,m,Match,obj,Joel escapes from,him
simple,escapes from,854,854_M_his,m,Match,poss,Joel escapes from,his
simple,escapes from,854,854_F_him,f,Mismatch,obj,Vanessa escapes from,him
simple,escapes from,854,854_F_his,f,Mismatch,poss,Vanessa escapes from,his
simple,isn't distracting,855,855_M_him,m,Match,obj,That ex-husband isn't distracting,him
simple,isn't distracting,855,855_M_his,m,Match,poss,That ex-husband isn't distracting,his
simple,isn't distracting,855,855_F_him,f,Mismatch,obj,Gina isn't distracting,him
simple,isn't distracting,855,855_F_his,f,Mismatch,poss,Gina isn't distracting,his
simple,had seen,856,856_M_him,m,Match,obj,Kevin had seen,him
simple,had seen,856,856_M_his,m,Match,poss,Kevin had seen,his
simple,had seen,856,856_F_him,f,Mismatch,obj,Stephanie had seen,him
simple,had seen,856,856_F_his,f,Mismatch,poss,Stephanie had seen,his
simple,forgives,857,857_M_him,m,Match,obj,That father forgives,him
simple,forgives,857,857_M_his,m,Match,poss,That father forgives,his
simple,forgives,857,857_F_him,f,Mismatch,obj,Sharon forgives,him
simple,forgives,857,857_F_his,f,Mismatch,poss,Sharon forgives,his
simple,wasn't revealing,858,858_M_him,m,Match,obj,Bill wasn't revealing,him
simple,wasn't revealing,858,858_M_his,m,Match,poss,Bill wasn't revealing,his
simple,wasn't revealing,858,858_F_him,f,Mismatch,obj,Brenda wasn't revealing,him
simple,wasn't revealing,858,858_F_his,f,Mismatch,poss,Brenda wasn't revealing,his
simple,shouldn't conceal,859,859_M_him,m,Match,obj,Dan shouldn't conceal,him
simple,shouldn't conceal,859,859_M_his,m,Match,poss,Dan shouldn't conceal,his
simple,shouldn't conceal,859,859_F_him,f,Mismatch,obj,Melanie shouldn't conceal,him
simple,shouldn't conceal,859,859_F_his,f,Mismatch,poss,Melanie shouldn't conceal,his
simple,helped,860,860_M_him,m,Match,obj,Paul helped,him
simple,helped,860,860_M_his,m,Match,poss,Paul helped,his
simple,helped,860,860_F_him,f,Mismatch,obj,April helped,him
simple,helped,860,860_F_his,f,Mismatch,poss,April helped,his
simple,wasn't revealing,861,861_M_him,m,Match,obj,Benjamin wasn't revealing,him
simple,wasn't revealing,861,861_M_his,m,Match,poss,Benjamin wasn't revealing,his
simple,wasn't revealing,861,861_F_him,f,Mismatch,obj,Natalie wasn't revealing,him
simple,wasn't revealing,861,861_F_his,f,Mismatch,poss,Natalie wasn't revealing,his
simple,argued about,862,862_M_him,m,Match,obj,Travis argued about,him
simple,argued about,862,862_M_his,m,Match,poss,Travis argued about,his
simple,argued about,862,862_F_him,f,Mismatch,obj,Irene argued about,him
simple,argued about,862,862_F_his,f,Mismatch,poss,Irene argued about,his
simple,couldn't bite,863,863_M_him,m,Match,obj,The ex-husband couldn't bite,him
simple,couldn't bite,863,863_M_his,m,Match,poss,The ex-husband couldn't bite,his
simple,couldn't bite,863,863_F_him,f,Mismatch,obj,Melanie couldn't bite,him
simple,couldn't bite,863,863_F_his,f,Mismatch,poss,Melanie couldn't bite,his
simple,annoys,864,864_M_him,m,Match,obj,Bradley annoys,him
simple,annoys,864,864_M_his,m,Match,poss,Bradley annoys,his
simple,annoys,864,864_F_him,f,Mismatch,obj,The mother annoys,him
simple,annoys,864,864_F_his,f,Mismatch,poss,The mother annoys,his
simple,alarms,865,865_M_him,m,Match,obj,William alarms,him
simple,alarms,865,865_M_his,m,Match,poss,William alarms,his
simple,alarms,865,865_F_him,f,Mismatch,obj,Sheila alarms,him
simple,alarms,865,865_F_his,f,Mismatch,poss,Sheila alarms,his
simple,is stunning,866,866_M_him,m,Match,obj,Bruce is stunning,him
simple,is stunning,866,866_M_his,m,Match,poss,Bruce is stunning,his
simple,is stunning,866,866_F_him,f,Mismatch,obj,Catherine is stunning,him
simple,is stunning,866,866_F_his,f,Mismatch,poss,Catherine is stunning,his
simple,hadn't loved,867,867_M_him,m,Match,obj,Lawrence hadn't loved,him
simple,hadn't loved,867,867_M_his,m,Match,poss,Lawrence hadn't loved,his
simple,hadn't loved,867,867_F_him,f,Mismatch,obj,Jane hadn't loved,him
simple,hadn't loved,867,867_F_his,f,Mismatch,poss,Jane hadn't loved,his
simple,stunned,868,868_M_him,m,Match,obj,Derek stunned,him
simple,stunned,868,868_M_his,m,Match,poss,Derek stunned,his
simple,stunned,868,868_F_him,f,Mismatch,obj,Deanna stunned,him
simple,stunned,868,868_F_his,f,Mismatch,poss,Deanna stunned,his
simple,finds,869,869_M_him,m,Match,obj,Alexander finds,him
simple,finds,869,869_M_his,m,Match,poss,Alexander finds,his
simple,finds,869,869_F_him,f,Mismatch,obj,Kristin finds,him
simple,finds,869,869_F_his,f,Mismatch,poss,Kristin finds,his
simple,teaches,870,870_M_him,m,Match,obj,Samuel teaches,him
simple,teaches,870,870_M_his,m,Match,poss,Samuel teaches,his
simple,teaches,870,870_F_him,f,Mismatch,obj,Laura teaches,him
simple,teaches,870,870_F_his,f,Mismatch,poss,Laura teaches,his
simple,returned to,871,871_M_him,m,Match,obj,This grandson returned to,him
simple,returned to,871,871_M_his,m,Match,poss,This grandson returned to,his
simple,returned to,871,871_F_him,f,Mismatch,obj,Sara returned to,him
simple,returned to,871,871_F_his,f,Mismatch,poss,Sara returned to,his
simple,leads,872,872_M_him,m,Match,obj,Todd leads,him
simple,leads,872,872_M_his,m,Match,poss,Todd leads,his
simple,leads,872,872_F_him,f,Mismatch,obj,Laura leads,him
simple,leads,872,872_F_his,f,Mismatch,poss,Laura leads,his
simple,shook,873,873_M_him,m,Match,obj,William shook,him
simple,shook,873,873_M_his,m,Match,poss,William shook,his
simple,shook,873,873_F_him,f,Mismatch,obj,Rachel shook,him
simple,shook,873,873_F_his,f,Mismatch,poss,Rachel shook,his
simple,concealed,874,874_M_him,m,Match,obj,The father concealed,him
simple,concealed,874,874_M_his,m,Match,poss,The father concealed,his
simple,concealed,874,874_F_him,f,Mismatch,obj,Carol concealed,him
simple,concealed,874,874_F_his,f,Mismatch,poss,Carol concealed,his
simple,would return to,875,875_M_him,m,Match,obj,Guy would return to,him
simple,would return to,875,875_M_his,m,Match,poss,Guy would return to,his
simple,would return to,875,875_F_him,f,Mismatch,obj,Dana would return to,him
simple,would return to,875,875_F_his,f,Mismatch,poss,Dana would return to,his
simple,worries,876,876_M_him,m,Match,obj,Russell worries,him
simple,worries,876,876_M_his,m,Match,poss,Russell worries,his
simple,worries,876,876_F_him,f,Mismatch,obj,Bethany worries,him
simple,worries,876,876_F_his,f,Mismatch,poss,Bethany worries,his
simple,fought,877,877_M_him,m,Match,obj,Daniel fought,him
simple,fought,877,877_M_his,m,Match,poss,Daniel fought,his
simple,fought,877,877_F_him,f,Mismatch,obj,Diana fought,him
simple,fought,877,877_F_his,f,Mismatch,poss,Diana fought,his
simple,boasted about,878,878_M_him,m,Match,obj,John boasted about,him
simple,boasted about,878,878_M_his,m,Match,poss,John boasted about,his
simple,boasted about,878,878_F_him,f,Mismatch,obj,Catherine boasted about,him
simple,boasted about,878,878_F_his,f,Mismatch,poss,Catherine boasted about,his
simple,hasn't discovered,879,879_M_him,m,Match,obj,John hasn't discovered,him
simple,hasn't discovered,879,879_M_his,m,Match,poss,John hasn't discovered,his
simple,hasn't discovered,879,879_F_him,f,Mismatch,obj,The lady hasn't discovered,him
simple,hasn't discovered,879,879_F_his,f,Mismatch,poss,The lady hasn't discovered,his
simple,teaches,880,880_M_him,m,Match,obj,Kenneth teaches,him
simple,teaches,880,880_M_his,m,Match,poss,Kenneth teaches,his
simple,teaches,880,880_F_him,f,Mismatch,obj,Grace teaches,him
simple,teaches,880,880_F_his,f,Mismatch,poss,Grace teaches,his
simple,returned to,881,881_M_him,m,Match,obj,Benjamin returned to,him
simple,returned to,881,881_M_his,m,Match,poss,Benjamin returned to,his
simple,returned to,881,881_F_him,f,Mismatch,obj,Diana returned to,him
simple,returned to,881,881_F_his,f,Mismatch,poss,Diana returned to,his
simple,likes,882,882_M_him,m,Match,obj,Dennis likes,him
simple,likes,882,882_M_his,m,Match,poss,Dennis likes,his
simple,likes,882,882_F_him,f,Mismatch,obj,Grace likes,him
simple,likes,882,882_F_his,f,Mismatch,poss,Grace likes,his
simple,does think about,883,883_M_him,m,Match,obj,That grandfather does think about,him
simple,does think about,883,883_M_his,m,Match,poss,That grandfather does think about,his
simple,does think about,883,883_F_him,f,Mismatch,obj,Tamara does think about,him
simple,does think about,883,883_F_his,f,Mismatch,poss,Tamara does think about,his
simple,has seen,884,884_M_him,m,Match,obj,Curtis has seen,him
simple,has seen,884,884_M_his,m,Match,poss,Curtis has seen,his
simple,has seen,884,884_F_him,f,Mismatch,obj,Erin has seen,him
simple,has seen,884,884_F_his,f,Mismatch,poss,Erin has seen,his
simple,talked about,885,885_M_him,m,Match,obj,The son talked about,him
simple,talked about,885,885_M_his,m,Match,poss,The son talked about,his
simple,talked about,885,885_F_him,f,Mismatch,obj,Wendy talked about,him
simple,talked about,885,885_F_his,f,Mismatch,poss,Wendy talked about,his
simple,will bore,886,886_M_him,m,Match,obj,Keith will bore,him
simple,will bore,886,886_M_his,m,Match,poss,Keith will bore,his
simple,will bore,886,886_F_him,f,Mismatch,obj,Kirsten will bore,him
simple,will bore,886,886_F_his,f,Mismatch,poss,Kirsten will bore,his
simple,shoots,887,887_M_him,m,Match,obj,Gerald shoots,him
simple,shoots,887,887_M_his,m,Match,poss,Gerald shoots,his
simple,shoots,887,887_F_him,f,Mismatch,obj,Stacey shoots,him
simple,shoots,887,887_F_his,f,Mismatch,poss,Stacey shoots,his
simple,held,888,888_M_him,m,Match,obj,Vincent held,him
simple,held,888,888_M_his,m,Match,poss,Vincent held,his
simple,held,888,888_F_him,f,Mismatch,obj,Denise held,him
simple,held,888,888_F_his,f,Mismatch,poss,Denise held,his
simple,discovered,889,889_M_him,m,Match,obj,Frank discovered,him
simple,discovered,889,889_M_his,m,Match,poss,Frank discovered,his
simple,discovered,889,889_F_him,f,Mismatch,obj,Katherine discovered,him
simple,discovered,889,889_F_his,f,Mismatch,poss,Katherine discovered,his
simple,hasn't astounded,890,890_M_him,m,Match,obj,Gary hasn't astounded,him
simple,hasn't astounded,890,890_M_his,m,Match,poss,Gary hasn't astounded,his
simple,hasn't astounded,890,890_F_him,f,Mismatch,obj,Andrea hasn't astounded,him
simple,hasn't astounded,890,890_F_his,f,Mismatch,poss,Andrea hasn't astounded,his
simple,wasn't teaching,891,891_M_him,m,Match,obj,Joseph wasn't teaching,him
simple,wasn't teaching,891,891_M_his,m,Match,poss,Joseph wasn't teaching,his
simple,wasn't teaching,891,891_F_him,f,Mismatch,obj,Sara wasn't teaching,him
simple,wasn't teaching,891,891_F_his,f,Mismatch,poss,Sara wasn't teaching,his
simple,isn't stunning,892,892_M_him,m,Match,obj,Travis isn't stunning,him
simple,isn't stunning,892,892_M_his,m,Match,poss,Travis isn't stunning,his
simple,isn't stunning,892,892_F_him,f,Mismatch,obj,Judy isn't stunning,him
simple,isn't stunning,892,892_F_his,f,Mismatch,poss,Judy isn't stunning,his
simple,embarrassed,893,893_M_him,m,Match,obj,Scott embarrassed,him
simple,embarrassed,893,893_M_his,m,Match,poss,Scott embarrassed,his
