exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,gpt3_surp
OneEmbedding,imagines,was watching,816,816_MF_him,mf,MatchMismatch,obj,Guy imagines that Ellen was watching,him,1.646811842918396
OneEmbedding,imagines,was watching,816,816_FM_him,fm,MismatchMatch,obj,Anna imagines that Bill was watching,him,7.997724533081055
OneEmbedding,imagines,was watching,816,816_FF_him,ff,MismatchMismatch,obj,Anna imagines that Ellen was watching,him,8.024528503417969
OneEmbedding,imagines,was watching,816,816_MM_his,mm,MatchMatch,poss,Guy imagines that Bill was watching,his,3.996572494506836
OneEmbedding,imagines,was watching,816,816_MF_his,mf,MatchMismatch,poss,Guy imagines that Ellen was watching,his,4.107175827026367
OneEmbedding,imagines,was watching,816,816_FM_his,fm,MismatchMatch,poss,Anna imagines that Bill was watching,his,5.81444787979126
OneEmbedding,imagines,was watching,816,816_FF_his,ff,MismatchMismatch,poss,Anna imagines that Ellen was watching,his,9.827415466308594
OneEmbedding,believed,led,817,817_MM_him,mm,MatchMatch,obj,That ex-husband believed that that boyfriend led,him,5.709558963775635
OneEmbedding,believed,led,817,817_MF_him,mf,MatchMismatch,obj,That ex-husband believed that Nina led,him,1.777328610420227
OneEmbedding,believed,led,817,817_FM_him,fm,MismatchMatch,obj,Tracy believed that that boyfriend led,him,5.7971510887146
OneEmbedding,believed,led,817,817_FF_him,ff,MismatchMismatch,obj,Tracy believed that Nina led,him,4.161820411682129
OneEmbedding,believed,led,817,817_MM_his,mm,MatchMatch,poss,That ex-husband believed that that boyfriend led,his,2.557987928390503
OneEmbedding,believed,led,817,817_MF_his,mf,MatchMismatch,poss,That ex-husband believed that Nina led,his,6.0561418533325195
OneEmbedding,believed,led,817,817_FM_his,fm,MismatchMatch,poss,Tracy believed that that boyfriend led,his,7.6173834800720215
OneEmbedding,believed,led,817,817_FF_his,ff,MismatchMismatch,poss,Tracy believed that Nina led,his,9.689302444458008
OneEmbedding,is suggesting,loves,818,818_MM_him,mm,MatchMatch,obj,Brad is suggesting that Scott loves,him,4.575360298156738
OneEmbedding,is suggesting,loves,818,818_MF_him,mf,MatchMismatch,obj,Brad is suggesting that Donna loves,him,2.816387414932251
OneEmbedding,is suggesting,loves,818,818_FM_him,fm,MismatchMatch,obj,Deanna is suggesting that Scott loves,him,9.936112403869629
OneEmbedding,is suggesting,loves,818,818_FF_him,ff,MismatchMismatch,obj,Deanna is suggesting that Donna loves,him,8.05813217163086
OneEmbedding,is suggesting,loves,818,818_MM_his,mm,MatchMatch,poss,Brad is suggesting that Scott loves,his,4.185014724731445
OneEmbedding,is suggesting,loves,818,818_MF_his,mf,MatchMismatch,poss,Brad is suggesting that Donna loves,his,7.3042192459106445
OneEmbedding,is suggesting,loves,818,818_FM_his,fm,MismatchMatch,poss,Deanna is suggesting that Scott loves,his,5.013988494873047
OneEmbedding,is suggesting,loves,818,818_FF_his,ff,MismatchMismatch,poss,Deanna is suggesting that Donna loves,his,11.777013778686523
OneEmbedding,was shouting,hadn't praised,819,819_MM_him,mm,MatchMatch,obj,Eric was shouting that Edward hadn't praised,him,0.841731607913971
OneEmbedding,was shouting,hadn't praised,819,819_MF_him,mf,MatchMismatch,obj,Eric was shouting that Christina hadn't praised,him,0.6368865966796875
OneEmbedding,was shouting,hadn't praised,819,819_FM_him,fm,MismatchMatch,obj,Helen was shouting that Edward hadn't praised,him,9.008332252502441
OneEmbedding,was shouting,hadn't praised,819,819_FF_him,ff,MismatchMismatch,obj,Helen was shouting that Christina hadn't praised,him,8.484759330749512
OneEmbedding,was shouting,hadn't praised,819,819_MM_his,mm,MatchMatch,poss,Eric was shouting that Edward hadn't praised,his,2.598767042160034
OneEmbedding,was shouting,hadn't praised,819,819_MF_his,mf,MatchMismatch,poss,Eric was shouting that Christina hadn't praised,his,2.6515331268310547
OneEmbedding,was shouting,hadn't praised,819,819_FM_his,fm,MismatchMatch,poss,Helen was shouting that Edward hadn't praised,his,7.294605731964111
OneEmbedding,was shouting,hadn't praised,819,819_FF_his,ff,MismatchMismatch,poss,Helen was shouting that Christina hadn't praised,his,9.272595405578613
OneEmbedding,discovers,hasn't seen,820,820_MM_him,mm,MatchMatch,obj,Charles discovers that Bruce hasn't seen,him,6.391137599945068
OneEmbedding,discovers,hasn't seen,820,820_MF_him,mf,MatchMismatch,obj,Charles discovers that Bethany hasn't seen,him,6.098830699920654
OneEmbedding,discovers,hasn't seen,820,820_FM_him,fm,MismatchMatch,obj,Ellen discovers that Bruce hasn't seen,him,10.563690185546875
OneEmbedding,discovers,hasn't seen,820,820_FF_him,ff,MismatchMismatch,obj,Ellen discovers that Bethany hasn't seen,him,11.719545364379883
OneEmbedding,discovers,hasn't seen,820,820_MM_his,mm,MatchMatch,poss,Charles discovers that Bruce hasn't seen,his,2.119321346282959
OneEmbedding,discovers,hasn't seen,820,820_MF_his,mf,MatchMismatch,poss,Charles discovers that Bethany hasn't seen,his,5.078465461730957
OneEmbedding,discovers,hasn't seen,820,820_FM_his,fm,MismatchMatch,poss,Ellen discovers that Bruce hasn't seen,his,2.384714365005493
OneEmbedding,discovers,hasn't seen,820,820_FF_his,ff,MismatchMismatch,poss,Ellen discovers that Bethany hasn't seen,his,11.561983108520508
OneEmbedding,had suggested,should lose,821,821_MM_him,mm,MatchMatch,obj,Aaron had suggested that Kenneth should lose,him,10.338869094848633
OneEmbedding,had suggested,should lose,821,821_MF_him,mf,MatchMismatch,obj,Aaron had suggested that Gina should lose,him,11.759832382202148
OneEmbedding,had suggested,should lose,821,821_FM_him,fm,MismatchMatch,obj,Cynthia had suggested that Kenneth should lose,him,12.612030029296875
OneEmbedding,had suggested,should lose,821,821_FF_him,ff,MismatchMismatch,obj,Cynthia had suggested that Gina should lose,him,13.043922424316406
OneEmbedding,had suggested,should lose,821,821_MM_his,mm,MatchMatch,poss,Aaron had suggested that Kenneth should lose,his,2.7869887351989746
OneEmbedding,had suggested,should lose,821,821_MF_his,mf,MatchMismatch,poss,Aaron had suggested that Gina should lose,his,9.265283584594727
OneEmbedding,had suggested,should lose,821,821_FM_his,fm,MismatchMatch,poss,Cynthia had suggested that Kenneth should lose,his,4.128851413726807
OneEmbedding,had suggested,should lose,821,821_FF_his,ff,MismatchMismatch,poss,Cynthia had suggested that Gina should lose,his,11.689338684082031
OneEmbedding,conceals,praised,822,822_MM_him,mm,MatchMatch,obj,That husband conceals that Adam praised,him,3.3068490028381348
OneEmbedding,conceals,praised,822,822_MF_him,mf,MatchMismatch,obj,That husband conceals that Maria praised,him,2.1482045650482178
OneEmbedding,conceals,praised,822,822_FM_him,fm,MismatchMatch,obj,This grandmother conceals that Adam praised,him,6.473426818847656
OneEmbedding,conceals,praised,822,822_FF_him,ff,MismatchMismatch,obj,This grandmother conceals that Maria praised,him,6.397350311279297
OneEmbedding,conceals,praised,822,822_MM_his,mm,MatchMatch,poss,That husband conceals that Adam praised,his,3.156284809112549
OneEmbedding,conceals,praised,822,822_MF_his,mf,MatchMismatch,poss,That husband conceals that Maria praised,his,2.5419540405273438
OneEmbedding,conceals,praised,822,822_FM_his,fm,MismatchMatch,poss,This grandmother conceals that Adam praised,his,4.421923637390137
OneEmbedding,conceals,praised,822,822_FF_his,ff,MismatchMismatch,poss,This grandmother conceals that Maria praised,his,6.478551864624023
OneEmbedding,concluded,worked with,823,823_MM_him,mm,MatchMatch,obj,Vincent concluded that Edward worked with,him,5.5706257820129395
OneEmbedding,concluded,worked with,823,823_MF_him,mf,MatchMismatch,obj,Vincent concluded that Paula worked with,him,5.028299331665039
OneEmbedding,concluded,worked with,823,823_FM_him,fm,MismatchMatch,obj,Sharon concluded that Edward worked with,him,6.337680816650391
OneEmbedding,concluded,worked with,823,823_FF_him,ff,MismatchMismatch,obj,Sharon concluded that Paula worked with,him,6.005650520324707
OneEmbedding,concluded,worked with,823,823_MM_his,mm,MatchMatch,poss,Vincent concluded that Edward worked with,his,4.110000133514404
OneEmbedding,concluded,worked with,823,823_MF_his,mf,MatchMismatch,poss,Vincent concluded that Paula worked with,his,7.808777809143066
OneEmbedding,concluded,worked with,823,823_FM_his,fm,MismatchMatch,poss,Sharon concluded that Edward worked with,his,3.8254663944244385
OneEmbedding,concluded,worked with,823,823_FF_his,ff,MismatchMismatch,poss,Sharon concluded that Paula worked with,his,8.775956153869629
OneEmbedding,did demonstrate,should flee from,824,824_MM_him,mm,MatchMatch,obj,Marcus did demonstrate that Edward should flee from,him,9.332712173461914
OneEmbedding,did demonstrate,should flee from,824,824_MF_him,mf,MatchMismatch,obj,Marcus did demonstrate that Suzanne should flee from,him,5.4792399406433105
OneEmbedding,did demonstrate,should flee from,824,824_FM_him,fm,MismatchMatch,obj,Jane did demonstrate that Edward should flee from,him,10.882559776306152
OneEmbedding,did demonstrate,should flee from,824,824_FF_him,ff,MismatchMismatch,obj,Jane did demonstrate that Suzanne should flee from,him,7.4909796714782715
OneEmbedding,did demonstrate,should flee from,824,824_MM_his,mm,MatchMatch,poss,Marcus did demonstrate that Edward should flee from,his,4.21372652053833
OneEmbedding,did demonstrate,should flee from,824,824_MF_his,mf,MatchMismatch,poss,Marcus did demonstrate that Suzanne should flee from,his,6.286563873291016
OneEmbedding,did demonstrate,should flee from,824,824_FM_his,fm,MismatchMatch,poss,Jane did demonstrate that Edward should flee from,his,3.1423046588897705
OneEmbedding,did demonstrate,should flee from,824,824_FF_his,ff,MismatchMismatch,poss,Jane did demonstrate that Suzanne should flee from,his,9.264753341674805
OneEmbedding,whispered,alarms,825,825_MM_him,mm,MatchMatch,obj,The nephew whispered that this grandfather alarms,him,2.0569982528686523
OneEmbedding,whispered,alarms,825,825_MF_him,mf,MatchMismatch,obj,The nephew whispered that Bethany alarms,him,3.456266164779663
OneEmbedding,whispered,alarms,825,825_FM_him,fm,MismatchMatch,obj,Kimberley whispered that this grandfather alarms,him,6.46425199508667
OneEmbedding,whispered,alarms,825,825_FF_him,ff,MismatchMismatch,obj,Kimberley whispered that Bethany alarms,him,4.4353532791137695
OneEmbedding,whispered,alarms,825,825_MM_his,mm,MatchMatch,poss,The nephew whispered that this grandfather alarms,his,4.401705265045166
OneEmbedding,whispered,alarms,825,825_MF_his,mf,MatchMismatch,poss,The nephew whispered that Bethany alarms,his,4.776515007019043
OneEmbedding,whispered,alarms,825,825_FM_his,fm,MismatchMatch,poss,Kimberley whispered that this grandfather alarms,his,7.488596439361572
OneEmbedding,whispered,alarms,825,825_FF_his,ff,MismatchMismatch,poss,Kimberley whispered that Bethany alarms,his,8.230768203735352
OneEmbedding,thought,could insult,826,826_MM_him,mm,MatchMatch,obj,Aaron thought that James could insult,him,2.1366147994995117
OneEmbedding,thought,could insult,826,826_MF_him,mf,MatchMismatch,obj,Aaron thought that Katherine could insult,him,1.206262230873108
OneEmbedding,thought,could insult,826,826_FM_him,fm,MismatchMatch,obj,Denise thought that James could insult,him,9.01425552368164
OneEmbedding,thought,could insult,826,826_FF_him,ff,MismatchMismatch,obj,Denise thought that Katherine could insult,him,9.595200538635254
OneEmbedding,thought,could insult,826,826_MM_his,mm,MatchMatch,poss,Aaron thought that James could insult,his,2.753662109375
OneEmbedding,thought,could insult,826,826_MF_his,mf,MatchMismatch,poss,Aaron thought that Katherine could insult,his,2.8828811645507812
OneEmbedding,thought,could insult,826,826_FM_his,fm,MismatchMatch,poss,Denise thought that James could insult,his,4.788888931274414
OneEmbedding,thought,could insult,826,826_FF_his,ff,MismatchMismatch,poss,Denise thought that Katherine could insult,his,9.182785987854004
OneEmbedding,asserts,wouldn't approach,827,827_MM_him,mm,MatchMatch,obj,Matt asserts that the grandfather wouldn't approach,him,3.0944130420684814
OneEmbedding,asserts,wouldn't approach,827,827_MF_him,mf,MatchMismatch,obj,Matt asserts that Lisa wouldn't approach,him,1.9916207790374756
OneEmbedding,asserts,wouldn't approach,827,827_FM_him,fm,MismatchMatch,obj,Michelle asserts that the grandfather wouldn't approach,him,4.475688457489014
OneEmbedding,asserts,wouldn't approach,827,827_FF_him,ff,MismatchMismatch,obj,Michelle asserts that Lisa wouldn't approach,him,5.52170467376709
OneEmbedding,asserts,wouldn't approach,827,827_MM_his,mm,MatchMatch,poss,Matt asserts that the grandfather wouldn't approach,his,3.752814769744873
OneEmbedding,asserts,wouldn't approach,827,827_MF_his,mf,MatchMismatch,poss,Matt asserts that Lisa wouldn't approach,his,5.954204559326172
OneEmbedding,asserts,wouldn't approach,827,827_FM_his,fm,MismatchMatch,poss,Michelle asserts that the grandfather wouldn't approach,his,4.22065544128418
OneEmbedding,asserts,wouldn't approach,827,827_FF_his,ff,MismatchMismatch,poss,Michelle asserts that Lisa wouldn't approach,his,10.339008331298828
OneEmbedding,shouldn't claim,disgusts,828,828_MM_him,mm,MatchMatch,obj,Bradley shouldn't claim that Jerry disgusts,him,0.2160339057445526
OneEmbedding,shouldn't claim,disgusts,828,828_MF_him,mf,MatchMismatch,obj,Bradley shouldn't claim that Nicole disgusts,him,0.09672654420137405
OneEmbedding,shouldn't claim,disgusts,828,828_FM_him,fm,MismatchMatch,obj,Caroline shouldn't claim that Jerry disgusts,him,11.22957706451416
OneEmbedding,shouldn't claim,disgusts,828,828_FF_him,ff,MismatchMismatch,obj,Caroline shouldn't claim that Nicole disgusts,him,10.879918098449707
OneEmbedding,shouldn't claim,disgusts,828,828_MM_his,mm,MatchMatch,poss,Bradley shouldn't claim that Jerry disgusts,his,10.826349258422852
OneEmbedding,shouldn't claim,disgusts,828,828_MF_his,mf,MatchMismatch,poss,Bradley shouldn't claim that Nicole disgusts,his,12.059627532958984
OneEmbedding,shouldn't claim,disgusts,828,828_FM_his,fm,MismatchMatch,poss,Caroline shouldn't claim that Jerry disgusts,his,14.589742660522461
OneEmbedding,shouldn't claim,disgusts,828,828_FF_his,ff,MismatchMismatch,poss,Caroline shouldn't claim that Nicole disgusts,his,16.36899757385254
OneEmbedding,was liking,helped,829,829_MM_him,mm,MatchMatch,obj,Donald was liking that Marcus helped,him,1.5610625743865967
OneEmbedding,was liking,helped,829,829_MF_him,mf,MatchMismatch,obj,Donald was liking that Laura helped,him,0.9266297221183777
OneEmbedding,was liking,helped,829,829_FM_him,fm,MismatchMatch,obj,Ann was liking that Marcus helped,him,7.717591285705566
OneEmbedding,was liking,helped,829,829_FF_him,ff,MismatchMismatch,obj,Ann was liking that Laura helped,him,6.247231483459473
OneEmbedding,was liking,helped,829,829_MM_his,mm,MatchMatch,poss,Donald was liking that Marcus helped,his,5.359452724456787
OneEmbedding,was liking,helped,829,829_MF_his,mf,MatchMismatch,poss,Donald was liking that Laura helped,his,6.8407793045043945
OneEmbedding,was liking,helped,829,829_FM_his,fm,MismatchMatch,poss,Ann was liking that Marcus helped,his,6.807900428771973
OneEmbedding,was liking,helped,829,829_FF_his,ff,MismatchMismatch,poss,Ann was liking that Laura helped,his,10.305739402770996
OneEmbedding,believes,was biting,830,830_MM_him,mm,MatchMatch,obj,Stephen believes that Theodore was biting,him,4.003237724304199
OneEmbedding,believes,was biting,830,830_MF_him,mf,MatchMismatch,obj,Stephen believes that Diana was biting,him,4.8042802810668945
OneEmbedding,believes,was biting,830,830_FM_him,fm,MismatchMatch,obj,The wife believes that Theodore was biting,him,8.34865951538086
OneEmbedding,believes,was biting,830,830_FF_him,ff,MismatchMismatch,obj,The wife believes that Diana was biting,him,6.293643951416016
OneEmbedding,believes,was biting,830,830_MM_his,mm,MatchMatch,poss,Stephen believes that Theodore was biting,his,1.1816422939300537
OneEmbedding,believes,was biting,830,830_MF_his,mf,MatchMismatch,poss,Stephen believes that Diana was biting,his,3.6808621883392334
OneEmbedding,believes,was biting,830,830_FM_his,fm,MismatchMatch,poss,The wife believes that Theodore was biting,his,1.5318955183029175
OneEmbedding,believes,was biting,830,830_FF_his,ff,MismatchMismatch,poss,The wife believes that Diana was biting,his,5.834075450897217
OneEmbedding,was admitting,doesn't discover,831,831_MM_him,mm,MatchMatch,obj,Brian was admitting that John doesn't discover,him,4.38801908493042
OneEmbedding,was admitting,doesn't discover,831,831_MF_him,mf,MatchMismatch,obj,Brian was admitting that the sister doesn't discover,him,5.483801364898682
OneEmbedding,was admitting,doesn't discover,831,831_FM_him,fm,MismatchMatch,obj,This girlfriend was admitting that John doesn't discover,him,9.92969799041748
OneEmbedding,was admitting,doesn't discover,831,831_FF_him,ff,MismatchMismatch,obj,This girlfriend was admitting that the sister doesn't discover,him,5.926336288452148
OneEmbedding,was admitting,doesn't discover,831,831_MM_his,mm,MatchMatch,poss,Brian was admitting that John doesn't discover,his,3.359741687774658
OneEmbedding,was admitting,doesn't discover,831,831_MF_his,mf,MatchMismatch,poss,Brian was admitting that the sister doesn't discover,his,4.281551361083984
OneEmbedding,was admitting,doesn't discover,831,831_FM_his,fm,MismatchMatch,poss,This girlfriend was admitting that John doesn't discover,his,5.8685221672058105
OneEmbedding,was admitting,doesn't discover,831,831_FF_his,ff,MismatchMismatch,poss,This girlfriend was admitting that the sister doesn't discover,his,6.529218673706055
OneEmbedding,hasn't confessed,isn't escaping from,832,832_MM_him,mm,MatchMatch,obj,That brother hasn't confessed that this man isn't escaping from,him,5.450916290283203
OneEmbedding,hasn't confessed,isn't escaping from,832,832_MF_him,mf,MatchMismatch,obj,That brother hasn't confessed that Meredith isn't escaping from,him,2.8842415809631348
OneEmbedding,hasn't confessed,isn't escaping from,832,832_FM_him,fm,MismatchMatch,obj,The wife hasn't confessed that this man isn't escaping from,him,9.744338035583496
OneEmbedding,hasn't confessed,isn't escaping from,832,832_FF_him,ff,MismatchMismatch,obj,The wife hasn't confessed that Meredith isn't escaping from,him,6.717080116271973
OneEmbedding,hasn't confessed,isn't escaping from,832,832_MM_his,mm,MatchMatch,poss,That brother hasn't confessed that this man isn't escaping from,his,4.419845104217529
OneEmbedding,hasn't confessed,isn't escaping from,832,832_MF_his,mf,MatchMismatch,poss,That brother hasn't confessed that Meredith isn't escaping from,his,3.764014959335327
OneEmbedding,hasn't confessed,isn't escaping from,832,832_FM_his,fm,MismatchMatch,poss,The wife hasn't confessed that this man isn't escaping from,his,4.9376373291015625
OneEmbedding,hasn't confessed,isn't escaping from,832,832_FF_his,ff,MismatchMismatch,poss,The wife hasn't confessed that Meredith isn't escaping from,his,6.852903366088867
OneEmbedding,would think,understands,833,833_MM_him,mm,MatchMatch,obj,Wayne would think that Thomas understands,him,4.1439642906188965
OneEmbedding,would think,understands,833,833_MF_him,mf,MatchMismatch,obj,Wayne would think that Diane understands,him,2.28475022315979
OneEmbedding,would think,understands,833,833_FM_him,fm,MismatchMatch,obj,Ann would think that Thomas understands,him,7.478066444396973
OneEmbedding,would think,understands,833,833_FF_him,ff,MismatchMismatch,obj,Ann would think that Diane understands,him,7.413022518157959
OneEmbedding,would think,understands,833,833_MM_his,mm,MatchMatch,poss,Wayne would think that Thomas understands,his,2.8703770637512207
OneEmbedding,would think,understands,833,833_MF_his,mf,MatchMismatch,poss,Wayne would think that Diane understands,his,2.486403226852417
OneEmbedding,would think,understands,833,833_FM_his,fm,MismatchMatch,poss,Ann would think that Thomas understands,his,4.7229905128479
OneEmbedding,would think,understands,833,833_FF_his,ff,MismatchMismatch,poss,Ann would think that Diane understands,his,7.385416030883789
OneEmbedding,proposes,likes,834,834_MM_him,mm,MatchMatch,obj,Benjamin proposes that Paul likes,him,7.167126655578613
OneEmbedding,proposes,likes,834,834_MF_him,mf,MatchMismatch,obj,Benjamin proposes that Sharon likes,him,5.082786560058594
OneEmbedding,proposes,likes,834,834_FM_him,fm,MismatchMatch,obj,Connie proposes that Paul likes,him,9.540708541870117
OneEmbedding,proposes,likes,834,834_FF_him,ff,MismatchMismatch,obj,Connie proposes that Sharon likes,him,7.063370227813721
OneEmbedding,proposes,likes,834,834_MM_his,mm,MatchMatch,poss,Benjamin proposes that Paul likes,his,5.160411834716797
OneEmbedding,proposes,likes,834,834_MF_his,mf,MatchMismatch,poss,Benjamin proposes that Sharon likes,his,6.964253902435303
OneEmbedding,proposes,likes,834,834_FM_his,fm,MismatchMatch,poss,Connie proposes that Paul likes,his,4.993921756744385
OneEmbedding,proposes,likes,834,834_FF_his,ff,MismatchMismatch,poss,Connie proposes that Sharon likes,his,8.945556640625
OneEmbedding,demonstrated,was aiding,835,835_MM_him,mm,MatchMatch,obj,Larry demonstrated that Liam was aiding,him,4.271618843078613
OneEmbedding,demonstrated,was aiding,835,835_MF_him,mf,MatchMismatch,obj,Larry demonstrated that Carmen was aiding,him,5.194028377532959
OneEmbedding,demonstrated,was aiding,835,835_FM_him,fm,MismatchMatch,obj,Ann demonstrated that Liam was aiding,him,5.412635803222656
OneEmbedding,demonstrated,was aiding,835,835_FF_him,ff,MismatchMismatch,obj,Ann demonstrated that Carmen was aiding,him,6.07968282699585
OneEmbedding,demonstrated,was aiding,835,835_MM_his,mm,MatchMatch,poss,Larry demonstrated that Liam was aiding,his,4.259946823120117
OneEmbedding,demonstrated,was aiding,835,835_MF_his,mf,MatchMismatch,poss,Larry demonstrated that Carmen was aiding,his,5.982230186462402
OneEmbedding,demonstrated,was aiding,835,835_FM_his,fm,MismatchMatch,poss,Ann demonstrated that Liam was aiding,his,4.493006229400635
OneEmbedding,demonstrated,was aiding,835,835_FF_his,ff,MismatchMismatch,poss,Ann demonstrated that Carmen was aiding,his,6.673714637756348
OneEmbedding,doesn't pray,isn't thinking about,836,836_MM_him,mm,MatchMatch,obj,Christopher doesn't pray that Marcus isn't thinking about,him,1.961042881011963
OneEmbedding,doesn't pray,isn't thinking about,836,836_MF_him,mf,MatchMismatch,obj,Christopher doesn't pray that Alice isn't thinking about,him,1.249291181564331
OneEmbedding,doesn't pray,isn't thinking about,836,836_FM_him,fm,MismatchMatch,obj,This grandmother doesn't pray that Marcus isn't thinking about,him,10.258224487304688
OneEmbedding,doesn't pray,isn't thinking about,836,836_FF_him,ff,MismatchMismatch,obj,This grandmother doesn't pray that Alice isn't thinking about,him,9.670475959777832
OneEmbedding,doesn't pray,isn't thinking about,836,836_MM_his,mm,MatchMatch,poss,Christopher doesn't pray that Marcus isn't thinking about,his,3.648996114730835
OneEmbedding,doesn't pray,isn't thinking about,836,836_MF_his,mf,MatchMismatch,poss,Christopher doesn't pray that Alice isn't thinking about,his,5.493527889251709
OneEmbedding,doesn't pray,isn't thinking about,836,836_FM_his,fm,MismatchMatch,poss,This grandmother doesn't pray that Marcus isn't thinking about,his,4.410669803619385
OneEmbedding,doesn't pray,isn't thinking about,836,836_FF_his,ff,MismatchMismatch,poss,This grandmother doesn't pray that Alice isn't thinking about,his,12.693764686584473
OneEmbedding,had disliked,forgot,837,837_MM_him,mm,MatchMatch,obj,Bill had disliked that Dennis forgot,him,5.231653213500977
OneEmbedding,had disliked,forgot,837,837_MF_him,mf,MatchMismatch,obj,Bill had disliked that Kristin forgot,him,5.49397087097168
OneEmbedding,had disliked,forgot,837,837_FM_him,fm,MismatchMatch,obj,Andrea had disliked that Dennis forgot,him,9.605229377746582
OneEmbedding,had disliked,forgot,837,837_FF_him,ff,MismatchMismatch,obj,Andrea had disliked that Kristin forgot,him,9.608134269714355
OneEmbedding,had disliked,forgot,837,837_MM_his,mm,MatchMatch,poss,Bill had disliked that Dennis forgot,his,2.375673532485962
OneEmbedding,had disliked,forgot,837,837_MF_his,mf,MatchMismatch,poss,Bill had disliked that Kristin forgot,his,2.472102165222168
OneEmbedding,had disliked,forgot,837,837_FM_his,fm,MismatchMatch,poss,Andrea had disliked that Dennis forgot,his,4.354160785675049
OneEmbedding,had disliked,forgot,837,837_FF_his,ff,MismatchMismatch,poss,Andrea had disliked that Kristin forgot,his,6.554783821105957
OneEmbedding,proposed,exposed,838,838_MM_him,mm,MatchMatch,obj,Christopher proposed that Robert exposed,him,3.948883056640625
OneEmbedding,proposed,exposed,838,838_MF_him,mf,MatchMismatch,obj,Christopher proposed that Stacey exposed,him,4.955556869506836
OneEmbedding,proposed,exposed,838,838_FM_him,fm,MismatchMatch,obj,Linda proposed that Robert exposed,him,6.632177829742432
OneEmbedding,proposed,exposed,838,838_FF_him,ff,MismatchMismatch,obj,Linda proposed that Stacey exposed,him,6.911106109619141
OneEmbedding,proposed,exposed,838,838_MM_his,mm,MatchMatch,poss,Christopher proposed that Robert exposed,his,2.5933916568756104
OneEmbedding,proposed,exposed,838,838_MF_his,mf,MatchMismatch,poss,Christopher proposed that Stacey exposed,his,5.266436576843262
OneEmbedding,proposed,exposed,838,838_FM_his,fm,MismatchMatch,poss,Linda proposed that Robert exposed,his,2.397160291671753
OneEmbedding,proposed,exposed,838,838_FF_his,ff,MismatchMismatch,poss,Linda proposed that Stacey exposed,his,5.52649450302124
OneEmbedding,shouldn't find out,shot,839,839_MM_him,mm,MatchMatch,obj,Daniel shouldn't find out that Edward shot,him,2.8349297046661377
OneEmbedding,shouldn't find out,shot,839,839_MF_him,mf,MatchMismatch,obj,Daniel shouldn't find out that April shot,him,2.662529468536377
OneEmbedding,shouldn't find out,shot,839,839_FM_him,fm,MismatchMatch,obj,Kristin shouldn't find out that Edward shot,him,8.046140670776367
OneEmbedding,shouldn't find out,shot,839,839_FF_him,ff,MismatchMismatch,obj,Kristin shouldn't find out that April shot,him,7.733196258544922
OneEmbedding,shouldn't find out,shot,839,839_MM_his,mm,MatchMatch,poss,Daniel shouldn't find out that Edward shot,his,3.05619215965271
OneEmbedding,shouldn't find out,shot,839,839_MF_his,mf,MatchMismatch,poss,Daniel shouldn't find out that April shot,his,3.7208149433135986
OneEmbedding,shouldn't find out,shot,839,839_FM_his,fm,MismatchMatch,poss,Kristin shouldn't find out that Edward shot,his,6.647837162017822
OneEmbedding,shouldn't find out,shot,839,839_FF_his,ff,MismatchMismatch,poss,Kristin shouldn't find out that April shot,his,8.686210632324219
OneEmbedding,has written,heard,840,840_MM_him,mm,MatchMatch,obj,William has written that Benjamin heard,him,4.629274845123291
OneEmbedding,has written,heard,840,840_MF_him,mf,MatchMismatch,obj,William has written that Lori heard,him,3.912963628768921
OneEmbedding,has written,heard,840,840_FM_him,fm,MismatchMatch,obj,Valerie has written that Benjamin heard,him,7.880241394042969
OneEmbedding,has written,heard,840,840_FF_him,ff,MismatchMismatch,obj,Valerie has written that Lori heard,him,7.060094356536865
OneEmbedding,has written,heard,840,840_MM_his,mm,MatchMatch,poss,William has written that Benjamin heard,his,3.2667996883392334
OneEmbedding,has written,heard,840,840_MF_his,mf,MatchMismatch,poss,William has written that Lori heard,his,4.917083740234375
OneEmbedding,has written,heard,840,840_FM_his,fm,MismatchMatch,poss,Valerie has written that Benjamin heard,his,3.8746747970581055
OneEmbedding,has written,heard,840,840_FF_his,ff,MismatchMismatch,poss,Valerie has written that Lori heard,his,8.653018951416016
OneEmbedding,hates,did leave,841,841_MM_him,mm,MatchMatch,obj,Kenneth hates that Lawrence did leave,him,4.597048759460449
OneEmbedding,hates,did leave,841,841_MF_him,mf,MatchMismatch,obj,Kenneth hates that Christine did leave,him,2.0892226696014404
OneEmbedding,hates,did leave,841,841_FM_him,fm,MismatchMatch,obj,Wendy hates that Lawrence did leave,him,8.409283638000488
OneEmbedding,hates,did leave,841,841_FF_him,ff,MismatchMismatch,obj,Wendy hates that Christine did leave,him,7.798496723175049
OneEmbedding,hates,did leave,841,841_MM_his,mm,MatchMatch,poss,Kenneth hates that Lawrence did leave,his,3.834494113922119
OneEmbedding,hates,did leave,841,841_MF_his,mf,MatchMismatch,poss,Kenneth hates that Christine did leave,his,4.195248126983643
OneEmbedding,hates,did leave,841,841_FM_his,fm,MismatchMatch,poss,Wendy hates that Lawrence did leave,his,4.632697582244873
OneEmbedding,hates,did leave,841,841_FF_his,ff,MismatchMismatch,poss,Wendy hates that Christine did leave,his,8.142569541931152
