exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2-xl_surp
simple,talked to,717,717_F_him,f,Mismatch,obj,Cynthia talked to,him,3.9645440578460693
simple,talked to,717,717_F_his,f,Mismatch,poss,Cynthia talked to,his,6.766186714172363
simple,kissed,718,718_M_him,m,Match,obj,Matt kissed,him,4.5620222091674805
simple,kissed,718,718_M_his,m,Match,poss,Matt kissed,his,3.6795578002929688
simple,kissed,718,718_F_him,f,Mismatch,obj,Stacey kissed,him,2.4977002143859863
simple,kissed,718,718_F_his,f,Mismatch,poss,Stacey kissed,his,5.070931911468506
simple,couldn't hate,719,719_M_him,m,Match,obj,The boy couldn't hate,him,4.041003704071045
simple,couldn't hate,719,719_M_his,m,Match,poss,The boy couldn't hate,his,4.396995544433594
simple,couldn't hate,719,719_F_him,f,Mismatch,obj,Caroline couldn't hate,him,3.3093011379241943
simple,couldn't hate,719,719_F_his,f,Mismatch,poss,Caroline couldn't hate,his,8.570826530456543
simple,is hearing,720,720_M_him,m,Match,obj,Samuel is hearing,him,8.328150749206543
simple,is hearing,720,720_M_his,m,Match,poss,Samuel is hearing,his,6.074332237243652
simple,is hearing,720,720_F_him,f,Mismatch,obj,Jessica is hearing,him,7.9180097579956055
simple,is hearing,720,720_F_his,f,Mismatch,poss,Jessica is hearing,his,7.938011646270752
simple,might worry,721,721_M_him,m,Match,obj,Omar might worry,him,9.06733226776123
simple,might worry,721,721_M_his,m,Match,poss,Omar might worry,his,7.477989196777344
simple,might worry,721,721_F_him,f,Mismatch,obj,This wife might worry,him,7.522982120513916
simple,might worry,721,721_F_his,f,Mismatch,poss,This wife might worry,his,10.387592315673828
simple,has liked,722,722_M_him,m,Match,obj,Mark has liked,him,6.413813591003418
simple,has liked,722,722_M_his,m,Match,poss,Mark has liked,his,6.168517589569092
simple,has liked,722,722_F_him,f,Mismatch,obj,Karen has liked,him,5.933152198791504
simple,has liked,722,722_F_his,f,Mismatch,poss,Karen has liked,his,7.35007905960083
simple,admired,723,723_M_him,m,Match,obj,Alexander admired,him,5.070163249969482
simple,admired,723,723_M_his,m,Match,poss,Alexander admired,his,3.7237954139709473
simple,admired,723,723_F_him,f,Mismatch,obj,Nina admired,him,4.279158115386963
simple,admired,723,723_F_his,f,Mismatch,poss,Nina admired,his,4.057775974273682
simple,cared for,724,724_M_him,m,Match,obj,That guy cared for,him,4.847803115844727
simple,cared for,724,724_M_his,m,Match,poss,That guy cared for,his,3.654052734375
simple,cared for,724,724_F_him,f,Mismatch,obj,Monica cared for,him,4.273705005645752
simple,cared for,724,724_F_his,f,Mismatch,poss,Monica cared for,his,5.974311351776123
simple,shouldn't scare,725,725_M_him,m,Match,obj,Gerald shouldn't scare,him,6.3743510246276855
simple,shouldn't scare,725,725_M_his,m,Match,poss,Gerald shouldn't scare,his,7.71450662612915
simple,shouldn't scare,725,725_F_him,f,Mismatch,obj,Jacqueline shouldn't scare,him,4.804824352264404
simple,shouldn't scare,725,725_F_his,f,Mismatch,poss,Jacqueline shouldn't scare,his,10.96903133392334
simple,hadn't upset,726,726_M_him,m,Match,obj,Roger hadn't upset,him,3.6811792850494385
simple,hadn't upset,726,726_M_his,m,Match,poss,Roger hadn't upset,his,4.77372932434082
simple,hadn't upset,726,726_F_him,f,Mismatch,obj,Denise hadn't upset,him,2.887314558029175
simple,hadn't upset,726,726_F_his,f,Mismatch,poss,Denise hadn't upset,his,6.945925712585449
simple,has hired,727,727_M_him,m,Match,obj,Benjamin has hired,him,8.305994033813477
simple,has hired,727,727_M_his,m,Match,poss,Benjamin has hired,his,5.025420188903809
simple,has hired,727,727_F_him,f,Mismatch,obj,Michelle has hired,him,7.247774600982666
simple,has hired,727,727_F_his,f,Mismatch,poss,Michelle has hired,his,8.256559371948242
simple,wrote,728,728_M_him,m,Match,obj,Lawrence wrote,him,8.763233184814453
simple,wrote,728,728_M_his,m,Match,poss,Lawrence wrote,his,7.742034435272217
simple,wrote,728,728_F_him,f,Mismatch,obj,Marie wrote,him,8.710620880126953
simple,wrote,728,728_F_his,f,Mismatch,poss,Marie wrote,his,9.388561248779297
simple,hinders,729,729_M_him,m,Match,obj,Alexander hinders,him,5.7310404777526855
simple,hinders,729,729_M_his,m,Match,poss,Alexander hinders,his,4.423452854156494
simple,hinders,729,729_F_him,f,Mismatch,obj,Judy hinders,him,4.824816703796387
simple,hinders,729,729_F_his,f,Mismatch,poss,Judy hinders,his,5.118656158447266
simple,hasn't hindered,730,730_M_him,m,Match,obj,Phillip hasn't hindered,him,3.8190343379974365
simple,hasn't hindered,730,730_M_his,m,Match,poss,Phillip hasn't hindered,his,2.107468605041504
simple,hasn't hindered,730,730_F_him,f,Mismatch,obj,Denise hasn't hindered,him,4.451603412628174
simple,hasn't hindered,730,730_F_his,f,Mismatch,poss,Denise hasn't hindered,his,4.478452205657959
simple,disagreed with,731,731_M_him,m,Match,obj,This grandfather disagreed with,him,5.005728244781494
simple,disagreed with,731,731_M_his,m,Match,poss,This grandfather disagreed with,his,3.413074016571045
simple,disagreed with,731,731_F_him,f,Mismatch,obj,That ex-wife disagreed with,him,2.7187907695770264
simple,disagreed with,731,731_F_his,f,Mismatch,poss,That ex-wife disagreed with,his,3.1018755435943604
simple,is disgusting,732,732_M_him,m,Match,obj,Steve is disgusting,him,13.694339752197266
simple,is disgusting,732,732_M_his,m,Match,poss,Steve is disgusting,his,10.99116325378418
simple,is disgusting,732,732_F_him,f,Mismatch,obj,Alice is disgusting,him,15.476700782775879
simple,is disgusting,732,732_F_his,f,Mismatch,poss,Alice is disgusting,his,14.726948738098145
simple,exposed,733,733_M_him,m,Match,obj,Charles exposed,him,5.506267070770264
simple,exposed,733,733_M_his,m,Match,poss,Charles exposed,his,3.8652405738830566
simple,exposed,733,733_F_him,f,Mismatch,obj,Suzanne exposed,him,4.963702201843262
simple,exposed,733,733_F_his,f,Mismatch,poss,Suzanne exposed,his,5.933666706085205
simple,did fire,734,734_M_him,m,Match,obj,John did fire,him,4.403319835662842
simple,did fire,734,734_M_his,m,Match,poss,John did fire,his,3.9162540435791016
simple,did fire,734,734_F_him,f,Mismatch,obj,Sara did fire,him,5.66910457611084
simple,did fire,734,734_F_his,f,Mismatch,poss,Sara did fire,his,5.974447250366211
simple,was holding,735,735_M_him,m,Match,obj,Adam was holding,him,6.1230082511901855
simple,was holding,735,735_M_his,m,Match,poss,Adam was holding,his,3.756910800933838
simple,was holding,735,735_F_him,f,Mismatch,obj,Victoria was holding,him,6.341073036193848
simple,was holding,735,735_F_his,f,Mismatch,poss,Victoria was holding,his,6.12821102142334
simple,is observing,736,736_M_him,m,Match,obj,The ex-boyfriend is observing,him,6.010094165802002
simple,is observing,736,736_M_his,m,Match,poss,The ex-boyfriend is observing,his,5.084201335906982
simple,is observing,736,736_F_him,f,Mismatch,obj,Nicole is observing,him,6.521350383758545
simple,is observing,736,736_F_his,f,Mismatch,poss,Nicole is observing,his,7.211016654968262
simple,hasn't distracted,737,737_M_him,m,Match,obj,Alan hasn't distracted,him,4.029606342315674
simple,hasn't distracted,737,737_M_his,m,Match,poss,Alan hasn't distracted,his,5.350225448608398
simple,hasn't distracted,737,737_F_him,f,Mismatch,obj,Mary hasn't distracted,him,3.0947093963623047
simple,hasn't distracted,737,737_F_his,f,Mismatch,poss,Mary hasn't distracted,his,7.102960586547852
simple,scares,738,738_M_him,m,Match,obj,Benjamin scares,him,5.443904399871826
simple,scares,738,738_M_his,m,Match,poss,Benjamin scares,his,5.882099628448486
simple,scares,738,738_F_him,f,Mismatch,obj,Janet scares,him,4.748783588409424
simple,scares,738,738_F_his,f,Mismatch,poss,Janet scares,his,9.088370323181152
simple,shouldn't examine,739,739_M_him,m,Match,obj,Kenneth shouldn't examine,him,6.298894882202148
simple,shouldn't examine,739,739_M_his,m,Match,poss,Kenneth shouldn't examine,his,4.343977451324463
simple,shouldn't examine,739,739_F_him,f,Mismatch,obj,This dancer shouldn't examine,him,6.213247299194336
simple,shouldn't examine,739,739_F_his,f,Mismatch,poss,This dancer shouldn't examine,his,3.9892566204071045
simple,hasn't cured,740,740_M_him,m,Match,obj,That man hasn't cured,him,5.4484453201293945
simple,hasn't cured,740,740_M_his,m,Match,poss,That man hasn't cured,his,4.408601760864258
simple,hasn't cured,740,740_F_him,f,Mismatch,obj,Ann hasn't cured,him,4.447958469390869
simple,hasn't cured,740,740_F_his,f,Mismatch,poss,Ann hasn't cured,his,4.494220733642578
simple,questioned,741,741_M_him,m,Match,obj,Wayne questioned,him,5.257076263427734
simple,questioned,741,741_M_his,m,Match,poss,Wayne questioned,his,4.516390800476074
simple,questioned,741,741_F_him,f,Mismatch,obj,This wife questioned,him,2.9800190925598145
simple,questioned,741,741_F_his,f,Mismatch,poss,This wife questioned,his,5.167766094207764
simple,did embarrass,742,742_M_him,m,Match,obj,Douglas did embarrass,him,5.629696846008301
simple,did embarrass,742,742_M_his,m,Match,poss,Douglas did embarrass,his,5.442294120788574
simple,did embarrass,742,742_F_him,f,Mismatch,obj,April did embarrass,him,4.598672389984131
simple,did embarrass,742,742_F_his,f,Mismatch,poss,April did embarrass,his,6.539602279663086
simple,hurts,743,743_M_him,m,Match,obj,That boy hurts,him,6.785091876983643
simple,hurts,743,743_M_his,m,Match,poss,That boy hurts,his,5.116795539855957
simple,hurts,743,743_F_him,f,Mismatch,obj,Allison hurts,him,5.725017070770264
simple,hurts,743,743_F_his,f,Mismatch,poss,Allison hurts,his,3.552273750305176
simple,chooses,744,744_M_him,m,Match,obj,Russell chooses,him,8.63361644744873
simple,chooses,744,744_M_his,m,Match,poss,Russell chooses,his,4.068154811859131
simple,chooses,744,744_F_him,f,Mismatch,obj,That wife chooses,him,7.561524868011475
simple,chooses,744,744_F_his,f,Mismatch,poss,That wife chooses,his,9.392256736755371
simple,remembers,745,745_M_him,m,Match,obj,Charles remembers,him,5.765223979949951
simple,remembers,745,745_M_his,m,Match,poss,Charles remembers,his,4.434131145477295
simple,remembers,745,745_F_him,f,Mismatch,obj,Vanessa remembers,him,5.994687080383301
simple,remembers,745,745_F_his,f,Mismatch,poss,Vanessa remembers,his,7.536057949066162
simple,was striking,746,746_M_him,m,Match,obj,This ex-husband was striking,him,7.571935176849365
simple,was striking,746,746_M_his,m,Match,poss,This ex-husband was striking,his,3.634819269180298
simple,was striking,746,746_F_him,f,Mismatch,obj,Lisa was striking,him,7.388775825500488
simple,was striking,746,746_F_his,f,Mismatch,poss,Lisa was striking,his,8.05598258972168
simple,has fired,747,747_M_him,m,Match,obj,Gerald has fired,him,7.409763813018799
simple,has fired,747,747_M_his,m,Match,poss,Gerald has fired,his,3.0525331497192383
simple,has fired,747,747_F_him,f,Mismatch,obj,Paula has fired,him,8.206232070922852
simple,has fired,747,747_F_his,f,Mismatch,poss,Paula has fired,his,5.4131669998168945
simple,draws,748,748_M_him,m,Match,obj,Gregory draws,him,9.453690528869629
simple,draws,748,748_M_his,m,Match,poss,Gregory draws,his,3.9589295387268066
simple,draws,748,748_F_him,f,Mismatch,obj,Theresa draws,him,7.9224982261657715
simple,draws,748,748_F_his,f,Mismatch,poss,Theresa draws,his,8.236536026000977
simple,loses,749,749_M_him,m,Match,obj,Omar loses,him,9.670496940612793
simple,loses,749,749_M_his,m,Match,poss,Omar loses,his,1.909521460533142
simple,loses,749,749_F_him,f,Mismatch,obj,Diana loses,him,8.986360549926758
simple,loses,749,749_F_his,f,Mismatch,poss,Diana loses,his,6.660583019256592
simple,did discuss,750,750_M_him,m,Match,obj,The son did discuss,him,7.566815376281738
simple,did discuss,750,750_M_his,m,Match,poss,The son did discuss,his,3.4152231216430664
simple,did discuss,750,750_F_him,f,Mismatch,obj,The girl did discuss,him,6.453769207000732
simple,did discuss,750,750_F_his,f,Mismatch,poss,The girl did discuss,his,7.2023844718933105
simple,was hurting,751,751_M_him,m,Match,obj,Jeffrey was hurting,him,8.242132186889648
simple,was hurting,751,751_M_his,m,Match,poss,Jeffrey was hurting,his,5.678544044494629
simple,was hurting,751,751_F_him,f,Mismatch,obj,Martha was hurting,him,6.2315545082092285
simple,was hurting,751,751_F_his,f,Mismatch,poss,Martha was hurting,his,8.079805374145508
simple,didn't visit,752,752_M_him,m,Match,obj,Paul didn't visit,him,5.396519660949707
simple,didn't visit,752,752_M_his,m,Match,poss,Paul didn't visit,his,4.552971363067627
simple,didn't visit,752,752_F_him,f,Mismatch,obj,Carol didn't visit,him,4.165534973144531
simple,didn't visit,752,752_F_his,f,Mismatch,poss,Carol didn't visit,his,6.9001288414001465
simple,returns to,753,753_M_him,m,Match,obj,Raymond returns to,him,12.113296508789062
simple,returns to,753,753_M_his,m,Match,poss,Raymond returns to,his,3.5427427291870117
simple,returns to,753,753_F_him,f,Mismatch,obj,Sonia returns to,him,10.216765403747559
simple,returns to,753,753_F_his,f,Mismatch,poss,Sonia returns to,his,6.123449802398682
simple,had shocked,754,754_M_him,m,Match,obj,Bruce had shocked,him,4.0834431648254395
simple,had shocked,754,754_M_his,m,Match,poss,Bruce had shocked,his,4.466032981872559
simple,had shocked,754,754_F_him,f,Mismatch,obj,Amelia had shocked,him,3.344155788421631
simple,had shocked,754,754_F_his,f,Mismatch,poss,Amelia had shocked,his,6.460937976837158
simple,works with,755,755_M_him,m,Match,obj,Todd works with,him,6.643635272979736
simple,works with,755,755_M_his,m,Match,poss,Todd works with,his,4.714923858642578
simple,works with,755,755_F_him,f,Mismatch,obj,Claire works with,him,7.027567386627197
simple,works with,755,755_F_his,f,Mismatch,poss,Claire works with,his,8.14158821105957
simple,has attacked,756,756_M_him,m,Match,obj,That father has attacked,him,4.385251998901367
simple,has attacked,756,756_M_his,m,Match,poss,That father has attacked,his,3.454453468322754
simple,has attacked,756,756_F_him,f,Mismatch,obj,Cheryl has attacked,him,5.545598983764648
simple,has attacked,756,756_F_his,f,Mismatch,poss,Cheryl has attacked,his,6.3519110679626465
simple,should visit,757,757_M_him,m,Match,obj,Paul should visit,him,6.189666748046875
simple,should visit,757,757_M_his,m,Match,poss,Paul should visit,his,5.013959884643555
simple,should visit,757,757_F_him,f,Mismatch,obj,Deanna should visit,him,4.79780912399292
simple,should visit,757,757_F_his,f,Mismatch,poss,Deanna should visit,his,6.693520545959473
simple,is talking about,758,758_M_him,m,Match,obj,That grandson is talking about,him,7.943460464477539
simple,is talking about,758,758_M_his,m,Match,poss,That grandson is talking about,his,5.944405555725098
simple,is talking about,758,758_F_him,f,Mismatch,obj,Erin is talking about,him,9.160313606262207
simple,is talking about,758,758_F_his,f,Mismatch,poss,Erin is talking about,his,6.741197109222412
simple,couldn't confuse,759,759_M_him,m,Match,obj,James couldn't confuse,him,5.551483154296875
simple,couldn't confuse,759,759_M_his,m,Match,poss,James couldn't confuse,his,4.603166580200195
simple,couldn't confuse,759,759_F_him,f,Mismatch,obj,Vanessa couldn't confuse,him,3.9823663234710693
simple,couldn't confuse,759,759_F_his,f,Mismatch,poss,Vanessa couldn't confuse,his,6.516796588897705
simple,can attack,760,760_M_him,m,Match,obj,Rodney can attack,him,5.753499984741211
simple,can attack,760,760_M_his,m,Match,poss,Rodney can attack,his,6.19633674621582
simple,can attack,760,760_F_him,f,Mismatch,obj,Sharon can attack,him,6.448552131652832
simple,can attack,760,760_F_his,f,Mismatch,poss,Sharon can attack,his,7.374212741851807
simple,fires,761,761_M_him,m,Match,obj,Carl fires,him,6.81267786026001
simple,fires,761,761_M_his,m,Match,poss,Carl fires,his,2.992774248123169
simple,fires,761,761_F_him,f,Mismatch,obj,Wendy fires,him,5.115731239318848
simple,fires,761,761_F_his,f,Mismatch,poss,Wendy fires,his,7.629229545593262
simple,was referencing,762,762_M_him,m,Match,obj,John was referencing,him,9.508716583251953
simple,was referencing,762,762_M_his,m,Match,poss,John was referencing,his,6.138319492340088
simple,was referencing,762,762_F_him,f,Mismatch,obj,Sarah was referencing,him,8.51508617401123
simple,was referencing,762,762_F_his,f,Mismatch,poss,Sarah was referencing,his,7.351698398590088
simple,scares,763,763_M_him,m,Match,obj,The nephew scares,him,2.7939059734344482
simple,scares,763,763_M_his,m,Match,poss,The nephew scares,his,4.684284687042236
simple,scares,763,763_F_him,f,Mismatch,obj,Dawn scares,him,5.990230083465576
simple,scares,763,763_F_his,f,Mismatch,poss,Dawn scares,his,7.747509956359863
simple,can care for,764,764_M_him,m,Match,obj,Dan can care for,him,4.777120113372803
simple,can care for,764,764_M_his,m,Match,poss,Dan can care for,his,3.800967216491699
simple,can care for,764,764_F_him,f,Mismatch,obj,Caroline can care for,him,5.97225284576416
simple,can care for,764,764_F_his,f,Mismatch,poss,Caroline can care for,his,7.091164588928223
simple,wasn't firing,765,765_M_him,m,Match,obj,That grandfather wasn't firing,him,6.321343421936035
simple,wasn't firing,765,765_M_his,m,Match,poss,That grandfather wasn't firing,his,3.7893173694610596
simple,wasn't firing,765,765_F_him,f,Mismatch,obj,Bethany wasn't firing,him,7.065440654754639
simple,wasn't firing,765,765_F_his,f,Mismatch,poss,Bethany wasn't firing,his,8.831236839294434
simple,doesn't notice,766,766_M_him,m,Match,obj,The man doesn't notice,him,6.727978229522705
simple,doesn't notice,766,766_M_his,m,Match,poss,The man doesn't notice,his,4.924785614013672
simple,doesn't notice,766,766_F_him,f,Mismatch,obj,Amanda doesn't notice,him,5.461759090423584
simple,doesn't notice,766,766_F_his,f,Mismatch,poss,Amanda doesn't notice,his,6.479920864105225
simple,disagreed with,767,767_M_him,m,Match,obj,The ex-boyfriend disagreed with,him,5.160158634185791
simple,disagreed with,767,767_M_his,m,Match,poss,The ex-boyfriend disagreed with,his,4.252954483032227
simple,disagreed with,767,767_F_him,f,Mismatch,obj,The grandmother disagreed with,him,3.9412431716918945
simple,disagreed with,767,767_F_his,f,Mismatch,poss,The grandmother disagreed with,his,4.3753662109375
simple,didn't examine,768,768_M_him,m,Match,obj,Joel didn't examine,him,6.2375264167785645
simple,didn't examine,768,768_M_his,m,Match,poss,Joel didn't examine,his,3.8611857891082764
simple,didn't examine,768,768_F_him,f,Mismatch,obj,Carol didn't examine,him,7.557149410247803
simple,didn't examine,768,768_F_his,f,Mismatch,poss,Carol didn't examine,his,6.1682610511779785
simple,loses,769,769_M_him,m,Match,obj,Marcus loses,him,9.583641052246094
simple,loses,769,769_M_his,m,Match,poss,Marcus loses,his,2.4878478050231934
simple,loses,769,769_F_him,f,Mismatch,obj,Ann loses,him,8.807703018188477
simple,loses,769,769_F_his,f,Mismatch,poss,Ann loses,his,2.439528226852417
simple,does hide,770,770_M_him,m,Match,obj,Brett does hide,him,8.765478134155273
simple,does hide,770,770_M_his,m,Match,poss,Brett does hide,his,3.132906675338745
simple,does hide,770,770_F_him,f,Mismatch,obj,Nina does hide,him,8.739130973815918
simple,does hide,770,770_F_his,f,Mismatch,poss,Nina does hide,his,5.11384391784668
simple,isn't alarming,771,771_M_him,m,Match,obj,This man isn't alarming,him,7.248852729797363
simple,isn't alarming,771,771_M_his,m,Match,poss,This man isn't alarming,his,7.534656047821045
simple,isn't alarming,771,771_F_him,f,Mismatch,obj,Tiffany isn't alarming,him,9.72620677947998
simple,isn't alarming,771,771_F_his,f,Mismatch,poss,Tiffany isn't alarming,his,11.161972045898438
simple,had astounded,772,772_M_him,m,Match,obj,Rodney had astounded,him,4.116522789001465
simple,had astounded,772,772_M_his,m,Match,poss,Rodney had astounded,his,4.556846618652344
simple,had astounded,772,772_F_him,f,Mismatch,obj,Sara had astounded,him,3.063814401626587
simple,had astounded,772,772_F_his,f,Mismatch,poss,Sara had astounded,his,6.603157997131348
simple,investigates,773,773_M_him,m,Match,obj,Guy investigates,him,9.581229209899902
simple,investigates,773,773_M_his,m,Match,poss,Guy investigates,his,4.850034236907959
simple,investigates,773,773_F_him,f,Mismatch,obj,Teresa investigates,him,10.055668830871582
simple,investigates,773,773_F_his,f,Mismatch,poss,Teresa investigates,his,7.6966705322265625
simple,exposes,774,774_M_him,m,Match,obj,Martin exposes,him,7.462479114532471
simple,exposes,774,774_M_his,m,Match,poss,Martin exposes,his,4.069278240203857
simple,exposes,774,774_F_him,f,Mismatch,obj,Valerie exposes,him,8.061585426330566
simple,exposes,774,774_F_his,f,Mismatch,poss,Valerie exposes,his,6.888133525848389
simple,investigated,775,775_M_him,m,Match,obj,Randolf investigated,him,7.402841567993164
simple,investigated,775,775_M_his,m,Match,poss,Randolf investigated,his,5.751101016998291
simple,investigated,775,775_F_him,f,Mismatch,obj,Janet investigated,him,7.8487019538879395
simple,investigated,775,775_F_his,f,Mismatch,poss,Janet investigated,his,7.290354251861572
simple,underwhelms,776,776_M_him,m,Match,obj,Martin underwhelms,him,8.775283813476562
simple,underwhelms,776,776_M_his,m,Match,poss,Martin underwhelms,his,6.8579840660095215
simple,underwhelms,776,776_F_him,f,Mismatch,obj,Nina underwhelms,him,7.593390464782715
simple,underwhelms,776,776_F_his,f,Mismatch,poss,Nina underwhelms,his,8.109158515930176
simple,isn't listening to,777,777_M_him,m,Match,obj,Randolf isn't listening to,him,3.596691608428955
simple,isn't listening to,777,777_M_his,m,Match,poss,Randolf isn't listening to,his,4.3483357429504395
simple,isn't listening to,777,777_F_him,f,Mismatch,obj,Ruth isn't listening to,him,4.233755111694336
simple,isn't listening to,777,777_F_his,f,Mismatch,poss,Ruth isn't listening to,his,4.406435012817383
simple,wouldn't disgust,778,778_M_him,m,Match,obj,This brother wouldn't disgust,him,5.387333869934082
simple,wouldn't disgust,778,778_M_his,m,Match,poss,This brother wouldn't disgust,his,6.155971527099609
simple,wouldn't disgust,778,778_F_him,f,Mismatch,obj,Catherine wouldn't disgust,him,4.159316539764404
simple,wouldn't disgust,778,778_F_his,f,Mismatch,poss,Catherine wouldn't disgust,his,9.690482139587402
simple,worked with,779,779_M_him,m,Match,obj,This nephew worked with,him,3.9431073665618896
simple,worked with,779,779_M_his,m,Match,poss,This nephew worked with,his,3.943267583847046
simple,worked with,779,779_F_him,f,Mismatch,obj,Cheryl worked with,him,5.076503276824951
simple,worked with,779,779_F_his,f,Mismatch,poss,Cheryl worked with,his,6.90537691116333
simple,loses,780,780_M_him,m,Match,obj,Bill loses,him,7.717966079711914
simple,loses,780,780_M_his,m,Match,poss,Bill loses,his,3.1523287296295166
simple,loses,780,780_F_him,f,Mismatch,obj,Grace loses,him,8.298266410827637
simple,loses,780,780_F_his,f,Mismatch,poss,Grace loses,his,3.997649908065796
simple,had worried,781,781_M_him,m,Match,obj,This boyfriend had worried,him,7.957493305206299
simple,had worried,781,781_M_his,m,Match,poss,This boyfriend had worried,his,5.973857402801514
simple,had worried,781,781_F_him,f,Mismatch,obj,Tara had worried,him,6.652004241943359
simple,had worried,781,781_F_his,f,Mismatch,poss,Tara had worried,his,7.631514072418213
simple,worked with,782,782_M_him,m,Match,obj,Joel worked with,him,5.460197925567627
simple,worked with,782,782_M_his,m,Match,poss,Joel worked with,his,5.142919540405273
simple,worked with,782,782_F_him,f,Mismatch,obj,Beth worked with,him,5.02166748046875
simple,worked with,782,782_F_his,f,Mismatch,poss,Beth worked with,his,7.529715538024902
simple,catches,783,783_M_him,m,Match,obj,Donald catches,him,4.939233779907227
simple,catches,783,783_M_his,m,Match,poss,Donald catches,his,4.418478965759277
simple,catches,783,783_F_him,f,Mismatch,obj,Holly catches,him,4.6986284255981445
simple,catches,783,783_F_his,f,Mismatch,poss,Holly catches,his,6.299754619598389
simple,hadn't hidden,784,784_M_him,m,Match,obj,Paul hadn't hidden,him,9.191436767578125
simple,hadn't hidden,784,784_M_his,m,Match,poss,Paul hadn't hidden,his,1.1429580450057983
simple,hadn't hidden,784,784_F_him,f,Mismatch,obj,Sara hadn't hidden,him,8.99929141998291
simple,hadn't hidden,784,784_F_his,f,Mismatch,poss,Sara hadn't hidden,his,5.964200496673584
simple,bored,785,785_M_him,m,Match,obj,Keith bored,him,6.866392612457275
simple,bored,785,785_M_his,m,Match,poss,Keith bored,his,4.806565761566162
simple,bored,785,785_F_him,f,Mismatch,obj,Eva bored,him,5.384871482849121
simple,bored,785,785_F_his,f,Mismatch,poss,Eva bored,his,6.690845966339111
simple,didn't write,786,786_M_him,m,Match,obj,Patrick didn't write,him,9.141950607299805
simple,didn't write,786,786_M_his,m,Match,poss,Patrick didn't write,his,5.173798561096191
simple,didn't write,786,786_F_him,f,Mismatch,obj,Kristen didn't write,him,8.584525108337402
simple,didn't write,786,786_F_his,f,Mismatch,poss,Kristen didn't write,his,7.650734901428223
simple,wasn't examining,787,787_M_him,m,Match,obj,Daniel wasn't examining,him,6.729602813720703
simple,wasn't examining,787,787_M_his,m,Match,poss,Daniel wasn't examining,his,3.7704107761383057
simple,wasn't examining,787,787_F_him,f,Mismatch,obj,Tracy wasn't examining,him,6.842397212982178
simple,wasn't examining,787,787_F_his,f,Mismatch,poss,Tracy wasn't examining,his,4.8513031005859375
simple,hurt,788,788_M_him,m,Match,obj,Kenneth hurt,him,5.370215892791748
simple,hurt,788,788_M_his,m,Match,poss,Kenneth hurt,his,2.694816827774048
simple,hurt,788,788_F_him,f,Mismatch,obj,Tracy hurt,him,5.7020978927612305
simple,hurt,788,788_F_his,f,Mismatch,poss,Tracy hurt,his,4.230836391448975
simple,could forget,789,789_M_him,m,Match,obj,Mark could forget,him,8.198629379272461
simple,could forget,789,789_M_his,m,Match,poss,Mark could forget,his,4.202574729919434
simple,could forget,789,789_F_him,f,Mismatch,obj,Barbara could forget,him,7.770284175872803
simple,could forget,789,789_F_his,f,Mismatch,poss,Barbara could forget,his,6.9983954429626465
simple,hears,790,790_M_him,m,Match,obj,Adam hears,him,6.3047285079956055
simple,hears,790,790_M_his,m,Match,poss,Adam hears,his,5.21239709854126
simple,hears,790,790_F_him,f,Mismatch,obj,The girlfriend hears,him,3.9082424640655518
simple,hears,790,790_F_his,f,Mismatch,poss,The girlfriend hears,his,6.287202835083008
simple,hasn't harmed,791,791_M_him,m,Match,obj,That nephew hasn't harmed,him,5.661682605743408
simple,hasn't harmed,791,791_M_his,m,Match,poss,That nephew hasn't harmed,his,4.804871082305908
simple,hasn't harmed,791,791_F_him,f,Mismatch,obj,Alice hasn't harmed,him,4.514825344085693
simple,hasn't harmed,791,791_F_his,f,Mismatch,poss,Alice hasn't harmed,his,6.786209583282471
simple,confuses,792,792_M_him,m,Match,obj,James confuses,him,6.563141345977783
simple,confuses,792,792_M_his,m,Match,poss,James confuses,his,4.7439961433410645
simple,confuses,792,792_F_him,f,Mismatch,obj,Nicole confuses,him,6.558958053588867
simple,confuses,792,792_F_his,f,Mismatch,poss,Nicole confuses,his,8.363200187683105
simple,isn't forgiving,793,793_M_him,m,Match,obj,Walter isn't forgiving,him,7.590763568878174
simple,isn't forgiving,793,793_M_his,m,Match,poss,Walter isn't forgiving,his,8.187662124633789
simple,isn't forgiving,793,793_F_him,f,Mismatch,obj,Allison isn't forgiving,him,6.264885425567627
simple,isn't forgiving,793,793_F_his,f,Mismatch,poss,Allison isn't forgiving,his,7.579326152801514
simple,wouldn't confuse,794,794_M_him,m,Match,obj,Roger wouldn't confuse,him,3.772533416748047
simple,wouldn't confuse,794,794_M_his,m,Match,poss,Roger wouldn't confuse,his,5.41103982925415
simple,wouldn't confuse,794,794_F_him,f,Mismatch,obj,This sister wouldn't confuse,him,3.8471920490264893
simple,wouldn't confuse,794,794_F_his,f,Mismatch,poss,This sister wouldn't confuse,his,7.728429794311523
simple,complains about,795,795_M_him,m,Match,obj,Larry complains about,him,7.08478307723999
simple,complains about,795,795_M_his,m,Match,poss,Larry complains about,his,3.620743751525879
simple,complains about,795,795_F_him,f,Mismatch,obj,Danielle complains about,him,8.182565689086914
simple,complains about,795,795_F_his,f,Mismatch,poss,Danielle complains about,his,5.601522445678711
simple,can't kiss,796,796_M_him,m,Match,obj,Keith can't kiss,him,5.888081073760986
