exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2_surp
simple,flees from,806,806_M_him,m,Match,obj,Walter flees from,him,9.161903381347656
simple,flees from,806,806_M_his,m,Match,poss,Walter flees from,his,3.406026840209961
simple,flees from,806,806_F_him,f,Mismatch,obj,Emily flees from,him,8.296773910522461
simple,flees from,806,806_F_his,f,Mismatch,poss,Emily flees from,his,4.157864093780518
simple,wasn't researching,807,807_M_him,m,Match,obj,Steve wasn't researching,him,6.856703281402588
simple,wasn't researching,807,807_M_his,m,Match,poss,Steve wasn't researching,his,5.154817581176758
simple,wasn't researching,807,807_F_him,f,Mismatch,obj,That woman wasn't researching,him,5.874851703643799
simple,wasn't researching,807,807_F_his,f,Mismatch,poss,That woman wasn't researching,his,6.876324653625488
simple,had disagreed with,808,808_M_him,m,Match,obj,That father had disagreed with,him,2.742835760116577
simple,had disagreed with,808,808_M_his,m,Match,poss,That father had disagreed with,his,3.255943775177002
simple,had disagreed with,808,808_F_him,f,Mismatch,obj,The grandmother had disagreed with,him,3.003119707107544
simple,had disagreed with,808,808_F_his,f,Mismatch,poss,The grandmother had disagreed with,his,4.725522041320801
simple,hadn't talked to,809,809_M_him,m,Match,obj,Vincent hadn't talked to,him,2.544797658920288
simple,hadn't talked to,809,809_M_his,m,Match,poss,Vincent hadn't talked to,his,5.191349029541016
simple,hadn't talked to,809,809_F_him,f,Mismatch,obj,Holly hadn't talked to,him,3.3495326042175293
simple,hadn't talked to,809,809_F_his,f,Mismatch,poss,Holly hadn't talked to,his,6.578018665313721
simple,didn't examine,810,810_M_him,m,Match,obj,Stephen didn't examine,him,6.250479698181152
simple,didn't examine,810,810_M_his,m,Match,poss,Stephen didn't examine,his,3.895411729812622
simple,didn't examine,810,810_F_him,f,Mismatch,obj,Nina didn't examine,him,5.054323673248291
simple,didn't examine,810,810_F_his,f,Mismatch,poss,Nina didn't examine,his,4.682445049285889
simple,scanned,811,811_M_him,m,Match,obj,That nephew scanned,him,6.279929161071777
simple,scanned,811,811_M_his,m,Match,poss,That nephew scanned,his,3.1357996463775635
simple,scanned,811,811_F_him,f,Mismatch,obj,Ellen scanned,him,6.946047782897949
simple,scanned,811,811_F_his,f,Mismatch,poss,Ellen scanned,his,3.6600399017333984
simple,can shake,812,812_M_him,m,Match,obj,Kevin can shake,him,7.993551731109619
simple,can shake,812,812_M_his,m,Match,poss,Kevin can shake,his,4.217682361602783
simple,can shake,812,812_F_him,f,Mismatch,obj,Meredith can shake,him,6.95703649520874
simple,can shake,812,812_F_his,f,Mismatch,poss,Meredith can shake,his,4.281712532043457
simple,was disturbing,813,813_M_him,m,Match,obj,Theodore was disturbing,him,6.77601432800293
simple,was disturbing,813,813_M_his,m,Match,poss,Theodore was disturbing,his,5.169966697692871
simple,was disturbing,813,813_F_him,f,Mismatch,obj,Rose was disturbing,him,8.18290901184082
simple,was disturbing,813,813_F_his,f,Mismatch,poss,Rose was disturbing,his,7.670945644378662
simple,had annoyed,814,814_M_him,m,Match,obj,That nephew had annoyed,him,2.7290537357330322
simple,had annoyed,814,814_M_his,m,Match,poss,That nephew had annoyed,his,4.259814739227295
simple,had annoyed,814,814_F_him,f,Mismatch,obj,Kristin had annoyed,him,3.5731334686279297
simple,had annoyed,814,814_F_his,f,Mismatch,poss,Kristin had annoyed,his,4.26849365234375
simple,hasn't helped,815,815_M_him,m,Match,obj,Liam hasn't helped,him,5.069544315338135
simple,hasn't helped,815,815_M_his,m,Match,poss,Liam hasn't helped,his,3.257413864135742
simple,hasn't helped,815,815_F_him,f,Mismatch,obj,Holly hasn't helped,him,4.7394256591796875
simple,hasn't helped,815,815_F_his,f,Mismatch,poss,Holly hasn't helped,his,4.241518497467041
simple,was watching,816,816_M_him,m,Match,obj,Bill was watching,him,4.699034214019775
simple,was watching,816,816_M_his,m,Match,poss,Bill was watching,his,4.428550720214844
simple,was watching,816,816_F_him,f,Mismatch,obj,Ellen was watching,him,4.93181848526001
simple,was watching,816,816_F_his,f,Mismatch,poss,Ellen was watching,his,4.551222801208496
simple,led,817,817_M_him,m,Match,obj,That boyfriend led,him,4.247247695922852
simple,led,817,817_M_his,m,Match,poss,That boyfriend led,his,5.2012810707092285
simple,led,817,817_F_him,f,Mismatch,obj,Nina led,him,6.752631664276123
simple,led,817,817_F_his,f,Mismatch,poss,Nina led,his,6.21984338760376
simple,loves,818,818_M_him,m,Match,obj,Scott loves,him,8.119544982910156
simple,loves,818,818_M_his,m,Match,poss,Scott loves,his,4.381991386413574
simple,loves,818,818_F_him,f,Mismatch,obj,Donna loves,him,5.602827072143555
simple,loves,818,818_F_his,f,Mismatch,poss,Donna loves,his,6.057488441467285
simple,hadn't praised,819,819_M_him,m,Match,obj,Edward hadn't praised,him,3.640202045440674
simple,hadn't praised,819,819_M_his,m,Match,poss,Edward hadn't praised,his,4.257445812225342
simple,hadn't praised,819,819_F_him,f,Mismatch,obj,Christina hadn't praised,him,3.759617805480957
simple,hadn't praised,819,819_F_his,f,Mismatch,poss,Christina hadn't praised,his,5.180893421173096
simple,hasn't seen,820,820_M_him,m,Match,obj,Bruce hasn't seen,him,7.394128322601318
simple,hasn't seen,820,820_M_his,m,Match,poss,Bruce hasn't seen,his,5.225011825561523
simple,hasn't seen,820,820_F_him,f,Mismatch,obj,Bethany hasn't seen,him,5.429447650909424
simple,hasn't seen,820,820_F_his,f,Mismatch,poss,Bethany hasn't seen,his,5.423757076263428
simple,should lose,821,821_M_him,m,Match,obj,Kenneth should lose,him,7.552723407745361
simple,should lose,821,821_M_his,m,Match,poss,Kenneth should lose,his,1.9704362154006958
simple,should lose,821,821_F_him,f,Mismatch,obj,Gina should lose,him,8.436614036560059
simple,should lose,821,821_F_his,f,Mismatch,poss,Gina should lose,his,4.497204780578613
simple,praised,822,822_M_him,m,Match,obj,Adam praised,him,5.255897521972656
simple,praised,822,822_M_his,m,Match,poss,Adam praised,his,4.260302543640137
simple,praised,822,822_F_him,f,Mismatch,obj,Maria praised,him,4.635318279266357
simple,praised,822,822_F_his,f,Mismatch,poss,Maria praised,his,4.536564826965332
simple,worked with,823,823_M_him,m,Match,obj,Edward worked with,him,6.507051467895508
simple,worked with,823,823_M_his,m,Match,poss,Edward worked with,his,5.718616962432861
simple,worked with,823,823_F_him,f,Mismatch,obj,Paula worked with,him,5.781097888946533
simple,worked with,823,823_F_his,f,Mismatch,poss,Paula worked with,his,5.414843559265137
simple,should flee from,824,824_M_him,m,Match,obj,Edward should flee from,him,5.468501567840576
simple,should flee from,824,824_M_his,m,Match,poss,Edward should flee from,his,4.671669006347656
simple,should flee from,824,824_F_him,f,Mismatch,obj,Suzanne should flee from,him,6.770849704742432
simple,should flee from,824,824_F_his,f,Mismatch,poss,Suzanne should flee from,his,3.9362123012542725
simple,alarms,825,825_M_him,m,Match,obj,This grandfather alarms,him,5.191720485687256
simple,alarms,825,825_M_his,m,Match,poss,This grandfather alarms,his,4.629918098449707
simple,alarms,825,825_F_him,f,Mismatch,obj,Bethany alarms,him,6.692933082580566
simple,alarms,825,825_F_his,f,Mismatch,poss,Bethany alarms,his,6.93487548828125
simple,could insult,826,826_M_him,m,Match,obj,James could insult,him,4.0240278244018555
simple,could insult,826,826_M_his,m,Match,poss,James could insult,his,4.421596527099609
simple,could insult,826,826_F_him,f,Mismatch,obj,Katherine could insult,him,4.141205787658691
simple,could insult,826,826_F_his,f,Mismatch,poss,Katherine could insult,his,6.1248674392700195
simple,wouldn't approach,827,827_M_him,m,Match,obj,The grandfather wouldn't approach,him,3.1155285835266113
simple,wouldn't approach,827,827_M_his,m,Match,poss,The grandfather wouldn't approach,his,5.000832557678223
simple,wouldn't approach,827,827_F_him,f,Mismatch,obj,Lisa wouldn't approach,him,3.3901777267456055
simple,wouldn't approach,827,827_F_his,f,Mismatch,poss,Lisa wouldn't approach,his,6.877863883972168
simple,disgusts,828,828_M_him,m,Match,obj,Jerry disgusts,him,4.038774013519287
simple,disgusts,828,828_M_his,m,Match,poss,Jerry disgusts,his,5.624415397644043
simple,disgusts,828,828_F_him,f,Mismatch,obj,Nicole disgusts,him,6.026512145996094
simple,disgusts,828,828_F_his,f,Mismatch,poss,Nicole disgusts,his,8.283804893493652
simple,helped,829,829_M_him,m,Match,obj,Marcus helped,him,5.478113174438477
simple,helped,829,829_M_his,m,Match,poss,Marcus helped,his,5.227882385253906
simple,helped,829,829_F_him,f,Mismatch,obj,Laura helped,him,5.255234718322754
simple,helped,829,829_F_his,f,Mismatch,poss,Laura helped,his,7.41448974609375
simple,was biting,830,830_M_him,m,Match,obj,Theodore was biting,him,5.155282974243164
simple,was biting,830,830_M_his,m,Match,poss,Theodore was biting,his,2.105637311935425
simple,was biting,830,830_F_him,f,Mismatch,obj,Diana was biting,him,5.367685317993164
simple,was biting,830,830_F_his,f,Mismatch,poss,Diana was biting,his,4.338904857635498
simple,doesn't discover,831,831_M_him,m,Match,obj,John doesn't discover,him,7.572175025939941
simple,doesn't discover,831,831_M_his,m,Match,poss,John doesn't discover,his,4.757163047790527
simple,doesn't discover,831,831_F_him,f,Mismatch,obj,The sister doesn't discover,him,7.254223823547363
simple,doesn't discover,831,831_F_his,f,Mismatch,poss,The sister doesn't discover,his,6.151696681976318
simple,isn't escaping from,832,832_M_him,m,Match,obj,This man isn't escaping from,him,6.001795291900635
simple,isn't escaping from,832,832_M_his,m,Match,poss,This man isn't escaping from,his,3.405357837677002
simple,isn't escaping from,832,832_F_him,f,Mismatch,obj,Meredith isn't escaping from,him,6.943135738372803
simple,isn't escaping from,832,832_F_his,f,Mismatch,poss,Meredith isn't escaping from,his,4.744201183319092
simple,understands,833,833_M_him,m,Match,obj,Thomas understands,him,9.781408309936523
simple,understands,833,833_M_his,m,Match,poss,Thomas understands,his,5.352390289306641
simple,understands,833,833_F_him,f,Mismatch,obj,Diane understands,him,9.312214851379395
simple,understands,833,833_F_his,f,Mismatch,poss,Diane understands,his,6.871481418609619
simple,likes,834,834_M_him,m,Match,obj,Paul likes,him,7.203766822814941
simple,likes,834,834_M_his,m,Match,poss,Paul likes,his,5.467573165893555
simple,likes,834,834_F_him,f,Mismatch,obj,Sharon likes,him,7.331007957458496
simple,likes,834,834_F_his,f,Mismatch,poss,Sharon likes,his,5.7429118156433105
simple,was aiding,835,835_M_him,m,Match,obj,Liam was aiding,him,5.564711093902588
simple,was aiding,835,835_M_his,m,Match,poss,Liam was aiding,his,4.616687297821045
simple,was aiding,835,835_F_him,f,Mismatch,obj,Carmen was aiding,him,5.173880100250244
simple,was aiding,835,835_F_his,f,Mismatch,poss,Carmen was aiding,his,5.228892803192139
simple,isn't thinking about,836,836_M_him,m,Match,obj,Marcus isn't thinking about,him,6.744479179382324
simple,isn't thinking about,836,836_M_his,m,Match,poss,Marcus isn't thinking about,his,4.293949127197266
simple,isn't thinking about,836,836_F_him,f,Mismatch,obj,Alice isn't thinking about,him,6.899555683135986
simple,isn't thinking about,836,836_F_his,f,Mismatch,poss,Alice isn't thinking about,his,5.398953437805176
simple,forgot,837,837_M_him,m,Match,obj,Dennis forgot,him,9.357455253601074
simple,forgot,837,837_M_his,m,Match,poss,Dennis forgot,his,4.2641377449035645
simple,forgot,837,837_F_him,f,Mismatch,obj,Kristin forgot,him,8.35333251953125
simple,forgot,837,837_F_his,f,Mismatch,poss,Kristin forgot,his,4.197813034057617
simple,exposed,838,838_M_him,m,Match,obj,Robert exposed,him,6.045926094055176
simple,exposed,838,838_M_his,m,Match,poss,Robert exposed,his,3.6956474781036377
simple,exposed,838,838_F_him,f,Mismatch,obj,Stacey exposed,him,5.139235973358154
simple,exposed,838,838_F_his,f,Mismatch,poss,Stacey exposed,his,4.228911399841309
simple,shot,839,839_M_him,m,Match,obj,Edward shot,him,7.2963762283325195
simple,shot,839,839_M_his,m,Match,poss,Edward shot,his,6.681333065032959
simple,shot,839,839_F_him,f,Mismatch,obj,April shot,him,5.6559062004089355
simple,shot,839,839_F_his,f,Mismatch,poss,April shot,his,5.171658039093018
simple,heard,840,840_M_him,m,Match,obj,Benjamin heard,him,6.318546295166016
simple,heard,840,840_M_his,m,Match,poss,Benjamin heard,his,5.541074752807617
simple,heard,840,840_F_him,f,Mismatch,obj,Lori heard,him,5.2516984939575195
simple,heard,840,840_F_his,f,Mismatch,poss,Lori heard,his,5.084229469299316
simple,did leave,841,841_M_him,m,Match,obj,Lawrence did leave,him,5.604469299316406
simple,did leave,841,841_M_his,m,Match,poss,Lawrence did leave,his,3.86358642578125
simple,did leave,841,841_F_him,f,Mismatch,obj,Christine did leave,him,5.5847601890563965
simple,did leave,841,841_F_his,f,Mismatch,poss,Christine did leave,his,5.052114963531494
simple,doesn't aid,842,842_M_him,m,Match,obj,Jerry doesn't aid,him,4.31867790222168
simple,doesn't aid,842,842_M_his,m,Match,poss,Jerry doesn't aid,his,3.6954896450042725
simple,doesn't aid,842,842_F_him,f,Mismatch,obj,Alice doesn't aid,him,5.681851387023926
simple,doesn't aid,842,842_F_his,f,Mismatch,poss,Alice doesn't aid,his,6.047830581665039
simple,confuses,843,843_M_him,m,Match,obj,Michael confuses,him,6.726877212524414
simple,confuses,843,843_M_his,m,Match,poss,Michael confuses,his,5.452048301696777
simple,confuses,843,843_F_him,f,Mismatch,obj,Leslie confuses,him,5.701677322387695
simple,confuses,843,843_F_his,f,Mismatch,poss,Leslie confuses,his,5.556255340576172
simple,shouldn't criticize,844,844_M_him,m,Match,obj,This nephew shouldn't criticize,him,4.057103157043457
simple,shouldn't criticize,844,844_M_his,m,Match,poss,This nephew shouldn't criticize,his,4.431469917297363
simple,shouldn't criticize,844,844_F_him,f,Mismatch,obj,Leslie shouldn't criticize,him,4.473145484924316
simple,shouldn't criticize,844,844_F_his,f,Mismatch,poss,Leslie shouldn't criticize,his,5.252455711364746
simple,hasn't kissed,845,845_M_him,m,Match,obj,Marcus hasn't kissed,him,5.2332353591918945
simple,hasn't kissed,845,845_M_his,m,Match,poss,Marcus hasn't kissed,his,3.8675997257232666
simple,hasn't kissed,845,845_F_him,f,Mismatch,obj,Heidi hasn't kissed,him,3.620715618133545
simple,hasn't kissed,845,845_F_his,f,Mismatch,poss,Heidi hasn't kissed,his,4.555332660675049
simple,isn't finding,846,846_M_him,m,Match,obj,Gary isn't finding,him,6.373044013977051
simple,isn't finding,846,846_M_his,m,Match,poss,Gary isn't finding,his,4.687801361083984
simple,isn't finding,846,846_F_him,f,Mismatch,obj,This granddaughter isn't finding,him,6.658055305480957
simple,isn't finding,846,846_F_his,f,Mismatch,poss,This granddaughter isn't finding,his,8.040157318115234
simple,described,847,847_M_him,m,Match,obj,Wayne described,him,5.453375816345215
simple,described,847,847_M_his,m,Match,poss,Wayne described,his,3.9081075191497803
simple,described,847,847_F_him,f,Mismatch,obj,Judy described,him,4.511317253112793
simple,described,847,847_F_his,f,Mismatch,poss,Judy described,his,4.894489288330078
simple,referenced,848,848_M_him,m,Match,obj,Vincent referenced,him,8.623661994934082
simple,referenced,848,848_M_his,m,Match,poss,Vincent referenced,his,6.4096150398254395
simple,referenced,848,848_F_him,f,Mismatch,obj,Wendy referenced,him,7.763167381286621
simple,referenced,848,848_F_his,f,Mismatch,poss,Wendy referenced,his,5.375860691070557
simple,isn't visiting,849,849_M_him,m,Match,obj,Brian isn't visiting,him,5.1127705574035645
simple,isn't visiting,849,849_M_his,m,Match,poss,Brian isn't visiting,his,4.4181365966796875
simple,isn't visiting,849,849_F_him,f,Mismatch,obj,Paula isn't visiting,him,5.1001081466674805
simple,isn't visiting,849,849_F_his,f,Mismatch,poss,Paula isn't visiting,his,5.05189847946167
simple,won't argue about,850,850_M_him,m,Match,obj,Matt won't argue about,him,8.39407730102539
simple,won't argue about,850,850_M_his,m,Match,poss,Matt won't argue about,his,4.717424392700195
simple,won't argue about,850,850_F_him,f,Mismatch,obj,Bethany won't argue about,him,9.32439136505127
simple,won't argue about,850,850_F_his,f,Mismatch,poss,Bethany won't argue about,his,6.142431259155273
simple,hadn't visited,851,851_M_him,m,Match,obj,Brian hadn't visited,him,5.219235897064209
simple,hadn't visited,851,851_M_his,m,Match,poss,Brian hadn't visited,his,4.846498489379883
simple,hadn't visited,851,851_F_him,f,Mismatch,obj,Alice hadn't visited,him,4.652707099914551
simple,hadn't visited,851,851_F_his,f,Mismatch,poss,Alice hadn't visited,his,5.334540367126465
simple,would write,852,852_M_him,m,Match,obj,Lawrence would write,him,7.27159309387207
simple,would write,852,852_M_his,m,Match,poss,Lawrence would write,his,5.904647350311279
simple,would write,852,852_F_him,f,Mismatch,obj,Sandra would write,him,7.345220565795898
simple,would write,852,852_F_his,f,Mismatch,poss,Sandra would write,his,7.2424163818359375
simple,won't talk to,853,853_M_him,m,Match,obj,The ex-boyfriend won't talk to,him,4.65377140045166
simple,won't talk to,853,853_M_his,m,Match,poss,The ex-boyfriend won't talk to,his,6.416899681091309
simple,won't talk to,853,853_F_him,f,Mismatch,obj,The woman won't talk to,him,4.320895671844482
simple,won't talk to,853,853_F_his,f,Mismatch,poss,The woman won't talk to,his,9.687470436096191
simple,escapes from,854,854_M_him,m,Match,obj,Joel escapes from,him,7.021721839904785
simple,escapes from,854,854_M_his,m,Match,poss,Joel escapes from,his,3.8250792026519775
simple,escapes from,854,854_F_him,f,Mismatch,obj,Vanessa escapes from,him,8.688878059387207
simple,escapes from,854,854_F_his,f,Mismatch,poss,Vanessa escapes from,his,6.515975475311279
simple,isn't distracting,855,855_M_him,m,Match,obj,That ex-husband isn't distracting,him,3.159914255142212
simple,isn't distracting,855,855_M_his,m,Match,poss,That ex-husband isn't distracting,his,5.034244060516357
simple,isn't distracting,855,855_F_him,f,Mismatch,obj,Gina isn't distracting,him,5.54314661026001
simple,isn't distracting,855,855_F_his,f,Mismatch,poss,Gina isn't distracting,his,8.994841575622559
simple,had seen,856,856_M_him,m,Match,obj,Kevin had seen,him,4.900516986846924
simple,had seen,856,856_M_his,m,Match,poss,Kevin had seen,his,4.132004737854004
simple,had seen,856,856_F_him,f,Mismatch,obj,Stephanie had seen,him,4.35519552230835
simple,had seen,856,856_F_his,f,Mismatch,poss,Stephanie had seen,his,4.660999774932861
simple,forgives,857,857_M_him,m,Match,obj,That father forgives,him,3.8270981311798096
simple,forgives,857,857_M_his,m,Match,poss,That father forgives,his,2.7014570236206055
simple,forgives,857,857_F_him,f,Mismatch,obj,Sharon forgives,him,3.68607497215271
simple,forgives,857,857_F_his,f,Mismatch,poss,Sharon forgives,his,3.361745595932007
simple,wasn't revealing,858,858_M_him,m,Match,obj,Bill wasn't revealing,him,9.73956298828125
simple,wasn't revealing,858,858_M_his,m,Match,poss,Bill wasn't revealing,his,3.7803561687469482
simple,wasn't revealing,858,858_F_him,f,Mismatch,obj,Brenda wasn't revealing,him,10.515908241271973
simple,wasn't revealing,858,858_F_his,f,Mismatch,poss,Brenda wasn't revealing,his,5.620517253875732
simple,shouldn't conceal,859,859_M_him,m,Match,obj,Dan shouldn't conceal,him,8.79493236541748
simple,shouldn't conceal,859,859_M_his,m,Match,poss,Dan shouldn't conceal,his,1.4796319007873535
simple,shouldn't conceal,859,859_F_him,f,Mismatch,obj,Melanie shouldn't conceal,him,9.517268180847168
simple,shouldn't conceal,859,859_F_his,f,Mismatch,poss,Melanie shouldn't conceal,his,4.297636032104492
simple,helped,860,860_M_him,m,Match,obj,Paul helped,him,4.483279705047607
simple,helped,860,860_M_his,m,Match,poss,Paul helped,his,5.319682598114014
simple,helped,860,860_F_him,f,Mismatch,obj,April helped,him,4.0654683113098145
simple,helped,860,860_F_his,f,Mismatch,poss,April helped,his,5.862651348114014
simple,wasn't revealing,861,861_M_him,m,Match,obj,Benjamin wasn't revealing,him,10.486597061157227
simple,wasn't revealing,861,861_M_his,m,Match,poss,Benjamin wasn't revealing,his,3.4208786487579346
simple,wasn't revealing,861,861_F_him,f,Mismatch,obj,Natalie wasn't revealing,him,12.112215042114258
simple,wasn't revealing,861,861_F_his,f,Mismatch,poss,Natalie wasn't revealing,his,7.37330961227417
simple,argued about,862,862_M_him,m,Match,obj,Travis argued about,him,8.837791442871094
simple,argued about,862,862_M_his,m,Match,poss,Travis argued about,his,4.973228454589844
simple,argued about,862,862_F_him,f,Mismatch,obj,Irene argued about,him,8.078039169311523
simple,argued about,862,862_F_his,f,Mismatch,poss,Irene argued about,his,4.676513671875
simple,couldn't bite,863,863_M_him,m,Match,obj,The ex-husband couldn't bite,him,4.676801681518555
simple,couldn't bite,863,863_M_his,m,Match,poss,The ex-husband couldn't bite,his,3.0988430976867676
simple,couldn't bite,863,863_F_him,f,Mismatch,obj,Melanie couldn't bite,him,4.821160793304443
simple,couldn't bite,863,863_F_his,f,Mismatch,poss,Melanie couldn't bite,his,5.19026517868042
simple,annoys,864,864_M_him,m,Match,obj,Bradley annoys,him,5.112135410308838
simple,annoys,864,864_M_his,m,Match,poss,Bradley annoys,his,5.159971237182617
simple,annoys,864,864_F_him,f,Mismatch,obj,The mother annoys,him,4.391144275665283
simple,annoys,864,864_F_his,f,Mismatch,poss,The mother annoys,his,8.02435302734375
simple,alarms,865,865_M_him,m,Match,obj,William alarms,him,10.29373836517334
simple,alarms,865,865_M_his,m,Match,poss,William alarms,his,8.423040390014648
simple,alarms,865,865_F_him,f,Mismatch,obj,Sheila alarms,him,5.27011775970459
simple,alarms,865,865_F_his,f,Mismatch,poss,Sheila alarms,his,6.3723368644714355
simple,is stunning,866,866_M_him,m,Match,obj,Bruce is stunning,him,14.604177474975586
simple,is stunning,866,866_M_his,m,Match,poss,Bruce is stunning,his,13.43415641784668
simple,is stunning,866,866_F_him,f,Mismatch,obj,Catherine is stunning,him,12.923291206359863
simple,is stunning,866,866_F_his,f,Mismatch,poss,Catherine is stunning,his,12.813243865966797
simple,hadn't loved,867,867_M_him,m,Match,obj,Lawrence hadn't loved,him,3.7419679164886475
simple,hadn't loved,867,867_M_his,m,Match,poss,Lawrence hadn't loved,his,4.048795700073242
simple,hadn't loved,867,867_F_him,f,Mismatch,obj,Jane hadn't loved,him,3.6181516647338867
simple,hadn't loved,867,867_F_his,f,Mismatch,poss,Jane hadn't loved,his,3.9738943576812744
simple,stunned,868,868_M_him,m,Match,obj,Derek stunned,him,5.896950721740723
simple,stunned,868,868_M_his,m,Match,poss,Derek stunned,his,4.513120174407959
simple,stunned,868,868_F_him,f,Mismatch,obj,Deanna stunned,him,5.171207427978516
simple,stunned,868,868_F_his,f,Mismatch,poss,Deanna stunned,his,5.970450401306152
simple,finds,869,869_M_him,m,Match,obj,Alexander finds,him,6.375882625579834
simple,finds,869,869_M_his,m,Match,poss,Alexander finds,his,4.3777689933776855
simple,finds,869,869_F_him,f,Mismatch,obj,Kristin finds,him,6.309113502502441
simple,finds,869,869_F_his,f,Mismatch,poss,Kristin finds,his,4.587525367736816
simple,teaches,870,870_M_him,m,Match,obj,Samuel teaches,him,8.00899887084961
simple,teaches,870,870_M_his,m,Match,poss,Samuel teaches,his,6.24191951751709
simple,teaches,870,870_F_him,f,Mismatch,obj,Laura teaches,him,8.632251739501953
simple,teaches,870,870_F_his,f,Mismatch,poss,Laura teaches,his,8.362505912780762
simple,returned to,871,871_M_him,m,Match,obj,This grandson returned to,him,7.265065670013428
simple,returned to,871,871_M_his,m,Match,poss,This grandson returned to,his,3.142996311187744
simple,returned to,871,871_F_him,f,Mismatch,obj,Sara returned to,him,9.28926944732666
simple,returned to,871,871_F_his,f,Mismatch,poss,Sara returned to,his,4.1304731369018555
simple,leads,872,872_M_him,m,Match,obj,Todd leads,him,6.942221164703369
simple,leads,872,872_M_his,m,Match,poss,Todd leads,his,5.731563091278076
simple,leads,872,872_F_him,f,Mismatch,obj,Laura leads,him,6.474626541137695
simple,leads,872,872_F_his,f,Mismatch,poss,Laura leads,his,6.938920021057129
simple,shook,873,873_M_him,m,Match,obj,William shook,him,8.400330543518066
simple,shook,873,873_M_his,m,Match,poss,William shook,his,0.9175713658332825
simple,shook,873,873_F_him,f,Mismatch,obj,Rachel shook,him,7.407743453979492
simple,shook,873,873_F_his,f,Mismatch,poss,Rachel shook,his,1.0289431810379028
simple,concealed,874,874_M_him,m,Match,obj,The father concealed,him,7.235954761505127
simple,concealed,874,874_M_his,m,Match,poss,The father concealed,his,1.6765509843826294
simple,concealed,874,874_F_him,f,Mismatch,obj,Carol concealed,him,8.737706184387207
simple,concealed,874,874_F_his,f,Mismatch,poss,Carol concealed,his,7.33458137512207
simple,would return to,875,875_M_him,m,Match,obj,Guy would return to,him,8.881773948669434
simple,would return to,875,875_M_his,m,Match,poss,Guy would return to,his,3.8312184810638428
simple,would return to,875,875_F_him,f,Mismatch,obj,Dana would return to,him,8.075246810913086
simple,would return to,875,875_F_his,f,Mismatch,poss,Dana would return to,his,3.694108486175537
simple,worries,876,876_M_him,m,Match,obj,Russell worries,him,11.368888854980469
simple,worries,876,876_M_his,m,Match,poss,Russell worries,his,6.820302963256836
simple,worries,876,876_F_him,f,Mismatch,obj,Bethany worries,him,10.169587135314941
simple,worries,876,876_F_his,f,Mismatch,poss,Bethany worries,his,8.888044357299805
simple,fought,877,877_M_him,m,Match,obj,Daniel fought,him,7.0550432205200195
simple,fought,877,877_M_his,m,Match,poss,Daniel fought,his,4.900169372558594
simple,fought,877,877_F_him,f,Mismatch,obj,Diana fought,him,6.773052215576172
simple,fought,877,877_F_his,f,Mismatch,poss,Diana fought,his,6.0745439529418945
simple,boasted about,878,878_M_him,m,Match,obj,John boasted about,him,7.3037943840026855
simple,boasted about,878,878_M_his,m,Match,poss,John boasted about,his,2.2910139560699463
simple,boasted about,878,878_F_him,f,Mismatch,obj,Catherine boasted about,him,7.43536376953125
simple,boasted about,878,878_F_his,f,Mismatch,poss,Catherine boasted about,his,5.16951847076416
simple,hasn't discovered,879,879_M_him,m,Match,obj,John hasn't discovered,him,8.721104621887207
simple,hasn't discovered,879,879_M_his,m,Match,poss,John hasn't discovered,his,5.346667766571045
simple,hasn't discovered,879,879_F_him,f,Mismatch,obj,The lady hasn't discovered,him,7.063167572021484
simple,hasn't discovered,879,879_F_his,f,Mismatch,poss,The lady hasn't discovered,his,7.5887579917907715
simple,teaches,880,880_M_him,m,Match,obj,Kenneth teaches,him,8.094654083251953
simple,teaches,880,880_M_his,m,Match,poss,Kenneth teaches,his,6.611960411071777
simple,teaches,880,880_F_him,f,Mismatch,obj,Grace teaches,him,7.414646625518799
simple,teaches,880,880_F_his,f,Mismatch,poss,Grace teaches,his,7.184405326843262
simple,returned to,881,881_M_him,m,Match,obj,Benjamin returned to,him,10.428316116333008
simple,returned to,881,881_M_his,m,Match,poss,Benjamin returned to,his,3.1942145824432373
simple,returned to,881,881_F_him,f,Mismatch,obj,Diana returned to,him,9.501470565795898
simple,returned to,881,881_F_his,f,Mismatch,poss,Diana returned to,his,5.3246750831604
simple,likes,882,882_M_him,m,Match,obj,Dennis likes,him,7.760883331298828
simple,likes,882,882_M_his,m,Match,poss,Dennis likes,his,5.443939208984375
simple,likes,882,882_F_him,f,Mismatch,obj,Grace likes,him,7.10736608505249
simple,likes,882,882_F_his,f,Mismatch,poss,Grace likes,his,6.170217514038086
simple,does think about,883,883_M_him,m,Match,obj,That grandfather does think about,him,5.5204176902771
simple,does think about,883,883_M_his,m,Match,poss,That grandfather does think about,his,3.6144754886627197
simple,does think about,883,883_F_him,f,Mismatch,obj,Tamara does think about,him,7.499622821807861
simple,does think about,883,883_F_his,f,Mismatch,poss,Tamara does think about,his,5.105481147766113
simple,has seen,884,884_M_him,m,Match,obj,Curtis has seen,him,7.226596832275391
simple,has seen,884,884_M_his,m,Match,poss,Curtis has seen,his,3.081930160522461
simple,has seen,884,884_F_him,f,Mismatch,obj,Erin has seen,him,7.357729434967041
simple,has seen,884,884_F_his,f,Mismatch,poss,Erin has seen,his,2.998417615890503
