exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,model,surp
simple,isn't leaving,493,493_F_him,f,Mismatch,obj,Marie isn't leaving,him,gpt2,6.1923604011535645
simple,isn't leaving,493,493_F_his,f,Mismatch,poss,Marie isn't leaving,his,gpt2,5.8595781326293945
simple,did overwhelm,494,494_M_him,m,Match,obj,Robert did overwhelm,him,gpt2,3.451500177383423
simple,did overwhelm,494,494_M_his,m,Match,poss,Robert did overwhelm,his,gpt2,3.8453269004821777
simple,did overwhelm,494,494_F_him,f,Mismatch,obj,Wendy did overwhelm,him,gpt2,3.56869912147522
simple,did overwhelm,494,494_F_his,f,Mismatch,poss,Wendy did overwhelm,his,gpt2,4.649520397186279
simple,might reference,495,495_M_him,m,Match,obj,Benjamin might reference,him,gpt2,7.429545879364014
simple,might reference,495,495_M_his,m,Match,poss,Benjamin might reference,his,gpt2,5.289707660675049
simple,might reference,495,495_F_him,f,Mismatch,obj,Nina might reference,him,gpt2,7.581692695617676
simple,might reference,495,495_F_his,f,Mismatch,poss,Nina might reference,his,gpt2,6.952483654022217
simple,investigated,496,496_M_him,m,Match,obj,Carl investigated,him,gpt2,8.9100341796875
simple,investigated,496,496_M_his,m,Match,poss,Carl investigated,his,gpt2,6.040427684783936
simple,investigated,496,496_F_him,f,Mismatch,obj,Sharon investigated,him,gpt2,8.859445571899414
simple,investigated,496,496_F_his,f,Mismatch,poss,Sharon investigated,his,gpt2,5.913638591766357
simple,listens to,497,497_M_him,m,Match,obj,The nephew listens to,him,gpt2,4.236023426055908
simple,listens to,497,497_M_his,m,Match,poss,The nephew listens to,his,gpt2,3.313161849975586
simple,listens to,497,497_F_him,f,Mismatch,obj,Sheila listens to,him,gpt2,5.783077716827393
simple,listens to,497,497_F_his,f,Mismatch,poss,Sheila listens to,his,gpt2,6.913309097290039
simple,did talk to,498,498_M_him,m,Match,obj,Gregory did talk to,him,gpt2,3.991852760314941
simple,did talk to,498,498_M_his,m,Match,poss,Gregory did talk to,his,gpt2,5.974721908569336
simple,did talk to,498,498_F_him,f,Mismatch,obj,April did talk to,him,gpt2,4.001173973083496
simple,did talk to,498,498_F_his,f,Mismatch,poss,April did talk to,his,gpt2,5.414920806884766
simple,visits,499,499_M_him,m,Match,obj,Charles visits,him,gpt2,5.658591747283936
simple,visits,499,499_M_his,m,Match,poss,Charles visits,his,gpt2,5.14155387878418
simple,visits,499,499_F_him,f,Mismatch,obj,Debra visits,him,gpt2,6.457290649414063
simple,visits,499,499_F_his,f,Mismatch,poss,Debra visits,his,gpt2,6.108680725097656
simple,shouldn't hire,500,500_M_him,m,Match,obj,Marcus shouldn't hire,him,gpt2,3.911428213119507
simple,shouldn't hire,500,500_M_his,m,Match,poss,Marcus shouldn't hire,his,gpt2,6.26769495010376
simple,shouldn't hire,500,500_F_him,f,Mismatch,obj,Dana shouldn't hire,him,gpt2,5.358338356018066
simple,shouldn't hire,500,500_F_his,f,Mismatch,poss,Dana shouldn't hire,his,gpt2,7.652030944824219
simple,hadn't complained about,501,501_M_him,m,Match,obj,Richard hadn't complained about,him,gpt2,5.689436912536621
simple,hadn't complained about,501,501_M_his,m,Match,poss,Richard hadn't complained about,his,gpt2,3.881962776184082
simple,hadn't complained about,501,501_F_him,f,Mismatch,obj,The sister hadn't complained about,him,gpt2,4.774220943450928
simple,hadn't complained about,501,501_F_his,f,Mismatch,poss,The sister hadn't complained about,his,gpt2,5.337652683258057
simple,hasn't listened to,502,502_M_him,m,Match,obj,Jeffrey hasn't listened to,him,gpt2,5.428781509399414
simple,hasn't listened to,502,502_M_his,m,Match,poss,Jeffrey hasn't listened to,his,gpt2,4.033504009246826
simple,hasn't listened to,502,502_F_him,f,Mismatch,obj,Wendy hasn't listened to,him,gpt2,4.629265785217285
simple,hasn't listened to,502,502_F_his,f,Mismatch,poss,Wendy hasn't listened to,his,gpt2,4.358452796936035
simple,stunned,503,503_M_him,m,Match,obj,Bill stunned,him,gpt2,5.722056865692139
simple,stunned,503,503_M_his,m,Match,poss,Bill stunned,his,gpt2,4.986951351165772
simple,stunned,503,503_F_him,f,Mismatch,obj,Connie stunned,him,gpt2,5.851092338562012
simple,stunned,503,503_F_his,f,Mismatch,poss,Connie stunned,his,gpt2,4.6797285079956055
simple,hasn't returned to,504,504_M_him,m,Match,obj,The brother hasn't returned to,him,gpt2,7.249316215515137
simple,hasn't returned to,504,504_M_his,m,Match,poss,The brother hasn't returned to,his,gpt2,3.14119291305542
simple,hasn't returned to,504,504_F_him,f,Mismatch,obj,Kendra hasn't returned to,him,gpt2,8.173531532287598
simple,hasn't returned to,504,504_F_his,f,Mismatch,poss,Kendra hasn't returned to,his,gpt2,3.194443464279175
simple,heals,505,505_M_him,m,Match,obj,That man heals,him,gpt2,7.371536731719971
simple,heals,505,505_M_his,m,Match,poss,That man heals,his,gpt2,3.9543704986572266
simple,heals,505,505_F_him,f,Mismatch,obj,Claire heals,him,gpt2,6.052132606506348
simple,heals,505,505_F_his,f,Mismatch,poss,Claire heals,his,gpt2,5.273923397064209
simple,did hire,506,506_M_him,m,Match,obj,The boyfriend did hire,him,gpt2,3.829523801803589
simple,did hire,506,506_M_his,m,Match,poss,The boyfriend did hire,his,gpt2,5.693166732788086
simple,did hire,506,506_F_him,f,Mismatch,obj,Karen did hire,him,gpt2,4.317820549011231
simple,did hire,506,506_F_his,f,Mismatch,poss,Karen did hire,his,gpt2,5.768979549407959
simple,had shocked,507,507_M_him,m,Match,obj,Omar had shocked,him,gpt2,5.892770767211914
simple,had shocked,507,507_M_his,m,Match,poss,Omar had shocked,his,gpt2,4.175266742706299
simple,had shocked,507,507_F_him,f,Mismatch,obj,Dana had shocked,him,gpt2,4.562117576599121
simple,had shocked,507,507_F_his,f,Mismatch,poss,Dana had shocked,his,gpt2,4.614686489105225
simple,visits,508,508_M_him,m,Match,obj,This grandson visits,him,gpt2,4.729601860046387
simple,visits,508,508_M_his,m,Match,poss,This grandson visits,his,gpt2,3.7268412113189697
simple,visits,508,508_F_him,f,Mismatch,obj,Jacqueline visits,him,gpt2,7.017847061157227
simple,visits,508,508_F_his,f,Mismatch,poss,Jacqueline visits,his,gpt2,6.210392475128174
simple,hasn't kissed,509,509_M_him,m,Match,obj,Joseph hasn't kissed,him,gpt2,4.761041164398193
simple,hasn't kissed,509,509_M_his,m,Match,poss,Joseph hasn't kissed,his,gpt2,4.433090686798096
simple,hasn't kissed,509,509_F_him,f,Mismatch,obj,Renee hasn't kissed,him,gpt2,4.309422969818115
simple,hasn't kissed,509,509_F_his,f,Mismatch,poss,Renee hasn't kissed,his,gpt2,4.322257041931152
simple,questions,510,510_M_him,m,Match,obj,Craig questions,him,gpt2,10.52225112915039
simple,questions,510,510_M_his,m,Match,poss,Craig questions,his,gpt2,8.379528999328613
simple,questions,510,510_F_him,f,Mismatch,obj,This woman questions,him,gpt2,5.658218860626221
simple,questions,510,510_F_his,f,Mismatch,poss,This woman questions,his,gpt2,4.933260917663574
simple,had astounded,511,511_M_him,m,Match,obj,Liam had astounded,him,gpt2,4.642604351043701
simple,had astounded,511,511_M_his,m,Match,poss,Liam had astounded,his,gpt2,4.391833782196045
simple,had astounded,511,511_F_him,f,Mismatch,obj,That actress had astounded,him,gpt2,4.799481391906738
simple,had astounded,511,511_F_his,f,Mismatch,poss,That actress had astounded,his,gpt2,5.867700099945068
simple,was talking to,512,512_M_him,m,Match,obj,Dan was talking to,him,gpt2,3.982142210006714
simple,was talking to,512,512_M_his,m,Match,poss,Dan was talking to,his,gpt2,4.685493469238281
simple,was talking to,512,512_F_him,f,Mismatch,obj,Leslie was talking to,him,gpt2,3.863315105438232
simple,was talking to,512,512_F_his,f,Mismatch,poss,Leslie was talking to,his,gpt2,4.370864391326904
simple,won't examine,513,513_M_him,m,Match,obj,Randolf won't examine,him,gpt2,6.2175374031066895
simple,won't examine,513,513_M_his,m,Match,poss,Randolf won't examine,his,gpt2,3.882613182067871
simple,won't examine,513,513_F_him,f,Mismatch,obj,Heidi won't examine,him,gpt2,5.839860916137695
simple,won't examine,513,513_F_his,f,Mismatch,poss,Heidi won't examine,his,gpt2,4.047367572784424
simple,couldn't forgive,514,514_M_him,m,Match,obj,This guy couldn't forgive,him,gpt2,3.786656618118286
simple,couldn't forgive,514,514_M_his,m,Match,poss,This guy couldn't forgive,his,gpt2,4.9734086990356445
simple,couldn't forgive,514,514_F_him,f,Mismatch,obj,Paula couldn't forgive,him,gpt2,3.151632308959961
simple,couldn't forgive,514,514_F_his,f,Mismatch,poss,Paula couldn't forgive,his,gpt2,4.084333896636963
simple,could confuse,515,515_M_him,m,Match,obj,Jeffrey could confuse,him,gpt2,5.805903911590576
simple,could confuse,515,515_M_his,m,Match,poss,Jeffrey could confuse,his,gpt2,4.702991485595703
simple,could confuse,515,515_F_him,f,Mismatch,obj,Emily could confuse,him,gpt2,5.3809661865234375
simple,could confuse,515,515_F_his,f,Mismatch,poss,Emily could confuse,his,gpt2,5.432093143463135
simple,talked to,516,516_M_him,m,Match,obj,Keith talked to,him,gpt2,4.488120079040527
simple,talked to,516,516_M_his,m,Match,poss,Keith talked to,his,gpt2,5.9452009201049805
simple,talked to,516,516_F_him,f,Mismatch,obj,Kathleen talked to,him,gpt2,5.208096027374268
simple,talked to,516,516_F_his,f,Mismatch,poss,Kathleen talked to,his,gpt2,8.432222366333008
simple,can appreciate,517,517_M_him,m,Match,obj,Theodore can appreciate,him,gpt2,8.852121353149414
simple,can appreciate,517,517_M_his,m,Match,poss,Theodore can appreciate,his,gpt2,5.155567646026611
simple,can appreciate,517,517_F_him,f,Mismatch,obj,Florence can appreciate,him,gpt2,8.679244041442871
simple,can appreciate,517,517_F_his,f,Mismatch,poss,Florence can appreciate,his,gpt2,6.821468353271484
simple,bites,518,518_M_him,m,Match,obj,Todd bites,him,gpt2,6.053966045379639
simple,bites,518,518_M_his,m,Match,poss,Todd bites,his,gpt2,4.676090240478516
simple,bites,518,518_F_him,f,Mismatch,obj,Julia bites,him,gpt2,4.420455455780029
simple,bites,518,518_F_his,f,Mismatch,poss,Julia bites,his,gpt2,4.609763145446777
simple,has talked to,519,519_M_him,m,Match,obj,George has talked to,him,gpt2,5.2993035316467285
simple,has talked to,519,519_M_his,m,Match,poss,George has talked to,his,gpt2,6.358189105987549
simple,has talked to,519,519_F_him,f,Mismatch,obj,Eva has talked to,him,gpt2,5.070007801055908
simple,has talked to,519,519_F_his,f,Mismatch,poss,Eva has talked to,his,gpt2,5.802978515625
simple,conceals,520,520_M_him,m,Match,obj,Wayne conceals,him,gpt2,7.571556568145752
simple,conceals,520,520_M_his,m,Match,poss,Wayne conceals,his,gpt2,2.178774833679199
simple,conceals,520,520_F_him,f,Mismatch,obj,This woman conceals,him,gpt2,8.878456115722656
simple,conceals,520,520_F_his,f,Mismatch,poss,This woman conceals,his,gpt2,5.93048095703125
simple,was boring,521,521_M_him,m,Match,obj,Omar was boring,him,gpt2,5.405130863189697
simple,was boring,521,521_M_his,m,Match,poss,Omar was boring,his,gpt2,6.437676429748535
simple,was boring,521,521_F_him,f,Mismatch,obj,Sally was boring,him,gpt2,9.266315460205078
simple,was boring,521,521_F_his,f,Mismatch,poss,Sally was boring,his,gpt2,9.566550254821776
simple,understood,522,522_M_him,m,Match,obj,Omar understood,him,gpt2,7.89960241317749
simple,understood,522,522_M_his,m,Match,poss,Omar understood,his,gpt2,5.154770374298096
simple,understood,522,522_F_him,f,Mismatch,obj,Martha understood,him,gpt2,7.57752513885498
simple,understood,522,522_F_his,f,Mismatch,poss,Martha understood,his,gpt2,6.141214847564697
simple,aggravated,523,523_M_him,m,Match,obj,Vincent aggravated,him,gpt2,12.74342155456543
simple,aggravated,523,523_M_his,m,Match,poss,Vincent aggravated,his,gpt2,12.674760818481444
simple,aggravated,523,523_F_him,f,Mismatch,obj,Deanna aggravated,him,gpt2,5.942117691040039
simple,aggravated,523,523_F_his,f,Mismatch,poss,Deanna aggravated,his,gpt2,4.409573078155518
simple,leaves,524,524_M_him,m,Match,obj,Gary leaves,him,gpt2,7.215672969818115
simple,leaves,524,524_M_his,m,Match,poss,Gary leaves,his,gpt2,5.717745304107666
simple,leaves,524,524_F_him,f,Mismatch,obj,Katherine leaves,him,gpt2,6.00018835067749
simple,leaves,524,524_F_his,f,Mismatch,poss,Katherine leaves,his,gpt2,6.387344837188721
simple,had aggravated,525,525_M_him,m,Match,obj,Brad had aggravated,him,gpt2,5.365694522857666
simple,had aggravated,525,525_M_his,m,Match,poss,Brad had aggravated,his,gpt2,2.6303396224975586
simple,had aggravated,525,525_F_him,f,Mismatch,obj,This lady had aggravated,him,gpt2,3.479475259780884
simple,had aggravated,525,525_F_his,f,Mismatch,poss,This lady had aggravated,his,gpt2,5.663969039916992
simple,was underwhelming,526,526_M_him,m,Match,obj,Curtis was underwhelming,him,gpt2,13.663704872131348
simple,was underwhelming,526,526_M_his,m,Match,poss,Curtis was underwhelming,his,gpt2,10.846160888671877
simple,was underwhelming,526,526_F_him,f,Mismatch,obj,Sandra was underwhelming,him,gpt2,14.021587371826172
simple,was underwhelming,526,526_F_his,f,Mismatch,poss,Sandra was underwhelming,his,gpt2,11.870512008666992
simple,had noticed,527,527_M_him,m,Match,obj,Liam had noticed,him,gpt2,7.810111999511719
simple,had noticed,527,527_M_his,m,Match,poss,Liam had noticed,his,gpt2,6.369420051574707
simple,had noticed,527,527_F_him,f,Mismatch,obj,Heidi had noticed,him,gpt2,6.633685111999512
simple,had noticed,527,527_F_his,f,Mismatch,poss,Heidi had noticed,his,gpt2,5.782809257507324
simple,fled from,528,528_M_him,m,Match,obj,Omar fled from,him,gpt2,8.983981132507324
simple,fled from,528,528_M_his,m,Match,poss,Omar fled from,his,gpt2,3.413978099822998
simple,fled from,528,528_F_him,f,Mismatch,obj,Mary fled from,him,gpt2,7.072133541107178
simple,fled from,528,528_F_his,f,Mismatch,poss,Mary fled from,his,gpt2,3.6005935668945312
simple,has hired,529,529_M_him,m,Match,obj,Carl has hired,him,gpt2,7.291509628295898
simple,has hired,529,529_M_his,m,Match,poss,Carl has hired,his,gpt2,5.848726749420166
simple,has hired,529,529_F_him,f,Mismatch,obj,Kathleen has hired,him,gpt2,8.258087158203125
simple,has hired,529,529_F_his,f,Mismatch,poss,Kathleen has hired,his,gpt2,8.15146255493164
simple,insults,530,530_M_him,m,Match,obj,Theodore insults,him,gpt2,5.40920352935791
simple,insults,530,530_M_his,m,Match,poss,Theodore insults,his,gpt2,3.832026481628418
simple,insults,530,530_F_him,f,Mismatch,obj,Ruth insults,him,gpt2,5.364064693450928
simple,insults,530,530_F_his,f,Mismatch,poss,Ruth insults,his,gpt2,5.506868362426758
simple,couldn't think about,531,531_M_him,m,Match,obj,That boyfriend couldn't think about,him,gpt2,5.290110111236572
simple,couldn't think about,531,531_M_his,m,Match,poss,That boyfriend couldn't think about,his,gpt2,3.984054327011109
simple,couldn't think about,531,531_F_him,f,Mismatch,obj,Julie couldn't think about,him,gpt2,6.826494693756104
simple,couldn't think about,531,531_F_his,f,Mismatch,poss,Julie couldn't think about,his,gpt2,5.79382848739624
simple,had met,532,532_M_him,m,Match,obj,Brian had met,him,gpt2,4.80827522277832
simple,had met,532,532_M_his,m,Match,poss,Brian had met,his,gpt2,4.093355655670166
simple,had met,532,532_F_him,f,Mismatch,obj,Carolyn had met,him,gpt2,4.625815391540527
simple,had met,532,532_F_his,f,Mismatch,poss,Carolyn had met,his,gpt2,6.148949146270752
simple,had hated,533,533_M_him,m,Match,obj,This guy had hated,him,gpt2,5.531752586364746
simple,had hated,533,533_M_his,m,Match,poss,This guy had hated,his,gpt2,5.6560540199279785
simple,had hated,533,533_F_him,f,Mismatch,obj,Cynthia had hated,him,gpt2,2.768062829971313
simple,had hated,533,533_F_his,f,Mismatch,poss,Cynthia had hated,his,gpt2,5.519906044006348
simple,has researched,534,534_M_him,m,Match,obj,Jerry has researched,him,gpt2,9.22841739654541
simple,has researched,534,534_M_his,m,Match,poss,Jerry has researched,his,gpt2,5.769480705261231
simple,has researched,534,534_F_him,f,Mismatch,obj,Christine has researched,him,gpt2,9.858484268188477
simple,has researched,534,534_F_his,f,Mismatch,poss,Christine has researched,his,gpt2,7.276422023773193
simple,might respect,535,535_M_him,m,Match,obj,That husband might respect,him,gpt2,4.916656494140625
simple,might respect,535,535_M_his,m,Match,poss,That husband might respect,his,gpt2,2.2601771354675293
simple,might respect,535,535_F_him,f,Mismatch,obj,That granddaughter might respect,him,gpt2,3.991215705871582
simple,might respect,535,535_F_his,f,Mismatch,poss,That granddaughter might respect,his,gpt2,6.5007643699646
simple,is concealing,536,536_M_him,m,Match,obj,Alan is concealing,him,gpt2,8.590812683105469
simple,is concealing,536,536_M_his,m,Match,poss,Alan is concealing,his,gpt2,2.396543025970459
simple,is concealing,536,536_F_him,f,Mismatch,obj,Heather is concealing,him,gpt2,8.812521934509277
simple,is concealing,536,536_F_his,f,Mismatch,poss,Heather is concealing,his,gpt2,3.7146923542022714
simple,remembered,537,537_M_him,m,Match,obj,George remembered,him,gpt2,5.618845939636231
simple,remembered,537,537_M_his,m,Match,poss,George remembered,his,gpt2,4.195105075836182
simple,remembered,537,537_F_him,f,Mismatch,obj,Naomi remembered,him,gpt2,5.013450145721436
simple,remembered,537,537_F_his,f,Mismatch,poss,Naomi remembered,his,gpt2,5.145686626434326
simple,is criticizing,538,538_M_him,m,Match,obj,Adam is criticizing,him,gpt2,6.781800746917725
simple,is criticizing,538,538_M_his,m,Match,poss,Adam is criticizing,his,gpt2,5.714694023132324
simple,is criticizing,538,538_F_him,f,Mismatch,obj,Jane is criticizing,him,gpt2,5.799837112426758
simple,is criticizing,538,538_F_his,f,Mismatch,poss,Jane is criticizing,his,gpt2,5.163230895996094
simple,would escape from,539,539_M_him,m,Match,obj,The man would escape from,him,gpt2,5.938902854919434
simple,would escape from,539,539_M_his,m,Match,poss,The man would escape from,his,gpt2,3.7342991828918457
simple,would escape from,539,539_F_him,f,Mismatch,obj,Patricia would escape from,him,gpt2,7.085361957550049
simple,would escape from,539,539_F_his,f,Mismatch,poss,Patricia would escape from,his,gpt2,6.798038005828857
simple,notices,540,540_M_him,m,Match,obj,Theodore notices,him,gpt2,6.62794303894043
simple,notices,540,540_M_his,m,Match,poss,Theodore notices,his,gpt2,4.738070487976074
simple,notices,540,540_F_him,f,Mismatch,obj,Melissa notices,him,gpt2,6.306743144989014
simple,notices,540,540_F_his,f,Mismatch,poss,Melissa notices,his,gpt2,7.206996917724609
simple,can heal,541,541_M_him,m,Match,obj,Joel can heal,him,gpt2,5.698456764221191
simple,can heal,541,541_M_his,m,Match,poss,Joel can heal,his,gpt2,4.163039684295654
simple,can heal,541,541_F_him,f,Mismatch,obj,The dancer can heal,him,gpt2,6.202023029327393
simple,can heal,541,541_F_his,f,Mismatch,poss,The dancer can heal,his,gpt2,4.810146808624268
simple,should distract,542,542_M_him,m,Match,obj,Rodney should distract,him,gpt2,3.894505739212036
simple,should distract,542,542_M_his,m,Match,poss,Rodney should distract,his,gpt2,5.442547798156738
simple,should distract,542,542_F_him,f,Mismatch,obj,Laurie should distract,him,gpt2,3.2257773876190186
simple,should distract,542,542_F_his,f,Mismatch,poss,Laurie should distract,his,gpt2,5.647161483764648
simple,remembers,543,543_M_him,m,Match,obj,Martin remembers,him,gpt2,5.989075660705566
simple,remembers,543,543_M_his,m,Match,poss,Martin remembers,his,gpt2,4.837886810302734
simple,remembers,543,543_F_him,f,Mismatch,obj,Janet remembers,him,gpt2,5.656005859375
simple,remembers,543,543_F_his,f,Mismatch,poss,Janet remembers,his,gpt2,5.4914093017578125
simple,should lose,544,544_M_him,m,Match,obj,Joseph should lose,him,gpt2,8.053698539733887
simple,should lose,544,544_M_his,m,Match,poss,Joseph should lose,his,gpt2,1.6342931985855105
simple,should lose,544,544_F_him,f,Mismatch,obj,Laura should lose,him,gpt2,8.597691535949707
simple,should lose,544,544_F_his,f,Mismatch,poss,Laura should lose,his,gpt2,3.7117879390716553
simple,hasn't chosen,545,545_M_him,m,Match,obj,Gerald hasn't chosen,him,gpt2,7.658406734466553
simple,hasn't chosen,545,545_M_his,m,Match,poss,Gerald hasn't chosen,his,gpt2,4.6089372634887695
simple,hasn't chosen,545,545_F_him,f,Mismatch,obj,Wendy hasn't chosen,him,gpt2,7.206535339355469
simple,hasn't chosen,545,545_F_his,f,Mismatch,poss,Wendy hasn't chosen,his,gpt2,4.949715614318848
simple,found,546,546_M_him,m,Match,obj,Alan found,him,gpt2,7.048832893371582
simple,found,546,546_M_his,m,Match,poss,Alan found,his,gpt2,5.918028831481934
simple,found,546,546_F_him,f,Mismatch,obj,That dancer found,him,gpt2,6.091216564178467
simple,found,546,546_F_his,f,Mismatch,poss,That dancer found,his,gpt2,5.182543277740479
simple,hasn't talked about,547,547_M_him,m,Match,obj,This ex-boyfriend hasn't talked about,him,gpt2,5.547583103179932
simple,hasn't talked about,547,547_M_his,m,Match,poss,This ex-boyfriend hasn't talked about,his,gpt2,3.460886240005493
simple,hasn't talked about,547,547_F_him,f,Mismatch,obj,Renee hasn't talked about,him,gpt2,6.10784387588501
simple,hasn't talked about,547,547_F_his,f,Mismatch,poss,Renee hasn't talked about,his,gpt2,2.9427578449249268
simple,has scared,548,548_M_him,m,Match,obj,Guy has scared,him,gpt2,6.518524169921875
simple,has scared,548,548_M_his,m,Match,poss,Guy has scared,his,gpt2,6.897690296173096
simple,has scared,548,548_F_him,f,Mismatch,obj,Tara has scared,him,gpt2,6.145599842071533
simple,has scared,548,548_F_his,f,Mismatch,poss,Tara has scared,his,gpt2,6.838460922241211
simple,worries,549,549_M_him,m,Match,obj,That father worries,him,gpt2,8.484574317932129
simple,worries,549,549_M_his,m,Match,poss,That father worries,his,gpt2,5.883998870849609
simple,worries,549,549_F_him,f,Mismatch,obj,That daughter worries,him,gpt2,9.933124542236328
simple,worries,549,549_F_his,f,Mismatch,poss,That daughter worries,his,gpt2,9.20200252532959
simple,disliked,550,550_M_him,m,Match,obj,Craig disliked,him,gpt2,5.434985160827637
simple,disliked,550,550_M_his,m,Match,poss,Craig disliked,his,gpt2,4.709322929382324
simple,disliked,550,550_F_him,f,Mismatch,obj,Connie disliked,him,gpt2,5.090905666351318
simple,disliked,550,550_F_his,f,Mismatch,poss,Connie disliked,his,gpt2,4.909599781036377
simple,chooses,551,551_M_him,m,Match,obj,Phillip chooses,him,gpt2,7.299036026000977
simple,chooses,551,551_M_his,m,Match,poss,Phillip chooses,his,gpt2,5.00032377243042
simple,chooses,551,551_F_him,f,Mismatch,obj,Leslie chooses,him,gpt2,6.799460411071777
simple,chooses,551,551_F_his,f,Mismatch,poss,Leslie chooses,his,gpt2,5.224021911621094
simple,found,552,552_M_him,m,Match,obj,Vincent found,him,gpt2,6.876812934875488
simple,found,552,552_M_his,m,Match,poss,Vincent found,his,gpt2,5.706615924835205
simple,found,552,552_F_him,f,Mismatch,obj,Tara found,him,gpt2,6.5655622482299805
simple,found,552,552_F_his,f,Mismatch,poss,Tara found,his,gpt2,5.639673709869385
simple,will complain about,553,553_M_him,m,Match,obj,Robert will complain about,him,gpt2,7.706698417663574
simple,will complain about,553,553_M_his,m,Match,poss,Robert will complain about,his,gpt2,3.7671127319335938
simple,will complain about,553,553_F_him,f,Mismatch,obj,Kristen will complain about,him,gpt2,6.848236083984375
simple,will complain about,553,553_F_his,f,Mismatch,poss,Kristen will complain about,his,gpt2,3.91685938835144
simple,was concealing,554,554_M_him,m,Match,obj,Russell was concealing,him,gpt2,8.729604721069336
simple,was concealing,554,554_M_his,m,Match,poss,Russell was concealing,his,gpt2,2.5488948822021484
simple,was concealing,554,554_F_him,f,Mismatch,obj,Tara was concealing,him,gpt2,8.02939224243164
simple,was concealing,554,554_F_his,f,Mismatch,poss,Tara was concealing,his,gpt2,3.261505126953125
simple,does catch,555,555_M_him,m,Match,obj,The husband does catch,him,gpt2,6.245931625366211
simple,does catch,555,555_M_his,m,Match,poss,The husband does catch,his,gpt2,4.419734477996826
simple,does catch,555,555_F_him,f,Mismatch,obj,Tanya does catch,him,gpt2,5.634585857391357
simple,does catch,555,555_F_his,f,Mismatch,poss,Tanya does catch,his,gpt2,5.633661270141602
simple,wasn't teaching,556,556_M_him,m,Match,obj,Joseph wasn't teaching,him,gpt2,3.723151206970215
simple,wasn't teaching,556,556_M_his,m,Match,poss,Joseph wasn't teaching,his,gpt2,4.599079608917236
simple,wasn't teaching,556,556_F_him,f,Mismatch,obj,Allison wasn't teaching,him,gpt2,4.217350959777832
simple,wasn't teaching,556,556_F_his,f,Mismatch,poss,Allison wasn't teaching,his,gpt2,4.522891044616699
simple,could question,557,557_M_him,m,Match,obj,Chad could question,him,gpt2,5.481081008911133
simple,could question,557,557_M_his,m,Match,poss,Chad could question,his,gpt2,3.488789796829224
simple,could question,557,557_F_him,f,Mismatch,obj,Danielle could question,him,gpt2,4.629963397979736
simple,could question,557,557_F_his,f,Mismatch,poss,Danielle could question,his,gpt2,3.673904657363892
simple,hadn't revealed,558,558_M_him,m,Match,obj,Joseph hadn't revealed,him,gpt2,8.609172821044922
simple,hadn't revealed,558,558_M_his,m,Match,poss,Joseph hadn't revealed,his,gpt2,2.7880802154541016
simple,hadn't revealed,558,558_F_him,f,Mismatch,obj,Teresa hadn't revealed,him,gpt2,10.682079315185549
simple,hadn't revealed,558,558_F_his,f,Mismatch,poss,Teresa hadn't revealed,his,gpt2,6.656045436859131
simple,embarrassed,559,559_M_him,m,Match,obj,Alexander embarrassed,him,gpt2,4.492340087890625
simple,embarrassed,559,559_M_his,m,Match,poss,Alexander embarrassed,his,gpt2,4.65924882888794
simple,embarrassed,559,559_F_him,f,Mismatch,obj,Beth embarrassed,him,gpt2,4.065288543701172
simple,embarrassed,559,559_F_his,f,Mismatch,poss,Beth embarrassed,his,gpt2,5.198744773864746
simple,wasn't hindering,560,560_M_him,m,Match,obj,Chad wasn't hindering,him,gpt2,3.987158298492432
simple,wasn't hindering,560,560_M_his,m,Match,poss,Chad wasn't hindering,his,gpt2,2.1967990398406982
simple,wasn't hindering,560,560_F_him,f,Mismatch,obj,Danielle wasn't hindering,him,gpt2,3.374410390853882
simple,wasn't hindering,560,560_F_his,f,Mismatch,poss,Danielle wasn't hindering,his,gpt2,2.496412754058838
simple,can disturb,561,561_M_him,m,Match,obj,Noah can disturb,him,gpt2,6.102548599243164
simple,can disturb,561,561_M_his,m,Match,poss,Noah can disturb,his,gpt2,5.900296688079834
simple,can disturb,561,561_F_him,f,Mismatch,obj,Laurie can disturb,him,gpt2,6.805453777313232
simple,can disturb,561,561_F_his,f,Mismatch,poss,Laurie can disturb,his,gpt2,5.647804260253906
simple,praised,562,562_M_him,m,Match,obj,Scott praised,him,gpt2,6.178063869476318
simple,praised,562,562_M_his,m,Match,poss,Scott praised,his,gpt2,4.084179401397705
simple,praised,562,562_F_him,f,Mismatch,obj,Melanie praised,him,gpt2,4.717132091522217
simple,praised,562,562_F_his,f,Mismatch,poss,Melanie praised,his,gpt2,4.744462013244629
simple,wasn't scanning,563,563_M_him,m,Match,obj,Patrick wasn't scanning,him,gpt2,6.234368324279785
simple,wasn't scanning,563,563_M_his,m,Match,poss,Patrick wasn't scanning,his,gpt2,4.082719802856445
simple,wasn't scanning,563,563_F_him,f,Mismatch,obj,Barbara wasn't scanning,him,gpt2,6.466325283050537
simple,wasn't scanning,563,563_F_his,f,Mismatch,poss,Barbara wasn't scanning,his,gpt2,4.674095630645752
simple,had liked,564,564_M_him,m,Match,obj,Timothy had liked,him,gpt2,4.697292804718018
simple,had liked,564,564_M_his,m,Match,poss,Timothy had liked,his,gpt2,5.067256927490234
simple,had liked,564,564_F_him,f,Mismatch,obj,Kimberley had liked,him,gpt2,4.9434075355529785
