exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2-medium_surp
OneEmbedding,did think,isn't attacking,694,694_MF_his,mf,MatchMismatch,poss,Vincent did think that Katherine isn't attacking,his,5.748275279998779
OneEmbedding,did think,isn't attacking,694,694_FM_his,fm,MismatchMatch,poss,The niece did think that Lawrence isn't attacking,his,5.953247547149658
OneEmbedding,did think,isn't attacking,694,694_FF_his,ff,MismatchMismatch,poss,The niece did think that Katherine isn't attacking,his,7.15400505065918
OneEmbedding,found out,overwhelmed,695,695_MM_him,mm,MatchMatch,obj,Derek found out that Guy overwhelmed,him,1.5522314310073853
OneEmbedding,found out,overwhelmed,695,695_MF_him,mf,MatchMismatch,obj,Derek found out that Tiffany overwhelmed,him,0.8520718812942505
OneEmbedding,found out,overwhelmed,695,695_FM_him,fm,MismatchMatch,obj,The girlfriend found out that Guy overwhelmed,him,4.850459575653076
OneEmbedding,found out,overwhelmed,695,695_FF_him,ff,MismatchMismatch,obj,The girlfriend found out that Tiffany overwhelmed,him,2.4125888347625732
OneEmbedding,found out,overwhelmed,695,695_MM_his,mm,MatchMatch,poss,Derek found out that Guy overwhelmed,his,3.4801652431488037
OneEmbedding,found out,overwhelmed,695,695_MF_his,mf,MatchMismatch,poss,Derek found out that Tiffany overwhelmed,his,4.337997913360596
OneEmbedding,found out,overwhelmed,695,695_FM_his,fm,MismatchMatch,poss,The girlfriend found out that Guy overwhelmed,his,4.6682515144348145
OneEmbedding,found out,overwhelmed,695,695_FF_his,ff,MismatchMismatch,poss,The girlfriend found out that Tiffany overwhelmed,his,7.210799694061279
OneEmbedding,had whispered,hadn't attacked,696,696_MM_him,mm,MatchMatch,obj,Alexander had whispered that Daniel hadn't attacked,him,1.4452424049377441
OneEmbedding,had whispered,hadn't attacked,696,696_MF_him,mf,MatchMismatch,obj,Alexander had whispered that Cheryl hadn't attacked,him,0.9470075964927673
OneEmbedding,had whispered,hadn't attacked,696,696_FM_him,fm,MismatchMatch,obj,Stacy had whispered that Daniel hadn't attacked,him,2.563062906265259
OneEmbedding,had whispered,hadn't attacked,696,696_FF_him,ff,MismatchMismatch,obj,Stacy had whispered that Cheryl hadn't attacked,him,1.544899821281433
OneEmbedding,had whispered,hadn't attacked,696,696_MM_his,mm,MatchMatch,poss,Alexander had whispered that Daniel hadn't attacked,his,5.680594444274902
OneEmbedding,had whispered,hadn't attacked,696,696_MF_his,mf,MatchMismatch,poss,Alexander had whispered that Cheryl hadn't attacked,his,6.496912002563477
OneEmbedding,had whispered,hadn't attacked,696,696_FM_his,fm,MismatchMatch,poss,Stacy had whispered that Daniel hadn't attacked,his,6.039060592651367
OneEmbedding,had whispered,hadn't attacked,696,696_FF_his,ff,MismatchMismatch,poss,Stacy had whispered that Cheryl hadn't attacked,his,7.214405059814453
OneEmbedding,has claimed,hadn't argued about,697,697_MM_him,mm,MatchMatch,obj,Patrick has claimed that Liam hadn't argued about,him,7.312406539916992
OneEmbedding,has claimed,hadn't argued about,697,697_MF_him,mf,MatchMismatch,obj,Patrick has claimed that the dancer hadn't argued about,him,7.38802433013916
OneEmbedding,has claimed,hadn't argued about,697,697_FM_him,fm,MismatchMatch,obj,Heather has claimed that Liam hadn't argued about,him,7.551701545715332
OneEmbedding,has claimed,hadn't argued about,697,697_FF_him,ff,MismatchMismatch,obj,Heather has claimed that the dancer hadn't argued about,him,7.546293258666992
OneEmbedding,has claimed,hadn't argued about,697,697_MM_his,mm,MatchMatch,poss,Patrick has claimed that Liam hadn't argued about,his,3.2292909622192383
OneEmbedding,has claimed,hadn't argued about,697,697_MF_his,mf,MatchMismatch,poss,Patrick has claimed that the dancer hadn't argued about,his,5.070798873901367
OneEmbedding,has claimed,hadn't argued about,697,697_FM_his,fm,MismatchMatch,poss,Heather has claimed that Liam hadn't argued about,his,3.3628430366516113
OneEmbedding,has claimed,hadn't argued about,697,697_FF_his,ff,MismatchMismatch,poss,Heather has claimed that the dancer hadn't argued about,his,5.32166862487793
OneEmbedding,couldn't say,observed,698,698_MM_him,mm,MatchMatch,obj,Travis couldn't say that Dan observed,him,4.60878324508667
OneEmbedding,couldn't say,observed,698,698_MF_him,mf,MatchMismatch,obj,Travis couldn't say that that ex-wife observed,him,3.3624107837677
OneEmbedding,couldn't say,observed,698,698_FM_him,fm,MismatchMatch,obj,Kimberley couldn't say that Dan observed,him,4.457083225250244
OneEmbedding,couldn't say,observed,698,698_FF_him,ff,MismatchMismatch,obj,Kimberley couldn't say that that ex-wife observed,him,3.487739324569702
OneEmbedding,couldn't say,observed,698,698_MM_his,mm,MatchMatch,poss,Travis couldn't say that Dan observed,his,4.8028564453125
OneEmbedding,couldn't say,observed,698,698_MF_his,mf,MatchMismatch,poss,Travis couldn't say that that ex-wife observed,his,4.8986310958862305
OneEmbedding,couldn't say,observed,698,698_FM_his,fm,MismatchMatch,poss,Kimberley couldn't say that Dan observed,his,4.751836776733398
OneEmbedding,couldn't say,observed,698,698_FF_his,ff,MismatchMismatch,poss,Kimberley couldn't say that that ex-wife observed,his,5.242391586303711
OneEmbedding,explains,isn't insulting,699,699_MM_him,mm,MatchMatch,obj,Roger explains that Wayne isn't insulting,him,3.326674222946167
OneEmbedding,explains,isn't insulting,699,699_MF_him,mf,MatchMismatch,obj,Roger explains that Nancy isn't insulting,him,2.9511969089508057
OneEmbedding,explains,isn't insulting,699,699_FM_him,fm,MismatchMatch,obj,Denise explains that Wayne isn't insulting,him,4.564103603363037
OneEmbedding,explains,isn't insulting,699,699_FF_him,ff,MismatchMismatch,obj,Denise explains that Nancy isn't insulting,him,4.191664695739746
OneEmbedding,explains,isn't insulting,699,699_MM_his,mm,MatchMatch,poss,Roger explains that Wayne isn't insulting,his,5.147400856018066
OneEmbedding,explains,isn't insulting,699,699_MF_his,mf,MatchMismatch,poss,Roger explains that Nancy isn't insulting,his,5.817434787750244
OneEmbedding,explains,isn't insulting,699,699_FM_his,fm,MismatchMatch,poss,Denise explains that Wayne isn't insulting,his,5.361794948577881
OneEmbedding,explains,isn't insulting,699,699_FF_his,ff,MismatchMismatch,poss,Denise explains that Nancy isn't insulting,his,6.7513933181762695
OneEmbedding,won't deny,thinks about,700,700_MM_him,mm,MatchMatch,obj,Jeffrey won't deny that Thomas thinks about,him,5.055619716644287
OneEmbedding,won't deny,thinks about,700,700_MF_him,mf,MatchMismatch,obj,Jeffrey won't deny that Michelle thinks about,him,2.083146810531616
OneEmbedding,won't deny,thinks about,700,700_FM_him,fm,MismatchMatch,obj,Sonia won't deny that Thomas thinks about,him,6.494605541229248
OneEmbedding,won't deny,thinks about,700,700_FF_him,ff,MismatchMismatch,obj,Sonia won't deny that Michelle thinks about,him,4.367674827575684
OneEmbedding,won't deny,thinks about,700,700_MM_his,mm,MatchMatch,poss,Jeffrey won't deny that Thomas thinks about,his,3.9964044094085693
OneEmbedding,won't deny,thinks about,700,700_MF_his,mf,MatchMismatch,poss,Jeffrey won't deny that Michelle thinks about,his,6.428787708282471
OneEmbedding,won't deny,thinks about,700,700_FM_his,fm,MismatchMatch,poss,Sonia won't deny that Thomas thinks about,his,3.6435463428497314
OneEmbedding,won't deny,thinks about,700,700_FF_his,ff,MismatchMismatch,poss,Sonia won't deny that Michelle thinks about,his,7.963306427001953
OneEmbedding,was praying,hadn't disturbed,701,701_MM_him,mm,MatchMatch,obj,Omar was praying that Peter hadn't disturbed,him,1.668843388557434
OneEmbedding,was praying,hadn't disturbed,701,701_MF_him,mf,MatchMismatch,obj,Omar was praying that Leslie hadn't disturbed,him,1.4914582967758179
OneEmbedding,was praying,hadn't disturbed,701,701_FM_him,fm,MismatchMatch,obj,Julie was praying that Peter hadn't disturbed,him,4.35197639465332
OneEmbedding,was praying,hadn't disturbed,701,701_FF_him,ff,MismatchMismatch,obj,Julie was praying that Leslie hadn't disturbed,him,2.571876049041748
OneEmbedding,was praying,hadn't disturbed,701,701_MM_his,mm,MatchMatch,poss,Omar was praying that Peter hadn't disturbed,his,2.7070517539978027
OneEmbedding,was praying,hadn't disturbed,701,701_MF_his,mf,MatchMismatch,poss,Omar was praying that Leslie hadn't disturbed,his,3.0734565258026123
OneEmbedding,was praying,hadn't disturbed,701,701_FM_his,fm,MismatchMatch,poss,Julie was praying that Peter hadn't disturbed,his,4.311537265777588
OneEmbedding,was praying,hadn't disturbed,701,701_FF_his,ff,MismatchMismatch,poss,Julie was praying that Leslie hadn't disturbed,his,4.576021671295166
OneEmbedding,said,hasn't seen,702,702_MM_him,mm,MatchMatch,obj,Walter said that Phillip hasn't seen,him,3.8059422969818115
OneEmbedding,said,hasn't seen,702,702_MF_him,mf,MatchMismatch,obj,Walter said that Janet hasn't seen,him,3.063903331756592
OneEmbedding,said,hasn't seen,702,702_FM_him,fm,MismatchMatch,obj,Sharon said that Phillip hasn't seen,him,4.491836071014404
OneEmbedding,said,hasn't seen,702,702_FF_him,ff,MismatchMismatch,obj,Sharon said that Janet hasn't seen,him,3.803391695022583
OneEmbedding,said,hasn't seen,702,702_MM_his,mm,MatchMatch,poss,Walter said that Phillip hasn't seen,his,3.2721192836761475
OneEmbedding,said,hasn't seen,702,702_MF_his,mf,MatchMismatch,poss,Walter said that Janet hasn't seen,his,5.3267107009887695
OneEmbedding,said,hasn't seen,702,702_FM_his,fm,MismatchMatch,poss,Sharon said that Phillip hasn't seen,his,3.9740607738494873
OneEmbedding,said,hasn't seen,702,702_FF_his,ff,MismatchMismatch,poss,Sharon said that Janet hasn't seen,his,6.284367084503174
OneEmbedding,forgot,has worked with,703,703_MM_him,mm,MatchMatch,obj,Omar forgot that Timothy has worked with,him,2.756476402282715
OneEmbedding,forgot,has worked with,703,703_MF_him,mf,MatchMismatch,obj,Omar forgot that Pamela has worked with,him,2.404977321624756
OneEmbedding,forgot,has worked with,703,703_FM_him,fm,MismatchMatch,obj,Rachel forgot that Timothy has worked with,him,3.4128475189208984
OneEmbedding,forgot,has worked with,703,703_FF_him,ff,MismatchMismatch,obj,Rachel forgot that Pamela has worked with,him,3.1353399753570557
OneEmbedding,forgot,has worked with,703,703_MM_his,mm,MatchMatch,poss,Omar forgot that Timothy has worked with,his,5.41473913192749
OneEmbedding,forgot,has worked with,703,703_MF_his,mf,MatchMismatch,poss,Omar forgot that Pamela has worked with,his,6.706656455993652
OneEmbedding,forgot,has worked with,703,703_FM_his,fm,MismatchMatch,poss,Rachel forgot that Timothy has worked with,his,5.678054332733154
OneEmbedding,forgot,has worked with,703,703_FF_his,ff,MismatchMismatch,poss,Rachel forgot that Pamela has worked with,his,7.610510349273682
OneEmbedding,wasn't concluding,has caught,704,704_MM_him,mm,MatchMatch,obj,Stephen wasn't concluding that Daniel has caught,him,6.553374767303467
OneEmbedding,wasn't concluding,has caught,704,704_MF_him,mf,MatchMismatch,obj,Stephen wasn't concluding that Jill has caught,him,3.511481761932373
OneEmbedding,wasn't concluding,has caught,704,704_FM_him,fm,MismatchMatch,obj,Helen wasn't concluding that Daniel has caught,him,7.382514953613281
OneEmbedding,wasn't concluding,has caught,704,704_FF_him,ff,MismatchMismatch,obj,Helen wasn't concluding that Jill has caught,him,4.517580986022949
OneEmbedding,wasn't concluding,has caught,704,704_MM_his,mm,MatchMatch,poss,Stephen wasn't concluding that Daniel has caught,his,5.286195755004883
OneEmbedding,wasn't concluding,has caught,704,704_MF_his,mf,MatchMismatch,poss,Stephen wasn't concluding that Jill has caught,his,6.435770034790039
OneEmbedding,wasn't concluding,has caught,704,704_FM_his,fm,MismatchMatch,poss,Helen wasn't concluding that Daniel has caught,his,5.988514423370361
OneEmbedding,wasn't concluding,has caught,704,704_FF_his,ff,MismatchMismatch,poss,Helen wasn't concluding that Jill has caught,his,7.562130928039551
OneEmbedding,will insist,hinders,705,705_MM_him,mm,MatchMatch,obj,Kevin will insist that that boyfriend hinders,him,2.3620638847351074
OneEmbedding,will insist,hinders,705,705_MF_him,mf,MatchMismatch,obj,Kevin will insist that the waitress hinders,him,2.443006753921509
OneEmbedding,will insist,hinders,705,705_FM_him,fm,MismatchMatch,obj,Katherine will insist that that boyfriend hinders,him,6.833320617675781
OneEmbedding,will insist,hinders,705,705_FF_him,ff,MismatchMismatch,obj,Katherine will insist that the waitress hinders,him,4.732421875
OneEmbedding,will insist,hinders,705,705_MM_his,mm,MatchMatch,poss,Kevin will insist that that boyfriend hinders,his,1.8512451648712158
OneEmbedding,will insist,hinders,705,705_MF_his,mf,MatchMismatch,poss,Kevin will insist that the waitress hinders,his,1.8045852184295654
OneEmbedding,will insist,hinders,705,705_FM_his,fm,MismatchMatch,poss,Katherine will insist that that boyfriend hinders,his,4.571371555328369
OneEmbedding,will insist,hinders,705,705_FF_his,ff,MismatchMismatch,poss,Katherine will insist that the waitress hinders,his,4.4662089347839355
OneEmbedding,shouldn't claim,hired,706,706_MM_him,mm,MatchMatch,obj,Dan shouldn't claim that Scott hired,him,0.9998251795768738
OneEmbedding,shouldn't claim,hired,706,706_MF_him,mf,MatchMismatch,obj,Dan shouldn't claim that Christina hired,him,0.9310459494590759
OneEmbedding,shouldn't claim,hired,706,706_FM_him,fm,MismatchMatch,obj,Elaine shouldn't claim that Scott hired,him,4.6784234046936035
OneEmbedding,shouldn't claim,hired,706,706_FF_him,ff,MismatchMismatch,obj,Elaine shouldn't claim that Christina hired,him,4.2512898445129395
OneEmbedding,shouldn't claim,hired,706,706_MM_his,mm,MatchMatch,poss,Dan shouldn't claim that Scott hired,his,5.216432571411133
OneEmbedding,shouldn't claim,hired,706,706_MF_his,mf,MatchMismatch,poss,Dan shouldn't claim that Christina hired,his,6.541356563568115
OneEmbedding,shouldn't claim,hired,706,706_FM_his,fm,MismatchMatch,poss,Elaine shouldn't claim that Scott hired,his,6.72460412979126
OneEmbedding,shouldn't claim,hired,706,706_FF_his,ff,MismatchMismatch,poss,Elaine shouldn't claim that Christina hired,his,10.2443208694458
OneEmbedding,had loved,was hindering,707,707_MM_him,mm,MatchMatch,obj,Jerry had loved that that brother was hindering,him,1.461961030960083
OneEmbedding,had loved,was hindering,707,707_MF_him,mf,MatchMismatch,obj,Jerry had loved that Sharon was hindering,him,1.9323843717575073
OneEmbedding,had loved,was hindering,707,707_FM_him,fm,MismatchMatch,obj,Bethany had loved that that brother was hindering,him,5.904367923736572
OneEmbedding,had loved,was hindering,707,707_FF_him,ff,MismatchMismatch,obj,Bethany had loved that Sharon was hindering,him,4.0245890617370605
OneEmbedding,had loved,was hindering,707,707_MM_his,mm,MatchMatch,poss,Jerry had loved that that brother was hindering,his,2.3289241790771484
OneEmbedding,had loved,was hindering,707,707_MF_his,mf,MatchMismatch,poss,Jerry had loved that Sharon was hindering,his,2.2566802501678467
OneEmbedding,had loved,was hindering,707,707_FM_his,fm,MismatchMatch,poss,Bethany had loved that that brother was hindering,his,4.68461799621582
OneEmbedding,had loved,was hindering,707,707_FF_his,ff,MismatchMismatch,poss,Bethany had loved that Sharon was hindering,his,5.081151485443115
OneEmbedding,wasn't feeling,wasn't leading,708,708_MM_him,mm,MatchMatch,obj,Brian wasn't feeling that Andrew wasn't leading,him,2.3053808212280273
OneEmbedding,wasn't feeling,wasn't leading,708,708_MF_him,mf,MatchMismatch,obj,Brian wasn't feeling that Cynthia wasn't leading,him,1.3196707963943481
OneEmbedding,wasn't feeling,wasn't leading,708,708_FM_him,fm,MismatchMatch,obj,Bethany wasn't feeling that Andrew wasn't leading,him,5.689481258392334
OneEmbedding,wasn't feeling,wasn't leading,708,708_FF_him,ff,MismatchMismatch,obj,Bethany wasn't feeling that Cynthia wasn't leading,him,4.414707183837891
OneEmbedding,wasn't feeling,wasn't leading,708,708_MM_his,mm,MatchMatch,poss,Brian wasn't feeling that Andrew wasn't leading,his,4.710066795349121
OneEmbedding,wasn't feeling,wasn't leading,708,708_MF_his,mf,MatchMismatch,poss,Brian wasn't feeling that Cynthia wasn't leading,his,6.174534797668457
OneEmbedding,wasn't feeling,wasn't leading,708,708_FM_his,fm,MismatchMatch,poss,Bethany wasn't feeling that Andrew wasn't leading,his,5.79351806640625
OneEmbedding,wasn't feeling,wasn't leading,708,708_FF_his,ff,MismatchMismatch,poss,Bethany wasn't feeling that Cynthia wasn't leading,his,8.969897270202637
OneEmbedding,knows,appreciates,709,709_MM_him,mm,MatchMatch,obj,Bruce knows that Patrick appreciates,him,4.264510154724121
OneEmbedding,knows,appreciates,709,709_MF_him,mf,MatchMismatch,obj,Bruce knows that Heidi appreciates,him,3.5666284561157227
OneEmbedding,knows,appreciates,709,709_FM_him,fm,MismatchMatch,obj,Ellen knows that Patrick appreciates,him,5.313694477081299
OneEmbedding,knows,appreciates,709,709_FF_him,ff,MismatchMismatch,obj,Ellen knows that Heidi appreciates,him,4.4327921867370605
OneEmbedding,knows,appreciates,709,709_MM_his,mm,MatchMatch,poss,Bruce knows that Patrick appreciates,his,2.4744157791137695
OneEmbedding,knows,appreciates,709,709_MF_his,mf,MatchMismatch,poss,Bruce knows that Heidi appreciates,his,2.831918478012085
OneEmbedding,knows,appreciates,709,709_FM_his,fm,MismatchMatch,poss,Ellen knows that Patrick appreciates,his,2.922623872756958
OneEmbedding,knows,appreciates,709,709_FF_his,ff,MismatchMismatch,poss,Ellen knows that Heidi appreciates,his,3.3095831871032715
OneEmbedding,shouldn't confess,wasn't examining,710,710_MM_him,mm,MatchMatch,obj,John shouldn't confess that Bill wasn't examining,him,2.360809326171875
OneEmbedding,shouldn't confess,wasn't examining,710,710_MF_him,mf,MatchMismatch,obj,John shouldn't confess that Sheila wasn't examining,him,1.54685378074646
OneEmbedding,shouldn't confess,wasn't examining,710,710_FM_him,fm,MismatchMatch,obj,Meredith shouldn't confess that Bill wasn't examining,him,5.6685028076171875
OneEmbedding,shouldn't confess,wasn't examining,710,710_FF_him,ff,MismatchMismatch,obj,Meredith shouldn't confess that Sheila wasn't examining,him,3.405478000640869
OneEmbedding,shouldn't confess,wasn't examining,710,710_MM_his,mm,MatchMatch,poss,John shouldn't confess that Bill wasn't examining,his,2.5824332237243652
OneEmbedding,shouldn't confess,wasn't examining,710,710_MF_his,mf,MatchMismatch,poss,John shouldn't confess that Sheila wasn't examining,his,2.842849016189575
OneEmbedding,shouldn't confess,wasn't examining,710,710_FM_his,fm,MismatchMatch,poss,Meredith shouldn't confess that Bill wasn't examining,his,4.894707202911377
OneEmbedding,shouldn't confess,wasn't examining,710,710_FF_his,ff,MismatchMismatch,poss,Meredith shouldn't confess that Sheila wasn't examining,his,5.337285995483398
OneEmbedding,shouldn't whisper,had upset,711,711_MM_him,mm,MatchMatch,obj,Alexander shouldn't whisper that Scott had upset,him,1.6198123693466187
OneEmbedding,shouldn't whisper,had upset,711,711_MF_him,mf,MatchMismatch,obj,Alexander shouldn't whisper that Linda had upset,him,0.6042661070823669
OneEmbedding,shouldn't whisper,had upset,711,711_FM_him,fm,MismatchMatch,obj,Janice shouldn't whisper that Scott had upset,him,4.253592014312744
OneEmbedding,shouldn't whisper,had upset,711,711_FF_him,ff,MismatchMismatch,obj,Janice shouldn't whisper that Linda had upset,him,1.6966906785964966
OneEmbedding,shouldn't whisper,had upset,711,711_MM_his,mm,MatchMatch,poss,Alexander shouldn't whisper that Scott had upset,his,3.887000560760498
OneEmbedding,shouldn't whisper,had upset,711,711_MF_his,mf,MatchMismatch,poss,Alexander shouldn't whisper that Linda had upset,his,4.4313507080078125
OneEmbedding,shouldn't whisper,had upset,711,711_FM_his,fm,MismatchMatch,poss,Janice shouldn't whisper that Scott had upset,his,5.3463006019592285
OneEmbedding,shouldn't whisper,had upset,711,711_FF_his,ff,MismatchMismatch,poss,Janice shouldn't whisper that Linda had upset,his,5.780818939208984
OneEmbedding,is suggesting,had talked about,712,712_MM_him,mm,MatchMatch,obj,Wayne is suggesting that Christopher had talked about,him,5.946794033050537
OneEmbedding,is suggesting,had talked about,712,712_MF_him,mf,MatchMismatch,obj,Wayne is suggesting that Nina had talked about,him,5.234167575836182
OneEmbedding,is suggesting,had talked about,712,712_FM_him,fm,MismatchMatch,obj,April is suggesting that Christopher had talked about,him,6.573352813720703
OneEmbedding,is suggesting,had talked about,712,712_FF_him,ff,MismatchMismatch,obj,April is suggesting that Nina had talked about,him,6.01992654800415
OneEmbedding,is suggesting,had talked about,712,712_MM_his,mm,MatchMatch,poss,Wayne is suggesting that Christopher had talked about,his,3.940359115600586
OneEmbedding,is suggesting,had talked about,712,712_MF_his,mf,MatchMismatch,poss,Wayne is suggesting that Nina had talked about,his,6.86568546295166
OneEmbedding,is suggesting,had talked about,712,712_FM_his,fm,MismatchMatch,poss,April is suggesting that Christopher had talked about,his,3.613126754760742
OneEmbedding,is suggesting,had talked about,712,712_FF_his,ff,MismatchMismatch,poss,April is suggesting that Nina had talked about,his,7.419452667236328
OneEmbedding,discovered,concealed,713,713_MM_him,mm,MatchMatch,obj,Walter discovered that Noah concealed,him,9.890056610107422
OneEmbedding,discovered,concealed,713,713_MF_him,mf,MatchMismatch,obj,Walter discovered that Dana concealed,him,8.942352294921875
OneEmbedding,discovered,concealed,713,713_FM_him,fm,MismatchMatch,obj,Melissa discovered that Noah concealed,him,9.674238204956055
OneEmbedding,discovered,concealed,713,713_FF_him,ff,MismatchMismatch,obj,Melissa discovered that Dana concealed,him,8.998096466064453
OneEmbedding,discovered,concealed,713,713_MM_his,mm,MatchMatch,poss,Walter discovered that Noah concealed,his,2.001396417617798
OneEmbedding,discovered,concealed,713,713_MF_his,mf,MatchMismatch,poss,Walter discovered that Dana concealed,his,3.513688087463379
OneEmbedding,discovered,concealed,713,713_FM_his,fm,MismatchMatch,poss,Melissa discovered that Noah concealed,his,2.1028079986572266
OneEmbedding,discovered,concealed,713,713_FF_his,ff,MismatchMismatch,poss,Melissa discovered that Dana concealed,his,5.135382175445557
OneEmbedding,is shouting,doesn't bore,714,714_MM_him,mm,MatchMatch,obj,The ex-husband is shouting that Christopher doesn't bore,him,0.6202004551887512
OneEmbedding,is shouting,doesn't bore,714,714_MF_him,mf,MatchMismatch,obj,The ex-husband is shouting that Ellen doesn't bore,him,0.18536849319934845
OneEmbedding,is shouting,doesn't bore,714,714_FM_him,fm,MismatchMatch,obj,The niece is shouting that Christopher doesn't bore,him,6.606782913208008
OneEmbedding,is shouting,doesn't bore,714,714_FF_him,ff,MismatchMismatch,obj,The niece is shouting that Ellen doesn't bore,him,3.403693437576294
OneEmbedding,is shouting,doesn't bore,714,714_MM_his,mm,MatchMatch,poss,The ex-husband is shouting that Christopher doesn't bore,his,4.553099632263184
OneEmbedding,is shouting,doesn't bore,714,714_MF_his,mf,MatchMismatch,poss,The ex-husband is shouting that Ellen doesn't bore,his,5.636299133300781
OneEmbedding,is shouting,doesn't bore,714,714_FM_his,fm,MismatchMatch,poss,The niece is shouting that Christopher doesn't bore,his,7.089649677276611
OneEmbedding,is shouting,doesn't bore,714,714_FF_his,ff,MismatchMismatch,poss,The niece is shouting that Ellen doesn't bore,his,9.366972923278809
OneEmbedding,has concealed,does embarrass,715,715_MM_him,mm,MatchMatch,obj,Omar has concealed that Derek does embarrass,him,1.4931514263153076
OneEmbedding,has concealed,does embarrass,715,715_MF_him,mf,MatchMismatch,obj,Omar has concealed that Amelia does embarrass,him,1.0978249311447144
OneEmbedding,has concealed,does embarrass,715,715_FM_him,fm,MismatchMatch,obj,Laurie has concealed that Derek does embarrass,him,3.953789710998535
OneEmbedding,has concealed,does embarrass,715,715_FF_him,ff,MismatchMismatch,obj,Laurie has concealed that Amelia does embarrass,him,2.8798115253448486
OneEmbedding,has concealed,does embarrass,715,715_MM_his,mm,MatchMatch,poss,Omar has concealed that Derek does embarrass,his,4.6663689613342285
OneEmbedding,has concealed,does embarrass,715,715_MF_his,mf,MatchMismatch,poss,Omar has concealed that Amelia does embarrass,his,5.330163955688477
OneEmbedding,has concealed,does embarrass,715,715_FM_his,fm,MismatchMatch,poss,Laurie has concealed that Derek does embarrass,his,5.4303693771362305
OneEmbedding,has concealed,does embarrass,715,715_FF_his,ff,MismatchMismatch,poss,Laurie has concealed that Amelia does embarrass,his,7.367898464202881
OneEmbedding,proposes,didn't describe,716,716_MM_him,mm,MatchMatch,obj,Benjamin proposes that Kenneth didn't describe,him,6.744095325469971
OneEmbedding,proposes,didn't describe,716,716_MF_him,mf,MatchMismatch,obj,Benjamin proposes that Rachel didn't describe,him,5.677062034606934
OneEmbedding,proposes,didn't describe,716,716_FM_him,fm,MismatchMatch,obj,This sister proposes that Kenneth didn't describe,him,6.659677028656006
OneEmbedding,proposes,didn't describe,716,716_FF_him,ff,MismatchMismatch,obj,This sister proposes that Rachel didn't describe,him,5.994026184082031
OneEmbedding,proposes,didn't describe,716,716_MM_his,mm,MatchMatch,poss,Benjamin proposes that Kenneth didn't describe,his,2.998351573944092
OneEmbedding,proposes,didn't describe,716,716_MF_his,mf,MatchMismatch,poss,Benjamin proposes that Rachel didn't describe,his,6.894104480743408
OneEmbedding,proposes,didn't describe,716,716_FM_his,fm,MismatchMatch,poss,This sister proposes that Kenneth didn't describe,his,3.051927089691162
OneEmbedding,proposes,didn't describe,716,716_FF_his,ff,MismatchMismatch,poss,This sister proposes that Rachel didn't describe,his,7.507935523986816
OneEmbedding,had proposed,talked to,717,717_MM_him,mm,MatchMatch,obj,Robert had proposed that Dennis talked to,him,2.997889280319214
OneEmbedding,had proposed,talked to,717,717_MF_him,mf,MatchMismatch,obj,Robert had proposed that Cynthia talked to,him,2.492274761199951
OneEmbedding,had proposed,talked to,717,717_FM_him,fm,MismatchMatch,obj,Erin had proposed that Dennis talked to,him,3.156259536743164
OneEmbedding,had proposed,talked to,717,717_FF_him,ff,MismatchMismatch,obj,Erin had proposed that Cynthia talked to,him,2.89119815826416
OneEmbedding,had proposed,talked to,717,717_MM_his,mm,MatchMatch,poss,Robert had proposed that Dennis talked to,his,4.014331817626953
OneEmbedding,had proposed,talked to,717,717_MF_his,mf,MatchMismatch,poss,Robert had proposed that Cynthia talked to,his,6.18736457824707
OneEmbedding,had proposed,talked to,717,717_FM_his,fm,MismatchMatch,poss,Erin had proposed that Dennis talked to,his,3.907303810119629
OneEmbedding,had proposed,talked to,717,717_FF_his,ff,MismatchMismatch,poss,Erin had proposed that Cynthia talked to,his,6.377938747406006
OneEmbedding,should imagine,kissed,718,718_MM_him,mm,MatchMatch,obj,Bill should imagine that Matt kissed,him,2.7902016639709473
OneEmbedding,should imagine,kissed,718,718_MF_him,mf,MatchMismatch,obj,Bill should imagine that Stacey kissed,him,0.9899579882621765
OneEmbedding,should imagine,kissed,718,718_FM_him,fm,MismatchMatch,obj,Julie should imagine that Matt kissed,him,3.423783779144287
OneEmbedding,should imagine,kissed,718,718_FF_him,ff,MismatchMismatch,obj,Julie should imagine that Stacey kissed,him,1.4737931489944458
OneEmbedding,should imagine,kissed,718,718_MM_his,mm,MatchMatch,poss,Bill should imagine that Matt kissed,his,3.4921772480010986
OneEmbedding,should imagine,kissed,718,718_MF_his,mf,MatchMismatch,poss,Bill should imagine that Stacey kissed,his,4.869115829467773
OneEmbedding,should imagine,kissed,718,718_FM_his,fm,MismatchMatch,poss,Julie should imagine that Matt kissed,his,4.580904960632324
OneEmbedding,should imagine,kissed,718,718_FF_his,ff,MismatchMismatch,poss,Julie should imagine that Stacey kissed,his,5.382504463195801
OneEmbedding,had demonstrated,couldn't hate,719,719_MM_him,mm,MatchMatch,obj,Derek had demonstrated that the boy couldn't hate,him,3.990720510482788
OneEmbedding,had demonstrated,couldn't hate,719,719_MF_him,mf,MatchMismatch,obj,Derek had demonstrated that Caroline couldn't hate,him,1.9399421215057373
OneEmbedding,had demonstrated,couldn't hate,719,719_FM_him,fm,MismatchMatch,obj,Rachel had demonstrated that the boy couldn't hate,him,4.2973551750183105
