exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2-medium_surp
About,disgusts,887,887_F_him,f,Mismatch,obj,The show about Lisa disgusts,him,7.055055618286133
About,disgusts,887,887_M_his,m,Match,poss,The show about Jerry disgusts,his,4.8832855224609375
About,disgusts,887,887_F_his,f,Mismatch,poss,The show about Lisa disgusts,his,9.838412284851074
About,might annoy,888,888_M_him,m,Match,obj,The book about Kevin might annoy,him,6.227468490600586
About,might annoy,888,888_F_him,f,Mismatch,obj,The book about Sara might annoy,him,7.084662914276123
About,might annoy,888,888_M_his,m,Match,poss,The book about Kevin might annoy,his,7.08691930770874
About,might annoy,888,888_F_his,f,Mismatch,poss,The book about Sara might annoy,his,9.153803825378418
About,helps,889,889_M_him,m,Match,obj,The pamphlet about that son helps,him,5.067219257354736
About,helps,889,889_F_him,f,Mismatch,obj,The pamphlet about Gina helps,him,6.125168323516846
About,helps,889,889_M_his,m,Match,poss,The pamphlet about that son helps,his,8.134970664978027
About,helps,889,889_F_his,f,Mismatch,poss,The pamphlet about Gina helps,his,9.131138801574707
About,had upset,890,890_M_him,m,Match,obj,The brochure about William had upset,him,2.247725009918213
About,had upset,890,890_F_him,f,Mismatch,obj,The brochure about Leslie had upset,him,3.1021645069122314
About,had upset,890,890_M_his,m,Match,poss,The brochure about William had upset,his,4.76352596282959
About,had upset,890,890_F_his,f,Mismatch,poss,The brochure about Leslie had upset,his,5.772788047790527
About,worries,891,891_M_him,m,Match,obj,The play about Paul worries,him,3.8220489025115967
About,worries,891,891_F_him,f,Mismatch,obj,The play about Linda worries,him,4.387317180633545
About,worries,891,891_M_his,m,Match,poss,The play about Paul worries,his,6.4233622550964355
About,worries,891,891_F_his,f,Mismatch,poss,The play about Linda worries,his,8.029046058654785
About,wasn't worrying,892,892_M_him,m,Match,obj,The movie about Steve wasn't worrying,him,8.289102554321289
About,wasn't worrying,892,892_F_him,f,Mismatch,obj,The movie about Brenda wasn't worrying,him,8.72651481628418
About,wasn't worrying,892,892_M_his,m,Match,poss,The movie about Steve wasn't worrying,his,10.219139099121094
About,wasn't worrying,892,892_F_his,f,Mismatch,poss,The movie about Brenda wasn't worrying,his,11.499893188476562
About,wasn't aggravating,893,893_M_him,m,Match,obj,The newspaper article about Steve wasn't aggravating,him,3.705167770385742
About,wasn't aggravating,893,893_F_him,f,Mismatch,obj,The newspaper article about Margaret wasn't aggravating,him,5.560791492462158
About,wasn't aggravating,893,893_M_his,m,Match,poss,The newspaper article about Steve wasn't aggravating,his,6.658723831176758
About,wasn't aggravating,893,893_F_his,f,Mismatch,poss,The newspaper article about Margaret wasn't aggravating,his,8.168213844299316
About,has bothered,894,894_M_him,m,Match,obj,The story about Jerry has bothered,him,5.3285651206970215
About,has bothered,894,894_F_him,f,Mismatch,obj,The story about Margaret has bothered,him,6.585544586181641
About,has bothered,894,894_M_his,m,Match,poss,The story about Jerry has bothered,his,10.645624160766602
About,has bothered,894,894_F_his,f,Mismatch,poss,The story about Margaret has bothered,his,11.637679100036621
About,won't disgust,895,895_M_him,m,Match,obj,The essay about Edward won't disgust,him,6.615888595581055
About,won't disgust,895,895_F_him,f,Mismatch,obj,The essay about Rose won't disgust,him,7.083800792694092
About,won't disgust,895,895_M_his,m,Match,poss,The essay about Edward won't disgust,his,9.71039867401123
About,won't disgust,895,895_F_his,f,Mismatch,poss,The essay about Rose won't disgust,his,9.891097068786621
About,scared,896,896_M_him,m,Match,obj,The report about Bradley scared,him,3.94805645942688
About,scared,896,896_F_him,f,Mismatch,obj,The report about Mary scared,him,4.009727954864502
About,scared,896,896_M_his,m,Match,poss,The report about Bradley scared,his,6.489514350891113
About,scared,896,896_F_his,f,Mismatch,poss,The report about Mary scared,his,7.300997257232666
About,hadn't helped,897,897_M_him,m,Match,obj,The documentary about Brad hadn't helped,him,3.91011118888855
About,hadn't helped,897,897_F_him,f,Mismatch,obj,The documentary about Debra hadn't helped,him,5.484865188598633
About,hadn't helped,897,897_M_his,m,Match,poss,The documentary about Brad hadn't helped,his,4.076491832733154
About,hadn't helped,897,897_F_his,f,Mismatch,poss,The documentary about Debra hadn't helped,his,5.467595100402832
About,impressed,898,898_M_him,m,Match,obj,The commentary about Roger impressed,him,3.5802371501922607
About,impressed,898,898_F_him,f,Mismatch,obj,The commentary about Vanessa impressed,him,4.439713001251221
About,impressed,898,898_M_his,m,Match,poss,The commentary about Roger impressed,his,7.223450660705566
About,impressed,898,898_F_his,f,Mismatch,poss,The commentary about Vanessa impressed,his,8.86397647857666
About,upsets,899,899_M_him,m,Match,obj,The show about Lawrence upsets,him,4.960403919219971
About,upsets,899,899_F_him,f,Mismatch,obj,The show about Diane upsets,him,4.824620246887207
About,upsets,899,899_M_his,m,Match,poss,The show about Lawrence upsets,his,4.86891508102417
About,upsets,899,899_F_his,f,Mismatch,poss,The show about Diane upsets,his,6.347775459289551
About,couldn't scare,900,900_M_him,m,Match,obj,The book about Todd couldn't scare,him,4.396840572357178
About,couldn't scare,900,900_F_him,f,Mismatch,obj,The book about that wife couldn't scare,him,4.242990493774414
About,couldn't scare,900,900_M_his,m,Match,poss,The book about Todd couldn't scare,his,9.451083183288574
About,couldn't scare,900,900_F_his,f,Mismatch,poss,The book about that wife couldn't scare,his,10.404196739196777
About,is underwhelming,901,901_M_him,m,Match,obj,The pamphlet about Timothy is underwhelming,him,17.106029510498047
About,is underwhelming,901,901_F_him,f,Mismatch,obj,The pamphlet about this grandmother is underwhelming,him,17.06854248046875
About,is underwhelming,901,901_M_his,m,Match,poss,The pamphlet about Timothy is underwhelming,his,15.254406929016113
About,is underwhelming,901,901_F_his,f,Mismatch,poss,The pamphlet about this grandmother is underwhelming,his,15.404444694519043
About,does disturb,902,902_M_him,m,Match,obj,The brochure about Kevin does disturb,him,7.111173152923584
About,does disturb,902,902_F_him,f,Mismatch,obj,The brochure about Janice does disturb,him,8.317481994628906
About,does disturb,902,902_M_his,m,Match,poss,The brochure about Kevin does disturb,his,9.068116188049316
About,does disturb,902,902_F_his,f,Mismatch,poss,The brochure about Janice does disturb,his,10.211371421813965
About,hinders,903,903_M_him,m,Match,obj,The play about Walter hinders,him,6.495546817779541
About,hinders,903,903_F_him,f,Mismatch,obj,The play about Valerie hinders,him,4.400063514709473
About,hinders,903,903_M_his,m,Match,poss,The play about Walter hinders,his,3.438624858856201
About,hinders,903,903_F_his,f,Mismatch,poss,The play about Valerie hinders,his,4.679340839385986
About,hurt,904,904_M_him,m,Match,obj,The movie about Bill hurt,him,7.428652286529541
About,hurt,904,904_F_him,f,Mismatch,obj,The movie about Stacey hurt,him,7.873902320861816
About,hurt,904,904_M_his,m,Match,poss,The movie about Bill hurt,his,4.535116672515869
About,hurt,904,904_F_his,f,Mismatch,poss,The movie about Stacey hurt,his,6.089851379394531
About,was worrying,905,905_M_him,m,Match,obj,The newspaper article about Gregory was worrying,him,5.543778896331787
About,was worrying,905,905_F_him,f,Mismatch,obj,The newspaper article about Meredith was worrying,him,6.259443283081055
About,was worrying,905,905_M_his,m,Match,poss,The newspaper article about Gregory was worrying,his,9.299614906311035
About,was worrying,905,905_F_his,f,Mismatch,poss,The newspaper article about Meredith was worrying,his,9.854336738586426
About,hasn't hindered,906,906_M_him,m,Match,obj,The story about Paul hasn't hindered,him,3.7480051517486572
About,hasn't hindered,906,906_F_him,f,Mismatch,obj,The story about Jodi hasn't hindered,him,5.807161331176758
About,hasn't hindered,906,906_M_his,m,Match,poss,The story about Paul hasn't hindered,his,2.3190793991088867
About,hasn't hindered,906,906_F_his,f,Mismatch,poss,The story about Jodi hasn't hindered,his,5.237241268157959
About,had stunned,907,907_M_him,m,Match,obj,The essay about Curtis had stunned,him,3.5877726078033447
About,had stunned,907,907_F_him,f,Mismatch,obj,The essay about Sara had stunned,him,4.061002731323242
About,had stunned,907,907_M_his,m,Match,poss,The essay about Curtis had stunned,his,5.575451850891113
About,had stunned,907,907_F_his,f,Mismatch,poss,The essay about Sara had stunned,his,6.874969005584717
About,disturbs,908,908_M_him,m,Match,obj,The report about Paul disturbs,him,5.481142520904541
About,disturbs,908,908_F_him,f,Mismatch,obj,The report about Sheila disturbs,him,7.261345386505127
About,disturbs,908,908_M_his,m,Match,poss,The report about Paul disturbs,his,9.355040550231934
About,disturbs,908,908_F_his,f,Mismatch,poss,The report about Sheila disturbs,his,10.508273124694824
About,did shock,909,909_M_him,m,Match,obj,The documentary about Walter did shock,him,7.80759334564209
About,did shock,909,909_F_him,f,Mismatch,obj,The documentary about Elaine did shock,him,7.833556652069092
About,did shock,909,909_M_his,m,Match,poss,The documentary about Walter did shock,his,8.651899337768555
About,did shock,909,909_F_his,f,Mismatch,poss,The documentary about Elaine did shock,his,9.06786823272705
About,hurts,910,910_M_him,m,Match,obj,The commentary about Randolf hurts,him,4.248559951782227
About,hurts,910,910_F_him,f,Mismatch,obj,The commentary about Theresa hurts,him,5.904695510864258
About,hurts,910,910_M_his,m,Match,poss,The commentary about Randolf hurts,his,4.175925254821777
About,hurts,910,910_F_his,f,Mismatch,poss,The commentary about Theresa hurts,his,6.824937343597412
About,is confusing,911,911_M_him,m,Match,obj,The show about Bradley is confusing,him,8.779820442199707
About,is confusing,911,911_F_him,f,Mismatch,obj,The show about Cindy is confusing,him,9.540900230407715
About,is confusing,911,911_M_his,m,Match,poss,The show about Bradley is confusing,his,9.666534423828125
About,is confusing,911,911_F_his,f,Mismatch,poss,The show about Cindy is confusing,his,10.724569320678711
About,couldn't distract,912,912_M_him,m,Match,obj,The book about Samuel couldn't distract,him,3.262011766433716
About,couldn't distract,912,912_F_him,f,Mismatch,obj,The book about Cheryl couldn't distract,him,3.978196382522583
About,couldn't distract,912,912_M_his,m,Match,poss,The book about Samuel couldn't distract,his,7.8258585929870605
About,couldn't distract,912,912_F_his,f,Mismatch,poss,The book about Cheryl couldn't distract,his,9.162165641784668
About,shocked,913,913_M_him,m,Match,obj,The pamphlet about William shocked,him,3.399807929992676
About,shocked,913,913_F_him,f,Mismatch,obj,The pamphlet about this woman shocked,him,6.00921630859375
About,shocked,913,913_M_his,m,Match,poss,The pamphlet about William shocked,his,5.6906938552856445
About,shocked,913,913_F_his,f,Mismatch,poss,The pamphlet about this woman shocked,his,8.914813995361328
About,bothered,914,914_M_him,m,Match,obj,The brochure about Raymond bothered,him,3.3123369216918945
About,bothered,914,914_F_him,f,Mismatch,obj,The brochure about that ex-wife bothered,him,3.9054484367370605
About,bothered,914,914_M_his,m,Match,poss,The brochure about Raymond bothered,his,8.242938995361328
About,bothered,914,914_F_his,f,Mismatch,poss,The brochure about that ex-wife bothered,his,8.949509620666504
About,can't underwhelm,915,915_M_him,m,Match,obj,The play about Martin can't underwhelm,him,7.841624736785889
About,can't underwhelm,915,915_F_him,f,Mismatch,obj,The play about Elizabeth can't underwhelm,him,8.403717041015625
About,can't underwhelm,915,915_M_his,m,Match,poss,The play about Martin can't underwhelm,his,8.681901931762695
About,can't underwhelm,915,915_F_his,f,Mismatch,poss,The play about Elizabeth can't underwhelm,his,9.738665580749512
About,overwhelms,916,916_M_him,m,Match,obj,The movie about Roger overwhelms,him,3.366469621658325
About,overwhelms,916,916_F_him,f,Mismatch,obj,The movie about Carrie overwhelms,him,5.483274459838867
About,overwhelms,916,916_M_his,m,Match,poss,The movie about Roger overwhelms,his,5.668087005615234
About,overwhelms,916,916_F_his,f,Mismatch,poss,The movie about Carrie overwhelms,his,8.165003776550293
About,confuses,917,917_M_him,m,Match,obj,The newspaper article about Matt confuses,him,3.817690372467041
About,confuses,917,917_F_him,f,Mismatch,obj,The newspaper article about Patricia confuses,him,6.142086982727051
About,confuses,917,917_M_his,m,Match,poss,The newspaper article about Matt confuses,his,5.742102146148682
About,confuses,917,917_F_his,f,Mismatch,poss,The newspaper article about Patricia confuses,his,7.954107284545898
About,had distracted,918,918_M_him,m,Match,obj,The story about Alan had distracted,him,3.1228275299072266
About,had distracted,918,918_F_him,f,Mismatch,obj,The story about Marie had distracted,him,4.1363701820373535
About,had distracted,918,918_M_his,m,Match,poss,The story about Alan had distracted,his,6.760423183441162
About,had distracted,918,918_F_his,f,Mismatch,poss,The story about Marie had distracted,his,7.928743839263916
About,hasn't annoyed,919,919_M_him,m,Match,obj,The essay about Adam hasn't annoyed,him,4.258796215057373
About,hasn't annoyed,919,919_F_him,f,Mismatch,obj,The essay about Andrea hasn't annoyed,him,4.922569274902344
About,hasn't annoyed,919,919_M_his,m,Match,poss,The essay about Adam hasn't annoyed,his,8.329627990722656
About,hasn't annoyed,919,919_F_his,f,Mismatch,poss,The essay about Andrea hasn't annoyed,his,9.120585441589355
About,is stunning,920,920_M_him,m,Match,obj,The report about Carl is stunning,him,15.835357666015625
About,is stunning,920,920_F_him,f,Mismatch,obj,The report about Allison is stunning,him,16.576786041259766
About,is stunning,920,920_M_his,m,Match,poss,The report about Carl is stunning,his,15.533361434936523
About,is stunning,920,920_F_his,f,Mismatch,poss,The report about Allison is stunning,his,16.047992706298828
About,helped,921,921_M_him,m,Match,obj,The documentary about Michael helped,him,3.845844268798828
About,helped,921,921_F_him,f,Mismatch,obj,The documentary about Catherine helped,him,4.606298446655273
About,helped,921,921_M_his,m,Match,poss,The documentary about Michael helped,his,7.7572855949401855
About,helped,921,921_F_his,f,Mismatch,poss,The documentary about Catherine helped,his,8.412128448486328
About,harmed,922,922_M_him,m,Match,obj,The commentary about Carlos harmed,him,4.25508451461792
About,harmed,922,922_F_him,f,Mismatch,obj,The commentary about Theresa harmed,him,5.253605365753174
About,harmed,922,922_M_his,m,Match,poss,The commentary about Carlos harmed,his,3.3532462120056152
About,harmed,922,922_F_his,f,Mismatch,poss,The commentary about Theresa harmed,his,4.7450103759765625
About,is confusing,923,923_M_him,m,Match,obj,The show about Russell is confusing,him,8.655631065368652
About,is confusing,923,923_F_him,f,Mismatch,obj,The show about Sarah is confusing,him,9.888948440551758
About,is confusing,923,923_M_his,m,Match,poss,The show about Russell is confusing,his,9.499055862426758
About,is confusing,923,923_F_his,f,Mismatch,poss,The show about Sarah is confusing,his,10.910244941711426
About,overwhelms,924,924_M_him,m,Match,obj,The book about Brad overwhelms,him,5.3429484367370605
About,overwhelms,924,924_F_him,f,Mismatch,obj,The book about Katherine overwhelms,him,5.986652851104736
About,overwhelms,924,924_M_his,m,Match,poss,The book about Brad overwhelms,his,7.101541996002197
About,overwhelms,924,924_F_his,f,Mismatch,poss,The book about Katherine overwhelms,his,8.436708450317383
About,might upset,925,925_M_him,m,Match,obj,The pamphlet about Bradley might upset,him,5.080918312072754
About,might upset,925,925_F_him,f,Mismatch,obj,The pamphlet about Debra might upset,him,5.786547660827637
About,might upset,925,925_M_his,m,Match,poss,The pamphlet about Bradley might upset,his,6.676609039306641
About,might upset,925,925_F_his,f,Mismatch,poss,The pamphlet about Debra might upset,his,7.6100029945373535
About,bothers,926,926_M_him,m,Match,obj,The brochure about Gregory bothers,him,4.1977009773254395
About,bothers,926,926_F_him,f,Mismatch,obj,The brochure about Sabrina bothers,him,6.04540491104126
About,bothers,926,926_M_his,m,Match,poss,The brochure about Gregory bothers,his,8.874577522277832
About,bothers,926,926_F_his,f,Mismatch,poss,The brochure about Sabrina bothers,his,10.552362442016602
About,has distracted,927,927_M_him,m,Match,obj,The play about Peter has distracted,him,6.3191819190979
About,has distracted,927,927_F_him,f,Mismatch,obj,The play about Holly has distracted,him,6.792004585266113
About,has distracted,927,927_M_his,m,Match,poss,The play about Peter has distracted,his,8.800982475280762
About,has distracted,927,927_F_his,f,Mismatch,poss,The play about Holly has distracted,his,9.390731811523438
About,embarrassed,928,928_M_him,m,Match,obj,The movie about Rodney embarrassed,him,2.818934679031372
About,embarrassed,928,928_F_him,f,Mismatch,obj,The movie about Lori embarrassed,him,3.500882863998413
About,embarrassed,928,928_M_his,m,Match,poss,The movie about Rodney embarrassed,his,5.6370062828063965
About,embarrassed,928,928_F_his,f,Mismatch,poss,The movie about Lori embarrassed,his,6.7417073249816895
About,bored,929,929_M_him,m,Match,obj,The newspaper article about Dan bored,him,5.184943675994873
About,bored,929,929_F_him,f,Mismatch,obj,The newspaper article about Sara bored,him,4.823667526245117
About,bored,929,929_M_his,m,Match,poss,The newspaper article about Dan bored,his,5.7465596199035645
About,bored,929,929_F_his,f,Mismatch,poss,The newspaper article about Sara bored,his,8.603334426879883
About,stunned,930,930_M_him,m,Match,obj,The story about this son stunned,him,4.964817047119141
About,stunned,930,930_F_him,f,Mismatch,obj,The story about that daughter stunned,him,5.271724224090576
About,stunned,930,930_M_his,m,Match,poss,The story about this son stunned,his,6.836967945098877
About,stunned,930,930_F_his,f,Mismatch,poss,The story about that daughter stunned,his,7.8559770584106445
About,isn't hindering,931,931_M_him,m,Match,obj,The essay about Rodney isn't hindering,him,4.463761329650879
About,isn't hindering,931,931_F_him,f,Mismatch,obj,The essay about Amy isn't hindering,him,5.550157070159912
About,isn't hindering,931,931_M_his,m,Match,poss,The essay about Rodney isn't hindering,his,4.2316365242004395
About,isn't hindering,931,931_F_his,f,Mismatch,poss,The essay about Amy isn't hindering,his,5.419406414031982
About,has confused,932,932_M_him,m,Match,obj,The report about Bill has confused,him,6.381846904754639
About,has confused,932,932_F_him,f,Mismatch,obj,The report about Melissa has confused,him,7.727039337158203
About,has confused,932,932_M_his,m,Match,poss,The report about Bill has confused,his,7.1749043464660645
About,has confused,932,932_F_his,f,Mismatch,poss,The report about Melissa has confused,his,9.25844955444336
About,should alarm,933,933_M_him,m,Match,obj,The documentary about this ex-husband should alarm,him,8.501452445983887
About,should alarm,933,933_F_him,f,Mismatch,obj,The documentary about Pamela should alarm,him,9.694084167480469
About,should alarm,933,933_M_his,m,Match,poss,The documentary about this ex-husband should alarm,his,8.488574028015137
About,should alarm,933,933_F_his,f,Mismatch,poss,The documentary about Pamela should alarm,his,10.506590843200684
About,wouldn't hinder,934,934_M_him,m,Match,obj,The commentary about Joseph wouldn't hinder,him,3.9151647090911865
About,wouldn't hinder,934,934_F_him,f,Mismatch,obj,The commentary about the ex-wife wouldn't hinder,him,4.640564441680908
About,wouldn't hinder,934,934_M_his,m,Match,poss,The commentary about Joseph wouldn't hinder,his,3.643338918685913
About,wouldn't hinder,934,934_F_his,f,Mismatch,poss,The commentary about the ex-wife wouldn't hinder,his,4.356663703918457
About,had hurt,935,935_M_him,m,Match,obj,The show about Brian had hurt,him,3.2905099391937256
About,had hurt,935,935_F_him,f,Mismatch,obj,The show about Cynthia had hurt,him,4.618671417236328
About,had hurt,935,935_M_his,m,Match,poss,The show about Brian had hurt,his,3.1387250423431396
About,had hurt,935,935_F_his,f,Mismatch,poss,The show about Cynthia had hurt,his,4.4982008934021
About,isn't worrying,936,936_M_him,m,Match,obj,The book about Eric isn't worrying,him,7.0421576499938965
About,isn't worrying,936,936_F_him,f,Mismatch,obj,The book about Melissa isn't worrying,him,9.763867378234863
About,isn't worrying,936,936_M_his,m,Match,poss,The book about Eric isn't worrying,his,9.644142150878906
About,isn't worrying,936,936_F_his,f,Mismatch,poss,The book about Melissa isn't worrying,his,11.537396430969238
About,helped,937,937_M_him,m,Match,obj,The pamphlet about this nephew helped,him,4.270078182220459
About,helped,937,937_F_him,f,Mismatch,obj,The pamphlet about Beth helped,him,4.201125621795654
About,helped,937,937_M_his,m,Match,poss,The pamphlet about this nephew helped,his,7.629688262939453
About,helped,937,937_F_his,f,Mismatch,poss,The pamphlet about Beth helped,his,7.974925518035889
About,wasn't shocking,938,938_M_him,m,Match,obj,The brochure about Kenneth wasn't shocking,him,14.7374267578125
About,wasn't shocking,938,938_F_him,f,Mismatch,obj,The brochure about April wasn't shocking,him,14.57099437713623
About,wasn't shocking,938,938_M_his,m,Match,poss,The brochure about Kenneth wasn't shocking,his,15.117913246154785
About,wasn't shocking,938,938_F_his,f,Mismatch,poss,The brochure about April wasn't shocking,his,15.2427339553833
About,shocks,939,939_M_him,m,Match,obj,The play about Richard shocks,him,4.252520561218262
About,shocks,939,939_F_him,f,Mismatch,obj,The play about Heidi shocks,him,6.147113800048828
About,shocks,939,939_M_his,m,Match,poss,The play about Richard shocks,his,5.780937194824219
About,shocks,939,939_F_his,f,Mismatch,poss,The play about Heidi shocks,his,7.6956071853637695
About,hindered,940,940_M_him,m,Match,obj,The movie about Noah hindered,him,5.752343654632568
About,hindered,940,940_F_him,f,Mismatch,obj,The movie about Nicole hindered,him,6.283738136291504
About,hindered,940,940_M_his,m,Match,poss,The movie about Noah hindered,his,4.016974449157715
About,hindered,940,940_F_his,f,Mismatch,poss,The movie about Nicole hindered,his,4.185384750366211
About,did astound,941,941_M_him,m,Match,obj,The newspaper article about Rodney did astound,him,4.75321626663208
About,did astound,941,941_F_him,f,Mismatch,obj,The newspaper article about Renee did astound,him,5.364223480224609
About,did astound,941,941_M_his,m,Match,poss,The newspaper article about Rodney did astound,his,8.290583610534668
About,did astound,941,941_F_his,f,Mismatch,poss,The newspaper article about Renee did astound,his,8.824762344360352
About,aggravates,942,942_M_him,m,Match,obj,The story about that grandson aggravates,him,3.8524110317230225
About,aggravates,942,942_F_him,f,Mismatch,obj,The story about Claire aggravates,him,3.6653945446014404
About,aggravates,942,942_M_his,m,Match,poss,The story about that grandson aggravates,his,6.398656368255615
About,aggravates,942,942_F_his,f,Mismatch,poss,The story about Claire aggravates,his,6.957940578460693
About,is worrying,943,943_M_him,m,Match,obj,The essay about Derek is worrying,him,9.829046249389648
About,is worrying,943,943_F_him,f,Mismatch,obj,The essay about this woman is worrying,him,11.007538795471191
About,is worrying,943,943_M_his,m,Match,poss,The essay about Derek is worrying,his,11.029150009155273
About,is worrying,943,943_F_his,f,Mismatch,poss,The essay about this woman is worrying,his,12.253089904785156
About,has overwhelmed,944,944_M_him,m,Match,obj,The report about Frank has overwhelmed,him,3.9123611450195312
About,has overwhelmed,944,944_F_him,f,Mismatch,obj,The report about Gina has overwhelmed,him,4.565633773803711
About,has overwhelmed,944,944_M_his,m,Match,poss,The report about Frank has overwhelmed,his,5.444530963897705
About,has overwhelmed,944,944_F_his,f,Mismatch,poss,The report about Gina has overwhelmed,his,6.434878826141357
About,was distracting,945,945_M_him,m,Match,obj,The documentary about Douglas was distracting,him,5.945202350616455
About,was distracting,945,945_F_him,f,Mismatch,obj,The documentary about Stephanie was distracting,him,6.899407386779785
About,was distracting,945,945_M_his,m,Match,poss,The documentary about Douglas was distracting,his,8.38234806060791
About,was distracting,945,945_F_his,f,Mismatch,poss,The documentary about Stephanie was distracting,his,9.611780166625977
About,can underwhelm,946,946_M_him,m,Match,obj,The commentary about Michael can underwhelm,him,7.537509918212891
About,can underwhelm,946,946_F_him,f,Mismatch,obj,The commentary about Cynthia can underwhelm,him,8.335389137268066
About,can underwhelm,946,946_M_his,m,Match,poss,The commentary about Michael can underwhelm,his,7.993712425231934
About,can underwhelm,946,946_F_his,f,Mismatch,poss,The commentary about Cynthia can underwhelm,his,9.633883476257324
About,stunned,947,947_M_him,m,Match,obj,The show about Walter stunned,him,4.987209796905518
About,stunned,947,947_F_him,f,Mismatch,obj,The show about Deanna stunned,him,5.677973747253418
About,stunned,947,947_M_his,m,Match,poss,The show about Walter stunned,his,5.98798942565918
About,stunned,947,947_F_his,f,Mismatch,poss,The show about Deanna stunned,his,7.133073806762695
About,hurt,948,948_M_him,m,Match,obj,The book about Eric hurt,him,7.6408491134643555
About,hurt,948,948_F_him,f,Mismatch,obj,The book about Rachel hurt,him,7.2242021560668945
About,hurt,948,948_M_his,m,Match,poss,The book about Eric hurt,his,3.924229621887207
About,hurt,948,948_F_his,f,Mismatch,poss,The book about Rachel hurt,his,6.4645843505859375
About,had underwhelmed,949,949_M_him,m,Match,obj,The pamphlet about the boy had underwhelmed,him,3.053494930267334
About,had underwhelmed,949,949_F_him,f,Mismatch,obj,The pamphlet about Christine had underwhelmed,him,4.745729923248291
About,had underwhelmed,949,949_M_his,m,Match,poss,The pamphlet about the boy had underwhelmed,his,6.518001556396484
About,had underwhelmed,949,949_F_his,f,Mismatch,poss,The pamphlet about Christine had underwhelmed,his,7.833724498748779
About,wasn't bothering,950,950_M_him,m,Match,obj,The brochure about Charles wasn't bothering,him,2.820540189743042
About,wasn't bothering,950,950_F_him,f,Mismatch,obj,The brochure about Patricia wasn't bothering,him,3.866824150085449
About,wasn't bothering,950,950_M_his,m,Match,poss,The brochure about Charles wasn't bothering,his,8.781618118286133
About,wasn't bothering,950,950_F_his,f,Mismatch,poss,The brochure about Patricia wasn't bothering,his,9.859254837036133
About,scared,951,951_M_him,m,Match,obj,The play about Kenneth scared,him,3.6600377559661865
About,scared,951,951_F_him,f,Mismatch,obj,The play about Kristen scared,him,4.041416645050049
About,scared,951,951_M_his,m,Match,poss,The play about Kenneth scared,his,6.353533744812012
About,scared,951,951_F_his,f,Mismatch,poss,The play about Kristen scared,his,7.801700592041016
About,hurt,952,952_M_him,m,Match,obj,The movie about Mitchell hurt,him,6.568851947784424
About,hurt,952,952_F_him,f,Mismatch,obj,The movie about Tamara hurt,him,7.275832653045654
About,hurt,952,952_M_his,m,Match,poss,The movie about Mitchell hurt,his,5.165011882781982
About,hurt,952,952_F_his,f,Mismatch,poss,The movie about Tamara hurt,his,6.8009514808654785
About,was aggravating,953,953_M_him,m,Match,obj,The newspaper article about Craig was aggravating,him,4.961424350738525
About,was aggravating,953,953_F_him,f,Mismatch,obj,The newspaper article about Lori was aggravating,him,6.309576034545898
About,was aggravating,953,953_M_his,m,Match,poss,The newspaper article about Craig was aggravating,his,5.77878475189209
About,was aggravating,953,953_F_his,f,Mismatch,poss,The newspaper article about Lori was aggravating,his,7.5695672035217285
About,doesn't embarrass,954,954_M_him,m,Match,obj,The story about Marcus doesn't embarrass,him,2.372469425201416
About,doesn't embarrass,954,954_F_him,f,Mismatch,obj,The story about Andrea doesn't embarrass,him,5.400758266448975
About,doesn't embarrass,954,954_M_his,m,Match,poss,The story about Marcus doesn't embarrass,his,6.765902042388916
About,doesn't embarrass,954,954_F_his,f,Mismatch,poss,The story about Andrea doesn't embarrass,his,9.573718070983887
About,had aggravated,955,955_M_him,m,Match,obj,The essay about Christopher had aggravated,him,4.244819164276123
About,had aggravated,955,955_F_him,f,Mismatch,obj,The essay about Susan had aggravated,him,4.671817779541016
About,had aggravated,955,955_M_his,m,Match,poss,The essay about Christopher had aggravated,his,3.2643256187438965
About,had aggravated,955,955_F_his,f,Mismatch,poss,The essay about Susan had aggravated,his,3.8895251750946045
About,bores,956,956_M_him,m,Match,obj,The report about Joseph bores,him,5.109283447265625
About,bores,956,956_F_him,f,Mismatch,obj,The report about Laura bores,him,5.452315807342529
About,bores,956,956_M_his,m,Match,poss,The report about Joseph bores,his,7.947201251983643
About,bores,956,956_F_his,f,Mismatch,poss,The report about Laura bores,his,8.734306335449219
About,hadn't bored,957,957_M_him,m,Match,obj,The documentary about Michael hadn't bored,him,3.1452648639678955
About,hadn't bored,957,957_F_him,f,Mismatch,obj,The documentary about Judy hadn't bored,him,4.181450366973877
About,hadn't bored,957,957_M_his,m,Match,poss,The documentary about Michael hadn't bored,his,8.60277271270752
About,hadn't bored,957,957_F_his,f,Mismatch,poss,The documentary about Judy hadn't bored,his,9.842288970947266
About,doesn't disturb,958,958_M_him,m,Match,obj,The commentary about Aaron doesn't disturb,him,5.4841179847717285
About,doesn't disturb,958,958_F_him,f,Mismatch,obj,The commentary about Jill doesn't disturb,him,6.385547161102295
About,doesn't disturb,958,958_M_his,m,Match,poss,The commentary about Aaron doesn't disturb,his,6.51970100402832
About,doesn't disturb,958,958_F_his,f,Mismatch,poss,The commentary about Jill doesn't disturb,his,7.944194316864014
About,wasn't alarming,959,959_M_him,m,Match,obj,The show about Randolf wasn't alarming,him,8.039159774780273
