exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,gpt3_surp
TwoEmbedding,alerted,astounds,968,968_MFF_his,mff,MatchMismatchMismatch,poss,Craig alerted Kathleen that Eva astounds,his,8.147793769836426
TwoEmbedding,alerted,astounds,968,968_FMM_his,fmm,MismatchMatchMatch,poss,Helen alerted Dan that Scott astounds,his,4.024526596069336
TwoEmbedding,alerted,astounds,968,968_FMF_his,fmf,MismatchMatchMismatch,poss,Helen alerted Dan that Eva astounds,his,7.235419273376465
TwoEmbedding,alerted,astounds,968,968_FFM_his,ffm,MismatchMismatchMatch,poss,Helen alerted Kathleen that Scott astounds,his,3.9078266620635986
TwoEmbedding,alerted,astounds,968,968_FFF_his,fff,MismatchMismatchMismatch,poss,Helen alerted Kathleen that Eva astounds,his,9.324825286865234
TwoEmbedding,advises,isn't worrying,969,969_MMM_him,mmm,MatchMatchMatch,obj,Kenneth advises this brother that Scott isn't worrying,him,4.92329740524292
TwoEmbedding,advises,isn't worrying,969,969_MMF_him,mmf,MatchMatchMismatch,obj,Kenneth advises this brother that this ex-wife isn't worrying,him,3.741365909576416
TwoEmbedding,advises,isn't worrying,969,969_MFM_him,mfm,MatchMismatchMatch,obj,Kenneth advises Melissa that Scott isn't worrying,him,7.754000663757324
TwoEmbedding,advises,isn't worrying,969,969_MFF_him,mff,MatchMismatchMismatch,obj,Kenneth advises Melissa that this ex-wife isn't worrying,him,3.247607469558716
TwoEmbedding,advises,isn't worrying,969,969_FMM_him,fmm,MismatchMatchMatch,obj,Janice advises this brother that Scott isn't worrying,him,5.54826021194458
TwoEmbedding,advises,isn't worrying,969,969_FMF_him,fmf,MismatchMatchMismatch,obj,Janice advises this brother that this ex-wife isn't worrying,him,4.520484447479248
TwoEmbedding,advises,isn't worrying,969,969_FFM_him,ffm,MismatchMismatchMatch,obj,Janice advises Melissa that Scott isn't worrying,him,9.978259086608887
TwoEmbedding,advises,isn't worrying,969,969_FFF_him,fff,MismatchMismatchMismatch,obj,Janice advises Melissa that this ex-wife isn't worrying,him,8.634521484375
TwoEmbedding,advises,isn't worrying,969,969_MMM_his,mmm,MatchMatchMatch,poss,Kenneth advises this brother that Scott isn't worrying,his,8.606340408325195
TwoEmbedding,advises,isn't worrying,969,969_MMF_his,mmf,MatchMatchMismatch,poss,Kenneth advises this brother that this ex-wife isn't worrying,his,9.745437622070312
TwoEmbedding,advises,isn't worrying,969,969_MFM_his,mfm,MatchMismatchMatch,poss,Kenneth advises Melissa that Scott isn't worrying,his,9.73143196105957
TwoEmbedding,advises,isn't worrying,969,969_MFF_his,mff,MatchMismatchMismatch,poss,Kenneth advises Melissa that this ex-wife isn't worrying,his,11.119839668273926
TwoEmbedding,advises,isn't worrying,969,969_FMM_his,fmm,MismatchMatchMatch,poss,Janice advises this brother that Scott isn't worrying,his,7.926974296569824
TwoEmbedding,advises,isn't worrying,969,969_FMF_his,fmf,MismatchMatchMismatch,poss,Janice advises this brother that this ex-wife isn't worrying,his,9.4329195022583
TwoEmbedding,advises,isn't worrying,969,969_FFM_his,ffm,MismatchMismatchMatch,poss,Janice advises Melissa that Scott isn't worrying,his,9.947656631469727
TwoEmbedding,advises,isn't worrying,969,969_FFF_his,fff,MismatchMismatchMismatch,poss,Janice advises Melissa that this ex-wife isn't worrying,his,14.647917747497559
TwoEmbedding,warned,cures,970,970_MMM_him,mmm,MatchMatchMatch,obj,Charles warned the son that David cures,him,4.623237133026123
TwoEmbedding,warned,cures,970,970_MMF_him,mmf,MatchMatchMismatch,obj,Charles warned the son that Tracy cures,him,4.828708648681641
TwoEmbedding,warned,cures,970,970_MFM_him,mfm,MatchMismatchMatch,obj,Charles warned the woman that David cures,him,6.098757266998291
TwoEmbedding,warned,cures,970,970_MFF_him,mff,MatchMismatchMismatch,obj,Charles warned the woman that Tracy cures,him,6.071100234985352
TwoEmbedding,warned,cures,970,970_FMM_him,fmm,MismatchMatchMatch,obj,Ruth warned the son that David cures,him,4.964700222015381
TwoEmbedding,warned,cures,970,970_FMF_him,fmf,MismatchMatchMismatch,obj,Ruth warned the son that Tracy cures,him,5.254817008972168
TwoEmbedding,warned,cures,970,970_FFM_him,ffm,MismatchMismatchMatch,obj,Ruth warned the woman that David cures,him,7.656443119049072
TwoEmbedding,warned,cures,970,970_FFF_him,fff,MismatchMismatchMismatch,obj,Ruth warned the woman that Tracy cures,him,7.049088478088379
TwoEmbedding,warned,cures,970,970_MMM_his,mmm,MatchMatchMatch,poss,Charles warned the son that David cures,his,3.058056592941284
TwoEmbedding,warned,cures,970,970_MMF_his,mmf,MatchMatchMismatch,poss,Charles warned the son that Tracy cures,his,3.3910892009735107
TwoEmbedding,warned,cures,970,970_MFM_his,mfm,MatchMismatchMatch,poss,Charles warned the woman that David cures,his,3.4340691566467285
TwoEmbedding,warned,cures,970,970_MFF_his,mff,MatchMismatchMismatch,poss,Charles warned the woman that Tracy cures,his,4.349472522735596
TwoEmbedding,warned,cures,970,970_FMM_his,fmm,MismatchMatchMatch,poss,Ruth warned the son that David cures,his,3.738245964050293
TwoEmbedding,warned,cures,970,970_FMF_his,fmf,MismatchMatchMismatch,poss,Ruth warned the son that Tracy cures,his,3.73468279838562
TwoEmbedding,warned,cures,970,970_FFM_his,ffm,MismatchMismatchMatch,poss,Ruth warned the woman that David cures,his,4.320502281188965
TwoEmbedding,warned,cures,970,970_FFF_his,fff,MismatchMismatchMismatch,poss,Ruth warned the woman that Tracy cures,his,5.088840961456299
TwoEmbedding,informed,will upset,971,971_MMM_him,mmm,MatchMatchMatch,obj,Adam informed Michael that Noah will upset,him,4.809319972991943
TwoEmbedding,informed,will upset,971,971_MMF_him,mmf,MatchMatchMismatch,obj,Adam informed Michael that Amanda will upset,him,3.3692922592163086
TwoEmbedding,informed,will upset,971,971_MFM_him,mfm,MatchMismatchMatch,obj,Adam informed Marie that Noah will upset,him,8.611059188842773
TwoEmbedding,informed,will upset,971,971_MFF_him,mff,MatchMismatchMismatch,obj,Adam informed Marie that Amanda will upset,him,6.134257793426514
TwoEmbedding,informed,will upset,971,971_FMM_him,fmm,MismatchMatchMatch,obj,Kirsten informed Michael that Noah will upset,him,3.075960874557495
TwoEmbedding,informed,will upset,971,971_FMF_him,fmf,MismatchMatchMismatch,obj,Kirsten informed Michael that Amanda will upset,him,3.5554847717285156
TwoEmbedding,informed,will upset,971,971_FFM_him,ffm,MismatchMismatchMatch,obj,Kirsten informed Marie that Noah will upset,him,8.189488410949707
TwoEmbedding,informed,will upset,971,971_FFF_him,fff,MismatchMismatchMismatch,obj,Kirsten informed Marie that Amanda will upset,him,9.002434730529785
TwoEmbedding,informed,will upset,971,971_MMM_his,mmm,MatchMatchMatch,poss,Adam informed Michael that Noah will upset,his,3.6433515548706055
TwoEmbedding,informed,will upset,971,971_MMF_his,mmf,MatchMatchMismatch,poss,Adam informed Michael that Amanda will upset,his,4.222313404083252
TwoEmbedding,informed,will upset,971,971_MFM_his,mfm,MatchMismatchMatch,poss,Adam informed Marie that Noah will upset,his,4.275471210479736
TwoEmbedding,informed,will upset,971,971_MFF_his,mff,MatchMismatchMismatch,poss,Adam informed Marie that Amanda will upset,his,4.502378463745117
TwoEmbedding,informed,will upset,971,971_FMM_his,fmm,MismatchMatchMatch,poss,Kirsten informed Michael that Noah will upset,his,3.4506914615631104
TwoEmbedding,informed,will upset,971,971_FMF_his,fmf,MismatchMatchMismatch,poss,Kirsten informed Michael that Amanda will upset,his,5.115097999572754
TwoEmbedding,informed,will upset,971,971_FFM_his,ffm,MismatchMismatchMatch,poss,Kirsten informed Marie that Noah will upset,his,5.302712440490723
TwoEmbedding,informed,will upset,971,971_FFF_his,fff,MismatchMismatchMismatch,poss,Kirsten informed Marie that Amanda will upset,his,8.371006965637207
TwoEmbedding,informed,isn't scanning,972,972_MMM_him,mmm,MatchMatchMatch,obj,The boyfriend informed Jason that Carlos isn't scanning,him,12.002482414245605
TwoEmbedding,informed,isn't scanning,972,972_MMF_him,mmf,MatchMatchMismatch,obj,The boyfriend informed Jason that Holly isn't scanning,him,9.456056594848633
TwoEmbedding,informed,isn't scanning,972,972_MFM_him,mfm,MatchMismatchMatch,obj,The boyfriend informed Melissa that Carlos isn't scanning,him,13.517895698547363
TwoEmbedding,informed,isn't scanning,972,972_MFF_him,mff,MatchMismatchMismatch,obj,The boyfriend informed Melissa that Holly isn't scanning,him,12.338635444641113
TwoEmbedding,informed,isn't scanning,972,972_FMM_him,fmm,MismatchMatchMatch,obj,This granddaughter informed Jason that Carlos isn't scanning,him,11.32280445098877
TwoEmbedding,informed,isn't scanning,972,972_FMF_him,fmf,MismatchMatchMismatch,obj,This granddaughter informed Jason that Holly isn't scanning,him,9.428485870361328
TwoEmbedding,informed,isn't scanning,972,972_FFM_him,ffm,MismatchMismatchMatch,obj,This granddaughter informed Melissa that Carlos isn't scanning,him,12.67026424407959
TwoEmbedding,informed,isn't scanning,972,972_FFF_him,fff,MismatchMismatchMismatch,obj,This granddaughter informed Melissa that Holly isn't scanning,him,12.969366073608398
TwoEmbedding,informed,isn't scanning,972,972_MMM_his,mmm,MatchMatchMatch,poss,The boyfriend informed Jason that Carlos isn't scanning,his,1.4346057176589966
TwoEmbedding,informed,isn't scanning,972,972_MMF_his,mmf,MatchMatchMismatch,poss,The boyfriend informed Jason that Holly isn't scanning,his,4.461921215057373
TwoEmbedding,informed,isn't scanning,972,972_MFM_his,mfm,MatchMismatchMatch,poss,The boyfriend informed Melissa that Carlos isn't scanning,his,1.3856786489486694
TwoEmbedding,informed,isn't scanning,972,972_MFF_his,mff,MatchMismatchMismatch,poss,The boyfriend informed Melissa that Holly isn't scanning,his,7.330225467681885
TwoEmbedding,informed,isn't scanning,972,972_FMM_his,fmm,MismatchMatchMatch,poss,This granddaughter informed Jason that Carlos isn't scanning,his,2.4410953521728516
TwoEmbedding,informed,isn't scanning,972,972_FMF_his,fmf,MismatchMatchMismatch,poss,This granddaughter informed Jason that Holly isn't scanning,his,5.422534465789795
TwoEmbedding,informed,isn't scanning,972,972_FFM_his,ffm,MismatchMismatchMatch,poss,This granddaughter informed Melissa that Carlos isn't scanning,his,2.6512811183929443
TwoEmbedding,informed,isn't scanning,972,972_FFF_his,fff,MismatchMismatchMismatch,poss,This granddaughter informed Melissa that Holly isn't scanning,his,8.931435585021973
TwoEmbedding,alerts,approached,973,973_MMM_him,mmm,MatchMatchMatch,obj,Walter alerts Carlos that Travis approached,him,1.6430964469909668
TwoEmbedding,alerts,approached,973,973_MMF_him,mmf,MatchMatchMismatch,obj,Walter alerts Carlos that Natalie approached,him,1.3115721940994263
TwoEmbedding,alerts,approached,973,973_MFM_him,mfm,MatchMismatchMatch,obj,Walter alerts Debra that Travis approached,him,2.0527448654174805
TwoEmbedding,alerts,approached,973,973_MFF_him,mff,MatchMismatchMismatch,obj,Walter alerts Debra that Natalie approached,him,1.529862880706787
TwoEmbedding,alerts,approached,973,973_FMM_him,fmm,MismatchMatchMatch,obj,Gina alerts Carlos that Travis approached,him,5.0871500968933105
TwoEmbedding,alerts,approached,973,973_FMF_him,fmf,MismatchMatchMismatch,obj,Gina alerts Carlos that Natalie approached,him,3.7876436710357666
TwoEmbedding,alerts,approached,973,973_FFM_him,ffm,MismatchMismatchMatch,obj,Gina alerts Debra that Travis approached,him,7.724087715148926
TwoEmbedding,alerts,approached,973,973_FFF_him,fff,MismatchMismatchMismatch,obj,Gina alerts Debra that Natalie approached,him,9.275464057922363
TwoEmbedding,alerts,approached,973,973_MMM_his,mmm,MatchMatchMatch,poss,Walter alerts Carlos that Travis approached,his,3.3224687576293945
TwoEmbedding,alerts,approached,973,973_MMF_his,mmf,MatchMatchMismatch,poss,Walter alerts Carlos that Natalie approached,his,4.778445720672607
TwoEmbedding,alerts,approached,973,973_MFM_his,mfm,MatchMismatchMatch,poss,Walter alerts Debra that Travis approached,his,3.8020317554473877
TwoEmbedding,alerts,approached,973,973_MFF_his,mff,MatchMismatchMismatch,poss,Walter alerts Debra that Natalie approached,his,6.379582405090332
TwoEmbedding,alerts,approached,973,973_FMM_his,fmm,MismatchMatchMatch,poss,Gina alerts Carlos that Travis approached,his,4.860414505004883
TwoEmbedding,alerts,approached,973,973_FMF_his,fmf,MismatchMatchMismatch,poss,Gina alerts Carlos that Natalie approached,his,7.05161190032959
TwoEmbedding,alerts,approached,973,973_FFM_his,ffm,MismatchMismatchMatch,poss,Gina alerts Debra that Travis approached,his,5.549598693847656
TwoEmbedding,alerts,approached,973,973_FFF_his,fff,MismatchMismatchMismatch,poss,Gina alerts Debra that Natalie approached,his,11.955785751342773
TwoEmbedding,showed,hadn't respected,974,974_MMM_him,mmm,MatchMatchMatch,obj,Aaron showed Steven that Kevin hadn't respected,him,1.9687812328338623
TwoEmbedding,showed,hadn't respected,974,974_MMF_him,mmf,MatchMatchMismatch,obj,Aaron showed Steven that Heidi hadn't respected,him,1.563357949256897
TwoEmbedding,showed,hadn't respected,974,974_MFM_him,mfm,MatchMismatchMatch,obj,Aaron showed Laurie that Kevin hadn't respected,him,3.1846611499786377
TwoEmbedding,showed,hadn't respected,974,974_MFF_him,mff,MatchMismatchMismatch,obj,Aaron showed Laurie that Heidi hadn't respected,him,2.1591947078704834
TwoEmbedding,showed,hadn't respected,974,974_FMM_him,fmm,MismatchMatchMatch,obj,Susan showed Steven that Kevin hadn't respected,him,3.5760498046875
TwoEmbedding,showed,hadn't respected,974,974_FMF_him,fmf,MismatchMatchMismatch,obj,Susan showed Steven that Heidi hadn't respected,him,2.0768039226531982
TwoEmbedding,showed,hadn't respected,974,974_FFM_him,ffm,MismatchMismatchMatch,obj,Susan showed Laurie that Kevin hadn't respected,him,7.397953987121582
TwoEmbedding,showed,hadn't respected,974,974_FFF_him,fff,MismatchMismatchMismatch,obj,Susan showed Laurie that Heidi hadn't respected,him,6.210948944091797
TwoEmbedding,showed,hadn't respected,974,974_MMM_his,mmm,MatchMatchMatch,poss,Aaron showed Steven that Kevin hadn't respected,his,1.3918559551239014
TwoEmbedding,showed,hadn't respected,974,974_MMF_his,mmf,MatchMatchMismatch,poss,Aaron showed Steven that Heidi hadn't respected,his,1.1827844381332397
TwoEmbedding,showed,hadn't respected,974,974_MFM_his,mfm,MatchMismatchMatch,poss,Aaron showed Laurie that Kevin hadn't respected,his,2.2716779708862305
TwoEmbedding,showed,hadn't respected,974,974_MFF_his,mff,MatchMismatchMismatch,poss,Aaron showed Laurie that Heidi hadn't respected,his,1.335669755935669
TwoEmbedding,showed,hadn't respected,974,974_FMM_his,fmm,MismatchMatchMatch,poss,Susan showed Steven that Kevin hadn't respected,his,2.57297420501709
TwoEmbedding,showed,hadn't respected,974,974_FMF_his,fmf,MismatchMatchMismatch,poss,Susan showed Steven that Heidi hadn't respected,his,1.3992905616760254
TwoEmbedding,showed,hadn't respected,974,974_FFM_his,ffm,MismatchMismatchMatch,poss,Susan showed Laurie that Kevin hadn't respected,his,3.635544776916504
TwoEmbedding,showed,hadn't respected,974,974_FFF_his,fff,MismatchMismatchMismatch,poss,Susan showed Laurie that Heidi hadn't respected,his,5.355395793914795
TwoEmbedding,showed,wouldn't lead,975,975_MMM_him,mmm,MatchMatchMatch,obj,Steve showed Marcus that that son wouldn't lead,him,2.337301015853882
TwoEmbedding,showed,wouldn't lead,975,975_MMF_him,mmf,MatchMatchMismatch,obj,Steve showed Marcus that Karen wouldn't lead,him,1.2963125705718994
TwoEmbedding,showed,wouldn't lead,975,975_MFM_him,mfm,MatchMismatchMatch,obj,Steve showed this daughter that that son wouldn't lead,him,3.1021533012390137
TwoEmbedding,showed,wouldn't lead,975,975_MFF_him,mff,MatchMismatchMismatch,obj,Steve showed this daughter that Karen wouldn't lead,him,1.3503299951553345
TwoEmbedding,showed,wouldn't lead,975,975_FMM_him,fmm,MismatchMatchMatch,obj,Jacqueline showed Marcus that that son wouldn't lead,him,3.154224157333374
TwoEmbedding,showed,wouldn't lead,975,975_FMF_him,fmf,MismatchMatchMismatch,obj,Jacqueline showed Marcus that Karen wouldn't lead,him,1.879091739654541
TwoEmbedding,showed,wouldn't lead,975,975_FFM_him,ffm,MismatchMismatchMatch,obj,Jacqueline showed this daughter that that son wouldn't lead,him,6.152957916259766
TwoEmbedding,showed,wouldn't lead,975,975_FFF_him,fff,MismatchMismatchMismatch,obj,Jacqueline showed this daughter that Karen wouldn't lead,him,7.02018928527832
TwoEmbedding,showed,wouldn't lead,975,975_MMM_his,mmm,MatchMatchMatch,poss,Steve showed Marcus that that son wouldn't lead,his,4.959443092346191
TwoEmbedding,showed,wouldn't lead,975,975_MMF_his,mmf,MatchMatchMismatch,poss,Steve showed Marcus that Karen wouldn't lead,his,9.024407386779785
TwoEmbedding,showed,wouldn't lead,975,975_MFM_his,mfm,MatchMismatchMatch,poss,Steve showed this daughter that that son wouldn't lead,his,5.329776763916016
TwoEmbedding,showed,wouldn't lead,975,975_MFF_his,mff,MatchMismatchMismatch,poss,Steve showed this daughter that Karen wouldn't lead,his,7.515267372131348
TwoEmbedding,showed,wouldn't lead,975,975_FMM_his,fmm,MismatchMatchMatch,poss,Jacqueline showed Marcus that that son wouldn't lead,his,5.1507439613342285
TwoEmbedding,showed,wouldn't lead,975,975_FMF_his,fmf,MismatchMatchMismatch,poss,Jacqueline showed Marcus that Karen wouldn't lead,his,8.445679664611816
TwoEmbedding,showed,wouldn't lead,975,975_FFM_his,ffm,MismatchMismatchMatch,poss,Jacqueline showed this daughter that that son wouldn't lead,his,6.354803562164307
TwoEmbedding,showed,wouldn't lead,975,975_FFF_his,fff,MismatchMismatchMismatch,poss,Jacqueline showed this daughter that Karen wouldn't lead,his,10.889681816101074
TwoEmbedding,advises,talks to,976,976_MMM_him,mmm,MatchMatchMatch,obj,David advises the nephew that Bruce talks to,him,3.1433560848236084
TwoEmbedding,advises,talks to,976,976_MMF_him,mmf,MatchMatchMismatch,obj,David advises the nephew that Heather talks to,him,2.8180079460144043
TwoEmbedding,advises,talks to,976,976_MFM_him,mfm,MatchMismatchMatch,obj,David advises Gina that Bruce talks to,him,4.565174102783203
TwoEmbedding,advises,talks to,976,976_MFF_him,mff,MatchMismatchMismatch,obj,David advises Gina that Heather talks to,him,4.058710098266602
TwoEmbedding,advises,talks to,976,976_FMM_him,fmm,MismatchMatchMatch,obj,Marie advises the nephew that Bruce talks to,him,3.3771255016326904
TwoEmbedding,advises,talks to,976,976_FMF_him,fmf,MismatchMatchMismatch,obj,Marie advises the nephew that Heather talks to,him,3.4140443801879883
TwoEmbedding,advises,talks to,976,976_FFM_him,ffm,MismatchMismatchMatch,obj,Marie advises Gina that Bruce talks to,him,6.200099945068359
TwoEmbedding,advises,talks to,976,976_FFF_him,fff,MismatchMismatchMismatch,obj,Marie advises Gina that Heather talks to,him,7.829203128814697
TwoEmbedding,advises,talks to,976,976_MMM_his,mmm,MatchMatchMatch,poss,David advises the nephew that Bruce talks to,his,3.2310259342193604
TwoEmbedding,advises,talks to,976,976_MMF_his,mmf,MatchMatchMismatch,poss,David advises the nephew that Heather talks to,his,6.536413669586182
TwoEmbedding,advises,talks to,976,976_MFM_his,mfm,MatchMismatchMatch,poss,David advises Gina that Bruce talks to,his,3.0384390354156494
TwoEmbedding,advises,talks to,976,976_MFF_his,mff,MatchMismatchMismatch,poss,David advises Gina that Heather talks to,his,7.576870441436768
TwoEmbedding,advises,talks to,976,976_FMM_his,fmm,MismatchMatchMatch,poss,Marie advises the nephew that Bruce talks to,his,3.354145050048828
TwoEmbedding,advises,talks to,976,976_FMF_his,fmf,MismatchMatchMismatch,poss,Marie advises the nephew that Heather talks to,his,6.813608169555664
TwoEmbedding,advises,talks to,976,976_FFM_his,ffm,MismatchMismatchMatch,poss,Marie advises Gina that Bruce talks to,his,3.0057191848754883
TwoEmbedding,advises,talks to,976,976_FFF_his,fff,MismatchMismatchMismatch,poss,Marie advises Gina that Heather talks to,his,10.250192642211914
TwoEmbedding,alerts,watched,977,977_MMM_him,mmm,MatchMatchMatch,obj,Scott alerts Wayne that Omar watched,him,3.309223175048828
TwoEmbedding,alerts,watched,977,977_MMF_him,mmf,MatchMatchMismatch,obj,Scott alerts Wayne that Nicole watched,him,2.3127601146698
TwoEmbedding,alerts,watched,977,977_MFM_him,mfm,MatchMismatchMatch,obj,Scott alerts Wendy that Omar watched,him,3.7099456787109375
TwoEmbedding,alerts,watched,977,977_MFF_him,mff,MatchMismatchMismatch,obj,Scott alerts Wendy that Nicole watched,him,3.2027788162231445
TwoEmbedding,alerts,watched,977,977_FMM_him,fmm,MismatchMatchMatch,obj,That lady alerts Wayne that Omar watched,him,3.915217399597168
TwoEmbedding,alerts,watched,977,977_FMF_him,fmf,MismatchMatchMismatch,obj,That lady alerts Wayne that Nicole watched,him,3.7324116230010986
TwoEmbedding,alerts,watched,977,977_FFM_him,ffm,MismatchMismatchMatch,obj,That lady alerts Wendy that Omar watched,him,5.511429309844971
TwoEmbedding,alerts,watched,977,977_FFF_him,fff,MismatchMismatchMismatch,obj,That lady alerts Wendy that Nicole watched,him,7.698716163635254
TwoEmbedding,alerts,watched,977,977_MMM_his,mmm,MatchMatchMatch,poss,Scott alerts Wayne that Omar watched,his,3.8283376693725586
TwoEmbedding,alerts,watched,977,977_MMF_his,mmf,MatchMatchMismatch,poss,Scott alerts Wayne that Nicole watched,his,4.229935646057129
TwoEmbedding,alerts,watched,977,977_MFM_his,mfm,MatchMismatchMatch,poss,Scott alerts Wendy that Omar watched,his,4.422421932220459
TwoEmbedding,alerts,watched,977,977_MFF_his,mff,MatchMismatchMismatch,poss,Scott alerts Wendy that Nicole watched,his,5.3376617431640625
TwoEmbedding,alerts,watched,977,977_FMM_his,fmm,MismatchMatchMatch,poss,That lady alerts Wayne that Omar watched,his,4.275828838348389
TwoEmbedding,alerts,watched,977,977_FMF_his,fmf,MismatchMatchMismatch,poss,That lady alerts Wayne that Nicole watched,his,4.530302047729492
TwoEmbedding,alerts,watched,977,977_FFM_his,ffm,MismatchMismatchMatch,poss,That lady alerts Wendy that Omar watched,his,4.729711532592773
TwoEmbedding,alerts,watched,977,977_FFF_his,fff,MismatchMismatchMismatch,poss,That lady alerts Wendy that Nicole watched,his,9.019189834594727
TwoEmbedding,advised,hasn't referenced,978,978_MMM_him,mmm,MatchMatchMatch,obj,Andrew advised that grandson that Dennis hasn't referenced,him,3.8531453609466553
TwoEmbedding,advised,hasn't referenced,978,978_MMF_him,mmf,MatchMatchMismatch,obj,Andrew advised that grandson that Alice hasn't referenced,him,2.6504592895507812
TwoEmbedding,advised,hasn't referenced,978,978_MFM_him,mfm,MatchMismatchMatch,obj,Andrew advised Heather that Dennis hasn't referenced,him,6.764896869659424
TwoEmbedding,advised,hasn't referenced,978,978_MFF_him,mff,MatchMismatchMismatch,obj,Andrew advised Heather that Alice hasn't referenced,him,4.376800537109375
TwoEmbedding,advised,hasn't referenced,978,978_FMM_him,fmm,MismatchMatchMatch,obj,Tara advised that grandson that Dennis hasn't referenced,him,4.76542329788208
TwoEmbedding,advised,hasn't referenced,978,978_FMF_him,fmf,MismatchMatchMismatch,obj,Tara advised that grandson that Alice hasn't referenced,him,3.2480309009552
TwoEmbedding,advised,hasn't referenced,978,978_FFM_him,ffm,MismatchMismatchMatch,obj,Tara advised Heather that Dennis hasn't referenced,him,10.115262985229492
TwoEmbedding,advised,hasn't referenced,978,978_FFF_him,fff,MismatchMismatchMismatch,obj,Tara advised Heather that Alice hasn't referenced,him,7.403963088989258
TwoEmbedding,advised,hasn't referenced,978,978_MMM_his,mmm,MatchMatchMatch,poss,Andrew advised that grandson that Dennis hasn't referenced,his,3.7455317974090576
TwoEmbedding,advised,hasn't referenced,978,978_MMF_his,mmf,MatchMatchMismatch,poss,Andrew advised that grandson that Alice hasn't referenced,his,4.894372940063477
TwoEmbedding,advised,hasn't referenced,978,978_MFM_his,mfm,MatchMismatchMatch,poss,Andrew advised Heather that Dennis hasn't referenced,his,4.25141716003418
TwoEmbedding,advised,hasn't referenced,978,978_MFF_his,mff,MatchMismatchMismatch,poss,Andrew advised Heather that Alice hasn't referenced,his,8.434005737304688
TwoEmbedding,advised,hasn't referenced,978,978_FMM_his,fmm,MismatchMatchMatch,poss,Tara advised that grandson that Dennis hasn't referenced,his,3.8976616859436035
TwoEmbedding,advised,hasn't referenced,978,978_FMF_his,fmf,MismatchMatchMismatch,poss,Tara advised that grandson that Alice hasn't referenced,his,4.778986930847168
TwoEmbedding,advised,hasn't referenced,978,978_FFM_his,ffm,MismatchMismatchMatch,poss,Tara advised Heather that Dennis hasn't referenced,his,3.328937530517578
TwoEmbedding,advised,hasn't referenced,978,978_FFF_his,fff,MismatchMismatchMismatch,poss,Tara advised Heather that Alice hasn't referenced,his,10.147648811340332
TwoEmbedding,warns,taught,979,979_MMM_him,mmm,MatchMatchMatch,obj,Eric warns Gary that Michael taught,him,1.195594072341919
TwoEmbedding,warns,taught,979,979_MMF_him,mmf,MatchMatchMismatch,obj,Eric warns Gary that Anne taught,him,0.8486396074295044
TwoEmbedding,warns,taught,979,979_MFM_him,mfm,MatchMismatchMatch,obj,Eric warns Barbara that Michael taught,him,3.756014823913574
TwoEmbedding,warns,taught,979,979_MFF_him,mff,MatchMismatchMismatch,obj,Eric warns Barbara that Anne taught,him,1.468526005744934
TwoEmbedding,warns,taught,979,979_FMM_him,fmm,MismatchMatchMatch,obj,Ann warns Gary that Michael taught,him,3.6804604530334473
TwoEmbedding,warns,taught,979,979_FMF_him,fmf,MismatchMatchMismatch,obj,Ann warns Gary that Anne taught,him,3.702690601348877
TwoEmbedding,warns,taught,979,979_FFM_him,ffm,MismatchMismatchMatch,obj,Ann warns Barbara that Michael taught,him,7.714884281158447
TwoEmbedding,warns,taught,979,979_FFF_him,fff,MismatchMismatchMismatch,obj,Ann warns Barbara that Anne taught,him,7.310476779937744
TwoEmbedding,warns,taught,979,979_MMM_his,mmm,MatchMatchMatch,poss,Eric warns Gary that Michael taught,his,3.8693809509277344
TwoEmbedding,warns,taught,979,979_MMF_his,mmf,MatchMatchMismatch,poss,Eric warns Gary that Anne taught,his,6.282013893127441
TwoEmbedding,warns,taught,979,979_MFM_his,mfm,MatchMismatchMatch,poss,Eric warns Barbara that Michael taught,his,4.127294540405273
TwoEmbedding,warns,taught,979,979_MFF_his,mff,MatchMismatchMismatch,poss,Eric warns Barbara that Anne taught,his,6.344876766204834
TwoEmbedding,warns,taught,979,979_FMM_his,fmm,MismatchMatchMatch,poss,Ann warns Gary that Michael taught,his,3.695615530014038
TwoEmbedding,warns,taught,979,979_FMF_his,fmf,MismatchMatchMismatch,poss,Ann warns Gary that Anne taught,his,7.3432793617248535
TwoEmbedding,warns,taught,979,979_FFM_his,ffm,MismatchMismatchMatch,poss,Ann warns Barbara that Michael taught,his,3.1706924438476562
TwoEmbedding,warns,taught,979,979_FFF_his,fff,MismatchMismatchMismatch,poss,Ann warns Barbara that Anne taught,his,10.052347183227539
TwoEmbedding,informs,won't shock,980,980_MMM_him,mmm,MatchMatchMatch,obj,Samuel informs Steve that Russell won't shock,him,1.6810932159423828
TwoEmbedding,informs,won't shock,980,980_MMF_him,mmf,MatchMatchMismatch,obj,Samuel informs Steve that Suzanne won't shock,him,1.5637742280960083
TwoEmbedding,informs,won't shock,980,980_MFM_him,mfm,MatchMismatchMatch,obj,Samuel informs Sally that Russell won't shock,him,6.023221969604492
TwoEmbedding,informs,won't shock,980,980_MFF_him,mff,MatchMismatchMismatch,obj,Samuel informs Sally that Suzanne won't shock,him,5.9994215965271
TwoEmbedding,informs,won't shock,980,980_FMM_him,fmm,MismatchMatchMatch,obj,Carmen informs Steve that Russell won't shock,him,2.0353574752807617
