exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,/data/EleutherAI/gpt-neo-125M_surp
OneEmbedding,demonstrated,is hiding,910,910_MM_his,mm,MatchMatch,poss,Mitchell demonstrated that Mitchell is hiding,his,3.2612650394439697
OneEmbedding,demonstrated,is hiding,910,910_MF_his,mf,MatchMismatch,poss,Mitchell demonstrated that Nancy is hiding,his,8.659540176391602
OneEmbedding,demonstrated,is hiding,910,910_FM_his,fm,MismatchMatch,poss,Andrea demonstrated that Mitchell is hiding,his,3.302577257156372
OneEmbedding,demonstrated,is hiding,910,910_FF_his,ff,MismatchMismatch,poss,Andrea demonstrated that Nancy is hiding,his,7.3661627769470215
OneEmbedding,was loving,hadn't fled from,911,911_MM_him,mm,MatchMatch,obj,Joseph was loving that Daniel hadn't fled from,him,3.3662514686584473
OneEmbedding,was loving,hadn't fled from,911,911_MF_him,mf,MatchMismatch,obj,Joseph was loving that Lori hadn't fled from,him,3.2745559215545654
OneEmbedding,was loving,hadn't fled from,911,911_FM_him,fm,MismatchMatch,obj,This dancer was loving that Daniel hadn't fled from,him,3.3268074989318848
OneEmbedding,was loving,hadn't fled from,911,911_FF_him,ff,MismatchMismatch,obj,This dancer was loving that Lori hadn't fled from,him,3.7754387855529785
OneEmbedding,was loving,hadn't fled from,911,911_MM_his,mm,MatchMatch,poss,Joseph was loving that Daniel hadn't fled from,his,3.243208169937134
OneEmbedding,was loving,hadn't fled from,911,911_MF_his,mf,MatchMismatch,poss,Joseph was loving that Lori hadn't fled from,his,6.38148832321167
OneEmbedding,was loving,hadn't fled from,911,911_FM_his,fm,MismatchMatch,poss,This dancer was loving that Daniel hadn't fled from,his,3.3045413494110107
OneEmbedding,was loving,hadn't fled from,911,911_FF_his,ff,MismatchMismatch,poss,This dancer was loving that Lori hadn't fled from,his,6.5883917808532715
OneEmbedding,was confessing,was impressing,912,912_MM_him,mm,MatchMatch,obj,John was confessing that Liam was impressing,him,2.8657777309417725
OneEmbedding,was confessing,was impressing,912,912_MF_him,mf,MatchMismatch,obj,John was confessing that Christina was impressing,him,1.1717195510864258
OneEmbedding,was confessing,was impressing,912,912_FM_him,fm,MismatchMatch,obj,Melissa was confessing that Liam was impressing,him,3.6349551677703857
OneEmbedding,was confessing,was impressing,912,912_FF_him,ff,MismatchMismatch,obj,Melissa was confessing that Christina was impressing,him,3.197467088699341
OneEmbedding,was confessing,was impressing,912,912_MM_his,mm,MatchMatch,poss,John was confessing that Liam was impressing,his,4.926806926727295
OneEmbedding,was confessing,was impressing,912,912_MF_his,mf,MatchMismatch,poss,John was confessing that Christina was impressing,his,7.052554607391357
OneEmbedding,was confessing,was impressing,912,912_FM_his,fm,MismatchMatch,poss,Melissa was confessing that Liam was impressing,his,5.471718788146973
OneEmbedding,was confessing,was impressing,912,912_FF_his,ff,MismatchMismatch,poss,Melissa was confessing that Christina was impressing,his,9.062150001525879
OneEmbedding,has prayed,isn't examining,913,913_MM_him,mm,MatchMatch,obj,Thomas has prayed that Dan isn't examining,him,3.9628612995147705
OneEmbedding,has prayed,isn't examining,913,913_MF_him,mf,MatchMismatch,obj,Thomas has prayed that Jennifer isn't examining,him,4.829591274261475
OneEmbedding,has prayed,isn't examining,913,913_FM_him,fm,MismatchMatch,obj,Rachel has prayed that Dan isn't examining,him,3.3419687747955322
OneEmbedding,has prayed,isn't examining,913,913_FF_him,ff,MismatchMismatch,obj,Rachel has prayed that Jennifer isn't examining,him,2.8994338512420654
OneEmbedding,has prayed,isn't examining,913,913_MM_his,mm,MatchMatch,poss,Thomas has prayed that Dan isn't examining,his,2.9043128490448
OneEmbedding,has prayed,isn't examining,913,913_MF_his,mf,MatchMismatch,poss,Thomas has prayed that Jennifer isn't examining,his,7.3529510498046875
OneEmbedding,has prayed,isn't examining,913,913_FM_his,fm,MismatchMatch,poss,Rachel has prayed that Dan isn't examining,his,3.0992066860198975
OneEmbedding,has prayed,isn't examining,913,913_FF_his,ff,MismatchMismatch,poss,Rachel has prayed that Jennifer isn't examining,his,5.265604496002197
OneEmbedding,couldn't demonstrate,isn't returning to,914,914_MM_him,mm,MatchMatch,obj,Christopher couldn't demonstrate that David isn't returning to,him,7.046677589416504
OneEmbedding,couldn't demonstrate,isn't returning to,914,914_MF_him,mf,MatchMismatch,obj,Christopher couldn't demonstrate that Renee isn't returning to,him,6.717421531677246
OneEmbedding,couldn't demonstrate,isn't returning to,914,914_FM_him,fm,MismatchMatch,obj,Allison couldn't demonstrate that David isn't returning to,him,6.6899638175964355
OneEmbedding,couldn't demonstrate,isn't returning to,914,914_FF_him,ff,MismatchMismatch,obj,Allison couldn't demonstrate that Renee isn't returning to,him,6.553314685821533
OneEmbedding,couldn't demonstrate,isn't returning to,914,914_MM_his,mm,MatchMatch,poss,Christopher couldn't demonstrate that David isn't returning to,his,2.9502882957458496
OneEmbedding,couldn't demonstrate,isn't returning to,914,914_MF_his,mf,MatchMismatch,poss,Christopher couldn't demonstrate that Renee isn't returning to,his,4.054391860961914
OneEmbedding,couldn't demonstrate,isn't returning to,914,914_FM_his,fm,MismatchMatch,poss,Allison couldn't demonstrate that David isn't returning to,his,2.5805351734161377
OneEmbedding,couldn't demonstrate,isn't returning to,914,914_FF_his,ff,MismatchMismatch,poss,Allison couldn't demonstrate that Renee isn't returning to,his,4.70997953414917
OneEmbedding,will deny,can care for,915,915_MM_him,mm,MatchMatch,obj,Gregory will deny that Raymond can care for,him,4.846161365509033
OneEmbedding,will deny,can care for,915,915_MF_him,mf,MatchMismatch,obj,Gregory will deny that Tamara can care for,him,5.310948371887207
OneEmbedding,will deny,can care for,915,915_FM_him,fm,MismatchMatch,obj,Sonia will deny that Raymond can care for,him,4.0485920906066895
OneEmbedding,will deny,can care for,915,915_FF_him,ff,MismatchMismatch,obj,Sonia will deny that Tamara can care for,him,4.076896667480469
OneEmbedding,will deny,can care for,915,915_MM_his,mm,MatchMatch,poss,Gregory will deny that Raymond can care for,his,1.7391639947891235
OneEmbedding,will deny,can care for,915,915_MF_his,mf,MatchMismatch,poss,Gregory will deny that Tamara can care for,his,5.412960529327393
OneEmbedding,will deny,can care for,915,915_FM_his,fm,MismatchMatch,poss,Sonia will deny that Raymond can care for,his,2.106015920639038
OneEmbedding,will deny,can care for,915,915_FF_his,ff,MismatchMismatch,poss,Sonia will deny that Tamara can care for,his,4.736061096191406
OneEmbedding,hasn't concealed,likes,916,916_MM_him,mm,MatchMatch,obj,Robert hasn't concealed that the father likes,him,4.604690074920654
OneEmbedding,hasn't concealed,likes,916,916_MF_him,mf,MatchMismatch,obj,Robert hasn't concealed that Elaine likes,him,2.3280580043792725
OneEmbedding,hasn't concealed,likes,916,916_FM_him,fm,MismatchMatch,obj,Sara hasn't concealed that the father likes,him,5.400555610656738
OneEmbedding,hasn't concealed,likes,916,916_FF_him,ff,MismatchMismatch,obj,Sara hasn't concealed that Elaine likes,him,3.4377236366271973
OneEmbedding,hasn't concealed,likes,916,916_MM_his,mm,MatchMatch,poss,Robert hasn't concealed that the father likes,his,3.8552842140197754
OneEmbedding,hasn't concealed,likes,916,916_MF_his,mf,MatchMismatch,poss,Robert hasn't concealed that Elaine likes,his,6.5408782958984375
OneEmbedding,hasn't concealed,likes,916,916_FM_his,fm,MismatchMatch,poss,Sara hasn't concealed that the father likes,his,4.228404521942139
OneEmbedding,hasn't concealed,likes,916,916_FF_his,ff,MismatchMismatch,poss,Sara hasn't concealed that Elaine likes,his,6.975601673126221
OneEmbedding,said,questioned,917,917_MM_him,mm,MatchMatch,obj,Keith said that Gary questioned,him,3.515662431716919
OneEmbedding,said,questioned,917,917_MF_him,mf,MatchMismatch,obj,Keith said that this lady questioned,him,2.479260206222534
OneEmbedding,said,questioned,917,917_FM_him,fm,MismatchMatch,obj,Ruth said that Gary questioned,him,3.8789689540863037
OneEmbedding,said,questioned,917,917_FF_him,ff,MismatchMismatch,obj,Ruth said that this lady questioned,him,2.814619302749634
OneEmbedding,said,questioned,917,917_MM_his,mm,MatchMatch,poss,Keith said that Gary questioned,his,3.2662317752838135
OneEmbedding,said,questioned,917,917_MF_his,mf,MatchMismatch,poss,Keith said that this lady questioned,his,4.939191818237305
OneEmbedding,said,questioned,917,917_FM_his,fm,MismatchMatch,poss,Ruth said that Gary questioned,his,3.066688060760498
OneEmbedding,said,questioned,917,917_FF_his,ff,MismatchMismatch,poss,Ruth said that this lady questioned,his,4.94662618637085
OneEmbedding,wasn't confessing,isn't noticing,918,918_MM_him,mm,MatchMatch,obj,Thomas wasn't confessing that this ex-boyfriend isn't noticing,him,4.085343360900879
OneEmbedding,wasn't confessing,isn't noticing,918,918_MF_him,mf,MatchMismatch,obj,Thomas wasn't confessing that Beth isn't noticing,him,4.765650749206543
OneEmbedding,wasn't confessing,isn't noticing,918,918_FM_him,fm,MismatchMatch,obj,Naomi wasn't confessing that this ex-boyfriend isn't noticing,him,4.21765661239624
OneEmbedding,wasn't confessing,isn't noticing,918,918_FF_him,ff,MismatchMismatch,obj,Naomi wasn't confessing that Beth isn't noticing,him,4.650470733642578
OneEmbedding,wasn't confessing,isn't noticing,918,918_MM_his,mm,MatchMatch,poss,Thomas wasn't confessing that this ex-boyfriend isn't noticing,his,3.982311964035034
OneEmbedding,wasn't confessing,isn't noticing,918,918_MF_his,mf,MatchMismatch,poss,Thomas wasn't confessing that Beth isn't noticing,his,6.828701019287109
OneEmbedding,wasn't confessing,isn't noticing,918,918_FM_his,fm,MismatchMatch,poss,Naomi wasn't confessing that this ex-boyfriend isn't noticing,his,3.7526988983154297
OneEmbedding,wasn't confessing,isn't noticing,918,918_FF_his,ff,MismatchMismatch,poss,Naomi wasn't confessing that Beth isn't noticing,his,7.039573669433594
OneEmbedding,insisted,was criticizing,919,919_MM_him,mm,MatchMatch,obj,Eric insisted that Ronald was criticizing,him,3.154177188873291
OneEmbedding,insisted,was criticizing,919,919_MF_him,mf,MatchMismatch,obj,Eric insisted that Florence was criticizing,him,1.7644561529159546
OneEmbedding,insisted,was criticizing,919,919_FM_him,fm,MismatchMatch,obj,Samantha insisted that Ronald was criticizing,him,3.036207437515259
OneEmbedding,insisted,was criticizing,919,919_FF_him,ff,MismatchMismatch,obj,Samantha insisted that Florence was criticizing,him,1.791213035583496
OneEmbedding,insisted,was criticizing,919,919_MM_his,mm,MatchMatch,poss,Eric insisted that Ronald was criticizing,his,3.7369372844696045
OneEmbedding,insisted,was criticizing,919,919_MF_his,mf,MatchMismatch,poss,Eric insisted that Florence was criticizing,his,4.900027275085449
OneEmbedding,insisted,was criticizing,919,919_FM_his,fm,MismatchMatch,poss,Samantha insisted that Ronald was criticizing,his,3.67083477973938
OneEmbedding,insisted,was criticizing,919,919_FF_his,ff,MismatchMismatch,poss,Samantha insisted that Florence was criticizing,his,4.958975315093994
OneEmbedding,speculated,hates,920,920_MM_him,mm,MatchMatch,obj,Kevin speculated that Robert hates,him,4.863969326019287
OneEmbedding,speculated,hates,920,920_MF_him,mf,MatchMismatch,obj,Kevin speculated that Maria hates,him,2.3302552700042725
OneEmbedding,speculated,hates,920,920_FM_him,fm,MismatchMatch,obj,Sara speculated that Robert hates,him,5.091681957244873
OneEmbedding,speculated,hates,920,920_FF_him,ff,MismatchMismatch,obj,Sara speculated that Maria hates,him,3.1711080074310303
OneEmbedding,speculated,hates,920,920_MM_his,mm,MatchMatch,poss,Kevin speculated that Robert hates,his,3.4434149265289307
OneEmbedding,speculated,hates,920,920_MF_his,mf,MatchMismatch,poss,Kevin speculated that Maria hates,his,5.009366512298584
OneEmbedding,speculated,hates,920,920_FM_his,fm,MismatchMatch,poss,Sara speculated that Robert hates,his,3.7120394706726074
OneEmbedding,speculated,hates,920,920_FF_his,ff,MismatchMismatch,poss,Sara speculated that Maria hates,his,5.352179527282715
OneEmbedding,should reveal,is hiding,921,921_MM_him,mm,MatchMatch,obj,George should reveal that Stephen is hiding,him,6.740228176116943
OneEmbedding,should reveal,is hiding,921,921_MF_him,mf,MatchMismatch,obj,George should reveal that Dawn is hiding,him,5.671783924102783
OneEmbedding,should reveal,is hiding,921,921_FM_him,fm,MismatchMatch,obj,The daughter should reveal that Stephen is hiding,him,7.220752239227295
OneEmbedding,should reveal,is hiding,921,921_FF_him,ff,MismatchMismatch,obj,The daughter should reveal that Dawn is hiding,him,7.592578411102295
OneEmbedding,should reveal,is hiding,921,921_MM_his,mm,MatchMatch,poss,George should reveal that Stephen is hiding,his,3.629180669784546
OneEmbedding,should reveal,is hiding,921,921_MF_his,mf,MatchMismatch,poss,George should reveal that Dawn is hiding,his,5.691243648529053
OneEmbedding,should reveal,is hiding,921,921_FM_his,fm,MismatchMatch,poss,The daughter should reveal that Stephen is hiding,his,4.602756500244141
OneEmbedding,should reveal,is hiding,921,921_FF_his,ff,MismatchMismatch,poss,The daughter should reveal that Dawn is hiding,his,8.917454719543457
OneEmbedding,doesn't learn,watches,922,922_MM_him,mm,MatchMatch,obj,David doesn't learn that Frank watches,him,4.283740043640137
OneEmbedding,doesn't learn,watches,922,922_MF_him,mf,MatchMismatch,obj,David doesn't learn that Jessica watches,him,3.2297606468200684
OneEmbedding,doesn't learn,watches,922,922_FM_him,fm,MismatchMatch,obj,Amanda doesn't learn that Frank watches,him,4.901711463928223
OneEmbedding,doesn't learn,watches,922,922_FF_him,ff,MismatchMismatch,obj,Amanda doesn't learn that Jessica watches,him,4.184825420379639
OneEmbedding,doesn't learn,watches,922,922_MM_his,mm,MatchMatch,poss,David doesn't learn that Frank watches,his,4.848437786102295
OneEmbedding,doesn't learn,watches,922,922_MF_his,mf,MatchMismatch,poss,David doesn't learn that Jessica watches,his,6.417117595672607
OneEmbedding,doesn't learn,watches,922,922_FM_his,fm,MismatchMatch,poss,Amanda doesn't learn that Frank watches,his,4.361478805541992
OneEmbedding,doesn't learn,watches,922,922_FF_his,ff,MismatchMismatch,poss,Amanda doesn't learn that Jessica watches,his,6.950817584991455
OneEmbedding,shouldn't deny,didn't hear,923,923_MM_him,mm,MatchMatch,obj,Joseph shouldn't deny that Andrew didn't hear,him,3.1182820796966553
OneEmbedding,shouldn't deny,didn't hear,923,923_MF_him,mf,MatchMismatch,obj,Joseph shouldn't deny that the girlfriend didn't hear,him,2.146806240081787
OneEmbedding,shouldn't deny,didn't hear,923,923_FM_him,fm,MismatchMatch,obj,That niece shouldn't deny that Andrew didn't hear,him,3.422224998474121
OneEmbedding,shouldn't deny,didn't hear,923,923_FF_him,ff,MismatchMismatch,obj,That niece shouldn't deny that the girlfriend didn't hear,him,3.0851290225982666
OneEmbedding,shouldn't deny,didn't hear,923,923_MM_his,mm,MatchMatch,poss,Joseph shouldn't deny that Andrew didn't hear,his,4.482186794281006
OneEmbedding,shouldn't deny,didn't hear,923,923_MF_his,mf,MatchMismatch,poss,Joseph shouldn't deny that the girlfriend didn't hear,his,5.318690776824951
OneEmbedding,shouldn't deny,didn't hear,923,923_FM_his,fm,MismatchMatch,poss,That niece shouldn't deny that Andrew didn't hear,his,4.965595722198486
OneEmbedding,shouldn't deny,didn't hear,923,923_FF_his,ff,MismatchMismatch,poss,That niece shouldn't deny that the girlfriend didn't hear,his,6.481450080871582
OneEmbedding,doesn't deny,loved,924,924_MM_him,mm,MatchMatch,obj,Douglas doesn't deny that Kevin loved,him,2.6762006282806396
OneEmbedding,doesn't deny,loved,924,924_MF_him,mf,MatchMismatch,obj,Douglas doesn't deny that Cindy loved,him,2.039670467376709
OneEmbedding,doesn't deny,loved,924,924_FM_him,fm,MismatchMatch,obj,Kristin doesn't deny that Kevin loved,him,2.741347074508667
OneEmbedding,doesn't deny,loved,924,924_FF_him,ff,MismatchMismatch,obj,Kristin doesn't deny that Cindy loved,him,2.0644919872283936
OneEmbedding,doesn't deny,loved,924,924_MM_his,mm,MatchMatch,poss,Douglas doesn't deny that Kevin loved,his,3.1321194171905518
OneEmbedding,doesn't deny,loved,924,924_MF_his,mf,MatchMismatch,poss,Douglas doesn't deny that Cindy loved,his,6.838252544403076
OneEmbedding,doesn't deny,loved,924,924_FM_his,fm,MismatchMatch,poss,Kristin doesn't deny that Kevin loved,his,3.236044406890869
OneEmbedding,doesn't deny,loved,924,924_FF_his,ff,MismatchMismatch,poss,Kristin doesn't deny that Cindy loved,his,7.164031505584717
OneEmbedding,hates,had appreciated,925,925_MM_him,mm,MatchMatch,obj,Guy hates that Todd had appreciated,him,4.466297149658203
OneEmbedding,hates,had appreciated,925,925_MF_him,mf,MatchMismatch,obj,Guy hates that Ann had appreciated,him,3.666524887084961
OneEmbedding,hates,had appreciated,925,925_FM_him,fm,MismatchMatch,obj,Stephanie hates that Todd had appreciated,him,4.536541938781738
OneEmbedding,hates,had appreciated,925,925_FF_him,ff,MismatchMismatch,obj,Stephanie hates that Ann had appreciated,him,3.9796721935272217
OneEmbedding,hates,had appreciated,925,925_MM_his,mm,MatchMatch,poss,Guy hates that Todd had appreciated,his,2.827143669128418
OneEmbedding,hates,had appreciated,925,925_MF_his,mf,MatchMismatch,poss,Guy hates that Ann had appreciated,his,3.7271955013275146
OneEmbedding,hates,had appreciated,925,925_FM_his,fm,MismatchMatch,poss,Stephanie hates that Todd had appreciated,his,2.8104920387268066
OneEmbedding,hates,had appreciated,925,925_FF_his,ff,MismatchMismatch,poss,Stephanie hates that Ann had appreciated,his,3.3733785152435303
OneEmbedding,did find out,annoyed,926,926_MM_him,mm,MatchMatch,obj,Steven did find out that Alexander annoyed,him,2.97884464263916
OneEmbedding,did find out,annoyed,926,926_MF_him,mf,MatchMismatch,obj,Steven did find out that Holly annoyed,him,1.923551321029663
OneEmbedding,did find out,annoyed,926,926_FM_him,fm,MismatchMatch,obj,Rachel did find out that Alexander annoyed,him,2.480370044708252
OneEmbedding,did find out,annoyed,926,926_FF_him,ff,MismatchMismatch,obj,Rachel did find out that Holly annoyed,him,1.5104507207870483
OneEmbedding,did find out,annoyed,926,926_MM_his,mm,MatchMatch,poss,Steven did find out that Alexander annoyed,his,3.291651487350464
OneEmbedding,did find out,annoyed,926,926_MF_his,mf,MatchMismatch,poss,Steven did find out that Holly annoyed,his,5.597390651702881
OneEmbedding,did find out,annoyed,926,926_FM_his,fm,MismatchMatch,poss,Rachel did find out that Alexander annoyed,his,3.8024652004241943
OneEmbedding,did find out,annoyed,926,926_FF_his,ff,MismatchMismatch,poss,Rachel did find out that Holly annoyed,his,5.57960844039917
OneEmbedding,isn't insisting,notices,927,927_MM_him,mm,MatchMatch,obj,David isn't insisting that Craig notices,him,6.157559394836426
OneEmbedding,isn't insisting,notices,927,927_MF_him,mf,MatchMismatch,obj,David isn't insisting that Rose notices,him,5.30401086807251
OneEmbedding,isn't insisting,notices,927,927_FM_him,fm,MismatchMatch,obj,Diane isn't insisting that Craig notices,him,6.2016682624816895
OneEmbedding,isn't insisting,notices,927,927_FF_him,ff,MismatchMismatch,obj,Diane isn't insisting that Rose notices,him,5.2516703605651855
OneEmbedding,isn't insisting,notices,927,927_MM_his,mm,MatchMatch,poss,David isn't insisting that Craig notices,his,4.444540500640869
OneEmbedding,isn't insisting,notices,927,927_MF_his,mf,MatchMismatch,poss,David isn't insisting that Rose notices,his,4.975480079650879
OneEmbedding,isn't insisting,notices,927,927_FM_his,fm,MismatchMatch,poss,Diane isn't insisting that Craig notices,his,4.547491073608398
OneEmbedding,isn't insisting,notices,927,927_FF_his,ff,MismatchMismatch,poss,Diane isn't insisting that Rose notices,his,5.381921291351318
OneEmbedding,should imagine,hadn't cured,928,928_MM_him,mm,MatchMatch,obj,Kevin should imagine that Curtis hadn't cured,him,3.2221457958221436
OneEmbedding,should imagine,hadn't cured,928,928_MF_him,mf,MatchMismatch,obj,Kevin should imagine that Claire hadn't cured,him,2.40000581741333
OneEmbedding,should imagine,hadn't cured,928,928_FM_him,fm,MismatchMatch,obj,Irene should imagine that Curtis hadn't cured,him,3.554926633834839
OneEmbedding,should imagine,hadn't cured,928,928_FF_him,ff,MismatchMismatch,obj,Irene should imagine that Claire hadn't cured,him,3.203310251235962
OneEmbedding,should imagine,hadn't cured,928,928_MM_his,mm,MatchMatch,poss,Kevin should imagine that Curtis hadn't cured,his,2.064263105392456
OneEmbedding,should imagine,hadn't cured,928,928_MF_his,mf,MatchMismatch,poss,Kevin should imagine that Claire hadn't cured,his,5.515425205230713
OneEmbedding,should imagine,hadn't cured,928,928_FM_his,fm,MismatchMatch,poss,Irene should imagine that Curtis hadn't cured,his,2.1133363246917725
OneEmbedding,should imagine,hadn't cured,928,928_FF_his,ff,MismatchMismatch,poss,Irene should imagine that Claire hadn't cured,his,6.163349151611328
OneEmbedding,thinks,was insulting,929,929_MM_him,mm,MatchMatch,obj,Lawrence thinks that the ex-husband was insulting,him,4.079357624053955
OneEmbedding,thinks,was insulting,929,929_MF_him,mf,MatchMismatch,obj,Lawrence thinks that Eva was insulting,him,1.546702265739441
OneEmbedding,thinks,was insulting,929,929_FM_him,fm,MismatchMatch,obj,Claire thinks that the ex-husband was insulting,him,3.6872715950012207
OneEmbedding,thinks,was insulting,929,929_FF_him,ff,MismatchMismatch,obj,Claire thinks that Eva was insulting,him,1.5954349040985107
OneEmbedding,thinks,was insulting,929,929_MM_his,mm,MatchMatch,poss,Lawrence thinks that the ex-husband was insulting,his,2.348562002182007
OneEmbedding,thinks,was insulting,929,929_MF_his,mf,MatchMismatch,poss,Lawrence thinks that Eva was insulting,his,5.18784236907959
OneEmbedding,thinks,was insulting,929,929_FM_his,fm,MismatchMatch,poss,Claire thinks that the ex-husband was insulting,his,2.927082061767578
OneEmbedding,thinks,was insulting,929,929_FF_his,ff,MismatchMismatch,poss,Claire thinks that Eva was insulting,his,5.905007839202881
OneEmbedding,didn't agree,wasn't boasting about,930,930_MM_him,mm,MatchMatch,obj,This ex-husband didn't agree that Alan wasn't boasting about,him,7.052321910858154
OneEmbedding,didn't agree,wasn't boasting about,930,930_MF_him,mf,MatchMismatch,obj,This ex-husband didn't agree that Brenda wasn't boasting about,him,6.720223426818848
OneEmbedding,didn't agree,wasn't boasting about,930,930_FM_him,fm,MismatchMatch,obj,Sonia didn't agree that Alan wasn't boasting about,him,6.9066057205200195
OneEmbedding,didn't agree,wasn't boasting about,930,930_FF_him,ff,MismatchMismatch,obj,Sonia didn't agree that Brenda wasn't boasting about,him,8.507872581481934
OneEmbedding,didn't agree,wasn't boasting about,930,930_MM_his,mm,MatchMatch,poss,This ex-husband didn't agree that Alan wasn't boasting about,his,1.2028549909591675
OneEmbedding,didn't agree,wasn't boasting about,930,930_MF_his,mf,MatchMismatch,poss,This ex-husband didn't agree that Brenda wasn't boasting about,his,5.1850996017456055
OneEmbedding,didn't agree,wasn't boasting about,930,930_FM_his,fm,MismatchMatch,poss,Sonia didn't agree that Alan wasn't boasting about,his,1.563991665840149
OneEmbedding,didn't agree,wasn't boasting about,930,930_FF_his,ff,MismatchMismatch,poss,Sonia didn't agree that Brenda wasn't boasting about,his,8.037684440612793
OneEmbedding,isn't expecting,has found,931,931_MM_him,mm,MatchMatch,obj,Alan isn't expecting that Bruce has found,him,5.350228309631348
OneEmbedding,isn't expecting,has found,931,931_MF_him,mf,MatchMismatch,obj,Alan isn't expecting that Melanie has found,him,6.370519161224365
OneEmbedding,isn't expecting,has found,931,931_FM_him,fm,MismatchMatch,obj,Tiffany isn't expecting that Bruce has found,him,5.488919258117676
OneEmbedding,isn't expecting,has found,931,931_FF_him,ff,MismatchMismatch,obj,Tiffany isn't expecting that Melanie has found,him,6.886035442352295
OneEmbedding,isn't expecting,has found,931,931_MM_his,mm,MatchMatch,poss,Alan isn't expecting that Bruce has found,his,3.765695333480835
OneEmbedding,isn't expecting,has found,931,931_MF_his,mf,MatchMismatch,poss,Alan isn't expecting that Melanie has found,his,8.25717544555664
OneEmbedding,isn't expecting,has found,931,931_FM_his,fm,MismatchMatch,poss,Tiffany isn't expecting that Bruce has found,his,3.7121126651763916
OneEmbedding,isn't expecting,has found,931,931_FF_his,ff,MismatchMismatch,poss,Tiffany isn't expecting that Melanie has found,his,8.575228691101074
OneEmbedding,knew,was aiding,932,932_MM_him,mm,MatchMatch,obj,Wayne knew that Wayne was aiding,him,3.041097640991211
OneEmbedding,knew,was aiding,932,932_MF_him,mf,MatchMismatch,obj,Wayne knew that Tamara was aiding,him,1.9098964929580688
OneEmbedding,knew,was aiding,932,932_FM_him,fm,MismatchMatch,obj,Julie knew that Wayne was aiding,him,4.368629455566406
OneEmbedding,knew,was aiding,932,932_FF_him,ff,MismatchMismatch,obj,Julie knew that Tamara was aiding,him,3.109797716140747
OneEmbedding,knew,was aiding,932,932_MM_his,mm,MatchMatch,poss,Wayne knew that Wayne was aiding,his,4.162356853485107
OneEmbedding,knew,was aiding,932,932_MF_his,mf,MatchMismatch,poss,Wayne knew that Tamara was aiding,his,5.267951488494873
OneEmbedding,knew,was aiding,932,932_FM_his,fm,MismatchMatch,poss,Julie knew that Wayne was aiding,his,4.048794746398926
OneEmbedding,knew,was aiding,932,932_FF_his,ff,MismatchMismatch,poss,Julie knew that Tamara was aiding,his,5.586787223815918
OneEmbedding,found out,hasn't approached,933,933_MM_him,mm,MatchMatch,obj,Mitchell found out that Jerry hasn't approached,him,3.6826279163360596
OneEmbedding,found out,hasn't approached,933,933_MF_him,mf,MatchMismatch,obj,Mitchell found out that Ellen hasn't approached,him,1.953102707862854
OneEmbedding,found out,hasn't approached,933,933_FM_him,fm,MismatchMatch,obj,Laurie found out that Jerry hasn't approached,him,4.221153736114502
OneEmbedding,found out,hasn't approached,933,933_FF_him,ff,MismatchMismatch,obj,Laurie found out that Ellen hasn't approached,him,2.5383501052856445
OneEmbedding,found out,hasn't approached,933,933_MM_his,mm,MatchMatch,poss,Mitchell found out that Jerry hasn't approached,his,3.51336407661438
OneEmbedding,found out,hasn't approached,933,933_MF_his,mf,MatchMismatch,poss,Mitchell found out that Ellen hasn't approached,his,5.664882659912109
OneEmbedding,found out,hasn't approached,933,933_FM_his,fm,MismatchMatch,poss,Laurie found out that Jerry hasn't approached,his,4.051572799682617
OneEmbedding,found out,hasn't approached,933,933_FF_his,ff,MismatchMismatch,poss,Laurie found out that Ellen hasn't approached,his,6.539724349975586
OneEmbedding,hadn't insisted,has stunned,934,934_MM_him,mm,MatchMatch,obj,James hadn't insisted that this husband has stunned,him,5.13794469833374
OneEmbedding,hadn't insisted,has stunned,934,934_MF_him,mf,MatchMismatch,obj,James hadn't insisted that Pamela has stunned,him,2.4475913047790527
OneEmbedding,hadn't insisted,has stunned,934,934_FM_him,fm,MismatchMatch,obj,Theresa hadn't insisted that this husband has stunned,him,6.045867919921875
OneEmbedding,hadn't insisted,has stunned,934,934_FF_him,ff,MismatchMismatch,obj,Theresa hadn't insisted that Pamela has stunned,him,2.7671167850494385
OneEmbedding,hadn't insisted,has stunned,934,934_MM_his,mm,MatchMatch,poss,James hadn't insisted that this husband has stunned,his,2.598439931869507
OneEmbedding,hadn't insisted,has stunned,934,934_MF_his,mf,MatchMismatch,poss,James hadn't insisted that Pamela has stunned,his,5.47859525680542
OneEmbedding,hadn't insisted,has stunned,934,934_FM_his,fm,MismatchMatch,poss,Theresa hadn't insisted that this husband has stunned,his,3.497990846633911
OneEmbedding,hadn't insisted,has stunned,934,934_FF_his,ff,MismatchMismatch,poss,Theresa hadn't insisted that Pamela has stunned,his,6.091526508331299
OneEmbedding,likes,hasn't hidden,935,935_MM_him,mm,MatchMatch,obj,Robert likes that that father hasn't hidden,him,6.155458450317383
OneEmbedding,likes,hasn't hidden,935,935_MF_him,mf,MatchMismatch,obj,Robert likes that Allison hasn't hidden,him,8.216791152954102
OneEmbedding,likes,hasn't hidden,935,935_FM_him,fm,MismatchMatch,obj,Irene likes that that father hasn't hidden,him,6.298837184906006
