item,exp,pronoun,cond,contrast,sent,target,/data/EleutherAI/gpt-neo-1.3B_surp
24,1,he,m,Match,"When he was abroad,",Noah,17.72747230529785
24,1,she,m,Mismatch,"When she was abroad,",Craig,18.112585067749023
24,1,she,f,Match,"When she was abroad,",Martha,14.6033353805542
24,1,he,f,Mismatch,"When he was abroad,",Sandra,18.560976028442383
25,1,he,m,Match,"When he was discovered,",Walter,14.736340522766113
25,1,she,m,Mismatch,"When she was discovered,",Noah,17.013813018798828
25,1,she,f,Match,"When she was discovered,",Patricia,16.010910034179688
25,1,he,f,Mismatch,"When he was discovered,",Martha,16.175365447998047
26,1,he,m,Match,"When he was busy,",Rodney,17.782480239868164
26,1,she,m,Mismatch,"When she was busy, the",son,10.116378784179688
26,1,she,f,Match,"When she was busy,",Nancy,14.063477516174316
26,1,he,f,Mismatch,"When he was busy,",Heather,16.58074188232422
27,1,he,m,Match,"When he was twenty-one,",Joel,15.45850658416748
27,1,she,m,Mismatch,"When she was twenty-one,",Martin,14.118226051330566
27,1,she,f,Match,"When she was twenty-one,",Sara,13.58889102935791
27,1,he,f,Mismatch,"When he was twenty-one,",Jill,16.40569496154785
28,1,he,m,Match,"When he was annoyed,",Carl,15.2716646194458
28,1,she,m,Mismatch,"When she was annoyed,",Noah,19.269590377807617
28,1,she,f,Match,"When she was annoyed, the",daughter,10.30069637298584
28,1,he,f,Mismatch,"When he was annoyed,",Diane,17.445796966552734
29,1,he,m,Match,"When he was in church,",Vincent,15.561042785644531
29,1,she,m,Mismatch,"When she was in church,",Joel,17.55388832092285
29,1,she,f,Match,"When she was in church,",Patricia,16.05077362060547
29,1,he,f,Mismatch,"When he was in church,",Michelle,16.664505004882812
30,1,he,m,Match,"When he was banished,",Noah,16.324892044067383
30,1,she,m,Mismatch,"When she was banished,",Lawrence,17.2054386138916
30,1,she,f,Match,"When she was banished,",Carmen,16.578125
30,1,he,f,Mismatch,"When he was banished,",Caroline,17.162700653076172
31,1,he,m,Match,"When he was angry,",Raymond,15.800355911254883
31,1,she,m,Mismatch,"When she was angry, the",son,10.78754711151123
31,1,she,f,Match,"When she was angry,",Heather,16.494991302490234
31,1,he,f,Mismatch,"When he was angry,",Michelle,16.79997444152832
32,1,he,m,Match,"When he was distraught,",Gerald,17.3933162689209
32,1,she,m,Mismatch,"When she was distraught, the",son,9.75106430053711
32,1,she,f,Match,"When she was distraught,",Rebecca,16.028947830200195
32,1,he,f,Mismatch,"When he was distraught,",Patricia,17.038908004760742
