exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,gpt3_surp
simple,loves,818,818_M_him,m,Match,obj,Scott loves,him,7.503973007202148
simple,loves,818,818_M_his,m,Match,poss,Scott loves,his,3.5899555683135986
simple,loves,818,818_F_him,f,Mismatch,obj,Donna loves,him,8.338363647460938
simple,loves,818,818_F_his,f,Mismatch,poss,Donna loves,his,9.083741188049316
simple,hadn't praised,819,819_M_him,m,Match,obj,Edward hadn't praised,him,4.073581218719482
simple,hadn't praised,819,819_M_his,m,Match,poss,Edward hadn't praised,his,4.147366523742676
simple,hadn't praised,819,819_F_him,f,Mismatch,obj,Christina hadn't praised,him,3.4299380779266357
simple,hadn't praised,819,819_F_his,f,Mismatch,poss,Christina hadn't praised,his,4.832758903503418
simple,hasn't seen,820,820_M_him,m,Match,obj,Bruce hasn't seen,him,6.481558799743652
simple,hasn't seen,820,820_M_his,m,Match,poss,Bruce hasn't seen,his,3.3868229389190674
simple,hasn't seen,820,820_F_him,f,Mismatch,obj,Bethany hasn't seen,him,4.048559188842773
simple,hasn't seen,820,820_F_his,f,Mismatch,poss,Bethany hasn't seen,his,7.957763671875
simple,should lose,821,821_M_him,m,Match,obj,Kenneth should lose,him,13.938822746276855
simple,should lose,821,821_M_his,m,Match,poss,Kenneth should lose,his,3.0685057640075684
simple,should lose,821,821_F_him,f,Mismatch,obj,Gina should lose,him,13.27845573425293
simple,should lose,821,821_F_his,f,Mismatch,poss,Gina should lose,his,9.60345458984375
simple,praised,822,822_M_him,m,Match,obj,Adam praised,him,6.80318021774292
simple,praised,822,822_M_his,m,Match,poss,Adam praised,his,3.956613540649414
simple,praised,822,822_F_him,f,Mismatch,obj,Maria praised,him,4.842159748077393
simple,praised,822,822_F_his,f,Mismatch,poss,Maria praised,his,4.50804328918457
simple,worked with,823,823_M_him,m,Match,obj,Edward worked with,him,6.742426872253418
simple,worked with,823,823_M_his,m,Match,poss,Edward worked with,his,3.994302272796631
simple,worked with,823,823_F_him,f,Mismatch,obj,Paula worked with,him,8.34475326538086
simple,worked with,823,823_F_his,f,Mismatch,poss,Paula worked with,his,10.035573959350586
simple,should flee from,824,824_M_him,m,Match,obj,Edward should flee from,him,8.461174011230469
simple,should flee from,824,824_M_his,m,Match,poss,Edward should flee from,his,3.228728771209717
simple,should flee from,824,824_F_him,f,Mismatch,obj,Suzanne should flee from,him,9.103795051574707
simple,should flee from,824,824_F_his,f,Mismatch,poss,Suzanne should flee from,his,11.181862831115723
simple,alarms,825,825_M_him,m,Match,obj,This grandfather alarms,him,8.375755310058594
simple,alarms,825,825_M_his,m,Match,poss,This grandfather alarms,his,1.4451179504394531
simple,alarms,825,825_F_him,f,Mismatch,obj,Bethany alarms,him,4.677650451660156
simple,alarms,825,825_F_his,f,Mismatch,poss,Bethany alarms,his,6.593710422515869
simple,could insult,826,826_M_him,m,Match,obj,James could insult,him,5.083550930023193
simple,could insult,826,826_M_his,m,Match,poss,James could insult,his,3.8463730812072754
simple,could insult,826,826_F_him,f,Mismatch,obj,Katherine could insult,him,4.444664478302002
simple,could insult,826,826_F_his,f,Mismatch,poss,Katherine could insult,his,6.055981636047363
simple,wouldn't approach,827,827_M_him,m,Match,obj,The grandfather wouldn't approach,him,4.036340236663818
simple,wouldn't approach,827,827_M_his,m,Match,poss,The grandfather wouldn't approach,his,3.987441062927246
simple,wouldn't approach,827,827_F_him,f,Mismatch,obj,Lisa wouldn't approach,him,3.4513049125671387
simple,wouldn't approach,827,827_F_his,f,Mismatch,poss,Lisa wouldn't approach,his,7.351599216461182
simple,disgusts,828,828_M_him,m,Match,obj,Jerry disgusts,him,4.69202184677124
simple,disgusts,828,828_M_his,m,Match,poss,Jerry disgusts,his,3.4370527267456055
simple,disgusts,828,828_F_him,f,Mismatch,obj,Nicole disgusts,him,5.308309078216553
simple,disgusts,828,828_F_his,f,Mismatch,poss,Nicole disgusts,his,9.994132995605469
simple,helped,829,829_M_him,m,Match,obj,Marcus helped,him,5.494669437408447
simple,helped,829,829_M_his,m,Match,poss,Marcus helped,his,4.22224235534668
simple,helped,829,829_F_him,f,Mismatch,obj,Laura helped,him,4.598232269287109
simple,helped,829,829_F_his,f,Mismatch,poss,Laura helped,his,7.551777362823486
simple,was biting,830,830_M_him,m,Match,obj,Theodore was biting,him,10.192038536071777
simple,was biting,830,830_M_his,m,Match,poss,Theodore was biting,his,0.5271744132041931
simple,was biting,830,830_F_him,f,Mismatch,obj,Diana was biting,him,10.217674255371094
simple,was biting,830,830_F_his,f,Mismatch,poss,Diana was biting,his,7.216739177703857
simple,doesn't discover,831,831_M_him,m,Match,obj,John doesn't discover,him,10.741217613220215
simple,doesn't discover,831,831_M_his,m,Match,poss,John doesn't discover,his,2.259756088256836
simple,doesn't discover,831,831_F_him,f,Mismatch,obj,The sister doesn't discover,him,7.861749172210693
simple,doesn't discover,831,831_F_his,f,Mismatch,poss,The sister doesn't discover,his,5.868110179901123
simple,isn't escaping from,832,832_M_him,m,Match,obj,This man isn't escaping from,him,13.034735679626465
simple,isn't escaping from,832,832_M_his,m,Match,poss,This man isn't escaping from,his,5.754029750823975
simple,isn't escaping from,832,832_F_him,f,Mismatch,obj,Meredith isn't escaping from,him,8.68152141571045
simple,isn't escaping from,832,832_F_his,f,Mismatch,poss,Meredith isn't escaping from,his,8.013365745544434
simple,understands,833,833_M_him,m,Match,obj,Thomas understands,him,10.187516212463379
simple,understands,833,833_M_his,m,Match,poss,Thomas understands,his,5.405477523803711
simple,understands,833,833_F_him,f,Mismatch,obj,Diane understands,him,9.719091415405273
simple,understands,833,833_F_his,f,Mismatch,poss,Diane understands,his,8.542729377746582
simple,likes,834,834_M_him,m,Match,obj,Paul likes,him,9.151883125305176
simple,likes,834,834_M_his,m,Match,poss,Paul likes,his,4.623162746429443
simple,likes,834,834_F_him,f,Mismatch,obj,Sharon likes,him,8.637946128845215
simple,likes,834,834_F_his,f,Mismatch,poss,Sharon likes,his,7.492354869842529
simple,was aiding,835,835_M_him,m,Match,obj,Liam was aiding,him,5.7043867111206055
simple,was aiding,835,835_M_his,m,Match,poss,Liam was aiding,his,3.2703728675842285
simple,was aiding,835,835_F_him,f,Mismatch,obj,Carmen was aiding,him,6.694273471832275
simple,was aiding,835,835_F_his,f,Mismatch,poss,Carmen was aiding,his,7.064114570617676
simple,isn't thinking about,836,836_M_him,m,Match,obj,Marcus isn't thinking about,him,8.520596504211426
simple,isn't thinking about,836,836_M_his,m,Match,poss,Marcus isn't thinking about,his,4.217076301574707
simple,isn't thinking about,836,836_F_him,f,Mismatch,obj,Alice isn't thinking about,him,10.136796951293945
simple,isn't thinking about,836,836_F_his,f,Mismatch,poss,Alice isn't thinking about,his,8.21225643157959
simple,forgot,837,837_M_him,m,Match,obj,Dennis forgot,him,10.578530311584473
simple,forgot,837,837_M_his,m,Match,poss,Dennis forgot,his,2.1264936923980713
simple,forgot,837,837_F_him,f,Mismatch,obj,Kristin forgot,him,10.378694534301758
simple,forgot,837,837_F_his,f,Mismatch,poss,Kristin forgot,his,7.349845886230469
simple,exposed,838,838_M_him,m,Match,obj,Robert exposed,him,5.351200103759766
simple,exposed,838,838_M_his,m,Match,poss,Robert exposed,his,1.6709835529327393
simple,exposed,838,838_F_him,f,Mismatch,obj,Stacey exposed,him,5.944248676300049
simple,exposed,838,838_F_his,f,Mismatch,poss,Stacey exposed,his,5.073106288909912
simple,shot,839,839_M_him,m,Match,obj,Edward shot,him,4.7998528480529785
simple,shot,839,839_M_his,m,Match,poss,Edward shot,his,4.233662128448486
simple,shot,839,839_F_him,f,Mismatch,obj,April shot,him,4.822136402130127
simple,shot,839,839_F_his,f,Mismatch,poss,April shot,his,6.713117599487305
simple,heard,840,840_M_him,m,Match,obj,Benjamin heard,him,5.602252006530762
simple,heard,840,840_M_his,m,Match,poss,Benjamin heard,his,4.3539137840271
simple,heard,840,840_F_him,f,Mismatch,obj,Lori heard,him,5.656921863555908
simple,heard,840,840_F_his,f,Mismatch,poss,Lori heard,his,5.836359024047852
simple,did leave,841,841_M_him,m,Match,obj,Lawrence did leave,him,9.078537940979004
simple,did leave,841,841_M_his,m,Match,poss,Lawrence did leave,his,4.030794620513916
simple,did leave,841,841_F_him,f,Mismatch,obj,Christine did leave,him,6.212111473083496
simple,did leave,841,841_F_his,f,Mismatch,poss,Christine did leave,his,8.225723266601562
simple,doesn't aid,842,842_M_him,m,Match,obj,Jerry doesn't aid,him,5.112061023712158
simple,doesn't aid,842,842_M_his,m,Match,poss,Jerry doesn't aid,his,2.8040904998779297
simple,doesn't aid,842,842_F_him,f,Mismatch,obj,Alice doesn't aid,him,8.203553199768066
simple,doesn't aid,842,842_F_his,f,Mismatch,poss,Alice doesn't aid,his,7.43062162399292
simple,confuses,843,843_M_him,m,Match,obj,Michael confuses,him,7.502886772155762
simple,confuses,843,843_M_his,m,Match,poss,Michael confuses,his,3.901275873184204
simple,confuses,843,843_F_him,f,Mismatch,obj,Leslie confuses,him,7.129147052764893
simple,confuses,843,843_F_his,f,Mismatch,poss,Leslie confuses,his,6.195618629455566
simple,shouldn't criticize,844,844_M_him,m,Match,obj,This nephew shouldn't criticize,him,6.01285457611084
simple,shouldn't criticize,844,844_M_his,m,Match,poss,This nephew shouldn't criticize,his,1.5427491664886475
simple,shouldn't criticize,844,844_F_him,f,Mismatch,obj,Leslie shouldn't criticize,him,8.589655876159668
simple,shouldn't criticize,844,844_F_his,f,Mismatch,poss,Leslie shouldn't criticize,his,5.998295783996582
simple,hasn't kissed,845,845_M_him,m,Match,obj,Marcus hasn't kissed,him,7.786004066467285
simple,hasn't kissed,845,845_M_his,m,Match,poss,Marcus hasn't kissed,his,6.398125171661377
simple,hasn't kissed,845,845_F_him,f,Mismatch,obj,Heidi hasn't kissed,him,4.685976982116699
simple,hasn't kissed,845,845_F_his,f,Mismatch,poss,Heidi hasn't kissed,his,10.05732250213623
simple,isn't finding,846,846_M_him,m,Match,obj,Gary isn't finding,him,9.522876739501953
simple,isn't finding,846,846_M_his,m,Match,poss,Gary isn't finding,his,3.423147201538086
simple,isn't finding,846,846_F_him,f,Mismatch,obj,This granddaughter isn't finding,him,10.037723541259766
simple,isn't finding,846,846_F_his,f,Mismatch,poss,This granddaughter isn't finding,his,9.620476722717285
simple,described,847,847_M_him,m,Match,obj,Wayne described,him,6.656501770019531
simple,described,847,847_M_his,m,Match,poss,Wayne described,his,3.0775773525238037
simple,described,847,847_F_him,f,Mismatch,obj,Judy described,him,6.023115634918213
simple,described,847,847_F_his,f,Mismatch,poss,Judy described,his,6.5301899909973145
simple,referenced,848,848_M_him,m,Match,obj,Vincent referenced,him,9.8035249710083
simple,referenced,848,848_M_his,m,Match,poss,Vincent referenced,his,4.47224760055542
simple,referenced,848,848_F_him,f,Mismatch,obj,Wendy referenced,him,10.32442569732666
simple,referenced,848,848_F_his,f,Mismatch,poss,Wendy referenced,his,8.631319999694824
simple,isn't visiting,849,849_M_him,m,Match,obj,Brian isn't visiting,him,11.063640594482422
simple,isn't visiting,849,849_M_his,m,Match,poss,Brian isn't visiting,his,3.1990034580230713
simple,isn't visiting,849,849_F_him,f,Mismatch,obj,Paula isn't visiting,him,11.298927307128906
simple,isn't visiting,849,849_F_his,f,Mismatch,poss,Paula isn't visiting,his,6.174144268035889
simple,won't argue about,850,850_M_him,m,Match,obj,Matt won't argue about,him,10.411996841430664
simple,won't argue about,850,850_M_his,m,Match,poss,Matt won't argue about,his,5.1724419593811035
simple,won't argue about,850,850_F_him,f,Mismatch,obj,Bethany won't argue about,him,9.794280052185059
simple,won't argue about,850,850_F_his,f,Mismatch,poss,Bethany won't argue about,his,7.656555652618408
simple,hadn't visited,851,851_M_him,m,Match,obj,Brian hadn't visited,him,7.849168300628662
simple,hadn't visited,851,851_M_his,m,Match,poss,Brian hadn't visited,his,2.8265156745910645
simple,hadn't visited,851,851_F_him,f,Mismatch,obj,Alice hadn't visited,him,11.035872459411621
simple,hadn't visited,851,851_F_his,f,Mismatch,poss,Alice hadn't visited,his,8.522400856018066
simple,would write,852,852_M_him,m,Match,obj,Lawrence would write,him,10.138493537902832
simple,would write,852,852_M_his,m,Match,poss,Lawrence would write,his,5.879197120666504
simple,would write,852,852_F_him,f,Mismatch,obj,Sandra would write,him,8.208115577697754
simple,would write,852,852_F_his,f,Mismatch,poss,Sandra would write,his,9.706215858459473
simple,won't talk to,853,853_M_him,m,Match,obj,The ex-boyfriend won't talk to,him,5.757517337799072
simple,won't talk to,853,853_M_his,m,Match,poss,The ex-boyfriend won't talk to,his,6.099361419677734
simple,won't talk to,853,853_F_him,f,Mismatch,obj,The woman won't talk to,him,4.57293176651001
simple,won't talk to,853,853_F_his,f,Mismatch,poss,The woman won't talk to,his,11.207637786865234
simple,escapes from,854,854_M_him,m,Match,obj,Joel escapes from,him,12.954280853271484
simple,escapes from,854,854_M_his,m,Match,poss,Joel escapes from,his,2.937455654144287
simple,escapes from,854,854_F_him,f,Mismatch,obj,Vanessa escapes from,him,12.19033432006836
simple,escapes from,854,854_F_his,f,Mismatch,poss,Vanessa escapes from,his,8.967589378356934
simple,isn't distracting,855,855_M_him,m,Match,obj,That ex-husband isn't distracting,him,6.70313024520874
simple,isn't distracting,855,855_M_his,m,Match,poss,That ex-husband isn't distracting,his,7.756484031677246
simple,isn't distracting,855,855_F_him,f,Mismatch,obj,Gina isn't distracting,him,6.641651630401611
simple,isn't distracting,855,855_F_his,f,Mismatch,poss,Gina isn't distracting,his,11.104421615600586
simple,had seen,856,856_M_him,m,Match,obj,Kevin had seen,him,5.696358680725098
simple,had seen,856,856_M_his,m,Match,poss,Kevin had seen,his,4.406461238861084
simple,had seen,856,856_F_him,f,Mismatch,obj,Stephanie had seen,him,4.890252113342285
simple,had seen,856,856_F_his,f,Mismatch,poss,Stephanie had seen,his,6.960543155670166
simple,forgives,857,857_M_him,m,Match,obj,That father forgives,him,5.882388114929199
simple,forgives,857,857_M_his,m,Match,poss,That father forgives,his,1.6244267225265503
simple,forgives,857,857_F_him,f,Mismatch,obj,Sharon forgives,him,3.4384236335754395
simple,forgives,857,857_F_his,f,Mismatch,poss,Sharon forgives,his,5.276768207550049
simple,wasn't revealing,858,858_M_him,m,Match,obj,Bill wasn't revealing,him,13.138304710388184
simple,wasn't revealing,858,858_M_his,m,Match,poss,Bill wasn't revealing,his,2.674093008041382
simple,wasn't revealing,858,858_F_him,f,Mismatch,obj,Brenda wasn't revealing,him,13.238221168518066
simple,wasn't revealing,858,858_F_his,f,Mismatch,poss,Brenda wasn't revealing,his,7.9613356590271
simple,shouldn't conceal,859,859_M_him,m,Match,obj,Dan shouldn't conceal,him,11.604165077209473
simple,shouldn't conceal,859,859_M_his,m,Match,poss,Dan shouldn't conceal,his,0.8365954160690308
simple,shouldn't conceal,859,859_F_him,f,Mismatch,obj,Melanie shouldn't conceal,him,15.241048812866211
simple,shouldn't conceal,859,859_F_his,f,Mismatch,poss,Melanie shouldn't conceal,his,8.55389404296875
simple,helped,860,860_M_him,m,Match,obj,Paul helped,him,4.984398365020752
simple,helped,860,860_M_his,m,Match,poss,Paul helped,his,5.629246234893799
simple,helped,860,860_F_him,f,Mismatch,obj,April helped,him,5.464560031890869
simple,helped,860,860_F_his,f,Mismatch,poss,April helped,his,6.713105201721191
simple,wasn't revealing,861,861_M_him,m,Match,obj,Benjamin wasn't revealing,him,12.34273624420166
simple,wasn't revealing,861,861_M_his,m,Match,poss,Benjamin wasn't revealing,his,2.780970573425293
simple,wasn't revealing,861,861_F_him,f,Mismatch,obj,Natalie wasn't revealing,him,12.16790771484375
simple,wasn't revealing,861,861_F_his,f,Mismatch,poss,Natalie wasn't revealing,his,8.121058464050293
simple,argued about,862,862_M_him,m,Match,obj,Travis argued about,him,9.191640853881836
simple,argued about,862,862_M_his,m,Match,poss,Travis argued about,his,3.990819215774536
simple,argued about,862,862_F_him,f,Mismatch,obj,Irene argued about,him,8.6084566116333
simple,argued about,862,862_F_his,f,Mismatch,poss,Irene argued about,his,5.8996968269348145
simple,couldn't bite,863,863_M_him,m,Match,obj,The ex-husband couldn't bite,him,7.286558151245117
simple,couldn't bite,863,863_M_his,m,Match,poss,The ex-husband couldn't bite,his,1.4271169900894165
simple,couldn't bite,863,863_F_him,f,Mismatch,obj,Melanie couldn't bite,him,9.335766792297363
simple,couldn't bite,863,863_F_his,f,Mismatch,poss,Melanie couldn't bite,his,9.450692176818848
simple,annoys,864,864_M_him,m,Match,obj,Bradley annoys,him,7.6453423500061035
simple,annoys,864,864_M_his,m,Match,poss,Bradley annoys,his,4.3988847732543945
simple,annoys,864,864_F_him,f,Mismatch,obj,The mother annoys,him,5.325004577636719
simple,annoys,864,864_F_his,f,Mismatch,poss,The mother annoys,his,6.922726631164551
simple,alarms,865,865_M_him,m,Match,obj,William alarms,him,5.372461318969727
simple,alarms,865,865_M_his,m,Match,poss,William alarms,his,4.524979114532471
simple,alarms,865,865_F_him,f,Mismatch,obj,Sheila alarms,him,4.764687538146973
simple,alarms,865,865_F_his,f,Mismatch,poss,Sheila alarms,his,7.0127458572387695
simple,is stunning,866,866_M_him,m,Match,obj,Bruce is stunning,him,13.147080421447754
simple,is stunning,866,866_M_his,m,Match,poss,Bruce is stunning,his,9.315200805664062
simple,is stunning,866,866_F_him,f,Mismatch,obj,Catherine is stunning,him,17.900320053100586
simple,is stunning,866,866_F_his,f,Mismatch,poss,Catherine is stunning,his,15.762739181518555
simple,hadn't loved,867,867_M_him,m,Match,obj,Lawrence hadn't loved,him,6.080419540405273
simple,hadn't loved,867,867_M_his,m,Match,poss,Lawrence hadn't loved,his,4.028900623321533
simple,hadn't loved,867,867_F_him,f,Mismatch,obj,Jane hadn't loved,him,3.775989532470703
simple,hadn't loved,867,867_F_his,f,Mismatch,poss,Jane hadn't loved,his,8.574859619140625
simple,stunned,868,868_M_him,m,Match,obj,Derek stunned,him,4.8920698165893555
simple,stunned,868,868_M_his,m,Match,poss,Derek stunned,his,5.302674770355225
simple,stunned,868,868_F_him,f,Mismatch,obj,Deanna stunned,him,3.2350642681121826
simple,stunned,868,868_F_his,f,Mismatch,poss,Deanna stunned,his,9.69881534576416
simple,finds,869,869_M_him,m,Match,obj,Alexander finds,him,7.804836273193359
simple,finds,869,869_M_his,m,Match,poss,Alexander finds,his,4.150239944458008
simple,finds,869,869_F_him,f,Mismatch,obj,Kristin finds,him,8.440914154052734
simple,finds,869,869_F_his,f,Mismatch,poss,Kristin finds,his,8.851384162902832
simple,teaches,870,870_M_him,m,Match,obj,Samuel teaches,him,8.290426254272461
simple,teaches,870,870_M_his,m,Match,poss,Samuel teaches,his,5.494049072265625
simple,teaches,870,870_F_him,f,Mismatch,obj,Laura teaches,him,10.433512687683105
simple,teaches,870,870_F_his,f,Mismatch,poss,Laura teaches,his,10.864968299865723
simple,returned to,871,871_M_him,m,Match,obj,This grandson returned to,him,11.246166229248047
simple,returned to,871,871_M_his,m,Match,poss,This grandson returned to,his,1.6356911659240723
simple,returned to,871,871_F_him,f,Mismatch,obj,Sara returned to,him,9.604151725769043
simple,returned to,871,871_F_his,f,Mismatch,poss,Sara returned to,his,7.045888900756836
simple,leads,872,872_M_him,m,Match,obj,Todd leads,him,7.993950366973877
simple,leads,872,872_M_his,m,Match,poss,Todd leads,his,4.9667277336120605
simple,leads,872,872_F_him,f,Mismatch,obj,Laura leads,him,5.899471282958984
simple,leads,872,872_F_his,f,Mismatch,poss,Laura leads,his,9.246353149414062
simple,shook,873,873_M_him,m,Match,obj,William shook,him,8.426752090454102
simple,shook,873,873_M_his,m,Match,poss,William shook,his,0.18782034516334534
simple,shook,873,873_F_him,f,Mismatch,obj,Rachel shook,him,10.145476341247559
simple,shook,873,873_F_his,f,Mismatch,poss,Rachel shook,his,8.663640022277832
simple,concealed,874,874_M_him,m,Match,obj,The father concealed,him,9.35261058807373
simple,concealed,874,874_M_his,m,Match,poss,The father concealed,his,1.684578776359558
simple,concealed,874,874_F_him,f,Mismatch,obj,Carol concealed,him,11.653836250305176
simple,concealed,874,874_F_his,f,Mismatch,poss,Carol concealed,his,5.900627613067627
simple,would return to,875,875_M_him,m,Match,obj,Guy would return to,him,11.207144737243652
simple,would return to,875,875_M_his,m,Match,poss,Guy would return to,his,4.089169979095459
simple,would return to,875,875_F_him,f,Mismatch,obj,Dana would return to,him,11.100130081176758
simple,would return to,875,875_F_his,f,Mismatch,poss,Dana would return to,his,5.4914679527282715
simple,worries,876,876_M_him,m,Match,obj,Russell worries,him,11.76640796661377
simple,worries,876,876_M_his,m,Match,poss,Russell worries,his,7.085436820983887
simple,worries,876,876_F_him,f,Mismatch,obj,Bethany worries,him,11.693502426147461
simple,worries,876,876_F_his,f,Mismatch,poss,Bethany worries,his,10.895679473876953
simple,fought,877,877_M_him,m,Match,obj,Daniel fought,him,8.184409141540527
simple,fought,877,877_M_his,m,Match,poss,Daniel fought,his,4.645251750946045
simple,fought,877,877_F_him,f,Mismatch,obj,Diana fought,him,8.201504707336426
simple,fought,877,877_F_his,f,Mismatch,poss,Diana fought,his,9.643027305603027
simple,boasted about,878,878_M_him,m,Match,obj,John boasted about,him,8.722541809082031
simple,boasted about,878,878_M_his,m,Match,poss,John boasted about,his,1.166599988937378
simple,boasted about,878,878_F_him,f,Mismatch,obj,Catherine boasted about,him,9.827279090881348
simple,boasted about,878,878_F_his,f,Mismatch,poss,Catherine boasted about,his,7.480239391326904
simple,hasn't discovered,879,879_M_him,m,Match,obj,John hasn't discovered,him,11.413864135742188
simple,hasn't discovered,879,879_M_his,m,Match,poss,John hasn't discovered,his,1.3406987190246582
simple,hasn't discovered,879,879_F_him,f,Mismatch,obj,The lady hasn't discovered,him,6.83279275894165
simple,hasn't discovered,879,879_F_his,f,Mismatch,poss,The lady hasn't discovered,his,6.970112323760986
simple,teaches,880,880_M_him,m,Match,obj,Kenneth teaches,him,8.713628768920898
simple,teaches,880,880_M_his,m,Match,poss,Kenneth teaches,his,5.1180195808410645
simple,teaches,880,880_F_him,f,Mismatch,obj,Grace teaches,him,8.879189491271973
simple,teaches,880,880_F_his,f,Mismatch,poss,Grace teaches,his,9.126272201538086
simple,returned to,881,881_M_him,m,Match,obj,Benjamin returned to,him,10.985864639282227
simple,returned to,881,881_M_his,m,Match,poss,Benjamin returned to,his,2.6343700885772705
simple,returned to,881,881_F_him,f,Mismatch,obj,Diana returned to,him,10.888092041015625
simple,returned to,881,881_F_his,f,Mismatch,poss,Diana returned to,his,9.156495094299316
simple,likes,882,882_M_him,m,Match,obj,Dennis likes,him,10.525035858154297
simple,likes,882,882_M_his,m,Match,poss,Dennis likes,his,3.8358230590820312
simple,likes,882,882_F_him,f,Mismatch,obj,Grace likes,him,8.470501899719238
simple,likes,882,882_F_his,f,Mismatch,poss,Grace likes,his,8.113865852355957
simple,does think about,883,883_M_him,m,Match,obj,That grandfather does think about,him,5.990918159484863
simple,does think about,883,883_M_his,m,Match,poss,That grandfather does think about,his,3.1154019832611084
simple,does think about,883,883_F_him,f,Mismatch,obj,Tamara does think about,him,6.676597595214844
simple,does think about,883,883_F_his,f,Mismatch,poss,Tamara does think about,his,7.949545860290527
simple,has seen,884,884_M_him,m,Match,obj,Curtis has seen,him,8.39518928527832
simple,has seen,884,884_M_his,m,Match,poss,Curtis has seen,his,3.9290754795074463
simple,has seen,884,884_F_him,f,Mismatch,obj,Erin has seen,him,7.357311725616455
simple,has seen,884,884_F_his,f,Mismatch,poss,Erin has seen,his,7.659386157989502
simple,talked about,885,885_M_him,m,Match,obj,The son talked about,him,7.995386123657227
simple,talked about,885,885_M_his,m,Match,poss,The son talked about,his,2.0798110961914062
simple,talked about,885,885_F_him,f,Mismatch,obj,Wendy talked about,him,10.697588920593262
simple,talked about,885,885_F_his,f,Mismatch,poss,Wendy talked about,his,8.686731338500977
simple,will bore,886,886_M_him,m,Match,obj,Keith will bore,him,6.895132064819336
simple,will bore,886,886_M_his,m,Match,poss,Keith will bore,his,5.14334774017334
simple,will bore,886,886_F_him,f,Mismatch,obj,Kirsten will bore,him,7.034094333648682
simple,will bore,886,886_F_his,f,Mismatch,poss,Kirsten will bore,his,9.332865715026855
simple,shoots,887,887_M_him,m,Match,obj,Gerald shoots,him,4.628151893615723
simple,shoots,887,887_M_his,m,Match,poss,Gerald shoots,his,4.660435676574707
simple,shoots,887,887_F_him,f,Mismatch,obj,Stacey shoots,him,4.987442493438721
simple,shoots,887,887_F_his,f,Mismatch,poss,Stacey shoots,his,7.531155109405518
simple,held,888,888_M_him,m,Match,obj,Vincent held,him,7.449297904968262
simple,held,888,888_M_his,m,Match,poss,Vincent held,his,3.0119757652282715
simple,held,888,888_F_him,f,Mismatch,obj,Denise held,him,7.418907165527344
simple,held,888,888_F_his,f,Mismatch,poss,Denise held,his,6.8045268058776855
simple,discovered,889,889_M_him,m,Match,obj,Frank discovered,him,8.119338035583496
simple,discovered,889,889_M_his,m,Match,poss,Frank discovered,his,3.769080877304077
simple,discovered,889,889_F_him,f,Mismatch,obj,Katherine discovered,him,8.028560638427734
simple,discovered,889,889_F_his,f,Mismatch,poss,Katherine discovered,his,7.322771072387695
simple,hasn't astounded,890,890_M_him,m,Match,obj,Gary hasn't astounded,him,9.651747703552246
simple,hasn't astounded,890,890_M_his,m,Match,poss,Gary hasn't astounded,his,6.170175552368164
simple,hasn't astounded,890,890_F_him,f,Mismatch,obj,Andrea hasn't astounded,him,10.428584098815918
simple,hasn't astounded,890,890_F_his,f,Mismatch,poss,Andrea hasn't astounded,his,7.390531539916992
simple,wasn't teaching,891,891_M_him,m,Match,obj,Joseph wasn't teaching,him,6.165221214294434
simple,wasn't teaching,891,891_M_his,m,Match,poss,Joseph wasn't teaching,his,3.274897813796997
simple,wasn't teaching,891,891_F_him,f,Mismatch,obj,Sara wasn't teaching,him,6.31679630279541
simple,wasn't teaching,891,891_F_his,f,Mismatch,poss,Sara wasn't teaching,his,8.83829116821289
simple,isn't stunning,892,892_M_him,m,Match,obj,Travis isn't stunning,him,10.808998107910156
simple,isn't stunning,892,892_M_his,m,Match,poss,Travis isn't stunning,his,8.7735013961792
simple,isn't stunning,892,892_F_him,f,Mismatch,obj,Judy isn't stunning,him,14.95098876953125
simple,isn't stunning,892,892_F_his,f,Mismatch,poss,Judy isn't stunning,his,15.227155685424805
simple,embarrassed,893,893_M_him,m,Match,obj,Scott embarrassed,him,3.932779312133789
simple,embarrassed,893,893_M_his,m,Match,poss,Scott embarrassed,his,5.033818244934082
simple,embarrassed,893,893_F_him,f,Mismatch,obj,Emily embarrassed,him,4.136516094207764
simple,embarrassed,893,893_F_his,f,Mismatch,poss,Emily embarrassed,his,8.057129859924316
simple,is boring,894,894_M_him,m,Match,obj,Frank is boring,him,10.749993324279785
simple,is boring,894,894_M_his,m,Match,poss,Frank is boring,his,7.338825702667236
simple,is boring,894,894_F_him,f,Mismatch,obj,Grace is boring,him,12.381258964538574
simple,is boring,894,894_F_his,f,Mismatch,poss,Grace is boring,his,12.417893409729004
simple,upset,895,895_M_him,m,Match,obj,Guy upset,him,7.969549655914307
simple,upset,895,895_M_his,m,Match,poss,Guy upset,his,3.9984025955200195
simple,upset,895,895_F_him,f,Mismatch,obj,Martha upset,him,5.6588053703308105
simple,upset,895,895_F_his,f,Mismatch,poss,Martha upset,his,7.645336627960205
simple,has loved,896,896_M_him,m,Match,obj,Keith has loved,him,11.233414649963379
simple,has loved,896,896_M_his,m,Match,poss,Keith has loved,his,4.861257076263428
simple,has loved,896,896_F_him,f,Mismatch,obj,Sarah has loved,him,12.830687522888184
simple,has loved,896,896_F_his,f,Mismatch,poss,Sarah has loved,his,11.594432830810547
simple,can't scare,897,897_M_him,m,Match,obj,Ronald can't scare,him,8.637701988220215
