exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2-medium_surp
simple,forgives,857,857_F_him,f,Mismatch,obj,Sharon forgives,him,2.790881395339966
simple,forgives,857,857_F_his,f,Mismatch,poss,Sharon forgives,his,6.484319686889648
simple,wasn't revealing,858,858_M_him,m,Match,obj,Bill wasn't revealing,him,10.471778869628906
simple,wasn't revealing,858,858_M_his,m,Match,poss,Bill wasn't revealing,his,3.589522361755371
simple,wasn't revealing,858,858_F_him,f,Mismatch,obj,Brenda wasn't revealing,him,9.44426441192627
simple,wasn't revealing,858,858_F_his,f,Mismatch,poss,Brenda wasn't revealing,his,5.260260105133057
simple,shouldn't conceal,859,859_M_him,m,Match,obj,Dan shouldn't conceal,him,7.421999454498291
simple,shouldn't conceal,859,859_M_his,m,Match,poss,Dan shouldn't conceal,his,1.741662621498108
simple,shouldn't conceal,859,859_F_him,f,Mismatch,obj,Melanie shouldn't conceal,him,8.10534954071045
simple,shouldn't conceal,859,859_F_his,f,Mismatch,poss,Melanie shouldn't conceal,his,4.6338982582092285
simple,helped,860,860_M_him,m,Match,obj,Paul helped,him,5.082536697387695
simple,helped,860,860_M_his,m,Match,poss,Paul helped,his,5.471508979797363
simple,helped,860,860_F_him,f,Mismatch,obj,April helped,him,4.303345680236816
simple,helped,860,860_F_his,f,Mismatch,poss,April helped,his,7.488673686981201
simple,wasn't revealing,861,861_M_him,m,Match,obj,Benjamin wasn't revealing,him,10.760857582092285
simple,wasn't revealing,861,861_M_his,m,Match,poss,Benjamin wasn't revealing,his,3.349456310272217
simple,wasn't revealing,861,861_F_him,f,Mismatch,obj,Natalie wasn't revealing,him,10.009288787841797
simple,wasn't revealing,861,861_F_his,f,Mismatch,poss,Natalie wasn't revealing,his,6.059906482696533
simple,argued about,862,862_M_him,m,Match,obj,Travis argued about,him,8.753057479858398
simple,argued about,862,862_M_his,m,Match,poss,Travis argued about,his,5.464595794677734
simple,argued about,862,862_F_him,f,Mismatch,obj,Irene argued about,him,8.350428581237793
simple,argued about,862,862_F_his,f,Mismatch,poss,Irene argued about,his,5.84053897857666
simple,couldn't bite,863,863_M_him,m,Match,obj,The ex-husband couldn't bite,him,5.677481651306152
simple,couldn't bite,863,863_M_his,m,Match,poss,The ex-husband couldn't bite,his,2.8110125064849854
simple,couldn't bite,863,863_F_him,f,Mismatch,obj,Melanie couldn't bite,him,6.8938798904418945
simple,couldn't bite,863,863_F_his,f,Mismatch,poss,Melanie couldn't bite,his,5.450293064117432
simple,annoys,864,864_M_him,m,Match,obj,Bradley annoys,him,6.087074279785156
simple,annoys,864,864_M_his,m,Match,poss,Bradley annoys,his,5.259796142578125
simple,annoys,864,864_F_him,f,Mismatch,obj,The mother annoys,him,3.458195686340332
simple,annoys,864,864_F_his,f,Mismatch,poss,The mother annoys,his,7.850759029388428
simple,alarms,865,865_M_him,m,Match,obj,William alarms,him,8.27224063873291
simple,alarms,865,865_M_his,m,Match,poss,William alarms,his,6.282954216003418
simple,alarms,865,865_F_him,f,Mismatch,obj,Sheila alarms,him,7.808969974517822
simple,alarms,865,865_F_his,f,Mismatch,poss,Sheila alarms,his,8.071242332458496
simple,is stunning,866,866_M_him,m,Match,obj,Bruce is stunning,him,15.93773078918457
simple,is stunning,866,866_M_his,m,Match,poss,Bruce is stunning,his,14.661900520324707
simple,is stunning,866,866_F_him,f,Mismatch,obj,Catherine is stunning,him,15.801490783691406
simple,is stunning,866,866_F_his,f,Mismatch,poss,Catherine is stunning,his,14.305060386657715
simple,hadn't loved,867,867_M_him,m,Match,obj,Lawrence hadn't loved,him,3.451984405517578
simple,hadn't loved,867,867_M_his,m,Match,poss,Lawrence hadn't loved,his,4.3128228187561035
simple,hadn't loved,867,867_F_him,f,Mismatch,obj,Jane hadn't loved,him,2.2173852920532227
simple,hadn't loved,867,867_F_his,f,Mismatch,poss,Jane hadn't loved,his,7.253355979919434
simple,stunned,868,868_M_him,m,Match,obj,Derek stunned,him,4.690993785858154
simple,stunned,868,868_M_his,m,Match,poss,Derek stunned,his,5.03974723815918
simple,stunned,868,868_F_him,f,Mismatch,obj,Deanna stunned,him,4.207132339477539
simple,stunned,868,868_F_his,f,Mismatch,poss,Deanna stunned,his,6.475828647613525
simple,finds,869,869_M_him,m,Match,obj,Alexander finds,him,6.581773281097412
simple,finds,869,869_M_his,m,Match,poss,Alexander finds,his,4.891532897949219
simple,finds,869,869_F_him,f,Mismatch,obj,Kristin finds,him,6.6644182205200195
simple,finds,869,869_F_his,f,Mismatch,poss,Kristin finds,his,6.166026592254639
simple,teaches,870,870_M_him,m,Match,obj,Samuel teaches,him,7.311960697174072
simple,teaches,870,870_M_his,m,Match,poss,Samuel teaches,his,5.499830722808838
simple,teaches,870,870_F_him,f,Mismatch,obj,Laura teaches,him,5.484086513519287
simple,teaches,870,870_F_his,f,Mismatch,poss,Laura teaches,his,8.360605239868164
simple,returned to,871,871_M_him,m,Match,obj,This grandson returned to,him,7.126673221588135
simple,returned to,871,871_M_his,m,Match,poss,This grandson returned to,his,3.062274932861328
simple,returned to,871,871_F_him,f,Mismatch,obj,Sara returned to,him,7.657382965087891
simple,returned to,871,871_F_his,f,Mismatch,poss,Sara returned to,his,5.0512213706970215
simple,leads,872,872_M_him,m,Match,obj,Todd leads,him,7.410783767700195
simple,leads,872,872_M_his,m,Match,poss,Todd leads,his,4.875280857086182
simple,leads,872,872_F_him,f,Mismatch,obj,Laura leads,him,5.832101345062256
simple,leads,872,872_F_his,f,Mismatch,poss,Laura leads,his,7.553864479064941
simple,shook,873,873_M_him,m,Match,obj,William shook,him,7.217753887176514
simple,shook,873,873_M_his,m,Match,poss,William shook,his,0.8876646161079407
simple,shook,873,873_F_him,f,Mismatch,obj,Rachel shook,him,7.3802900314331055
simple,shook,873,873_F_his,f,Mismatch,poss,Rachel shook,his,2.2929558753967285
simple,concealed,874,874_M_him,m,Match,obj,The father concealed,him,8.251813888549805
simple,concealed,874,874_M_his,m,Match,poss,The father concealed,his,2.0416595935821533
simple,concealed,874,874_F_him,f,Mismatch,obj,Carol concealed,him,9.15910530090332
simple,concealed,874,874_F_his,f,Mismatch,poss,Carol concealed,his,4.034715175628662
simple,would return to,875,875_M_him,m,Match,obj,Guy would return to,him,8.567115783691406
simple,would return to,875,875_M_his,m,Match,poss,Guy would return to,his,3.254607915878296
simple,would return to,875,875_F_him,f,Mismatch,obj,Dana would return to,him,9.494376182556152
simple,would return to,875,875_F_his,f,Mismatch,poss,Dana would return to,his,4.946780204772949
simple,worries,876,876_M_him,m,Match,obj,Russell worries,him,11.518461227416992
simple,worries,876,876_M_his,m,Match,poss,Russell worries,his,7.099205493927002
simple,worries,876,876_F_him,f,Mismatch,obj,Bethany worries,him,11.15594482421875
simple,worries,876,876_F_his,f,Mismatch,poss,Bethany worries,his,10.115464210510254
simple,fought,877,877_M_him,m,Match,obj,Daniel fought,him,8.36574649810791
simple,fought,877,877_M_his,m,Match,poss,Daniel fought,his,5.728969097137451
simple,fought,877,877_F_him,f,Mismatch,obj,Diana fought,him,7.411510944366455
simple,fought,877,877_F_his,f,Mismatch,poss,Diana fought,his,8.144944190979004
simple,boasted about,878,878_M_him,m,Match,obj,John boasted about,him,9.34466552734375
simple,boasted about,878,878_M_his,m,Match,poss,John boasted about,his,1.9935386180877686
simple,boasted about,878,878_F_him,f,Mismatch,obj,Catherine boasted about,him,7.819249629974365
simple,boasted about,878,878_F_his,f,Mismatch,poss,Catherine boasted about,his,5.055760860443115
simple,hasn't discovered,879,879_M_him,m,Match,obj,John hasn't discovered,him,8.382101058959961
simple,hasn't discovered,879,879_M_his,m,Match,poss,John hasn't discovered,his,4.357057094573975
simple,hasn't discovered,879,879_F_him,f,Mismatch,obj,The lady hasn't discovered,him,5.947142124176025
simple,hasn't discovered,879,879_F_his,f,Mismatch,poss,The lady hasn't discovered,his,6.488350868225098
simple,teaches,880,880_M_him,m,Match,obj,Kenneth teaches,him,8.88877010345459
simple,teaches,880,880_M_his,m,Match,poss,Kenneth teaches,his,5.879938125610352
simple,teaches,880,880_F_him,f,Mismatch,obj,Grace teaches,him,6.794243335723877
simple,teaches,880,880_F_his,f,Mismatch,poss,Grace teaches,his,7.152583599090576
simple,returned to,881,881_M_him,m,Match,obj,Benjamin returned to,him,9.910022735595703
simple,returned to,881,881_M_his,m,Match,poss,Benjamin returned to,his,2.9439330101013184
simple,returned to,881,881_F_him,f,Mismatch,obj,Diana returned to,him,9.025781631469727
simple,returned to,881,881_F_his,f,Mismatch,poss,Diana returned to,his,5.44115686416626
simple,likes,882,882_M_him,m,Match,obj,Dennis likes,him,8.040801048278809
simple,likes,882,882_M_his,m,Match,poss,Dennis likes,his,5.053277969360352
simple,likes,882,882_F_him,f,Mismatch,obj,Grace likes,him,8.06728744506836
simple,likes,882,882_F_his,f,Mismatch,poss,Grace likes,his,7.752408981323242
simple,does think about,883,883_M_him,m,Match,obj,That grandfather does think about,him,6.790218830108643
simple,does think about,883,883_M_his,m,Match,poss,That grandfather does think about,his,3.4039390087127686
simple,does think about,883,883_F_him,f,Mismatch,obj,Tamara does think about,him,7.071897506713867
simple,does think about,883,883_F_his,f,Mismatch,poss,Tamara does think about,his,5.0095696449279785
simple,has seen,884,884_M_him,m,Match,obj,Curtis has seen,him,6.540676116943359
simple,has seen,884,884_M_his,m,Match,poss,Curtis has seen,his,3.5786566734313965
simple,has seen,884,884_F_him,f,Mismatch,obj,Erin has seen,him,6.718534469604492
simple,has seen,884,884_F_his,f,Mismatch,poss,Erin has seen,his,3.349501848220825
simple,talked about,885,885_M_him,m,Match,obj,The son talked about,him,7.070756912231445
simple,talked about,885,885_M_his,m,Match,poss,The son talked about,his,2.895392894744873
simple,talked about,885,885_F_him,f,Mismatch,obj,Wendy talked about,him,7.854962348937988
simple,talked about,885,885_F_his,f,Mismatch,poss,Wendy talked about,his,6.329319953918457
simple,will bore,886,886_M_him,m,Match,obj,Keith will bore,him,5.898366451263428
simple,will bore,886,886_M_his,m,Match,poss,Keith will bore,his,4.6859025955200195
simple,will bore,886,886_F_him,f,Mismatch,obj,Kirsten will bore,him,5.602670669555664
simple,will bore,886,886_F_his,f,Mismatch,poss,Kirsten will bore,his,5.791174411773682
simple,shoots,887,887_M_him,m,Match,obj,Gerald shoots,him,6.824905872344971
simple,shoots,887,887_M_his,m,Match,poss,Gerald shoots,his,4.851194858551025
simple,shoots,887,887_F_him,f,Mismatch,obj,Stacey shoots,him,5.070041656494141
simple,shoots,887,887_F_his,f,Mismatch,poss,Stacey shoots,his,6.573263645172119
simple,held,888,888_M_him,m,Match,obj,Vincent held,him,6.6914825439453125
simple,held,888,888_M_his,m,Match,poss,Vincent held,his,4.383073806762695
simple,held,888,888_F_him,f,Mismatch,obj,Denise held,him,6.622435569763184
simple,held,888,888_F_his,f,Mismatch,poss,Denise held,his,5.228908061981201
simple,discovered,889,889_M_him,m,Match,obj,Frank discovered,him,9.416404724121094
simple,discovered,889,889_M_his,m,Match,poss,Frank discovered,his,5.037754535675049
simple,discovered,889,889_F_him,f,Mismatch,obj,Katherine discovered,him,8.194730758666992
simple,discovered,889,889_F_his,f,Mismatch,poss,Katherine discovered,his,7.241600513458252
simple,hasn't astounded,890,890_M_him,m,Match,obj,Gary hasn't astounded,him,5.984455585479736
simple,hasn't astounded,890,890_M_his,m,Match,poss,Gary hasn't astounded,his,5.993238925933838
simple,hasn't astounded,890,890_F_him,f,Mismatch,obj,Andrea hasn't astounded,him,7.409869194030762
simple,hasn't astounded,890,890_F_his,f,Mismatch,poss,Andrea hasn't astounded,his,9.274689674377441
simple,wasn't teaching,891,891_M_him,m,Match,obj,Joseph wasn't teaching,him,4.710534572601318
simple,wasn't teaching,891,891_M_his,m,Match,poss,Joseph wasn't teaching,his,4.656523704528809
simple,wasn't teaching,891,891_F_him,f,Mismatch,obj,Sara wasn't teaching,him,4.037095069885254
simple,wasn't teaching,891,891_F_his,f,Mismatch,poss,Sara wasn't teaching,his,7.4970221519470215
simple,isn't stunning,892,892_M_him,m,Match,obj,Travis isn't stunning,him,8.359292030334473
simple,isn't stunning,892,892_M_his,m,Match,poss,Travis isn't stunning,his,8.570944786071777
simple,isn't stunning,892,892_F_him,f,Mismatch,obj,Judy isn't stunning,him,9.521928787231445
simple,isn't stunning,892,892_F_his,f,Mismatch,poss,Judy isn't stunning,his,10.923590660095215
simple,embarrassed,893,893_M_him,m,Match,obj,Scott embarrassed,him,4.304869651794434
simple,embarrassed,893,893_M_his,m,Match,poss,Scott embarrassed,his,5.203956127166748
simple,embarrassed,893,893_F_him,f,Mismatch,obj,Emily embarrassed,him,7.546071529388428
simple,embarrassed,893,893_F_his,f,Mismatch,poss,Emily embarrassed,his,9.388140678405762
simple,is boring,894,894_M_him,m,Match,obj,Frank is boring,him,11.209135055541992
simple,is boring,894,894_M_his,m,Match,poss,Frank is boring,his,10.945751190185547
simple,is boring,894,894_F_him,f,Mismatch,obj,Grace is boring,him,12.111102104187012
simple,is boring,894,894_F_his,f,Mismatch,poss,Grace is boring,his,13.069615364074707
simple,upset,895,895_M_him,m,Match,obj,Guy upset,him,8.027972221374512
simple,upset,895,895_M_his,m,Match,poss,Guy upset,his,6.198099136352539
simple,upset,895,895_F_him,f,Mismatch,obj,Martha upset,him,5.926207065582275
simple,upset,895,895_F_his,f,Mismatch,poss,Martha upset,his,5.581757545471191
simple,has loved,896,896_M_him,m,Match,obj,Keith has loved,him,7.663817882537842
simple,has loved,896,896_M_his,m,Match,poss,Keith has loved,his,4.124861240386963
simple,has loved,896,896_F_him,f,Mismatch,obj,Sarah has loved,him,5.810216426849365
simple,has loved,896,896_F_his,f,Mismatch,poss,Sarah has loved,his,7.316938400268555
simple,can't scare,897,897_M_him,m,Match,obj,Ronald can't scare,him,4.408445358276367
simple,can't scare,897,897_M_his,m,Match,poss,Ronald can't scare,his,5.260863304138184
simple,can't scare,897,897_F_him,f,Mismatch,obj,Samantha can't scare,him,3.9829537868499756
simple,can't scare,897,897_F_his,f,Mismatch,poss,Samantha can't scare,his,9.03869342803955
simple,is healing,898,898_M_him,m,Match,obj,Matt is healing,him,6.532355785369873
simple,is healing,898,898_M_his,m,Match,poss,Matt is healing,his,5.007131099700928
simple,is healing,898,898_F_him,f,Mismatch,obj,Carmen is healing,him,5.850675106048584
simple,is healing,898,898_F_his,f,Mismatch,poss,Carmen is healing,his,5.578243255615234
simple,hadn't questioned,899,899_M_him,m,Match,obj,Kevin hadn't questioned,him,3.6577720642089844
simple,hadn't questioned,899,899_M_his,m,Match,poss,Kevin hadn't questioned,his,3.403754949569702
simple,hadn't questioned,899,899_F_him,f,Mismatch,obj,Theresa hadn't questioned,him,3.283940315246582
simple,hadn't questioned,899,899_F_his,f,Mismatch,poss,Theresa hadn't questioned,his,5.359013557434082
simple,is scanning,900,900_M_him,m,Match,obj,Richard is scanning,him,9.562948226928711
simple,is scanning,900,900_M_his,m,Match,poss,Richard is scanning,his,4.477324962615967
simple,is scanning,900,900_F_him,f,Mismatch,obj,The niece is scanning,him,6.871720790863037
simple,is scanning,900,900_F_his,f,Mismatch,poss,The niece is scanning,his,6.340297222137451
simple,can flee from,901,901_M_him,m,Match,obj,Steven can flee from,him,6.736132621765137
simple,can flee from,901,901_M_his,m,Match,poss,Steven can flee from,his,4.000843524932861
simple,can flee from,901,901_F_him,f,Mismatch,obj,Carla can flee from,him,6.121540546417236
simple,can flee from,901,901_F_his,f,Mismatch,poss,Carla can flee from,his,6.463690757751465
simple,isn't alarming,902,902_M_him,m,Match,obj,Scott isn't alarming,him,7.26035737991333
simple,isn't alarming,902,902_M_his,m,Match,poss,Scott isn't alarming,his,7.448861598968506
simple,isn't alarming,902,902_F_him,f,Mismatch,obj,Sally isn't alarming,him,6.948677062988281
simple,isn't alarming,902,902_F_his,f,Mismatch,poss,Sally isn't alarming,his,9.41164493560791
simple,had shocked,903,903_M_him,m,Match,obj,Rodney had shocked,him,4.97730016708374
simple,had shocked,903,903_M_his,m,Match,poss,Rodney had shocked,his,4.2983622550964355
simple,had shocked,903,903_F_him,f,Mismatch,obj,Paula had shocked,him,4.769138813018799
simple,had shocked,903,903_F_his,f,Mismatch,poss,Paula had shocked,his,5.677394390106201
simple,was worrying,904,904_M_him,m,Match,obj,Carlos was worrying,him,8.619819641113281
simple,was worrying,904,904_M_his,m,Match,poss,Carlos was worrying,his,6.9513068199157715
simple,was worrying,904,904_F_him,f,Mismatch,obj,Nancy was worrying,him,4.705072402954102
simple,was worrying,904,904_F_his,f,Mismatch,poss,Nancy was worrying,his,7.879239082336426
simple,boasted about,905,905_M_him,m,Match,obj,Paul boasted about,him,8.595198631286621
simple,boasted about,905,905_M_his,m,Match,poss,Paul boasted about,his,2.134242296218872
simple,boasted about,905,905_F_him,f,Mismatch,obj,Linda boasted about,him,8.169156074523926
simple,boasted about,905,905_F_his,f,Mismatch,poss,Linda boasted about,his,5.072225093841553
simple,discovers,906,906_M_him,m,Match,obj,Liam discovers,him,7.503572463989258
simple,discovers,906,906_M_his,m,Match,poss,Liam discovers,his,5.262955188751221
simple,discovers,906,906_F_him,f,Mismatch,obj,Beth discovers,him,7.2124714851379395
simple,discovers,906,906_F_his,f,Mismatch,poss,Beth discovers,his,6.827263355255127
simple,could make,907,907_M_him,m,Match,obj,Curtis could make,him,6.242969989776611
simple,could make,907,907_M_his,m,Match,poss,Curtis could make,his,4.254773139953613
simple,could make,907,907_F_him,f,Mismatch,obj,Jodi could make,him,5.8998942375183105
simple,could make,907,907_F_his,f,Mismatch,poss,Jodi could make,his,7.529630184173584
simple,saw,908,908_M_him,m,Match,obj,Derek saw,him,5.304513931274414
simple,saw,908,908_M_his,m,Match,poss,Derek saw,his,4.397710800170898
simple,saw,908,908_F_him,f,Mismatch,obj,This wife saw,him,4.105495452880859
simple,saw,908,908_F_his,f,Mismatch,poss,This wife saw,his,6.830427169799805
simple,hasn't written,909,909_M_him,m,Match,obj,Kevin hasn't written,him,9.091490745544434
simple,hasn't written,909,909_M_his,m,Match,poss,Kevin hasn't written,his,6.069670677185059
simple,hasn't written,909,909_F_him,f,Mismatch,obj,That niece hasn't written,him,6.752878189086914
simple,hasn't written,909,909_F_his,f,Mismatch,poss,That niece hasn't written,his,9.52674674987793
simple,is hiding,910,910_M_him,m,Match,obj,Mitchell is hiding,him,9.42971134185791
simple,is hiding,910,910_M_his,m,Match,poss,Mitchell is hiding,his,3.955644369125366
simple,is hiding,910,910_F_him,f,Mismatch,obj,Nancy is hiding,him,8.913381576538086
simple,is hiding,910,910_F_his,f,Mismatch,poss,Nancy is hiding,his,6.7165608406066895
simple,hadn't fled from,911,911_M_him,m,Match,obj,Daniel hadn't fled from,him,4.4556989669799805
simple,hadn't fled from,911,911_M_his,m,Match,poss,Daniel hadn't fled from,his,3.3463032245635986
simple,hadn't fled from,911,911_F_him,f,Mismatch,obj,Lori hadn't fled from,him,4.222410202026367
simple,hadn't fled from,911,911_F_his,f,Mismatch,poss,Lori hadn't fled from,his,4.46987771987915
simple,was impressing,912,912_M_him,m,Match,obj,Liam was impressing,him,7.47817850112915
simple,was impressing,912,912_M_his,m,Match,poss,Liam was impressing,his,5.679333686828613
simple,was impressing,912,912_F_him,f,Mismatch,obj,Christina was impressing,him,5.444272994995117
simple,was impressing,912,912_F_his,f,Mismatch,poss,Christina was impressing,his,7.740970611572266
simple,isn't examining,913,913_M_him,m,Match,obj,Dan isn't examining,him,7.747708797454834
simple,isn't examining,913,913_M_his,m,Match,poss,Dan isn't examining,his,4.199660301208496
simple,isn't examining,913,913_F_him,f,Mismatch,obj,Jennifer isn't examining,him,6.642955780029297
simple,isn't examining,913,913_F_his,f,Mismatch,poss,Jennifer isn't examining,his,6.354024887084961
simple,isn't returning to,914,914_M_him,m,Match,obj,David isn't returning to,him,11.737539291381836
simple,isn't returning to,914,914_M_his,m,Match,poss,David isn't returning to,his,5.12959623336792
simple,isn't returning to,914,914_F_him,f,Mismatch,obj,Renee isn't returning to,him,11.320954322814941
simple,isn't returning to,914,914_F_his,f,Mismatch,poss,Renee isn't returning to,his,5.445211887359619
simple,can care for,915,915_M_him,m,Match,obj,Raymond can care for,him,4.223856449127197
simple,can care for,915,915_M_his,m,Match,poss,Raymond can care for,his,3.5190415382385254
simple,can care for,915,915_F_him,f,Mismatch,obj,Tamara can care for,him,4.690030574798584
simple,can care for,915,915_F_his,f,Mismatch,poss,Tamara can care for,his,4.982219219207764
simple,likes,916,916_M_him,m,Match,obj,The father likes,him,6.405116558074951
simple,likes,916,916_M_his,m,Match,poss,The father likes,his,4.728404998779297
simple,likes,916,916_F_him,f,Mismatch,obj,Elaine likes,him,6.238919734954834
simple,likes,916,916_F_his,f,Mismatch,poss,Elaine likes,his,8.647699356079102
simple,questioned,917,917_M_him,m,Match,obj,Gary questioned,him,5.746819019317627
simple,questioned,917,917_M_his,m,Match,poss,Gary questioned,his,5.389492034912109
simple,questioned,917,917_F_him,f,Mismatch,obj,This lady questioned,him,4.863009929656982
simple,questioned,917,917_F_his,f,Mismatch,poss,This lady questioned,his,6.527218818664551
simple,isn't noticing,918,918_M_him,m,Match,obj,This ex-boyfriend isn't noticing,him,7.29473876953125
simple,isn't noticing,918,918_M_his,m,Match,poss,This ex-boyfriend isn't noticing,his,5.588604927062988
simple,isn't noticing,918,918_F_him,f,Mismatch,obj,Beth isn't noticing,him,5.534154891967773
simple,isn't noticing,918,918_F_his,f,Mismatch,poss,Beth isn't noticing,his,7.033194065093994
simple,was criticizing,919,919_M_him,m,Match,obj,Ronald was criticizing,him,6.188736438751221
simple,was criticizing,919,919_M_his,m,Match,poss,Ronald was criticizing,his,5.054024696350098
simple,was criticizing,919,919_F_him,f,Mismatch,obj,Florence was criticizing,him,4.340906143188477
simple,was criticizing,919,919_F_his,f,Mismatch,poss,Florence was criticizing,his,5.793463230133057
simple,hates,920,920_M_him,m,Match,obj,Robert hates,him,6.719214916229248
simple,hates,920,920_M_his,m,Match,poss,Robert hates,his,5.337244987487793
simple,hates,920,920_F_him,f,Mismatch,obj,Maria hates,him,4.76132869720459
simple,hates,920,920_F_his,f,Mismatch,poss,Maria hates,his,7.393956661224365
simple,is hiding,921,921_M_him,m,Match,obj,Stephen is hiding,him,9.579797744750977
simple,is hiding,921,921_M_his,m,Match,poss,Stephen is hiding,his,4.437488555908203
simple,is hiding,921,921_F_him,f,Mismatch,obj,Dawn is hiding,him,8.751334190368652
simple,is hiding,921,921_F_his,f,Mismatch,poss,Dawn is hiding,his,7.555523872375488
simple,watches,922,922_M_him,m,Match,obj,Frank watches,him,8.068218231201172
simple,watches,922,922_M_his,m,Match,poss,Frank watches,his,5.0869364738464355
simple,watches,922,922_F_him,f,Mismatch,obj,Jessica watches,him,5.963539123535156
simple,watches,922,922_F_his,f,Mismatch,poss,Jessica watches,his,6.025420188903809
simple,didn't hear,923,923_M_him,m,Match,obj,Andrew didn't hear,him,5.214621067047119
simple,didn't hear,923,923_M_his,m,Match,poss,Andrew didn't hear,his,6.518409252166748
simple,didn't hear,923,923_F_him,f,Mismatch,obj,The girlfriend didn't hear,him,3.740612268447876
simple,didn't hear,923,923_F_his,f,Mismatch,poss,The girlfriend didn't hear,his,6.4849162101745605
simple,loved,924,924_M_him,m,Match,obj,Kevin loved,him,6.032077312469482
simple,loved,924,924_M_his,m,Match,poss,Kevin loved,his,3.847694158554077
simple,loved,924,924_F_him,f,Mismatch,obj,Cindy loved,him,4.902090549468994
simple,loved,924,924_F_his,f,Mismatch,poss,Cindy loved,his,7.077668190002441
simple,had appreciated,925,925_M_him,m,Match,obj,Todd had appreciated,him,5.481935024261475
simple,had appreciated,925,925_M_his,m,Match,poss,Todd had appreciated,his,4.2042555809021
simple,had appreciated,925,925_F_him,f,Mismatch,obj,Ann had appreciated,him,6.156275749206543
simple,had appreciated,925,925_F_his,f,Mismatch,poss,Ann had appreciated,his,4.52517557144165
simple,annoyed,926,926_M_him,m,Match,obj,Alexander annoyed,him,4.506361484527588
simple,annoyed,926,926_M_his,m,Match,poss,Alexander annoyed,his,5.620467662811279
simple,annoyed,926,926_F_him,f,Mismatch,obj,Holly annoyed,him,4.697447299957275
simple,annoyed,926,926_F_his,f,Mismatch,poss,Holly annoyed,his,7.619996547698975
simple,notices,927,927_M_him,m,Match,obj,Craig notices,him,7.296940326690674
simple,notices,927,927_M_his,m,Match,poss,Craig notices,his,5.394740581512451
simple,notices,927,927_F_him,f,Mismatch,obj,Rose notices,him,7.455926418304443
simple,notices,927,927_F_his,f,Mismatch,poss,Rose notices,his,6.456600189208984
simple,hadn't cured,928,928_M_him,m,Match,obj,Curtis hadn't cured,him,2.882122278213501
simple,hadn't cured,928,928_M_his,m,Match,poss,Curtis hadn't cured,his,3.6450648307800293
simple,hadn't cured,928,928_F_him,f,Mismatch,obj,Claire hadn't cured,him,2.5329697132110596
simple,hadn't cured,928,928_F_his,f,Mismatch,poss,Claire hadn't cured,his,5.064036846160889
simple,was insulting,929,929_M_him,m,Match,obj,The ex-husband was insulting,him,5.040401935577393
simple,was insulting,929,929_M_his,m,Match,poss,The ex-husband was insulting,his,4.2403883934021
simple,was insulting,929,929_F_him,f,Mismatch,obj,Eva was insulting,him,5.0298171043396
simple,was insulting,929,929_F_his,f,Mismatch,poss,Eva was insulting,his,4.757506847381592
simple,wasn't boasting about,930,930_M_him,m,Match,obj,Alan wasn't boasting about,him,8.296127319335938
simple,wasn't boasting about,930,930_M_his,m,Match,poss,Alan wasn't boasting about,his,1.9707868099212646
simple,wasn't boasting about,930,930_F_him,f,Mismatch,obj,Brenda wasn't boasting about,him,7.574018955230713
simple,wasn't boasting about,930,930_F_his,f,Mismatch,poss,Brenda wasn't boasting about,his,3.663238048553467
simple,has found,931,931_M_him,m,Match,obj,Bruce has found,him,7.587399959564209
simple,has found,931,931_M_his,m,Match,poss,Bruce has found,his,4.511987209320068
simple,has found,931,931_F_him,f,Mismatch,obj,Melanie has found,him,7.367268085479736
simple,has found,931,931_F_his,f,Mismatch,poss,Melanie has found,his,7.622176647186279
simple,was aiding,932,932_M_him,m,Match,obj,Wayne was aiding,him,5.054558753967285
simple,was aiding,932,932_M_his,m,Match,poss,Wayne was aiding,his,4.611283302307129
simple,was aiding,932,932_F_him,f,Mismatch,obj,Tamara was aiding,him,4.868513584136963
simple,was aiding,932,932_F_his,f,Mismatch,poss,Tamara was aiding,his,5.434587478637695
simple,hasn't approached,933,933_M_him,m,Match,obj,Jerry hasn't approached,him,4.264765739440918
simple,hasn't approached,933,933_M_his,m,Match,poss,Jerry hasn't approached,his,4.419247150421143
simple,hasn't approached,933,933_F_him,f,Mismatch,obj,Ellen hasn't approached,him,5.49706506729126
simple,hasn't approached,933,933_F_his,f,Mismatch,poss,Ellen hasn't approached,his,4.551881313323975
simple,has stunned,934,934_M_him,m,Match,obj,This husband has stunned,him,8.832257270812988
simple,has stunned,934,934_M_his,m,Match,poss,This husband has stunned,his,4.395611763000488
simple,has stunned,934,934_F_him,f,Mismatch,obj,Pamela has stunned,him,7.652214050292969
simple,has stunned,934,934_F_his,f,Mismatch,poss,Pamela has stunned,his,7.03566312789917
simple,hasn't hidden,935,935_M_him,m,Match,obj,That father hasn't hidden,him,7.39816951751709
simple,hasn't hidden,935,935_M_his,m,Match,poss,That father hasn't hidden,his,1.9964834451675415
simple,hasn't hidden,935,935_F_him,f,Mismatch,obj,Allison hasn't hidden,him,9.003259658813477
simple,hasn't hidden,935,935_F_his,f,Mismatch,poss,Allison hasn't hidden,his,2.816803455352783
simple,talks about,936,936_M_him,m,Match,obj,Russell talks about,him,8.45195484161377
simple,talks about,936,936_M_his,m,Match,poss,Russell talks about,his,3.07649827003479
simple,talks about,936,936_F_him,f,Mismatch,obj,Dana talks about,him,8.503005027770996
