item,cond,adjunct,contrast,pronoun,og_sent,sent,target,model,surp
22,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After nominating him for class president, Nicole publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating him for class president,",Kristen,gpt3,14.665501594543455
22,CATAMARAN2-REF-Match,Reflexive,Match,herself,"After nominating herself for class president, Nicole publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating herself for class president,",Kristen,gpt3,12.990504264831545
22,CATAMARAN2-REF-Misma,Reflexive,Mismatch,himself,"After nominating himself for class president, Nicole publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating himself for class president,",Kristen,gpt3,20.69893455505371
23,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After everyone watched her on the Voice, Kimberly immediately called up Selena to discuss some of the highlights of the performance.","After everyone watched her on the Voice,",Gina,gpt3,16.387651443481445
23,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After everyone watched him on the Voice, Kimberly immediately called up Francisco to discuss some of the highlights of the performance.","After everyone watched him on the Voice, the",sister,gpt3,14.45669651031494
23,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After watching her on the Voice, Kimberly immediately called up Selena to discuss some of the highlights of the performance.","After watching her on the Voice,",Mary,gpt3,10.905582427978516
23,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After watching him on the Voice, Kimberly immediately called up Francisco to discuss some of the highlights of the performance.","After watching him on the Voice,",Alice,gpt3,17.195863723754883
23,CATAMARAN2-REF-Match,Reflexive,Match,herself,"After watching herself on the Voice, Kimberly immediately called up Francisco to discuss some of the highlights of the performance.","After watching herself on the Voice,",Alice,gpt3,12.680652618408203
23,CATAMARAN2-REF-Misma,Reflexive,Mismatch,himself,"After watching himself on the Voice, Kimberly immediately called up Francisco to discuss some of the highlights of the performance.","After watching himself on the Voice,",Alice,gpt3,17.796979904174805
24,CATAMARAN2-FIN-Match,No Constraint,Match,her,"Before a secretary sent her the secret contract, Rachel repeatedly made Crystal promise not to disclose the terms to anyone.","Before a secretary sent her the secret contract,",Alice,gpt3,11.21866512298584
24,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"Before a secretary sent him the secret contract, Rachel repeatedly made Raymond promise not to disclose the terms to anyone.","Before a secretary sent him the secret contract,",Connie,gpt3,18.11649703979492
24,CATAMARAN2-OBJ-Match,Constraint,Match,her,"Before sending her the secret contract, Rachel repeatedly made Crystal promise not to disclose the terms to anyone.","Before sending her the secret contract, the",grandmother,gpt3,17.37899398803711
24,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"Before sending him the secret contract, Rachel repeatedly made Raymond promise not to disclose the terms to anyone.","Before sending him the secret contract, the",lady,gpt3,10.99226188659668
24,CATAMARAN2-REF-Match,Reflexive,Match,herself,"Before sending herself the secret contract, Rachel repeatedly made Raymond promise not to disclose the terms to anyone.","Before sending herself the secret contract, the",lady,gpt3,10.147107124328612
24,CATAMARAN2-REF-Misma,Reflexive,Mismatch,himself,"Before sending himself the secret contract, Rachel repeatedly made Raymond promise not to disclose the terms to anyone.","Before sending himself the secret contract, the",lady,gpt3,15.589762687683104
1,CATAMARAN2-FIN-Match,No Constraint,Match,him,"Before anyone offered him a fancy pastry, Michael politely asked Tyler whether he had any preference.","Before anyone offered him a fancy pastry,",Aaron,gpt3,11.952914237976074
1,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"Before anyone offered her a fancy pastry, Michael politely asked Emily whether he had any preference.","Before anyone offered her a fancy pastry,",Alexander,gpt3,15.66441822052002
1,CATAMARAN2-OBJ-Match,Constraint,Match,him,"Before offering him a fancy pastry, Michael politely asked Tyler whether he had any preference.","Before offering him a fancy pastry,",Brett,gpt3,16.77491569519043
1,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"Before offering her a fancy pastry, Michael politely asked Emily whether he had any preference.","Before offering her a fancy pastry, the",boy,gpt3,8.643385887145996
1,CATAMARAN2-REF-Match,Reflexive,Match,himself,"Before offering himself a fancy pastry, Michael politely asked Emily whether he had any preference.","Before offering himself a fancy pastry, the",boy,gpt3,5.957536697387695
1,CATAMARAN2-REF-Misma,Reflexive,Mismatch,herself,"Before offering herself a fancy pastry, Michael politely asked Emily whether he had any preference.","Before offering herself a fancy pastry, the",boy,gpt3,12.31608772277832
2,CATAMARAN2-FIN-Match,No Constraint,Match,him,"While a parent drove him to school on Friday, Christopher casually told Juan that he would pick up everyone early for a surprise.","While a parent drove him to school on Friday,",Mark,gpt3,9.735394477844238
2,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"While a parent drove her to school on Friday, Christopher casually told Hannah that he would pick up everyone early for a surprise.","While a parent drove her to school on Friday,",Travis,gpt3,16.34290885925293
2,CATAMARAN2-OBJ-Match,Constraint,Match,him,"While driving him to school on Friday, Christopher casually told Juan that he would pick up everyone early for a surprise.","While driving him to school on Friday,",Walter,gpt3,12.963751792907717
2,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"While driving her to school on Friday, Christopher casually told Hannah that he would pick up everyone early for a surprise.","While driving her to school on Friday,",Theodore,gpt3,17.363725662231445
2,CATAMARAN2-REF-Match,Reflexive,Match,himself,"While driving himself to school on Friday, Christopher casually told Hannah that he would pick up everyone early for a surprise.","While driving himself to school on Friday,",Theodore,gpt3,13.963397026062012
2,CATAMARAN2-REF-Misma,Reflexive,Mismatch,herself,"While driving herself to school on Friday, Christopher casually told Hannah that he would pick up everyone early for a surprise.","While driving herself to school on Friday,",Theodore,gpt3,18.700395584106445
3,CATAMARAN2-FIN-Match,No Constraint,Match,him,"While an employee baked him some cookies, Nicholas happily informed Luke about all the positive new changes in his life.","While an employee baked him some cookies,",Patrick,gpt3,11.781277656555176
3,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"While an employee baked her some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.","While an employee baked her some cookies,",Andrew,gpt3,13.948572158813477
3,CATAMARAN2-OBJ-Match,Constraint,Match,him,"While baking him some cookies, Nicholas happily informed Luke about all the positive new changes in his life.","While baking him some cookies,",Jerry,gpt3,9.08595371246338
3,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"While baking her some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.","While baking her some cookies,",Carlos,gpt3,15.516809463500977
3,CATAMARAN2-REF-Match,Reflexive,Match,himself,"While baking himself some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.","While baking himself some cookies,",Carlos,gpt3,11.79567527770996
3,CATAMARAN2-REF-Misma,Reflexive,Mismatch,herself,"While baking herself some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.","While baking herself some cookies,",Carlos,gpt3,16.10749626159668
4,CATAMARAN2-FIN-Match,No Constraint,Match,him,"After an orderly lifted him onto the bus, Brandon carefully sat Derek down in one of the front-most seats.","After an orderly lifted him onto the bus,",John,gpt3,8.362507820129395
4,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"After an orderly lifted her onto the bus, Brandon carefully sat Amber down in one of the front-most seats.","After an orderly lifted her onto the bus,",Charles,gpt3,12.918294906616213
4,CATAMARAN2-OBJ-Match,Constraint,Match,him,"After lifting him onto the bus, Brandon carefully sat Derek down in one of the front-most seats.","After lifting him onto the bus,",George,gpt3,10.283980369567873
4,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"After lifting her onto the bus, Brandon carefully sat Amber down in one of the front-most seats.","After lifting her onto the bus,",Theodore,gpt3,16.02947235107422
4,CATAMARAN2-REF-Match,Reflexive,Match,himself,"After lifting himself onto the bus, Brandon carefully sat Amber down in one of the front-most seats.","After lifting himself onto the bus,",Theodore,gpt3,14.560248374938965
4,CATAMARAN2-REF-Misma,Reflexive,Mismatch,herself,"After lifting herself onto the bus, Brandon carefully sat Amber down in one of the front-most seats.","After lifting herself onto the bus,",Theodore,gpt3,18.786195755004883
5,CATAMARAN2-FIN-Match,No Constraint,Match,him,"Before an officer interrogated him about the crime, Daniel kindly offered Corey some food and a cigarette.","Before an officer interrogated him about the crime,",Mark,gpt3,10.54189682006836
5,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"Before an officer interrogated her about the crime, Daniel kindly offered Jasmine some food and a cigarette.","Before an officer interrogated her about the crime,",Eric,gpt3,13.448355674743652
5,CATAMARAN2-OBJ-Match,Constraint,Match,him,"Before interrogating him about the crime, Daniel kindly offered Corey some food and a cigarette.","Before interrogating him about the crime,",William,gpt3,13.031000137329102
5,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"Before interrogating her about the crime, Daniel kindly offered Jasmine some food and a cigarette.","Before interrogating her about the crime,",Carlos,gpt3,14.769094467163086
5,CATAMARAN2-REF-Match,Reflexive,Match,himself,"Before interrogating himself about the crime, Daniel kindly offered Jasmine some food and a cigarette.","Before interrogating himself about the crime,",Carlos,gpt3,12.579684257507324
5,CATAMARAN2-REF-Misma,Reflexive,Mismatch,herself,"Before interrogating herself about the crime, Daniel kindly offered Jasmine some food and a cigarette.","Before interrogating herself about the crime,",Carlos,gpt3,16.309419631958008
6,CATAMARAN2-FIN-Match,No Constraint,Match,him,"After a guest embarrassed him during the party, Andrew promptly apologized to Jeffrey for the unforgivable behavior.","After a guest embarrassed him during the party,",Steven,gpt3,10.917855262756348
6,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"After a guest embarrassed her during the party, Andrew promptly apologized to Alyssa for the unforgivable behavior.","After a guest embarrassed her during the party,",Mitchell,gpt3,16.435571670532227
6,CATAMARAN2-OBJ-Match,Constraint,Match,him,"After embarrassing him during the party, Andrew promptly apologized to Jeffrey for the unforgivable behavior.","After embarrassing him during the party,",Kevin,gpt3,9.433307647705078
6,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"After embarrassing her during the party, Andrew promptly apologized to Alyssa for the unforgivable behavior.","After embarrassing her during the party,",Brett,gpt3,13.49684238433838
6,CATAMARAN2-REF-Match,Reflexive,Match,himself,"After embarrassing himself during the party, Andrew promptly apologized to Alyssa for the unforgivable behavior.","After embarrassing himself during the party,",Brett,gpt3,13.312668800354004
6,CATAMARAN2-REF-Misma,Reflexive,Mismatch,herself,"After embarrassing herself during the party, Andrew promptly apologized to Alyssa for the unforgivable behavior.","After embarrassing herself during the party,",Brett,gpt3,15.85862636566162
7,CATAMARAN2-FIN-Match,No Constraint,Match,him,"While an intern helped him shred the documents, Alexander tearfully admitted to Gavin that upper-level managers had been embezzling money for years.","While an intern helped him shred the documents,",Carlos,gpt3,15.498465538024902
7,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"While an intern helped her shred the documents, Alexander tearfully admitted to Abigail that upper-level managers had been embezzling money for years.","While an intern helped her shred the documents,",Douglas,gpt3,13.16868019104004
7,CATAMARAN2-OBJ-Match,Constraint,Match,him,"While helping him shred the documents, Alexander tearfully admitted to Gavin that upper-level managers had been embezzling money for years.","While helping him shred the documents,",Samuel,gpt3,14.471641540527344
7,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"While helping her shred the documents, Alexander tearfully admitted to Abigail that upper-level managers had been embezzling money for years.","While helping her shred the documents,",Ronald,gpt3,15.54014492034912
7,CATAMARAN2-REF-Match,Reflexive,Match,himself,"While helping himself shred the documents, Alexander tearfully admitted to Abigail that upper-level managers had been embezzling money for years.","While helping himself shred the documents,",Ronald,gpt3,13.451407432556152
7,CATAMARAN2-REF-Misma,Reflexive,Mismatch,herself,"While helping herself shred the documents, Alexander tearfully admitted to Abigail that upper-level managers had been embezzling money for years.","While helping herself shred the documents,",Ronald,gpt3,17.99633026123047
8,CATAMARAN2-FIN-Match,No Constraint,Match,him,"While someone read him a bedtime story, William gently gestured to Luis to turn off the lights.","While someone read him a bedtime story,",Carlos,gpt3,12.869987487792969
8,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"While someone read her a bedtime story, William gently gestured to Olivia to turn off the lights.","While someone read her a bedtime story,",Theodore,gpt3,17.54799461364746
8,CATAMARAN2-OBJ-Match,Constraint,Match,him,"While reading him a bedtime story, William gently gestured to Luis to turn off the lights.","While reading him a bedtime story,",Carlos,gpt3,14.559877395629885
8,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"While reading her a bedtime story, William gently gestured to Olivia to turn off the lights.","While reading her a bedtime story,",Mitchell,gpt3,13.642969131469728
8,CATAMARAN2-REF-Match,Reflexive,Match,himself,"While reading himself a bedtime story, William gently gestured to Olivia to turn off the lights.","While reading himself a bedtime story,",Mitchell,gpt3,12.986224174499512
8,CATAMARAN2-REF-Misma,Reflexive,Mismatch,herself,"While reading herself a bedtime story, William gently gestured to Olivia to turn off the lights.","While reading herself a bedtime story,",Mitchell,gpt3,15.524003028869627
9,CATAMARAN2-FIN-Match,No Constraint,Match,him,"After a colleague cornered him next to the water cooler, Robert loudly insulted Jorge much to everyone's horror.","After a colleague cornered him next to the water cooler,",Theodore,gpt3,13.847223281860352
9,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"After a colleague cornered her next to the water cooler, Robert loudly insulted Annie much to everyone's horror.","After a colleague cornered her next to the water cooler,",Jason,gpt3,12.388816833496094
9,CATAMARAN2-OBJ-Match,Constraint,Match,him,"After cornering him next to the water cooler, Robert loudly insulted Jorge much to everyone's horror.","After cornering him next to the water cooler,",Brett,gpt3,14.693100929260254
9,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"After cornering her next to the water cooler, Robert loudly insulted Annie much to everyone's horror.","After cornering her next to the water cooler,",Chad,gpt3,11.140344619750977
9,CATAMARAN2-REF-Match,Reflexive,Match,himself,"After cornering himself next to the water cooler, Robert loudly insulted Annie much to everyone's horror.","After cornering himself next to the water cooler,",Chad,gpt3,10.692208290100098
9,CATAMARAN2-REF-Misma,Reflexive,Mismatch,herself,"After cornering herself next to the water cooler, Robert loudly insulted Annie much to everyone's horror.","After cornering herself next to the water cooler,",Chad,gpt3,14.789567947387695
10,CATAMARAN2-FIN-Match,No Constraint,Match,him,"After a nurse weighed him on the scale, Johnathan calmly informed Steven that he should be concerned about the onset of gout.","After a nurse weighed him on the scale,",Theodore,gpt3,14.61659049987793
10,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"After a nurse weighed her on the scale, Johnathan calmly informed Michelle that she should be concerned about the onset of gout.","After a nurse weighed her on the scale,",Jeffrey,gpt3,17.7208309173584
10,CATAMARAN2-OBJ-Match,Constraint,Match,him,"After weighing him on the scale, Johnathan calmly informed Steven that he should be concerned about the onset of gout.","After weighing him on the scale,",John,gpt3,11.696959495544434
10,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"After weighing her on the scale, Johnathan calmly informed Michelle that she should be concerned about the onset of gout.","After weighing her on the scale,",William,gpt3,13.947587966918944
10,CATAMARAN2-REF-Match,Reflexive,Match,himself,"After weighing himself on the scale, Johnathan calmly informed Michelle that she should be concerned about the onset of gout.","After weighing himself on the scale,",William,gpt3,8.910491943359375
10,CATAMARAN2-REF-Misma,Reflexive,Mismatch,herself,"After weighing herself on the scale, Johnathan calmly informed Michelle that she should be concerned about the onset of gout.","After weighing herself on the scale,",William,gpt3,15.418828964233398
11,CATAMARAN2-FIN-Match,No Constraint,Match,him,"Before anyone spotted him at yoga class, Zachary secretly followed Christian around town.","Before anyone spotted him at yoga class,",Carlos,gpt3,12.80754566192627
11,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"Before anyone spotted her at yoga class, Zachary secretly followed Kaitlyn around town.","Before anyone spotted her at yoga class,",Brett,gpt3,17.096651077270508
11,CATAMARAN2-OBJ-Match,Constraint,Match,him,"Before spotting him at yoga class, Zachary secretly followed Christian around town.","Before spotting him at yoga class, the",grandson,gpt3,19.179479598999023
11,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"Before spotting her at yoga class, Zachary secretly followed Kaitlyn around town.","Before spotting her at yoga class,",Adam,gpt3,9.89378833770752
11,CATAMARAN2-REF-Match,Reflexive,Match,himself,"Before spotting himself at yoga class, Zachary secretly followed Kaitlyn around town.","Before spotting himself at yoga class,",Adam,gpt3,7.697075366973877
11,CATAMARAN2-REF-Misma,Reflexive,Mismatch,herself,"Before spotting herself at yoga class, Zachary secretly followed Kaitlyn around town.","Before spotting herself at yoga class,",Adam,gpt3,14.113718032836914
12,CATAMARAN2-FIN-Match,No Constraint,Match,him,"Before friends visited him on Sunday afternoons, Benjamin usually called Jason up to confirm that they were still free.","Before friends visited him on Sunday afternoons, the",boy,gpt3,5.660214900970459
12,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"Before friends visited her on Sunday afternoons, Benjamin usually called Mary up to confirm that they were still free.","Before friends visited her on Sunday afternoons,",Omar,gpt3,18.40118789672852
12,CATAMARAN2-OBJ-Match,Constraint,Match,him,"Before visiting him on Sunday afternoons, Benjamin usually called Jason up to confirm that he was still free.","Before visiting him on Sunday afternoons,",James,gpt3,11.47260856628418
12,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"Before visiting her on Sunday afternoons, Benjamin usually called Mary up to confirm that she was still free.","Before visiting her on Sunday afternoons,",Gary,gpt3,12.599539756774902
12,CATAMARAN2-REF-Match,Reflexive,Match,himself,"Before visiting himself on Sunday afternoons, Benjamin usually called Mary up to confirm that she was still free.","Before visiting himself on Sunday afternoons,",Gary,gpt3,10.482234001159668
12,CATAMARAN2-REF-Misma,Reflexive,Mismatch,herself,"Before visiting herself on Sunday afternoons, Benjamin usually called Mary up to confirm that she was still free.","Before visiting herself on Sunday afternoons,",Gary,gpt3,14.55349349975586
13,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a professor had her in multiple classes, Jessica finally admitted to Sydney that she was a little uncomfortable about the whole deal.","After a professor had her in multiple classes,",Denise,gpt3,13.841465950012209
13,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a professor had him in multiple classes, Jessica finally admitted to Richard that she was a little uncomfortable about the whole deal.","After a professor had him in multiple classes,",Andrea,gpt3,15.335947036743164
13,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After having her in multiple classes, Jessica finally admitted to Sydney that she was a little uncomfortable about the whole deal.","After having her in multiple classes, the",mother,gpt3,8.707507133483887
13,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After having him in multiple classes, Jessica finally admitted to Richard that she was a little uncomfortable about the whole deal.","After having him in multiple classes,",Rachel,gpt3,13.187952995300291
13,CATAMARAN2-REF-Match,Reflexive,Match,herself,"After having herself in multiple classes, Jessica finally admitted to Richard that she was a little uncomfortable about the whole deal.","After having herself in multiple classes,",Rachel,gpt3,9.38121509552002
13,CATAMARAN2-REF-Misma,Reflexive,Mismatch,himself,"After having himself in multiple classes, Jessica finally admitted to Richard that she was a little uncomfortable about the whole deal.","After having himself in multiple classes,",Rachel,gpt3,15.739742279052734
14,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a stranger bought her a pumpkin-spice latte, Samantha generously offered Tiffany the best seat at the conference table.","After a stranger bought her a pumpkin-spice latte,",Melanie,gpt3,8.176114082336426
14,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a stranger bought him a pumpkin-spice latte, Samantha generously offered Austin the best seat at the conference table.","After a stranger bought him a pumpkin-spice latte,",Veronica,gpt3,20.288545608520508
14,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After buying her a pumpkin-spice latte, Samantha generously offered Tiffany the best seat at the conference table.","After buying her a pumpkin-spice latte, the",grandmother,gpt3,15.592371940612791
14,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After buying him a pumpkin-spice latte, Samantha generously offered Austin the best seat at the conference table.","After buying him a pumpkin-spice latte,",Rachel,gpt3,9.37260627746582
14,CATAMARAN2-REF-Match,Reflexive,Match,herself,"After buying herself a pumpkin-spice latte, Samantha generously offered Austin the best seat at the conference table.","After buying herself a pumpkin-spice latte,",Rachel,gpt3,6.121435642242432
14,CATAMARAN2-REF-Misma,Reflexive,Mismatch,himself,"After buying himself a pumpkin-spice latte, Samantha generously offered Austin the best seat at the conference table.","After buying himself a pumpkin-spice latte,",Rachel,gpt3,14.379634857177734
15,CATAMARAN2-FIN-Match,No Constraint,Match,her,"While someone writing her a reminder note, Amanda vigorously scolded Chelsea for being so forgetful about important appointments.","While someone writing her a reminder note,",Diana,gpt3,12.04101276397705
15,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"While someone writing him a reminder note, Amanda vigorously scolded Antonio for being so forgetful about important appointments.","While someone writing him a reminder note,",Monica,gpt3,18.308319091796875
15,CATAMARAN2-OBJ-Match,Constraint,Match,her,"While writing her a reminder note, Amanda vigorously scolded Chelsea for being so forgetful about important appointments.","While writing her a reminder note,",Kathleen,gpt3,15.718469619750977
15,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"While writing him a reminder note, Amanda vigorously scolded Antonio for being so forgetful about important appointments.","While writing him a reminder note,",Jill,gpt3,13.319620132446287
15,CATAMARAN2-REF-Match,Reflexive,Match,herself,"While writing herself a reminder note, Amanda vigorously scolded Antonio for being so forgetful about important appointments.","While writing herself a reminder note,",Jill,gpt3,7.064167499542236
15,CATAMARAN2-REF-Misma,Reflexive,Mismatch,himself,"While writing himself a reminder note, Amanda vigorously scolded Antonio for being so forgetful about important appointments.","While writing himself a reminder note,",Jill,gpt3,16.125751495361328
16,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a waiter poured her some hot tea, Britney accidentally burned Natalie by knocking the nearly full pot off the table.","After a waiter poured her some hot tea,",Carol,gpt3,10.418960571289062
16,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a waiter poured him some hot tea, Britney accidentally burned Peter by knocking the nearly full pot off the table.","After a waiter poured him some hot tea,",Linda,gpt3,16.508899688720703
16,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After pouring her some hot tea, Britney accidentally burned Natalie by knocking the nearly full pot off the table.","After pouring her some hot tea, the",lady,gpt3,7.008459568023682
16,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After pouring him some hot tea, Britney accidentally burned Peter by knocking the nearly full pot off the table.","After pouring him some hot tea,",Pamela,gpt3,15.062374114990234
16,CATAMARAN2-REF-Match,Reflexive,Match,herself,"After pouring herself some hot tea, Britney accidentally burned Peter by knocking the nearly full pot off the table.","After pouring herself some hot tea,",Pamela,gpt3,12.204391479492188
16,CATAMARAN2-REF-Misma,Reflexive,Mismatch,himself,"After pouring himself some hot tea, Britney accidentally burned Peter by knocking the nearly full pot off the table.","After pouring himself some hot tea,",Pamela,gpt3,19.494585037231445
17,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a volunteer left her a voice message, Stephanie also sent Marissa a text containing the same information.","After a volunteer left her a voice message,",Florence,gpt3,14.306306838989258
17,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a volunteer left him a voice message, Stephanie also sent Marcus a text containing the same information.","After a volunteer left him a voice message,",Meredith,gpt3,16.466732025146484
17,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After leaving her a voice message, Stephanie also sent Marissa a text containing the same information.","After leaving her a voice message,",Julie,gpt3,12.624213218688965
17,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After leaving him a voice message, Stephanie also sent Marcus a text containing the same information.","After leaving him a voice message,",Erin,gpt3,13.14337921142578
17,CATAMARAN2-REF-Match,Reflexive,Match,herself,"After leaving herself a voice message, Stephanie also sent Marcus a text containing the same information.","After leaving herself a voice message,",Erin,gpt3,10.931029319763184
17,CATAMARAN2-REF-Misma,Reflexive,Mismatch,himself,"After leaving himself a voice message, Stephanie also sent Marcus a text containing the same information.","After leaving himself a voice message,",Erin,gpt3,16.717763900756836
18,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After someone sent her a thank-you note, Jennifer thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After someone sent her a thank-you note,",Beth,gpt3,11.127885818481444
18,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After someone sent him a thank-you note, Jennifer thoughtfully bought Victor a nice down comforter as a token of gratitude.","After someone sent him a thank-you note,",Meredith,gpt3,19.000661849975582
18,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After sending her a thank-you note, Jennifer thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her a thank-you note,",Danielle,gpt3,14.064221382141112
18,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After sending him a thank-you note, Jennifer thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending him a thank-you note,",Suzanne,gpt3,14.56528377532959
18,CATAMARAN2-REF-Match,Reflexive,Match,herself,"After sending herself a thank-you note, Jennifer thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending herself a thank-you note,",Suzanne,gpt3,12.297239303588867
18,CATAMARAN2-REF-Misma,Reflexive,Mismatch,himself,"After sending himself a thank-you note, Jennifer thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending himself a thank-you note,",Suzanne,gpt3,19.00069808959961
19,CATAMARAN2-FIN-Match,No Constraint,Match,her,"Before a chaperon took her kids on the roller coaster, Victoria calmly reassured Andrea that the loop wasn't dangerous at all.","Before a chaperon took her kids on the roller coaster,",Elizabeth,gpt3,10.116588592529297
19,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,his,"Before a chaperon took his kids on the roller coaster, Victoria calmly reassured Lucas that the loop wasn't dangerous at all.","Before a chaperon took his kids on the roller coaster,",Diana,gpt3,16.841466903686523
19,CATAMARAN2-OBJ-Match,Constraint,Match,her,"Before taking her on the roller coaster, Victoria calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her on the roller coaster,",Christine,gpt3,15.166641235351562
19,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"Before taking him on the roller coaster, Victoria calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking him on the roller coaster,",Suzanne,gpt3,15.435945510864258
19,CATAMARAN2-REF-Match,Reflexive,Match,herself,"Before taking herself on the roller coaster, Victoria calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking herself on the roller coaster,",Suzanne,gpt3,12.305416107177734
19,CATAMARAN2-REF-Misma,Reflexive,Mismatch,himself,"Before taking himself on the roller coaster, Victoria calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking himself on the roller coaster,",Suzanne,gpt3,18.67757606506348
20,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After anyone took her to a social event, Rebecca always checked with Julia to see whether they actually had a good time.","After anyone took her to a social event,",Natalie,gpt3,14.128325462341309
20,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After anyone took him to a social event, Rebecca always checked with Elijah to see whether they actually had a good time.","After anyone took him to a social event,",Jill,gpt3,18.56609344482422
20,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After taking her to a social event, Rebecca always checked with Julia to see whether she actually had a good time.","After taking her to a social event, the",granddaughter,gpt3,17.1886043548584
20,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After taking him to a social event, Rebecca always checked with Elijah to see whether he actually had a good time.","After taking him to a social event,",Victoria,gpt3,11.723267555236816
20,CATAMARAN2-REF-Match,Reflexive,Match,herself,"After taking herself to a social event, Rebecca always checked with Elijah to see whether he actually had a good time.","After taking herself to a social event,",Victoria,gpt3,9.924744606018066
20,CATAMARAN2-REF-Misma,Reflexive,Mismatch,himself,"After taking himself to a social event, Rebecca always checked with Elijah to see whether he actually had a good time.","After taking himself to a social event,",Victoria,gpt3,16.310483932495117
21,CATAMARAN2-FIN-Match,No Constraint,Match,her,"Before auctioneers showed her any new paintings, Catherine typically consulted Kelly to see which pieces were the best.","Before auctioneers showed her any new paintings,",Vanessa,gpt3,14.61087417602539
