item,cond,adjunct,contrast,pronoun,og_sent,sent,target,/data/gpt2-large_surp
11,CATAMARAN2-OBJ-Match,Constraint,Match,him,"Before spotting him at yoga class, Zachary secretly followed Christian around town.","Before spotting him at yoga class,",Jerry,14.113631248474121
11,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"Before spotting her at yoga class, Zachary secretly followed Kaitlyn around town.","Before spotting her at yoga class, the",brother,12.552209854125977
12,CATAMARAN2-FIN-Match,No Constraint,Match,him,"Before friends visited him on Sunday afternoons, Benjamin usually called Jason up to confirm that they were still free.","Before friends visited him on Sunday afternoons, the",boyfriend,13.254146575927734
12,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"Before friends visited her on Sunday afternoons, Benjamin usually called Mary up to confirm that they were still free.","Before friends visited her on Sunday afternoons,",Lawrence,15.380311965942383
12,CATAMARAN2-OBJ-Match,Constraint,Match,him,"Before visiting him on Sunday afternoons, Benjamin usually called Jason up to confirm that he was still free.","Before visiting him on Sunday afternoons,",Lawrence,14.062904357910156
12,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"Before visiting her on Sunday afternoons, Benjamin usually called Mary up to confirm that she was still free.","Before visiting her on Sunday afternoons,",Daniel,13.82593822479248
13,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a professor had her in multiple classes, Jessica finally admitted to Sydney that she was a little uncomfortable about the whole deal.","After a professor had her in multiple classes, the",niece,16.166006088256836
13,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a professor had him in multiple classes, Jessica finally admitted to Richard that she was a little uncomfortable about the whole deal.","After a professor had him in multiple classes,",Angela,16.99199104309082
13,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After having her in multiple classes, Jessica finally admitted to Sydney that she was a little uncomfortable about the whole deal.","After having her in multiple classes,",Katherine,17.058183670043945
13,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After having him in multiple classes, Jessica finally admitted to Richard that she was a little uncomfortable about the whole deal.","After having him in multiple classes, the",actress,13.702245712280273
14,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a stranger bought her a pumpkin-spice latte, Samantha generously offered Tiffany the best seat at the conference table.","After a stranger bought her a pumpkin-spice latte,",Christine,14.474732398986816
14,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a stranger bought him a pumpkin-spice latte, Samantha generously offered Austin the best seat at the conference table.","After a stranger bought him a pumpkin-spice latte,",Emily,14.41244888305664
14,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After buying her a pumpkin-spice latte, Samantha generously offered Tiffany the best seat at the conference table.","After buying her a pumpkin-spice latte,",Eva,17.10946273803711
14,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After buying him a pumpkin-spice latte, Samantha generously offered Austin the best seat at the conference table.","After buying him a pumpkin-spice latte,",Jennifer,15.151795387268066
15,CATAMARAN2-FIN-Match,No Constraint,Match,her,"While someone writing her a reminder note, Amanda vigorously scolded Chelsea for being so forgetful about important appointments.","While someone writing her a reminder note,",Carmen,15.765148162841797
15,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"While someone writing him a reminder note, Amanda vigorously scolded Antonio for being so forgetful about important appointments.","While someone writing him a reminder note,",Christine,16.53212547302246
15,CATAMARAN2-OBJ-Match,Constraint,Match,her,"While writing her a reminder note, Amanda vigorously scolded Chelsea for being so forgetful about important appointments.","While writing her a reminder note,",Carmen,14.455199241638184
15,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"While writing him a reminder note, Amanda vigorously scolded Antonio for being so forgetful about important appointments.","While writing him a reminder note,",Donna,13.851232528686523
16,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a waiter poured her some hot tea, Britney accidentally burned Natalie by knocking the nearly full pot off the table.","After a waiter poured her some hot tea,",Christine,14.308891296386719
16,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a waiter poured him some hot tea, Britney accidentally burned Peter by knocking the nearly full pot off the table.","After a waiter poured him some hot tea,",Sonia,16.67116928100586
16,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After pouring her some hot tea, Britney accidentally burned Natalie by knocking the nearly full pot off the table.","After pouring her some hot tea,",Monica,13.932741165161133
16,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After pouring him some hot tea, Britney accidentally burned Peter by knocking the nearly full pot off the table.","After pouring him some hot tea,",Amy,12.79360580444336
17,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a volunteer left her a voice message, Stephanie also sent Marissa a text containing the same information.","After a volunteer left her a voice message,",Emily,12.995048522949219
17,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a volunteer left him a voice message, Stephanie also sent Marcus a text containing the same information.","After a volunteer left him a voice message, the",granddaughter,15.720661163330078
17,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After leaving her a voice message, Stephanie also sent Marissa a text containing the same information.","After leaving her a voice message,",Paula,16.2310848236084
17,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After leaving him a voice message, Stephanie also sent Marcus a text containing the same information.","After leaving him a voice message,",Rebecca,15.973418235778809
18,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After someone sent her a thank-you note, Jennifer thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After someone sent her a thank-you note,",Caroline,16.06383514404297
18,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After someone sent him a thank-you note, Jennifer thoughtfully bought Victor a nice down comforter as a token of gratitude.","After someone sent him a thank-you note,",Carmen,17.858760833740234
18,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After sending her a thank-you note, Jennifer thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her a thank-you note,",Melanie,16.39957046508789
18,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After sending him a thank-you note, Jennifer thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending him a thank-you note, the",waitress,9.82868766784668
19,CATAMARAN2-FIN-Match,No Constraint,Match,her,"Before a chaperon took her kids on the roller coaster, Victoria calmly reassured Andrea that the loop wasn't dangerous at all.","Before a chaperon took her kids on the roller coaster,",Caroline,13.57480239868164
19,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,his,"Before a chaperon took his kids on the roller coaster, Victoria calmly reassured Lucas that the loop wasn't dangerous at all.","Before a chaperon took his kids on the roller coaster,",Holly,16.195636749267578
19,CATAMARAN2-OBJ-Match,Constraint,Match,her,"Before taking her on the roller coaster, Victoria calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her on the roller coaster,",Diane,14.717394828796387
19,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"Before taking him on the roller coaster, Victoria calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking him on the roller coaster,",Julia,15.997125625610352
20,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After anyone took her to a social event, Rebecca always checked with Julia to see whether they actually had a good time.","After anyone took her to a social event,",Sonia,19.257671356201172
20,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After anyone took him to a social event, Rebecca always checked with Elijah to see whether they actually had a good time.","After anyone took him to a social event,",Holly,17.512853622436523
20,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After taking her to a social event, Rebecca always checked with Julia to see whether she actually had a good time.","After taking her to a social event,",Diane,14.803695678710938
20,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After taking him to a social event, Rebecca always checked with Elijah to see whether he actually had a good time.","After taking him to a social event,",April,13.4707670211792
21,CATAMARAN2-FIN-Match,No Constraint,Match,her,"Before auctioneers showed her any new paintings, Catherine typically consulted Kelly to see which pieces were the best.","Before auctioneers showed her any new paintings,",Holly,15.823006629943848
21,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"Before auctioneers showed him any new paintings, Catherine typically consulted Shawn to see which pieces were the best.","Before auctioneers showed him any new paintings,",Susan,15.99348258972168
21,CATAMARAN2-OBJ-Match,Constraint,Match,her,"Before showing her any new paintings, Catherine typically consulted Kelly to see which pieces were the best.","Before showing her any new paintings,",Denise,16.381105422973633
21,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"Before showing him any new paintings, Catherine typically consulted Shawn to see which pieces were the best.","Before showing him any new paintings,",Lisa,14.149206161499023
22,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a student nominated her for class president, Nicole publicly humiliated Destiny by sharing a private conversation all over social media.","After a student nominated her for class president,",Paula,13.43956470489502
22,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a student nominated him for class president, Nicole publicly humiliated Jerome by sharing a private conversation all over social media.","After a student nominated him for class president,",Monica,15.360140800476074
22,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After nominating her for class president, Nicole publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her for class president,",Laurie,15.776883125305176
22,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After nominating him for class president, Nicole publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating him for class president,",Rebecca,14.85445785522461
23,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After everyone watched her on the Voice, Kimberly immediately called up Selena to discuss some of the highlights of the performance.","After everyone watched her on the Voice,",Donna,12.905713081359863
23,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After everyone watched him on the Voice, Kimberly immediately called up Francisco to discuss some of the highlights of the performance.","After everyone watched him on the Voice,",Lisa,13.88173770904541
23,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After watching her on the Voice, Kimberly immediately called up Selena to discuss some of the highlights of the performance.","After watching her on the Voice,",Carolyn,15.939738273620605
23,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After watching him on the Voice, Kimberly immediately called up Francisco to discuss some of the highlights of the performance.","After watching him on the Voice,",Monica,16.425077438354492
24,CATAMARAN2-FIN-Match,No Constraint,Match,her,"Before a secretary sent her the secret contract, Rachel repeatedly made Crystal promise not to disclose the terms to anyone.","Before a secretary sent her the secret contract,",Angela,15.494343757629395
24,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"Before a secretary sent him the secret contract, Rachel repeatedly made Raymond promise not to disclose the terms to anyone.","Before a secretary sent him the secret contract,",Heidi,18.956375122070312
24,CATAMARAN2-OBJ-Match,Constraint,Match,her,"Before sending her the secret contract, Rachel repeatedly made Crystal promise not to disclose the terms to anyone.","Before sending her the secret contract,",Jessica,11.824703216552734
24,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"Before sending him the secret contract, Rachel repeatedly made Raymond promise not to disclose the terms to anyone.","Before sending him the secret contract,",Monica,15.834793090820312
1,CATAMARAN2-FIN-Match,No Constraint,Match,him,"Before anyone offered him a fancy pastry, Michael politely asked Tyler whether he had any preference.","Before anyone offered him a fancy pastry, the",boyfriend,14.091541290283203
1,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"Before anyone offered her a fancy pastry, Michael politely asked Emily whether he had any preference.","Before anyone offered her a fancy pastry,",Edward,15.558134078979492
1,CATAMARAN2-OBJ-Match,Constraint,Match,him,"Before offering him a fancy pastry, Michael politely asked Tyler whether he had any preference.","Before offering him a fancy pastry,",Matt,14.979869842529297
1,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"Before offering her a fancy pastry, Michael politely asked Emily whether he had any preference.","Before offering her a fancy pastry,",Robert,14.224398612976074
2,CATAMARAN2-FIN-Match,No Constraint,Match,him,"While a parent drove him to school on Friday, Christopher casually told Juan that he would pick up everyone early for a surprise.","While a parent drove him to school on Friday, the",man,5.512388706207275
2,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"While a parent drove her to school on Friday, Christopher casually told Hannah that he would pick up everyone early for a surprise.","While a parent drove her to school on Friday,",Paul,12.751513481140137
2,CATAMARAN2-OBJ-Match,Constraint,Match,him,"While driving him to school on Friday, Christopher casually told Juan that he would pick up everyone early for a surprise.","While driving him to school on Friday,",Martin,11.476363182067871
2,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"While driving her to school on Friday, Christopher casually told Hannah that he would pick up everyone early for a surprise.","While driving her to school on Friday,",Carl,15.407936096191406
3,CATAMARAN2-FIN-Match,No Constraint,Match,him,"While an employee baked him some cookies, Nicholas happily informed Luke about all the positive new changes in his life.","While an employee baked him some cookies,",Michael,12.145882606506348
3,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"While an employee baked her some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.","While an employee baked her some cookies,",Derek,16.64269256591797
3,CATAMARAN2-OBJ-Match,Constraint,Match,him,"While baking him some cookies, Nicholas happily informed Luke about all the positive new changes in his life.","While baking him some cookies,",Stephen,13.113821029663086
3,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"While baking her some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.","While baking her some cookies,",David,12.258684158325195
4,CATAMARAN2-FIN-Match,No Constraint,Match,him,"After an orderly lifted him onto the bus, Brandon carefully sat Derek down in one of the front-most seats.","After an orderly lifted him onto the bus,",Craig,15.168447494506836
4,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"After an orderly lifted her onto the bus, Brandon carefully sat Amber down in one of the front-most seats.","After an orderly lifted her onto the bus, the",husband,11.529059410095215
4,CATAMARAN2-OBJ-Match,Constraint,Match,him,"After lifting him onto the bus, Brandon carefully sat Derek down in one of the front-most seats.","After lifting him onto the bus,",Carl,14.560992240905762
4,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"After lifting her onto the bus, Brandon carefully sat Amber down in one of the front-most seats.","After lifting her onto the bus,",Jerry,14.949197769165039
5,CATAMARAN2-FIN-Match,No Constraint,Match,him,"Before an officer interrogated him about the crime, Daniel kindly offered Corey some food and a cigarette.","Before an officer interrogated him about the crime,",Scott,11.982958793640137
5,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"Before an officer interrogated her about the crime, Daniel kindly offered Jasmine some food and a cigarette.","Before an officer interrogated her about the crime, the",brother,12.562399864196777
5,CATAMARAN2-OBJ-Match,Constraint,Match,him,"Before interrogating him about the crime, Daniel kindly offered Corey some food and a cigarette.","Before interrogating him about the crime,",Michael,11.979255676269531
5,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"Before interrogating her about the crime, Daniel kindly offered Jasmine some food and a cigarette.","Before interrogating her about the crime,",Marcus,14.485756874084473
6,CATAMARAN2-FIN-Match,No Constraint,Match,him,"After a guest embarrassed him during the party, Andrew promptly apologized to Jeffrey for the unforgivable behavior.","After a guest embarrassed him during the party,",Lawrence,13.693605422973633
6,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"After a guest embarrassed her during the party, Andrew promptly apologized to Alyssa for the unforgivable behavior.","After a guest embarrassed her during the party,",Matt,12.441585540771484
6,CATAMARAN2-OBJ-Match,Constraint,Match,him,"After embarrassing him during the party, Andrew promptly apologized to Jeffrey for the unforgivable behavior.","After embarrassing him during the party,",Marcus,14.885175704956055
6,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"After embarrassing her during the party, Andrew promptly apologized to Alyssa for the unforgivable behavior.","After embarrassing her during the party,",Daniel,14.639154434204102
7,CATAMARAN2-FIN-Match,No Constraint,Match,him,"While an intern helped him shred the documents, Alexander tearfully admitted to Gavin that upper-level managers had been embezzling money for years.","While an intern helped him shred the documents,",Martin,12.444363594055176
7,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"While an intern helped her shred the documents, Alexander tearfully admitted to Abigail that upper-level managers had been embezzling money for years.","While an intern helped her shred the documents,",James,12.43455982208252
7,CATAMARAN2-OBJ-Match,Constraint,Match,him,"While helping him shred the documents, Alexander tearfully admitted to Gavin that upper-level managers had been embezzling money for years.","While helping him shred the documents,",Travis,15.057802200317383
7,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"While helping her shred the documents, Alexander tearfully admitted to Abigail that upper-level managers had been embezzling money for years.","While helping her shred the documents,",Derek,15.221994400024414
8,CATAMARAN2-FIN-Match,No Constraint,Match,him,"While someone read him a bedtime story, William gently gestured to Luis to turn off the lights.","While someone read him a bedtime story,",Vincent,13.823053359985352
8,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"While someone read her a bedtime story, William gently gestured to Olivia to turn off the lights.","While someone read her a bedtime story,",Carl,13.525477409362793
8,CATAMARAN2-OBJ-Match,Constraint,Match,him,"While reading him a bedtime story, William gently gestured to Luis to turn off the lights.","While reading him a bedtime story,",Vincent,13.142611503601074
8,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"While reading her a bedtime story, William gently gestured to Olivia to turn off the lights.","While reading her a bedtime story,",James,10.685726165771484
9,CATAMARAN2-FIN-Match,No Constraint,Match,him,"After a colleague cornered him next to the water cooler, Robert loudly insulted Jorge much to everyone's horror.","After a colleague cornered him next to the water cooler,",Stephen,14.465738296508789
9,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"After a colleague cornered her next to the water cooler, Robert loudly insulted Annie much to everyone's horror.","After a colleague cornered her next to the water cooler,",Raymond,16.80795669555664
9,CATAMARAN2-OBJ-Match,Constraint,Match,him,"After cornering him next to the water cooler, Robert loudly insulted Jorge much to everyone's horror.","After cornering him next to the water cooler,",Carl,14.69875717163086
9,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"After cornering her next to the water cooler, Robert loudly insulted Annie much to everyone's horror.","After cornering her next to the water cooler,",Vincent,15.291370391845703
10,CATAMARAN2-FIN-Match,No Constraint,Match,him,"After a nurse weighed him on the scale, Johnathan calmly informed Steven that he should be concerned about the onset of gout.","After a nurse weighed him on the scale,",James,12.76375675201416
10,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"After a nurse weighed her on the scale, Johnathan calmly informed Michelle that she should be concerned about the onset of gout.","After a nurse weighed her on the scale, the",grandfather,13.405109405517578
10,CATAMARAN2-OBJ-Match,Constraint,Match,him,"After weighing him on the scale, Johnathan calmly informed Steven that he should be concerned about the onset of gout.","After weighing him on the scale,",Martin,12.146644592285156
10,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"After weighing her on the scale, Johnathan calmly informed Michelle that she should be concerned about the onset of gout.","After weighing her on the scale,",Daniel,14.294537544250488
11,CATAMARAN2-FIN-Match,No Constraint,Match,him,"Before anyone spotted him at yoga class, Zachary secretly followed Christian around town.","Before anyone spotted him at yoga class,",Scott,12.990713119506836
11,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"Before anyone spotted her at yoga class, Zachary secretly followed Kaitlyn around town.","Before anyone spotted her at yoga class,",Carl,15.845996856689453
11,CATAMARAN2-OBJ-Match,Constraint,Match,him,"Before spotting him at yoga class, Zachary secretly followed Christian around town.","Before spotting him at yoga class,",Omar,15.934901237487793
11,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"Before spotting her at yoga class, Zachary secretly followed Kaitlyn around town.","Before spotting her at yoga class,",Scott,13.475163459777832
12,CATAMARAN2-FIN-Match,No Constraint,Match,him,"Before friends visited him on Sunday afternoons, Benjamin usually called Jason up to confirm that they were still free.","Before friends visited him on Sunday afternoons,",Peter,13.300739288330078
12,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"Before friends visited her on Sunday afternoons, Benjamin usually called Mary up to confirm that they were still free.","Before friends visited her on Sunday afternoons,",Michael,13.80777645111084
12,CATAMARAN2-OBJ-Match,Constraint,Match,him,"Before visiting him on Sunday afternoons, Benjamin usually called Jason up to confirm that he was still free.","Before visiting him on Sunday afternoons,",Michael,12.560724258422852
12,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"Before visiting her on Sunday afternoons, Benjamin usually called Mary up to confirm that she was still free.","Before visiting her on Sunday afternoons, the",boyfriend,12.691025733947754
13,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a professor had her in multiple classes, Jessica finally admitted to Sydney that she was a little uncomfortable about the whole deal.","After a professor had her in multiple classes,",Sandra,15.610311508178711
13,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a professor had him in multiple classes, Jessica finally admitted to Richard that she was a little uncomfortable about the whole deal.","After a professor had him in multiple classes,",Sandra,17.132068634033203
13,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After having her in multiple classes, Jessica finally admitted to Sydney that she was a little uncomfortable about the whole deal.","After having her in multiple classes,",Allison,17.720928192138672
13,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After having him in multiple classes, Jessica finally admitted to Richard that she was a little uncomfortable about the whole deal.","After having him in multiple classes,",Emily,17.390869140625
14,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a stranger bought her a pumpkin-spice latte, Samantha generously offered Tiffany the best seat at the conference table.","After a stranger bought her a pumpkin-spice latte,",Sandra,14.894447326660156
14,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a stranger bought him a pumpkin-spice latte, Samantha generously offered Austin the best seat at the conference table.","After a stranger bought him a pumpkin-spice latte,",Christine,16.7144832611084
14,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After buying her a pumpkin-spice latte, Samantha generously offered Tiffany the best seat at the conference table.","After buying her a pumpkin-spice latte,",Nancy,14.891246795654297
14,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After buying him a pumpkin-spice latte, Samantha generously offered Austin the best seat at the conference table.","After buying him a pumpkin-spice latte,",Patricia,18.109817504882812
15,CATAMARAN2-FIN-Match,No Constraint,Match,her,"While someone writing her a reminder note, Amanda vigorously scolded Chelsea for being so forgetful about important appointments.","While someone writing her a reminder note,",Holly,14.527085304260254
15,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"While someone writing him a reminder note, Amanda vigorously scolded Antonio for being so forgetful about important appointments.","While someone writing him a reminder note,",Allison,15.18341064453125
15,CATAMARAN2-OBJ-Match,Constraint,Match,her,"While writing her a reminder note, Amanda vigorously scolded Chelsea for being so forgetful about important appointments.","While writing her a reminder note,",Heather,13.157389640808105
15,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"While writing him a reminder note, Amanda vigorously scolded Antonio for being so forgetful about important appointments.","While writing him a reminder note,",Eva,15.259398460388184
16,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a waiter poured her some hot tea, Britney accidentally burned Natalie by knocking the nearly full pot off the table.","After a waiter poured her some hot tea,",Angela,12.258525848388672
16,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a waiter poured him some hot tea, Britney accidentally burned Peter by knocking the nearly full pot off the table.","After a waiter poured him some hot tea,",Stacy,17.63059425354004
16,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After pouring her some hot tea, Britney accidentally burned Natalie by knocking the nearly full pot off the table.","After pouring her some hot tea,",Carmen,14.360014915466309
16,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After pouring him some hot tea, Britney accidentally burned Peter by knocking the nearly full pot off the table.","After pouring him some hot tea,",Martha,13.941121101379395
17,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a volunteer left her a voice message, Stephanie also sent Marissa a text containing the same information.","After a volunteer left her a voice message,",Donna,13.311567306518555
17,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a volunteer left him a voice message, Stephanie also sent Marcus a text containing the same information.","After a volunteer left him a voice message,",Rebecca,15.602609634399414
17,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After leaving her a voice message, Stephanie also sent Marissa a text containing the same information.","After leaving her a voice message,",Heather,13.130444526672363
17,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After leaving him a voice message, Stephanie also sent Marcus a text containing the same information.","After leaving him a voice message,",Jennifer,14.535819053649902
18,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After someone sent her a thank-you note, Jennifer thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After someone sent her a thank-you note, the",niece,14.570499420166016
18,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After someone sent him a thank-you note, Jennifer thoughtfully bought Victor a nice down comforter as a token of gratitude.","After someone sent him a thank-you note,",Heidi,17.820392608642578
18,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After sending her a thank-you note, Jennifer thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her a thank-you note,",Monica,14.854398727416992
18,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After sending him a thank-you note, Jennifer thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending him a thank-you note,",Valerie,16.0707950592041
19,CATAMARAN2-FIN-Match,No Constraint,Match,her,"Before a chaperon took her kids on the roller coaster, Victoria calmly reassured Andrea that the loop wasn't dangerous at all.","Before a chaperon took her kids on the roller coaster,",Eva,14.150551795959473
19,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,his,"Before a chaperon took his kids on the roller coaster, Victoria calmly reassured Lucas that the loop wasn't dangerous at all.","Before a chaperon took his kids on the roller coaster,",Sara,15.371596336364746
19,CATAMARAN2-OBJ-Match,Constraint,Match,her,"Before taking her on the roller coaster, Victoria calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her on the roller coaster,",Heather,14.094073295593262
19,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"Before taking him on the roller coaster, Victoria calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking him on the roller coaster,",Tiffany,16.741527557373047
20,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After anyone took her to a social event, Rebecca always checked with Julia to see whether they actually had a good time.","After anyone took her to a social event,",Margaret,17.363636016845703
20,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After anyone took him to a social event, Rebecca always checked with Elijah to see whether they actually had a good time.","After anyone took him to a social event,",Melissa,17.227041244506836
20,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After taking her to a social event, Rebecca always checked with Julia to see whether she actually had a good time.","After taking her to a social event,",Patricia,16.114225387573242
20,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After taking him to a social event, Rebecca always checked with Elijah to see whether he actually had a good time.","After taking him to a social event,",Stacy,16.3925838470459
21,CATAMARAN2-FIN-Match,No Constraint,Match,her,"Before auctioneers showed her any new paintings, Catherine typically consulted Kelly to see which pieces were the best.","Before auctioneers showed her any new paintings,",Christine,14.143353462219238
21,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"Before auctioneers showed him any new paintings, Catherine typically consulted Shawn to see which pieces were the best.","Before auctioneers showed him any new paintings,",April,16.882686614990234
21,CATAMARAN2-OBJ-Match,Constraint,Match,her,"Before showing her any new paintings, Catherine typically consulted Kelly to see which pieces were the best.","Before showing her any new paintings,",Carmen,16.317575454711914
21,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"Before showing him any new paintings, Catherine typically consulted Shawn to see which pieces were the best.","Before showing him any new paintings,",Eva,16.570831298828125
22,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a student nominated her for class president, Nicole publicly humiliated Destiny by sharing a private conversation all over social media.","After a student nominated her for class president,",Jennifer,11.9635591506958
22,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a student nominated him for class president, Nicole publicly humiliated Jerome by sharing a private conversation all over social media.","After a student nominated him for class president, the",actress,13.617238998413086
22,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After nominating her for class president, Nicole publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her for class president,",Allison,13.204874992370605
22,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After nominating him for class president, Nicole publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating him for class president,",Katherine,14.529674530029297
