item,exp,pronoun,cond,contrast,sent,target,/data/gpt2-large_surp
24,1,she,m,Mismatch,"When she was abroad,",Craig,16.87669563293457
24,1,she,f,Match,"When she was abroad,",Martha,13.462377548217773
24,1,he,f,Mismatch,"When he was abroad,",Sandra,18.303098678588867
25,1,he,m,Match,"When he was discovered,",Walter,13.893774032592773
25,1,she,m,Mismatch,"When she was discovered,",Noah,15.729483604431152
25,1,she,f,Match,"When she was discovered,",Patricia,14.451509475708008
25,1,he,f,Mismatch,"When he was discovered,",Martha,14.55263900756836
26,1,he,m,Match,"When he was busy,",Rodney,17.573877334594727
26,1,she,m,Mismatch,"When she was busy, the",son,11.198441505432129
26,1,she,f,Match,"When she was busy,",Nancy,14.094596862792969
26,1,he,f,Mismatch,"When he was busy,",Heather,16.806766510009766
27,1,he,m,Match,"When he was twenty-one,",Joel,14.419187545776367
27,1,she,m,Mismatch,"When she was twenty-one,",Martin,12.99235725402832
27,1,she,f,Match,"When she was twenty-one,",Sara,13.511056900024414
27,1,he,f,Mismatch,"When he was twenty-one,",Jill,16.95871925354004
28,1,he,m,Match,"When he was annoyed,",Carl,15.121545791625977
28,1,she,m,Mismatch,"When she was annoyed,",Noah,16.500917434692383
28,1,she,f,Match,"When she was annoyed, the",daughter,11.643139839172363
28,1,he,f,Mismatch,"When he was annoyed,",Diane,16.81798553466797
29,1,he,m,Match,"When he was in church,",Vincent,16.502521514892578
29,1,she,m,Mismatch,"When she was in church,",Joel,15.7042818069458
29,1,she,f,Match,"When she was in church,",Patricia,16.417051315307617
29,1,he,f,Mismatch,"When he was in church,",Michelle,16.331167221069336
30,1,he,m,Match,"When he was banished,",Noah,15.058645248413086
30,1,she,m,Mismatch,"When she was banished,",Lawrence,16.58914566040039
30,1,she,f,Match,"When she was banished,",Carmen,16.667037963867188
30,1,he,f,Mismatch,"When he was banished,",Caroline,18.042497634887695
31,1,he,m,Match,"When he was angry,",Raymond,16.355684280395508
31,1,she,m,Mismatch,"When she was angry, the",son,11.831542015075684
31,1,she,f,Match,"When she was angry,",Heather,14.914222717285156
31,1,he,f,Mismatch,"When he was angry,",Michelle,16.6413631439209
32,1,he,m,Match,"When he was distraught,",Gerald,16.602725982666016
32,1,she,m,Mismatch,"When she was distraught, the",son,9.977445602416992
32,1,she,f,Match,"When she was distraught,",Rebecca,15.503840446472168
32,1,he,f,Mismatch,"When he was distraught,",Patricia,16.37027359008789
