item,exp,pronoun,cond,contrast,sent,target,model,surp
1,1,she,f,Match,"When she was off work,",Danielle,gpt-neo-125M,15.7532377243042
1,1,he,f,Mismatch,"When he was off work,",Laurie,gpt-neo-125M,17.023265838623047
2,1,he,m,Match,"When he arrived, the",boy,gpt-neo-125M,7.815907001495361
2,1,she,m,Mismatch,"When she arrived,",Chad,gpt-neo-125M,15.615882873535156
2,1,she,f,Match,"When she arrived,",Veronica,gpt-neo-125M,15.680118560791016
2,1,he,f,Mismatch,"When he arrived,",Ellen,gpt-neo-125M,15.793619155883787
3,1,he,m,Match,"When he was fed up,",Eric,gpt-neo-125M,15.000714302062988
3,1,she,m,Mismatch,"When she was fed up,",Edward,gpt-neo-125M,15.382959365844728
3,1,she,f,Match,"When she was fed up,",Florence,gpt-neo-125M,16.104473114013672
3,1,he,f,Mismatch,"When he was fed up,",Anna,gpt-neo-125M,15.708430290222168
4,1,he,m,Match,"When he was talking,",Christopher,gpt-neo-125M,13.919934272766112
4,1,she,m,Mismatch,"When she was talking,",Travis,gpt-neo-125M,14.416825294494627
4,1,she,f,Match,"When she was talking,",Suzanne,gpt-neo-125M,15.51767635345459
4,1,he,f,Mismatch,"When he was talking,",Stephanie,gpt-neo-125M,16.072795867919922
5,1,he,m,Match,"When he was nearby,",Phillip,gpt-neo-125M,15.5787935256958
5,1,she,m,Mismatch,"When she was nearby,",Omar,gpt-neo-125M,15.726739883422852
5,1,she,f,Match,"When she was nearby,",Patricia,gpt-neo-125M,15.081305503845217
5,1,he,f,Mismatch,"When he was nearby, the",granddaughter,gpt-neo-125M,15.894163131713867
6,1,he,m,Match,"When he was lost,",Brett,gpt-neo-125M,16.73949432373047
6,1,she,m,Mismatch,"When she was lost,",Paul,gpt-neo-125M,13.13406753540039
6,1,she,f,Match,"When she was lost,",Cindy,gpt-neo-125M,16.8521671295166
6,1,he,f,Mismatch,"When he was lost, the",waitress,gpt-neo-125M,14.816338539123535
7,1,he,m,Match,"When he was bad-tempered,",Phillip,gpt-neo-125M,17.621305465698242
7,1,she,m,Mismatch,"When she was bad-tempered, the",man,gpt-neo-125M,5.680033683776856
7,1,she,f,Match,"When she was bad-tempered, the",granddaughter,gpt-neo-125M,15.639649391174316
7,1,he,f,Mismatch,"When he was bad-tempered,",Wendy,gpt-neo-125M,17.13584327697754
8,1,he,m,Match,"When he was jealous,",Edward,gpt-neo-125M,14.435942649841309
8,1,she,m,Mismatch,"When she was jealous,",Jerry,gpt-neo-125M,15.610634803771973
8,1,she,f,Match,"When she was jealous,",Veronica,gpt-neo-125M,17.64877700805664
8,1,he,f,Mismatch,"When he was jealous, the",sister,gpt-neo-125M,11.456206321716309
9,1,he,m,Match,"When he was in residence,",George,gpt-neo-125M,13.102450370788574
9,1,she,m,Mismatch,"When she was in residence,",Patrick,gpt-neo-125M,15.207167625427246
9,1,she,f,Match,"When she was in residence,",Jill,gpt-neo-125M,16.246042251586914
9,1,he,f,Mismatch,"When he was in residence,",Meredith,gpt-neo-125M,17.019521713256836
10,1,he,m,Match,"When he was introduced,",William,gpt-neo-125M,11.767633438110352
10,1,she,m,Mismatch,"When she was introduced,",Douglas,gpt-neo-125M,15.465059280395508
10,1,she,f,Match,"When she was introduced,",Tara,gpt-neo-125M,14.917495727539062
10,1,he,f,Mismatch,"When he was introduced,",Jill,gpt-neo-125M,17.173423767089844
11,1,he,m,Match,"When he arrived,",Keith,gpt-neo-125M,14.714726448059082
11,1,she,m,Mismatch,"When she arrived,",Omar,gpt-neo-125M,15.820916175842283
11,1,she,f,Match,"When she arrived, the",grandmother,gpt-neo-125M,12.355264663696287
11,1,he,f,Mismatch,"When he arrived,",Anne,gpt-neo-125M,14.658487319946287
12,1,he,m,Match,"When he felt sad,",Andrew,gpt-neo-125M,14.872947692871094
12,1,she,m,Mismatch,"When she felt sad,",Adam,gpt-neo-125M,15.89755916595459
12,1,she,f,Match,"When she felt sad, the",lady,gpt-neo-125M,10.816351890563965
12,1,he,f,Mismatch,"When he felt sad,",Stephanie,gpt-neo-125M,21.601749420166016
13,1,he,m,Match,"When he was present,",Carlos,gpt-neo-125M,15.109210968017578
13,1,she,m,Mismatch,"When she was present,",Omar,gpt-neo-125M,15.694199562072754
13,1,she,f,Match,"When she was present,",Tiffany,gpt-neo-125M,15.793946266174316
13,1,he,f,Mismatch,"When he was present,",Mary,gpt-neo-125M,12.551237106323242
14,1,he,m,Match,"When he was depressed,",Aaron,gpt-neo-125M,14.815397262573242
14,1,she,m,Mismatch,"When she was depressed, the",father,gpt-neo-125M,8.214866638183594
14,1,she,f,Match,"When she was depressed,",Laurie,gpt-neo-125M,18.52460289001465
14,1,he,f,Mismatch,"When he was depressed,",Susan,gpt-neo-125M,14.93467617034912
15,1,he,m,Match,"When he was around,",Gary,gpt-neo-125M,14.945366859436035
15,1,she,m,Mismatch,"When she was around,",Douglas,gpt-neo-125M,16.240629196166992
15,1,she,f,Match,"When she was around,",Maria,gpt-neo-125M,13.02926540374756
15,1,he,f,Mismatch,"When he was around,",Elizabeth,gpt-neo-125M,14.73430347442627
16,1,he,m,Match,"When he was near,",Jason,gpt-neo-125M,13.832375526428224
16,1,she,m,Mismatch,"When she was near,",Bradley,gpt-neo-125M,16.79875373840332
16,1,she,f,Match,"When she was near,",Diana,gpt-neo-125M,14.074484825134276
16,1,he,f,Mismatch,"When he was near, the",actress,gpt-neo-125M,13.15530490875244
17,1,he,m,Match,"When he was in court,",Paul,gpt-neo-125M,11.813034057617188
17,1,she,m,Mismatch,"When she was in court,",William,gpt-neo-125M,11.933229446411133
17,1,she,f,Match,"When she was in court, the",lady,gpt-neo-125M,10.163488388061523
17,1,he,f,Mismatch,"When he was in court, the",lady,gpt-neo-125M,10.703275680541992
18,1,he,m,Match,"When he was poorly,",Adam,gpt-neo-125M,14.173505783081056
18,1,she,m,Mismatch,"When she was poorly,",Andrew,gpt-neo-125M,15.5056791305542
18,1,she,f,Match,"When she was poorly,",Wendy,gpt-neo-125M,16.665790557861328
18,1,he,f,Mismatch,"When he was poorly,",Natalie,gpt-neo-125M,18.323265075683597
19,1,he,m,Match,"When he arrived,",Adam,gpt-neo-125M,13.949406623840332
19,1,she,m,Mismatch,"When she arrived,",Andrew,gpt-neo-125M,13.49986457824707
19,1,she,f,Match,"When she arrived,",Pamela,gpt-neo-125M,16.02872085571289
19,1,he,f,Mismatch,"When he arrived,",Natalie,gpt-neo-125M,16.03621482849121
20,1,he,m,Match,"When he was appointed,",Mitchell,gpt-neo-125M,15.720372200012209
20,1,she,m,Mismatch,"When she was appointed,",Brett,gpt-neo-125M,16.399019241333008
20,1,she,f,Match,"When she was appointed,",Carol,gpt-neo-125M,14.496740341186523
20,1,he,f,Mismatch,"When he was appointed,",Wendy,gpt-neo-125M,17.00049591064453
21,1,he,m,Match,"When he was fired,",John,gpt-neo-125M,9.959647178649902
21,1,she,m,Mismatch,"When she was fired,",Mark,gpt-neo-125M,12.130138397216797
21,1,she,f,Match,"When she was fired,",Erin,gpt-neo-125M,16.113037109375
21,1,he,f,Mismatch,"When he was fired,",Meredith,gpt-neo-125M,16.263240814208984
22,1,he,m,Match,"When he was close,",Mitchell,gpt-neo-125M,15.46620273590088
22,1,she,m,Mismatch,"When she was close,",Theodore,gpt-neo-125M,15.69186305999756
22,1,she,f,Match,"When she was close, the",lady,gpt-neo-125M,10.013100624084473
22,1,he,f,Mismatch,"When he was close,",Veronica,gpt-neo-125M,17.083255767822266
23,1,he,m,Match,"When he was retired,",Ronald,gpt-neo-125M,14.544974327087402
23,1,she,m,Mismatch,"When she was retired,",Douglas,gpt-neo-125M,15.53986930847168
23,1,she,f,Match,"When she was retired,",Vanessa,gpt-neo-125M,16.18459701538086
23,1,he,f,Mismatch,"When he was retired,",Jessica,gpt-neo-125M,15.319583892822266
24,1,he,m,Match,"When he was abroad,",Theodore,gpt-neo-125M,15.965035438537598
24,1,she,m,Mismatch,"When she was abroad,",Omar,gpt-neo-125M,16.34278106689453
24,1,she,f,Match,"When she was abroad,",Maria,gpt-neo-125M,12.895136833190918
24,1,he,f,Mismatch,"When he was abroad,",Jill,gpt-neo-125M,17.25165557861328
25,1,he,m,Match,"When he was discovered,",Samuel,gpt-neo-125M,14.65031623840332
25,1,she,m,Mismatch,"When she was discovered,",Omar,gpt-neo-125M,17.031639099121094
25,1,she,f,Match,"When she was discovered,",Ellen,gpt-neo-125M,15.625290870666504
25,1,he,f,Mismatch,"When he was discovered,",Patricia,gpt-neo-125M,18.517349243164062
26,1,he,m,Match,"When he was busy,",Curtis,gpt-neo-125M,16.24493980407715
26,1,she,m,Mismatch,"When she was busy,",Paul,gpt-neo-125M,11.652338027954102
26,1,she,f,Match,"When she was busy,",Wendy,gpt-neo-125M,15.279229164123535
26,1,he,f,Mismatch,"When he was busy,",Cindy,gpt-neo-125M,17.304813385009766
27,1,he,m,Match,"When he was twenty-one,",Andrew,gpt-neo-125M,12.265854835510254
27,1,she,m,Mismatch,"When she was twenty-one,",Carlos,gpt-neo-125M,14.142171859741213
27,1,she,f,Match,"When she was twenty-one,",Susan,gpt-neo-125M,11.615785598754885
27,1,he,f,Mismatch,"When he was twenty-one,",Elizabeth,gpt-neo-125M,11.63153839111328
28,1,he,m,Match,"When he was annoyed, the",grandson,gpt-neo-125M,14.42064094543457
28,1,she,m,Mismatch,"When she was annoyed,",Douglas,gpt-neo-125M,17.354942321777344
28,1,she,f,Match,"When she was annoyed,",Denise,gpt-neo-125M,18.621545791625977
28,1,he,f,Mismatch,"When he was annoyed, the",sister,gpt-neo-125M,13.002684593200684
29,1,he,m,Match,"When he was in church,",Mitchell,gpt-neo-125M,16.821699142456055
29,1,she,m,Mismatch,"When she was in church,",Steven,gpt-neo-125M,16.613712310791016
29,1,she,f,Match,"When she was in church, the",lady,gpt-neo-125M,8.312061309814453
29,1,he,f,Mismatch,"When he was in church, the",waitress,gpt-neo-125M,16.21818733215332
30,1,he,m,Match,"When he was banished, the",boy,gpt-neo-125M,8.044682502746582
30,1,she,m,Mismatch,"When she was banished,",Ronald,gpt-neo-125M,15.784575462341309
30,1,she,f,Match,"When she was banished,",Connie,gpt-neo-125M,16.926837921142578
30,1,he,f,Mismatch,"When he was banished,",Victoria,gpt-neo-125M,15.333488464355469
31,1,he,m,Match,"When he was angry,",Dan,gpt-neo-125M,14.054460525512695
31,1,she,m,Mismatch,"When she was angry,",Omar,gpt-neo-125M,17.47440528869629
31,1,she,f,Match,"When she was angry,",Tara,gpt-neo-125M,17.162084579467773
31,1,he,f,Mismatch,"When he was angry, the",girl,gpt-neo-125M,7.321724414825439
32,1,he,m,Match,"When he was distraught,",Bradley,gpt-neo-125M,15.756828308105469
32,1,she,m,Mismatch,"When she was distraught,",Douglas,gpt-neo-125M,15.986266136169434
32,1,she,f,Match,"When she was distraught,",Meredith,gpt-neo-125M,15.66104221343994
32,1,he,f,Mismatch,"When he was distraught,",Julie,gpt-neo-125M,15.814003944396973
1,1,he,m,Match,"When he was off work, the",guy,gpt-neo-125M,8.21596622467041
1,1,she,m,Mismatch,"When she was off work,",Kenneth,gpt-neo-125M,15.37314796447754
1,1,she,f,Match,"When she was off work,",Leslie,gpt-neo-125M,14.768759727478027
1,1,he,f,Mismatch,"When he was off work,",Jane,gpt-neo-125M,13.860849380493164
2,1,he,m,Match,"When he arrived, the",husband,gpt-neo-125M,11.157634735107422
2,1,she,m,Mismatch,"When she arrived,",Martin,gpt-neo-125M,13.302492141723633
2,1,she,f,Match,"When she arrived,",Erin,gpt-neo-125M,16.559179306030273
2,1,he,f,Mismatch,"When he arrived,",Paula,gpt-neo-125M,17.26104736328125
3,1,he,m,Match,"When he was fed up, the",grandson,gpt-neo-125M,14.236193656921388
3,1,she,m,Mismatch,"When she was fed up,",Phillip,gpt-neo-125M,16.3958797454834
3,1,she,f,Match,"When she was fed up,",Stacy,gpt-neo-125M,18.645092010498047
3,1,he,f,Mismatch,"When he was fed up,",Diana,gpt-neo-125M,16.449413299560547
4,1,he,m,Match,"When he was talking,",Ronald,gpt-neo-125M,13.970410346984863
4,1,she,m,Mismatch,"When she was talking,",Aaron,gpt-neo-125M,14.194779396057127
4,1,she,f,Match,"When she was talking,",Alice,gpt-neo-125M,12.57566261291504
4,1,he,f,Mismatch,"When he was talking,",Mary,gpt-neo-125M,11.531752586364746
5,1,he,m,Match,"When he was nearby,",Travis,gpt-neo-125M,14.724925994873049
5,1,she,m,Mismatch,"When she was nearby,",George,gpt-neo-125M,12.719651222229004
5,1,she,f,Match,"When she was nearby, the",grandmother,gpt-neo-125M,11.867201805114746
5,1,he,f,Mismatch,"When he was nearby,",Emily,gpt-neo-125M,15.4561767578125
6,1,he,m,Match,"When he was lost,",Theodore,gpt-neo-125M,16.5820255279541
6,1,she,m,Mismatch,"When she was lost,",Gary,gpt-neo-125M,16.92070770263672
6,1,she,f,Match,"When she was lost,",Jane,gpt-neo-125M,14.42010498046875
6,1,he,f,Mismatch,"When he was lost,",Ellen,gpt-neo-125M,16.43222999572754
7,1,he,m,Match,"When he was bad-tempered,",Mitchell,gpt-neo-125M,16.79241371154785
7,1,she,m,Mismatch,"When she was bad-tempered,",Peter,gpt-neo-125M,14.14068603515625
7,1,she,f,Match,"When she was bad-tempered,",Ruth,gpt-neo-125M,15.38990879058838
7,1,he,f,Mismatch,"When he was bad-tempered,",Susan,gpt-neo-125M,16.11509895324707
8,1,he,m,Match,"When he was jealous,",Adam,gpt-neo-125M,14.561327934265137
8,1,she,m,Mismatch,"When she was jealous,",Gerald,gpt-neo-125M,16.944175720214844
8,1,she,f,Match,"When she was jealous, the",actress,gpt-neo-125M,11.230907440185549
8,1,he,f,Mismatch,"When he was jealous,",Danielle,gpt-neo-125M,19.8195858001709
9,1,he,m,Match,"When he was in residence,",Raymond,gpt-neo-125M,15.736559867858888
9,1,she,m,Mismatch,"When she was in residence,",Curtis,gpt-neo-125M,16.903667449951172
9,1,she,f,Match,"When she was in residence,",Tara,gpt-neo-125M,16.314579010009766
9,1,he,f,Mismatch,"When he was in residence,",Jane,gpt-neo-125M,15.208518981933594
10,1,he,m,Match,"When he was introduced,",Paul,gpt-neo-125M,11.88169002532959
10,1,she,m,Mismatch,"When she was introduced,",Travis,gpt-neo-125M,16.02248764038086
10,1,she,f,Match,"When she was introduced,",Caroline,gpt-neo-125M,13.780879020690918
10,1,he,f,Mismatch,"When he was introduced,",Rachel,gpt-neo-125M,15.693204879760742
11,1,he,m,Match,"When he arrived,",Jason,gpt-neo-125M,13.943395614624023
11,1,she,m,Mismatch,"When she arrived,",Curtis,gpt-neo-125M,15.782461166381836
11,1,she,f,Match,"When she arrived,",Samantha,gpt-neo-125M,15.965632438659668
11,1,he,f,Mismatch,"When he arrived,",Grace,gpt-neo-125M,15.806142807006836
12,1,he,m,Match,"When he felt sad,",Kenneth,gpt-neo-125M,19.96904563903809
12,1,she,m,Mismatch,"When she felt sad, the",boy,gpt-neo-125M,7.822144985198975
12,1,she,f,Match,"When she felt sad,",Sandra,gpt-neo-125M,19.390764236450195
12,1,he,f,Mismatch,"When he felt sad,",Mary,gpt-neo-125M,14.95225429534912
13,1,he,m,Match,"When he was present,",Aaron,gpt-neo-125M,14.394186973571776
13,1,she,m,Mismatch,"When she was present,",Jerry,gpt-neo-125M,13.614643096923828
13,1,she,f,Match,"When she was present,",Donna,gpt-neo-125M,15.543915748596191
13,1,he,f,Mismatch,"When he was present,",Erin,gpt-neo-125M,17.669504165649414
14,1,he,m,Match,"When he was depressed, the",grandson,gpt-neo-125M,15.677178382873535
14,1,she,m,Mismatch,"When she was depressed,",Christopher,gpt-neo-125M,16.33420753479004
14,1,she,f,Match,"When she was depressed,",Gina,gpt-neo-125M,18.15180015563965
14,1,he,f,Mismatch,"When he was depressed,",Sonia,gpt-neo-125M,19.847658157348636
15,1,he,m,Match,"When he was around,",Bill,gpt-neo-125M,12.07224464416504
15,1,she,m,Mismatch,"When she was around,",Eric,gpt-neo-125M,14.408617973327637
15,1,she,f,Match,"When she was around,",Tara,gpt-neo-125M,15.259930610656738
15,1,he,f,Mismatch,"When he was around,",Nicole,gpt-neo-125M,16.856237411499023
16,1,he,m,Match,"When he was near,",Mark,gpt-neo-125M,12.290807723999023
16,1,she,m,Mismatch,"When she was near,",Keith,gpt-neo-125M,15.074097633361816
16,1,she,f,Match,"When she was near,",Sonia,gpt-neo-125M,16.024751663208008
16,1,he,f,Mismatch,"When he was near,",Kathleen,gpt-neo-125M,16.274566650390625
17,1,he,m,Match,"When he was in court,",Curtis,gpt-neo-125M,16.113126754760742
17,1,she,m,Mismatch,"When she was in court,",Gary,gpt-neo-125M,15.02272605895996
17,1,she,f,Match,"When she was in court, the",granddaughter,gpt-neo-125M,17.551048278808594
17,1,he,f,Mismatch,"When he was in court,",Erin,gpt-neo-125M,17.867923736572266
18,1,he,m,Match,"When he was poorly, the",brother,gpt-neo-125M,12.32379913330078
18,1,she,m,Mismatch,"When she was poorly,",Todd,gpt-neo-125M,16.716463088989258
18,1,she,f,Match,"When she was poorly,",Anna,gpt-neo-125M,14.21763801574707
18,1,he,f,Mismatch,"When he was poorly,",Meredith,gpt-neo-125M,18.270484924316406
19,1,he,m,Match,"When he arrived,",Bill,gpt-neo-125M,12.810527801513672
19,1,she,m,Mismatch,"When she arrived,",Bill,gpt-neo-125M,12.914055824279783
19,1,she,f,Match,"When she arrived,",Erin,gpt-neo-125M,16.559179306030273
19,1,he,f,Mismatch,"When he arrived,",Anne,gpt-neo-125M,14.658504486083984
20,1,he,m,Match,"When he was appointed,",Carlos,gpt-neo-125M,15.196298599243164
20,1,she,m,Mismatch,"When she was appointed,",Travis,gpt-neo-125M,17.044513702392578
20,1,she,f,Match,"When she was appointed, the",lady,gpt-neo-125M,9.48759651184082
20,1,he,f,Mismatch,"When he was appointed,",Rachel,gpt-neo-125M,16.134973526000977
21,1,he,m,Match,"When he was fired,",Phillip,gpt-neo-125M,14.944754600524902
21,1,she,m,Mismatch,"When she was fired,",Andrew,gpt-neo-125M,13.1506929397583
21,1,she,f,Match,"When she was fired,",Kathleen,gpt-neo-125M,15.551054000854492
21,1,he,f,Mismatch,"When he was fired,",Diana,gpt-neo-125M,15.531397819519045
22,1,he,m,Match,"When he was close,",Kevin,gpt-neo-125M,14.395980834960938
22,1,she,m,Mismatch,"When she was close,",Adam,gpt-neo-125M,13.648314476013184
22,1,she,f,Match,"When she was close,",Susan,gpt-neo-125M,13.287277221679688
22,1,he,f,Mismatch,"When he was close,",Monica,gpt-neo-125M,16.304794311523438
23,1,he,m,Match,"When he was retired,",Andrew,gpt-neo-125M,12.987364768981934
23,1,she,m,Mismatch,"When she was retired,",Dennis,gpt-neo-125M,15.23708724975586
23,1,she,f,Match,"When she was retired, the",lady,gpt-neo-125M,9.91944980621338
23,1,he,f,Mismatch,"When he was retired,",Martha,gpt-neo-125M,15.013138771057127
24,1,he,m,Match,"When he was abroad, the",boy,gpt-neo-125M,8.364736557006836
24,1,she,m,Mismatch,"When she was abroad,",Jerry,gpt-neo-125M,15.6096773147583
24,1,she,f,Match,"When she was abroad,",Wendy,gpt-neo-125M,15.24991512298584
24,1,he,f,Mismatch,"When he was abroad,",Erin,gpt-neo-125M,17.824800491333008
25,1,he,m,Match,"When he was discovered,",Steven,gpt-neo-125M,16.760854721069336
25,1,she,m,Mismatch,"When she was discovered,",George,gpt-neo-125M,13.365293502807615
25,1,she,f,Match,"When she was discovered,",Susan,gpt-neo-125M,14.349743843078612
25,1,he,f,Mismatch,"When he was discovered,",Valerie,gpt-neo-125M,19.45941925048828
26,1,he,m,Match,"When he was busy,",Alan,gpt-neo-125M,14.440250396728516
26,1,she,m,Mismatch,"When she was busy,",Daniel,gpt-neo-125M,13.282937049865724
26,1,she,f,Match,"When she was busy, the",granddaughter,gpt-neo-125M,15.61593246459961
26,1,he,f,Mismatch,"When he was busy,",Ruth,gpt-neo-125M,14.57262897491455
27,1,he,m,Match,"When he was twenty-one, the",boyfriend,gpt-neo-125M,12.912149429321287
27,1,she,m,Mismatch,"When she was twenty-one,",Eric,gpt-neo-125M,13.243497848510742
27,1,she,f,Match,"When she was twenty-one,",Barbara,gpt-neo-125M,12.43826675415039
27,1,he,f,Mismatch,"When he was twenty-one,",Alice,gpt-neo-125M,12.910907745361328
28,1,he,m,Match,"When he was annoyed,",Vincent,gpt-neo-125M,16.248088836669922
28,1,she,m,Mismatch,"When she was annoyed,",Ronald,gpt-neo-125M,16.716535568237305
28,1,she,f,Match,"When she was annoyed,",Barbara,gpt-neo-125M,16.76500701904297
28,1,he,f,Mismatch,"When he was annoyed, the",granddaughter,gpt-neo-125M,16.47722625732422
29,1,he,m,Match,"When he was in church, the",brother,gpt-neo-125M,11.609132766723633
29,1,she,m,Mismatch,"When she was in church,",Ronald,gpt-neo-125M,16.00289535522461
29,1,she,f,Match,"When she was in church,",Victoria,gpt-neo-125M,15.255321502685549
29,1,he,f,Mismatch,"When he was in church, the",granddaughter,gpt-neo-125M,16.275089263916016
30,1,he,m,Match,"When he was banished,",Bill,gpt-neo-125M,13.650741577148438
30,1,she,m,Mismatch,"When she was banished,",Jeffrey,gpt-neo-125M,15.519278526306152
30,1,she,f,Match,"When she was banished,",Susan,gpt-neo-125M,13.50594997406006
30,1,he,f,Mismatch,"When he was banished,",Ellen,gpt-neo-125M,16.11869239807129
31,1,he,m,Match,"When he was angry,",Todd,gpt-neo-125M,15.161203384399414
31,1,she,m,Mismatch,"When she was angry,",William,gpt-neo-125M,13.652911186218262
31,1,she,f,Match,"When she was angry,",Jessica,gpt-neo-125M,14.95144271850586
31,1,he,f,Mismatch,"When he was angry,",Connie,gpt-neo-125M,18.43980407714844
32,1,he,m,Match,"When he was distraught,",Travis,gpt-neo-125M,14.53151798248291
32,1,she,m,Mismatch,"When she was distraught,",Eric,gpt-neo-125M,14.419920921325684
32,1,she,f,Match,"When she was distraught,",Diana,gpt-neo-125M,14.344720840454102
32,1,he,f,Mismatch,"When he was distraught,",Laurie,gpt-neo-125M,17.698747634887695
1,1,he,m,Match,"When he was off work,",Mitchell,gpt-neo-125M,14.437178611755373
1,1,she,m,Mismatch,"When she was off work,",Jerry,gpt-neo-125M,13.843802452087402
1,1,she,f,Match,"When she was off work,",Alice,gpt-neo-125M,12.987375259399414
1,1,he,f,Mismatch,"When he was off work,",Paula,gpt-neo-125M,16.769813537597656
2,1,he,m,Match,"When he arrived, the",brother,gpt-neo-125M,12.775753021240234
2,1,she,m,Mismatch,"When she arrived,",Frank,gpt-neo-125M,12.829137802124023
2,1,she,f,Match,"When she arrived,",Barbara,gpt-neo-125M,14.070226669311523
2,1,he,f,Mismatch,"When he arrived, the",grandmother,gpt-neo-125M,13.485596656799316
3,1,he,m,Match,"When he was fed up,",Kenneth,gpt-neo-125M,17.206195831298828
3,1,she,m,Mismatch,"When she was fed up,",Kenneth,gpt-neo-125M,17.365888595581055
3,1,she,f,Match,"When she was fed up,",Andrea,gpt-neo-125M,16.696977615356445
3,1,he,f,Mismatch,"When he was fed up,",Laurie,gpt-neo-125M,18.011926651000977
4,1,he,m,Match,"When he was talking,",Jeffrey,gpt-neo-125M,14.733819961547852
4,1,she,m,Mismatch,"When she was talking,",Adam,gpt-neo-125M,12.964736938476562
4,1,she,f,Match,"When she was talking,",Anna,gpt-neo-125M,12.536069869995115
4,1,he,f,Mismatch,"When he was talking,",Anne,gpt-neo-125M,14.208373069763184
5,1,he,m,Match,"When he was nearby,",Theodore,gpt-neo-125M,15.664512634277344
5,1,she,m,Mismatch,"When she was nearby, the",brother,gpt-neo-125M,12.84799861907959
5,1,she,f,Match,"When she was nearby,",Katherine,gpt-neo-125M,15.813994407653809
5,1,he,f,Mismatch,"When he was nearby,",Rebecca,gpt-neo-125M,15.700610160827637
6,1,he,m,Match,"When he was lost,",Jerry,gpt-neo-125M,14.807308197021484
6,1,she,m,Mismatch,"When she was lost,",Bill,gpt-neo-125M,13.665427207946776
6,1,she,f,Match,"When she was lost,",Valerie,gpt-neo-125M,18.16582489013672
6,1,he,f,Mismatch,"When he was lost,",April,gpt-neo-125M,15.470171928405762
7,1,he,m,Match,"When he was bad-tempered, the",brother,gpt-neo-125M,11.6048583984375
7,1,she,m,Mismatch,"When she was bad-tempered,",Lawrence,gpt-neo-125M,16.524768829345703
7,1,she,f,Match,"When she was bad-tempered,",Barbara,gpt-neo-125M,16.80046844482422
7,1,he,f,Mismatch,"When he was bad-tempered,",Sonia,gpt-neo-125M,19.714088439941406
8,1,he,m,Match,"When he was jealous,",Todd,gpt-neo-125M,15.748955726623535
8,1,she,m,Mismatch,"When she was jealous,",Craig,gpt-neo-125M,16.177326202392578
8,1,she,f,Match,"When she was jealous,",Monica,gpt-neo-125M,16.69767951965332
8,1,he,f,Mismatch,"When he was jealous,",Wendy,gpt-neo-125M,17.662471771240234
9,1,he,m,Match,"When he was in residence,",Lawrence,gpt-neo-125M,15.353141784667969
9,1,she,m,Mismatch,"When she was in residence,",Alan,gpt-neo-125M,15.586257934570312
9,1,she,f,Match,"When she was in residence, the",grandmother,gpt-neo-125M,11.937164306640623
9,1,he,f,Mismatch,"When he was in residence,",Paula,gpt-neo-125M,17.889020919799805
10,1,he,m,Match,"When he was introduced,",Roger,gpt-neo-125M,14.194005966186523
10,1,she,m,Mismatch,"When she was introduced,",Kenneth,gpt-neo-125M,15.691402435302734
10,1,she,f,Match,"When she was introduced,",Jessica,gpt-neo-125M,13.81215763092041
10,1,he,f,Mismatch,"When he was introduced, the",waitress,gpt-neo-125M,14.478495597839355
11,1,he,m,Match,"When he arrived,",Frank,gpt-neo-125M,12.32562255859375
11,1,she,m,Mismatch,"When she arrived,",Alan,gpt-neo-125M,14.807272911071776
11,1,she,f,Match,"When she arrived,",Allison,gpt-neo-125M,16.212364196777344
11,1,he,f,Mismatch,"When he arrived,",Victoria,gpt-neo-125M,14.52406406402588
12,1,he,m,Match,"When he felt sad,",Paul,gpt-neo-125M,14.390668869018556
12,1,she,m,Mismatch,"When she felt sad, the",husband,gpt-neo-125M,9.066058158874512
12,1,she,f,Match,"When she felt sad,",Jane,gpt-neo-125M,16.76692771911621
12,1,he,f,Mismatch,"When he felt sad,",Grace,gpt-neo-125M,17.89098358154297
13,1,he,m,Match,"When he was present,",Gary,gpt-neo-125M,15.622858047485352
13,1,she,m,Mismatch,"When she was present,",Gary,gpt-neo-125M,15.171794891357422
13,1,she,f,Match,"When she was present,",Victoria,gpt-neo-125M,14.311184883117676
13,1,he,f,Mismatch,"When he was present,",Laurie,gpt-neo-125M,17.259262084960938
14,1,he,m,Match,"When he was depressed,",Gary,gpt-neo-125M,15.163847923278809
14,1,she,m,Mismatch,"When she was depressed,",Dan,gpt-neo-125M,13.96547031402588
14,1,she,f,Match,"When she was depressed,",Valerie,gpt-neo-125M,18.648303985595703
14,1,he,f,Mismatch,"When he was depressed, the",actress,gpt-neo-125M,12.941468238830566
15,1,he,m,Match,"When he was around,",Alan,gpt-neo-125M,14.312078475952148
15,1,she,m,Mismatch,"When she was around,",Mitchell,gpt-neo-125M,15.817190170288086
15,1,she,f,Match,"When she was around,",Melanie,gpt-neo-125M,16.747661590576172
15,1,he,f,Mismatch,"When he was around,",Natalie,gpt-neo-125M,16.526521682739258
16,1,he,m,Match,"When he was near,",Carlos,gpt-neo-125M,14.631681442260742
16,1,she,m,Mismatch,"When she was near,",Ronald,gpt-neo-125M,14.437657356262209
16,1,she,f,Match,"When she was near,",Laurie,gpt-neo-125M,16.659103393554688
16,1,he,f,Mismatch,"When he was near,",Heidi,gpt-neo-125M,16.892919540405273
17,1,he,m,Match,"When he was in court, the",husband,gpt-neo-125M,11.259209632873535
17,1,she,m,Mismatch,"When she was in court,",George,gpt-neo-125M,12.610034942626951
