item,exp,pronoun,cond,contrast,sent,target,/data/gpt2_surp
24,1,she,m,Mismatch,"When she was abroad,",Craig,14.466999053955078
24,1,she,f,Match,"When she was abroad,",Martha,12.68531322479248
24,1,he,f,Mismatch,"When he was abroad,",Sandra,18.419063568115234
25,1,he,m,Match,"When he was discovered,",Walter,12.256856918334961
25,1,she,m,Mismatch,"When she was discovered,",Noah,14.634394645690918
25,1,she,f,Match,"When she was discovered,",Patricia,13.11514663696289
25,1,he,f,Mismatch,"When he was discovered,",Martha,14.16350269317627
26,1,he,m,Match,"When he was busy,",Rodney,15.881635665893555
26,1,she,m,Mismatch,"When she was busy, the",son,10.029288291931152
26,1,she,f,Match,"When she was busy,",Nancy,13.678224563598633
26,1,he,f,Mismatch,"When he was busy,",Heather,13.665992736816406
27,1,he,m,Match,"When he was twenty-one,",Joel,13.46909236907959
27,1,she,m,Mismatch,"When she was twenty-one,",Martin,11.686432838439941
27,1,she,f,Match,"When she was twenty-one,",Sara,12.472038269042969
27,1,he,f,Mismatch,"When he was twenty-one,",Jill,15.540434837341309
28,1,he,m,Match,"When he was annoyed,",Carl,13.38290023803711
28,1,she,m,Mismatch,"When she was annoyed,",Noah,15.837545394897461
28,1,she,f,Match,"When she was annoyed, the",daughter,9.66919994354248
28,1,he,f,Mismatch,"When he was annoyed,",Diane,15.1104097366333
29,1,he,m,Match,"When he was in church,",Vincent,13.035009384155273
29,1,she,m,Mismatch,"When she was in church,",Joel,14.45387077331543
29,1,she,f,Match,"When she was in church,",Patricia,13.58937931060791
29,1,he,f,Mismatch,"When he was in church,",Michelle,13.874438285827637
30,1,he,m,Match,"When he was banished,",Noah,13.167409896850586
30,1,she,m,Mismatch,"When she was banished,",Lawrence,13.925559997558594
30,1,she,f,Match,"When she was banished,",Carmen,16.062889099121094
30,1,he,f,Mismatch,"When he was banished,",Caroline,15.347434043884277
31,1,he,m,Match,"When he was angry,",Raymond,14.905038833618164
31,1,she,m,Mismatch,"When she was angry, the",son,9.948859214782715
31,1,she,f,Match,"When she was angry,",Heather,12.70654010772705
31,1,he,f,Mismatch,"When he was angry,",Michelle,13.573898315429688
32,1,he,m,Match,"When he was distraught,",Gerald,14.224336624145508
32,1,she,m,Mismatch,"When she was distraught, the",son,9.635662078857422
32,1,she,f,Match,"When she was distraught,",Rebecca,13.036846160888672
32,1,he,f,Mismatch,"When he was distraught,",Patricia,13.959259033203125
