item,exp,pronoun,cond,contrast,sent,target,/data/EleutherAI/gpt-neo-2.7B_surp
24,1,he,m,Match,"When he was abroad,",Noah,17.722665786743164
24,1,she,m,Mismatch,"When she was abroad,",Craig,17.94890594482422
24,1,she,f,Match,"When she was abroad,",Martha,15.184465408325195
24,1,he,f,Mismatch,"When he was abroad,",Sandra,17.812301635742188
25,1,he,m,Match,"When he was discovered,",Walter,15.624509811401367
25,1,she,m,Mismatch,"When she was discovered,",Noah,17.704755783081055
25,1,she,f,Match,"When she was discovered,",Patricia,16.66408920288086
25,1,he,f,Mismatch,"When he was discovered,",Martha,16.707063674926758
26,1,he,m,Match,"When he was busy,",Rodney,16.402587890625
26,1,she,m,Mismatch,"When she was busy, the",son,10.708793640136719
26,1,she,f,Match,"When she was busy,",Nancy,13.373971939086914
26,1,he,f,Mismatch,"When he was busy,",Heather,16.167816162109375
27,1,he,m,Match,"When he was twenty-one,",Joel,15.485090255737305
27,1,she,m,Mismatch,"When she was twenty-one,",Martin,14.619492530822754
27,1,she,f,Match,"When she was twenty-one,",Sara,14.65935230255127
27,1,he,f,Mismatch,"When he was twenty-one,",Jill,15.674663543701172
28,1,he,m,Match,"When he was annoyed,",Carl,14.74433422088623
28,1,she,m,Mismatch,"When she was annoyed,",Noah,18.147808074951172
28,1,she,f,Match,"When she was annoyed, the",daughter,9.18274211883545
28,1,he,f,Mismatch,"When he was annoyed,",Diane,17.900287628173828
29,1,he,m,Match,"When he was in church,",Vincent,15.754169464111328
29,1,she,m,Mismatch,"When she was in church,",Joel,16.261850357055664
29,1,she,f,Match,"When she was in church,",Patricia,16.13801383972168
29,1,he,f,Mismatch,"When he was in church,",Michelle,16.656789779663086
30,1,he,m,Match,"When he was banished,",Noah,16.11882972717285
30,1,she,m,Mismatch,"When she was banished,",Lawrence,15.927507400512695
30,1,she,f,Match,"When she was banished,",Carmen,16.197263717651367
30,1,he,f,Mismatch,"When he was banished,",Caroline,16.08919906616211
31,1,he,m,Match,"When he was angry,",Raymond,16.75164222717285
31,1,she,m,Mismatch,"When she was angry, the",son,10.618056297302246
31,1,she,f,Match,"When she was angry,",Heather,14.736627578735352
31,1,he,f,Mismatch,"When he was angry,",Michelle,16.129981994628906
32,1,he,m,Match,"When he was distraught,",Gerald,15.966341972351074
32,1,she,m,Mismatch,"When she was distraught, the",son,10.743227005004883
32,1,she,f,Match,"When she was distraught,",Rebecca,14.373672485351562
32,1,he,f,Mismatch,"When he was distraught,",Patricia,15.760693550109863
