exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2_surp
OneEmbedding,isn't hoping,led,801,801_MM_his,mm,MatchMatch,poss,That boyfriend isn't hoping that Thomas led,his,4.93144416809082
OneEmbedding,isn't hoping,led,801,801_MF_his,mf,MatchMismatch,poss,That boyfriend isn't hoping that Irene led,his,6.384975433349609
OneEmbedding,isn't hoping,led,801,801_FM_his,fm,MismatchMatch,poss,Nicole isn't hoping that Thomas led,his,3.7086308002471924
OneEmbedding,isn't hoping,led,801,801_FF_his,ff,MismatchMismatch,poss,Nicole isn't hoping that Irene led,his,6.891500949859619
OneEmbedding,imagined,kissed,802,802_MM_him,mm,MatchMatch,obj,Steve imagined that this boyfriend kissed,him,2.8940978050231934
OneEmbedding,imagined,kissed,802,802_MF_him,mf,MatchMismatch,obj,Steve imagined that Cheryl kissed,him,1.175446629524231
OneEmbedding,imagined,kissed,802,802_FM_him,fm,MismatchMatch,obj,Linda imagined that this boyfriend kissed,him,4.934611797332764
OneEmbedding,imagined,kissed,802,802_FF_him,ff,MismatchMismatch,obj,Linda imagined that Cheryl kissed,him,3.017836332321167
OneEmbedding,imagined,kissed,802,802_MM_his,mm,MatchMatch,poss,Steve imagined that this boyfriend kissed,his,3.691998243331909
OneEmbedding,imagined,kissed,802,802_MF_his,mf,MatchMismatch,poss,Steve imagined that Cheryl kissed,his,4.573526859283447
OneEmbedding,imagined,kissed,802,802_FM_his,fm,MismatchMatch,poss,Linda imagined that this boyfriend kissed,his,5.809714317321777
OneEmbedding,imagined,kissed,802,802_FF_his,ff,MismatchMismatch,poss,Linda imagined that Cheryl kissed,his,6.703272819519043
OneEmbedding,wouldn't complain,cared for,803,803_MM_him,mm,MatchMatch,obj,That grandson wouldn't complain that David cared for,him,1.3823127746582031
OneEmbedding,wouldn't complain,cared for,803,803_MF_him,mf,MatchMismatch,obj,That grandson wouldn't complain that Carol cared for,him,0.7983561158180237
OneEmbedding,wouldn't complain,cared for,803,803_FM_him,fm,MismatchMatch,obj,Teresa wouldn't complain that David cared for,him,3.723412036895752
OneEmbedding,wouldn't complain,cared for,803,803_FF_him,ff,MismatchMismatch,obj,Teresa wouldn't complain that Carol cared for,him,3.756901502609253
OneEmbedding,wouldn't complain,cared for,803,803_MM_his,mm,MatchMatch,poss,That grandson wouldn't complain that David cared for,his,2.659651279449463
OneEmbedding,wouldn't complain,cared for,803,803_MF_his,mf,MatchMismatch,poss,That grandson wouldn't complain that Carol cared for,his,4.204394340515137
OneEmbedding,wouldn't complain,cared for,803,803_FM_his,fm,MismatchMatch,poss,Teresa wouldn't complain that David cared for,his,4.321801662445068
OneEmbedding,wouldn't complain,cared for,803,803_FF_his,ff,MismatchMismatch,poss,Teresa wouldn't complain that Carol cared for,his,7.294229030609131
OneEmbedding,has thought,watches,804,804_MM_him,mm,MatchMatch,obj,Eric has thought that Michael watches,him,5.627012729644775
OneEmbedding,has thought,watches,804,804_MF_him,mf,MatchMismatch,obj,Eric has thought that Katherine watches,him,5.084477424621582
OneEmbedding,has thought,watches,804,804_FM_him,fm,MismatchMatch,obj,Cynthia has thought that Michael watches,him,5.539820671081543
OneEmbedding,has thought,watches,804,804_FF_him,ff,MismatchMismatch,obj,Cynthia has thought that Katherine watches,him,5.290512561798096
OneEmbedding,has thought,watches,804,804_MM_his,mm,MatchMatch,poss,Eric has thought that Michael watches,his,3.7925937175750732
OneEmbedding,has thought,watches,804,804_MF_his,mf,MatchMismatch,poss,Eric has thought that Katherine watches,his,7.1976237297058105
OneEmbedding,has thought,watches,804,804_FM_his,fm,MismatchMatch,poss,Cynthia has thought that Michael watches,his,3.8764376640319824
OneEmbedding,has thought,watches,804,804_FF_his,ff,MismatchMismatch,poss,Cynthia has thought that Katherine watches,his,7.548377513885498
OneEmbedding,discovers,wasn't complaining about,805,805_MM_him,mm,MatchMatch,obj,Daniel discovers that Wayne wasn't complaining about,him,5.069143295288086
OneEmbedding,discovers,wasn't complaining about,805,805_MF_him,mf,MatchMismatch,obj,Daniel discovers that Diana wasn't complaining about,him,3.834495782852173
OneEmbedding,discovers,wasn't complaining about,805,805_FM_him,fm,MismatchMatch,obj,The mother discovers that Wayne wasn't complaining about,him,5.189428329467773
OneEmbedding,discovers,wasn't complaining about,805,805_FF_him,ff,MismatchMismatch,obj,The mother discovers that Diana wasn't complaining about,him,6.050946235656738
OneEmbedding,discovers,wasn't complaining about,805,805_MM_his,mm,MatchMatch,poss,Daniel discovers that Wayne wasn't complaining about,his,2.9058051109313965
OneEmbedding,discovers,wasn't complaining about,805,805_MF_his,mf,MatchMismatch,poss,Daniel discovers that Diana wasn't complaining about,his,3.7128477096557617
OneEmbedding,discovers,wasn't complaining about,805,805_FM_his,fm,MismatchMatch,poss,The mother discovers that Wayne wasn't complaining about,his,3.1152682304382324
OneEmbedding,discovers,wasn't complaining about,805,805_FF_his,ff,MismatchMismatch,poss,The mother discovers that Diana wasn't complaining about,his,6.371092319488525
OneEmbedding,wasn't confessing,flees from,806,806_MM_him,mm,MatchMatch,obj,Wayne wasn't confessing that Walter flees from,him,5.04885196685791
OneEmbedding,wasn't confessing,flees from,806,806_MF_him,mf,MatchMismatch,obj,Wayne wasn't confessing that Emily flees from,him,2.6848442554473877
OneEmbedding,wasn't confessing,flees from,806,806_FM_him,fm,MismatchMatch,obj,Rose wasn't confessing that Walter flees from,him,6.038511753082275
OneEmbedding,wasn't confessing,flees from,806,806_FF_him,ff,MismatchMismatch,obj,Rose wasn't confessing that Emily flees from,him,3.8469831943511963
OneEmbedding,wasn't confessing,flees from,806,806_MM_his,mm,MatchMatch,poss,Wayne wasn't confessing that Walter flees from,his,2.8232038021087646
OneEmbedding,wasn't confessing,flees from,806,806_MF_his,mf,MatchMismatch,poss,Wayne wasn't confessing that Emily flees from,his,4.702473163604736
OneEmbedding,wasn't confessing,flees from,806,806_FM_his,fm,MismatchMatch,poss,Rose wasn't confessing that Walter flees from,his,2.8055243492126465
OneEmbedding,wasn't confessing,flees from,806,806_FF_his,ff,MismatchMismatch,poss,Rose wasn't confessing that Emily flees from,his,5.304559707641602
OneEmbedding,isn't whispering,wasn't researching,807,807_MM_him,mm,MatchMatch,obj,Brad isn't whispering that Steve wasn't researching,him,4.648761749267578
OneEmbedding,isn't whispering,wasn't researching,807,807_MF_him,mf,MatchMismatch,obj,Brad isn't whispering that that woman wasn't researching,him,4.380743503570557
OneEmbedding,isn't whispering,wasn't researching,807,807_FM_him,fm,MismatchMatch,obj,Dana isn't whispering that Steve wasn't researching,him,5.066824913024902
OneEmbedding,isn't whispering,wasn't researching,807,807_FF_him,ff,MismatchMismatch,obj,Dana isn't whispering that that woman wasn't researching,him,5.358718395233154
OneEmbedding,isn't whispering,wasn't researching,807,807_MM_his,mm,MatchMatch,poss,Brad isn't whispering that Steve wasn't researching,his,4.104526042938232
OneEmbedding,isn't whispering,wasn't researching,807,807_MF_his,mf,MatchMismatch,poss,Brad isn't whispering that that woman wasn't researching,his,5.095156669616699
OneEmbedding,isn't whispering,wasn't researching,807,807_FM_his,fm,MismatchMatch,poss,Dana isn't whispering that Steve wasn't researching,his,4.3169474601745605
OneEmbedding,isn't whispering,wasn't researching,807,807_FF_his,ff,MismatchMismatch,poss,Dana isn't whispering that that woman wasn't researching,his,6.181769847869873
OneEmbedding,forgets,had disagreed with,808,808_MM_him,mm,MatchMatch,obj,Craig forgets that that father had disagreed with,him,2.379305362701416
OneEmbedding,forgets,had disagreed with,808,808_MF_him,mf,MatchMismatch,obj,Craig forgets that the grandmother had disagreed with,him,2.188662528991699
OneEmbedding,forgets,had disagreed with,808,808_FM_him,fm,MismatchMatch,obj,Anne forgets that that father had disagreed with,him,2.3789432048797607
OneEmbedding,forgets,had disagreed with,808,808_FF_him,ff,MismatchMismatch,obj,Anne forgets that the grandmother had disagreed with,him,2.1836442947387695
OneEmbedding,forgets,had disagreed with,808,808_MM_his,mm,MatchMatch,poss,Craig forgets that that father had disagreed with,his,2.9950966835021973
OneEmbedding,forgets,had disagreed with,808,808_MF_his,mf,MatchMismatch,poss,Craig forgets that the grandmother had disagreed with,his,3.3365049362182617
OneEmbedding,forgets,had disagreed with,808,808_FM_his,fm,MismatchMatch,poss,Anne forgets that that father had disagreed with,his,3.0053563117980957
OneEmbedding,forgets,had disagreed with,808,808_FF_his,ff,MismatchMismatch,poss,Anne forgets that the grandmother had disagreed with,his,3.435182809829712
OneEmbedding,liked,hadn't talked to,809,809_MM_him,mm,MatchMatch,obj,This grandfather liked that Vincent hadn't talked to,him,1.2297648191452026
OneEmbedding,liked,hadn't talked to,809,809_MF_him,mf,MatchMismatch,obj,This grandfather liked that Holly hadn't talked to,him,1.0183145999908447
OneEmbedding,liked,hadn't talked to,809,809_FM_him,fm,MismatchMatch,obj,Anna liked that Vincent hadn't talked to,him,1.4598557949066162
OneEmbedding,liked,hadn't talked to,809,809_FF_him,ff,MismatchMismatch,obj,Anna liked that Holly hadn't talked to,him,1.533923864364624
OneEmbedding,liked,hadn't talked to,809,809_MM_his,mm,MatchMatch,poss,This grandfather liked that Vincent hadn't talked to,his,3.8186070919036865
OneEmbedding,liked,hadn't talked to,809,809_MF_his,mf,MatchMismatch,poss,This grandfather liked that Holly hadn't talked to,his,5.801776885986328
OneEmbedding,liked,hadn't talked to,809,809_FM_his,fm,MismatchMatch,poss,Anna liked that Vincent hadn't talked to,his,4.747910976409912
OneEmbedding,liked,hadn't talked to,809,809_FF_his,ff,MismatchMismatch,poss,Anna liked that Holly hadn't talked to,his,7.2379255294799805
OneEmbedding,proposes,didn't examine,810,810_MM_him,mm,MatchMatch,obj,Brian proposes that Stephen didn't examine,him,6.467609882354736
OneEmbedding,proposes,didn't examine,810,810_MF_him,mf,MatchMismatch,obj,Brian proposes that Nina didn't examine,him,5.5791754722595215
OneEmbedding,proposes,didn't examine,810,810_FM_him,fm,MismatchMatch,obj,Cindy proposes that Stephen didn't examine,him,6.739579200744629
OneEmbedding,proposes,didn't examine,810,810_FF_him,ff,MismatchMismatch,obj,Cindy proposes that Nina didn't examine,him,6.391436576843262
OneEmbedding,proposes,didn't examine,810,810_MM_his,mm,MatchMatch,poss,Brian proposes that Stephen didn't examine,his,3.2409183979034424
OneEmbedding,proposes,didn't examine,810,810_MF_his,mf,MatchMismatch,poss,Brian proposes that Nina didn't examine,his,5.3798298835754395
OneEmbedding,proposes,didn't examine,810,810_FM_his,fm,MismatchMatch,poss,Cindy proposes that Stephen didn't examine,his,3.256195545196533
OneEmbedding,proposes,didn't examine,810,810_FF_his,ff,MismatchMismatch,poss,Cindy proposes that Nina didn't examine,his,6.01716947555542
OneEmbedding,speculates,scanned,811,811_MM_him,mm,MatchMatch,obj,Benjamin speculates that that nephew scanned,him,7.127776622772217
OneEmbedding,speculates,scanned,811,811_MF_him,mf,MatchMismatch,obj,Benjamin speculates that Ellen scanned,him,5.232781887054443
OneEmbedding,speculates,scanned,811,811_FM_him,fm,MismatchMatch,obj,Tiffany speculates that that nephew scanned,him,6.551568984985352
OneEmbedding,speculates,scanned,811,811_FF_him,ff,MismatchMismatch,obj,Tiffany speculates that Ellen scanned,him,6.273660182952881
OneEmbedding,speculates,scanned,811,811_MM_his,mm,MatchMatch,poss,Benjamin speculates that that nephew scanned,his,4.150259017944336
OneEmbedding,speculates,scanned,811,811_MF_his,mf,MatchMismatch,poss,Benjamin speculates that Ellen scanned,his,4.8555755615234375
OneEmbedding,speculates,scanned,811,811_FM_his,fm,MismatchMatch,poss,Tiffany speculates that that nephew scanned,his,3.7661657333374023
OneEmbedding,speculates,scanned,811,811_FF_his,ff,MismatchMismatch,poss,Tiffany speculates that Ellen scanned,his,5.762753009796143
OneEmbedding,isn't confessing,can shake,812,812_MM_him,mm,MatchMatch,obj,Brad isn't confessing that Kevin can shake,him,6.124455451965332
OneEmbedding,isn't confessing,can shake,812,812_MF_him,mf,MatchMismatch,obj,Brad isn't confessing that Meredith can shake,him,4.281940937042236
OneEmbedding,isn't confessing,can shake,812,812_FM_him,fm,MismatchMatch,obj,Rose isn't confessing that Kevin can shake,him,6.156843185424805
OneEmbedding,isn't confessing,can shake,812,812_FF_him,ff,MismatchMismatch,obj,Rose isn't confessing that Meredith can shake,him,4.664237022399902
OneEmbedding,isn't confessing,can shake,812,812_MM_his,mm,MatchMatch,poss,Brad isn't confessing that Kevin can shake,his,2.922023057937622
OneEmbedding,isn't confessing,can shake,812,812_MF_his,mf,MatchMismatch,poss,Brad isn't confessing that Meredith can shake,his,3.977996587753296
OneEmbedding,isn't confessing,can shake,812,812_FM_his,fm,MismatchMatch,poss,Rose isn't confessing that Kevin can shake,his,2.8204898834228516
OneEmbedding,isn't confessing,can shake,812,812_FF_his,ff,MismatchMismatch,poss,Rose isn't confessing that Meredith can shake,his,4.547971248626709
OneEmbedding,hasn't hoped,was disturbing,813,813_MM_him,mm,MatchMatch,obj,Samuel hasn't hoped that Theodore was disturbing,him,3.4564404487609863
OneEmbedding,hasn't hoped,was disturbing,813,813_MF_him,mf,MatchMismatch,obj,Samuel hasn't hoped that Rose was disturbing,him,3.061133861541748
OneEmbedding,hasn't hoped,was disturbing,813,813_FM_him,fm,MismatchMatch,obj,Nicole hasn't hoped that Theodore was disturbing,him,3.7865238189697266
OneEmbedding,hasn't hoped,was disturbing,813,813_FF_him,ff,MismatchMismatch,obj,Nicole hasn't hoped that Rose was disturbing,him,3.7612547874450684
OneEmbedding,hasn't hoped,was disturbing,813,813_MM_his,mm,MatchMatch,poss,Samuel hasn't hoped that Theodore was disturbing,his,3.5512537956237793
OneEmbedding,hasn't hoped,was disturbing,813,813_MF_his,mf,MatchMismatch,poss,Samuel hasn't hoped that Rose was disturbing,his,3.9765329360961914
OneEmbedding,hasn't hoped,was disturbing,813,813_FM_his,fm,MismatchMatch,poss,Nicole hasn't hoped that Theodore was disturbing,his,3.5356767177581787
OneEmbedding,hasn't hoped,was disturbing,813,813_FF_his,ff,MismatchMismatch,poss,Nicole hasn't hoped that Rose was disturbing,his,4.776474952697754
OneEmbedding,explains,had annoyed,814,814_MM_him,mm,MatchMatch,obj,Jeffrey explains that that nephew had annoyed,him,1.992058515548706
OneEmbedding,explains,had annoyed,814,814_MF_him,mf,MatchMismatch,obj,Jeffrey explains that Kristin had annoyed,him,1.5777947902679443
OneEmbedding,explains,had annoyed,814,814_FM_him,fm,MismatchMatch,obj,Melanie explains that that nephew had annoyed,him,2.6149661540985107
OneEmbedding,explains,had annoyed,814,814_FF_him,ff,MismatchMismatch,obj,Melanie explains that Kristin had annoyed,him,3.072906255722046
OneEmbedding,explains,had annoyed,814,814_MM_his,mm,MatchMatch,poss,Jeffrey explains that that nephew had annoyed,his,3.6733057498931885
OneEmbedding,explains,had annoyed,814,814_MF_his,mf,MatchMismatch,poss,Jeffrey explains that Kristin had annoyed,his,5.191103458404541
OneEmbedding,explains,had annoyed,814,814_FM_his,fm,MismatchMatch,poss,Melanie explains that that nephew had annoyed,his,4.342299461364746
OneEmbedding,explains,had annoyed,814,814_FF_his,ff,MismatchMismatch,poss,Melanie explains that Kristin had annoyed,his,7.109418869018555
OneEmbedding,isn't insisting,hasn't helped,815,815_MM_him,mm,MatchMatch,obj,That nephew isn't insisting that Liam hasn't helped,him,1.348545789718628
OneEmbedding,isn't insisting,hasn't helped,815,815_MF_him,mf,MatchMismatch,obj,That nephew isn't insisting that Holly hasn't helped,him,1.331258773803711
OneEmbedding,isn't insisting,hasn't helped,815,815_FM_him,fm,MismatchMatch,obj,Grace isn't insisting that Liam hasn't helped,him,2.4668033123016357
OneEmbedding,isn't insisting,hasn't helped,815,815_FF_him,ff,MismatchMismatch,obj,Grace isn't insisting that Holly hasn't helped,him,3.882793664932251
OneEmbedding,isn't insisting,hasn't helped,815,815_MM_his,mm,MatchMatch,poss,That nephew isn't insisting that Liam hasn't helped,his,4.276125431060791
OneEmbedding,isn't insisting,hasn't helped,815,815_MF_his,mf,MatchMismatch,poss,That nephew isn't insisting that Holly hasn't helped,his,5.421892166137695
OneEmbedding,isn't insisting,hasn't helped,815,815_FM_his,fm,MismatchMatch,poss,Grace isn't insisting that Liam hasn't helped,his,3.7542901039123535
OneEmbedding,isn't insisting,hasn't helped,815,815_FF_his,ff,MismatchMismatch,poss,Grace isn't insisting that Holly hasn't helped,his,7.162109375
OneEmbedding,imagines,was watching,816,816_MM_him,mm,MatchMatch,obj,Guy imagines that Bill was watching,him,4.788250923156738
OneEmbedding,imagines,was watching,816,816_MF_him,mf,MatchMismatch,obj,Guy imagines that Ellen was watching,him,4.522271633148193
OneEmbedding,imagines,was watching,816,816_FM_him,fm,MismatchMatch,obj,Anna imagines that Bill was watching,him,4.401128768920898
OneEmbedding,imagines,was watching,816,816_FF_him,ff,MismatchMismatch,obj,Anna imagines that Ellen was watching,him,4.834656715393066
OneEmbedding,imagines,was watching,816,816_MM_his,mm,MatchMatch,poss,Guy imagines that Bill was watching,his,4.058570861816406
OneEmbedding,imagines,was watching,816,816_MF_his,mf,MatchMismatch,poss,Guy imagines that Ellen was watching,his,6.511326313018799
OneEmbedding,imagines,was watching,816,816_FM_his,fm,MismatchMatch,poss,Anna imagines that Bill was watching,his,3.9814581871032715
OneEmbedding,imagines,was watching,816,816_FF_his,ff,MismatchMismatch,poss,Anna imagines that Ellen was watching,his,7.270690441131592
OneEmbedding,believed,led,817,817_MM_him,mm,MatchMatch,obj,That ex-husband believed that that boyfriend led,him,2.2367823123931885
OneEmbedding,believed,led,817,817_MF_him,mf,MatchMismatch,obj,That ex-husband believed that Nina led,him,1.1216933727264404
OneEmbedding,believed,led,817,817_FM_him,fm,MismatchMatch,obj,Tracy believed that that boyfriend led,him,3.205289125442505
OneEmbedding,believed,led,817,817_FF_him,ff,MismatchMismatch,obj,Tracy believed that Nina led,him,3.745847463607788
OneEmbedding,believed,led,817,817_MM_his,mm,MatchMatch,poss,That ex-husband believed that that boyfriend led,his,5.376552581787109
OneEmbedding,believed,led,817,817_MF_his,mf,MatchMismatch,poss,That ex-husband believed that Nina led,his,5.266458988189697
OneEmbedding,believed,led,817,817_FM_his,fm,MismatchMatch,poss,Tracy believed that that boyfriend led,his,5.780466079711914
OneEmbedding,believed,led,817,817_FF_his,ff,MismatchMismatch,poss,Tracy believed that Nina led,his,6.679447650909424
OneEmbedding,is suggesting,loves,818,818_MM_him,mm,MatchMatch,obj,Brad is suggesting that Scott loves,him,5.317424297332764
OneEmbedding,is suggesting,loves,818,818_MF_him,mf,MatchMismatch,obj,Brad is suggesting that Donna loves,him,3.276249408721924
OneEmbedding,is suggesting,loves,818,818_FM_him,fm,MismatchMatch,obj,Deanna is suggesting that Scott loves,him,4.352174758911133
OneEmbedding,is suggesting,loves,818,818_FF_him,ff,MismatchMismatch,obj,Deanna is suggesting that Donna loves,him,3.5185906887054443
OneEmbedding,is suggesting,loves,818,818_MM_his,mm,MatchMatch,poss,Brad is suggesting that Scott loves,his,3.3014464378356934
OneEmbedding,is suggesting,loves,818,818_MF_his,mf,MatchMismatch,poss,Brad is suggesting that Donna loves,his,6.162057876586914
OneEmbedding,is suggesting,loves,818,818_FM_his,fm,MismatchMatch,poss,Deanna is suggesting that Scott loves,his,3.785517930984497
OneEmbedding,is suggesting,loves,818,818_FF_his,ff,MismatchMismatch,poss,Deanna is suggesting that Donna loves,his,7.167032718658447
OneEmbedding,was shouting,hadn't praised,819,819_MM_him,mm,MatchMatch,obj,Eric was shouting that Edward hadn't praised,him,1.3979284763336182
OneEmbedding,was shouting,hadn't praised,819,819_MF_him,mf,MatchMismatch,obj,Eric was shouting that Christina hadn't praised,him,1.4083201885223389
OneEmbedding,was shouting,hadn't praised,819,819_FM_him,fm,MismatchMatch,obj,Helen was shouting that Edward hadn't praised,him,1.7843033075332642
OneEmbedding,was shouting,hadn't praised,819,819_FF_him,ff,MismatchMismatch,obj,Helen was shouting that Christina hadn't praised,him,1.6767932176589966
OneEmbedding,was shouting,hadn't praised,819,819_MM_his,mm,MatchMatch,poss,Eric was shouting that Edward hadn't praised,his,3.7994449138641357
OneEmbedding,was shouting,hadn't praised,819,819_MF_his,mf,MatchMismatch,poss,Eric was shouting that Christina hadn't praised,his,4.999251842498779
OneEmbedding,was shouting,hadn't praised,819,819_FM_his,fm,MismatchMatch,poss,Helen was shouting that Edward hadn't praised,his,3.8060050010681152
OneEmbedding,was shouting,hadn't praised,819,819_FF_his,ff,MismatchMismatch,poss,Helen was shouting that Christina hadn't praised,his,5.130160331726074
OneEmbedding,discovers,hasn't seen,820,820_MM_him,mm,MatchMatch,obj,Charles discovers that Bruce hasn't seen,him,3.076284646987915
OneEmbedding,discovers,hasn't seen,820,820_MF_him,mf,MatchMismatch,obj,Charles discovers that Bethany hasn't seen,him,3.071115255355835
OneEmbedding,discovers,hasn't seen,820,820_FM_him,fm,MismatchMatch,obj,Ellen discovers that Bruce hasn't seen,him,3.1765620708465576
OneEmbedding,discovers,hasn't seen,820,820_FF_him,ff,MismatchMismatch,obj,Ellen discovers that Bethany hasn't seen,him,4.08528470993042
OneEmbedding,discovers,hasn't seen,820,820_MM_his,mm,MatchMatch,poss,Charles discovers that Bruce hasn't seen,his,2.717900514602661
OneEmbedding,discovers,hasn't seen,820,820_MF_his,mf,MatchMismatch,poss,Charles discovers that Bethany hasn't seen,his,6.741186141967773
OneEmbedding,discovers,hasn't seen,820,820_FM_his,fm,MismatchMatch,poss,Ellen discovers that Bruce hasn't seen,his,2.6335701942443848
OneEmbedding,discovers,hasn't seen,820,820_FF_his,ff,MismatchMismatch,poss,Ellen discovers that Bethany hasn't seen,his,7.240464687347412
OneEmbedding,had suggested,should lose,821,821_MM_him,mm,MatchMatch,obj,Aaron had suggested that Kenneth should lose,him,8.750889778137207
OneEmbedding,had suggested,should lose,821,821_MF_him,mf,MatchMismatch,obj,Aaron had suggested that Gina should lose,him,9.797669410705566
OneEmbedding,had suggested,should lose,821,821_FM_him,fm,MismatchMatch,obj,Cynthia had suggested that Kenneth should lose,him,8.793996810913086
OneEmbedding,had suggested,should lose,821,821_FF_him,ff,MismatchMismatch,obj,Cynthia had suggested that Gina should lose,him,10.094152450561523
OneEmbedding,had suggested,should lose,821,821_MM_his,mm,MatchMatch,poss,Aaron had suggested that Kenneth should lose,his,1.2024857997894287
OneEmbedding,had suggested,should lose,821,821_MF_his,mf,MatchMismatch,poss,Aaron had suggested that Gina should lose,his,5.385711669921875
OneEmbedding,had suggested,should lose,821,821_FM_his,fm,MismatchMatch,poss,Cynthia had suggested that Kenneth should lose,his,1.092146396636963
OneEmbedding,had suggested,should lose,821,821_FF_his,ff,MismatchMismatch,poss,Cynthia had suggested that Gina should lose,his,6.027173042297363
OneEmbedding,conceals,praised,822,822_MM_him,mm,MatchMatch,obj,That husband conceals that Adam praised,him,2.0100104808807373
OneEmbedding,conceals,praised,822,822_MF_him,mf,MatchMismatch,obj,That husband conceals that Maria praised,him,0.8712983131408691
OneEmbedding,conceals,praised,822,822_FM_him,fm,MismatchMatch,obj,This grandmother conceals that Adam praised,him,3.660179376602173
OneEmbedding,conceals,praised,822,822_FF_him,ff,MismatchMismatch,obj,This grandmother conceals that Maria praised,him,2.8929855823516846
OneEmbedding,conceals,praised,822,822_MM_his,mm,MatchMatch,poss,That husband conceals that Adam praised,his,3.385981559753418
OneEmbedding,conceals,praised,822,822_MF_his,mf,MatchMismatch,poss,That husband conceals that Maria praised,his,4.093169212341309
OneEmbedding,conceals,praised,822,822_FM_his,fm,MismatchMatch,poss,This grandmother conceals that Adam praised,his,4.301892280578613
OneEmbedding,conceals,praised,822,822_FF_his,ff,MismatchMismatch,poss,This grandmother conceals that Maria praised,his,5.630013465881348
OneEmbedding,concluded,worked with,823,823_MM_him,mm,MatchMatch,obj,Vincent concluded that Edward worked with,him,5.783721446990967
OneEmbedding,concluded,worked with,823,823_MF_him,mf,MatchMismatch,obj,Vincent concluded that Paula worked with,him,6.074389934539795
OneEmbedding,concluded,worked with,823,823_FM_him,fm,MismatchMatch,obj,Sharon concluded that Edward worked with,him,5.140251636505127
OneEmbedding,concluded,worked with,823,823_FF_him,ff,MismatchMismatch,obj,Sharon concluded that Paula worked with,him,5.355452060699463
OneEmbedding,concluded,worked with,823,823_MM_his,mm,MatchMatch,poss,Vincent concluded that Edward worked with,his,4.811758041381836
OneEmbedding,concluded,worked with,823,823_MF_his,mf,MatchMismatch,poss,Vincent concluded that Paula worked with,his,7.915501594543457
OneEmbedding,concluded,worked with,823,823_FM_his,fm,MismatchMatch,poss,Sharon concluded that Edward worked with,his,4.6639838218688965
OneEmbedding,concluded,worked with,823,823_FF_his,ff,MismatchMismatch,poss,Sharon concluded that Paula worked with,his,7.632534980773926
OneEmbedding,did demonstrate,should flee from,824,824_MM_him,mm,MatchMatch,obj,Marcus did demonstrate that Edward should flee from,him,5.333324909210205
OneEmbedding,did demonstrate,should flee from,824,824_MF_him,mf,MatchMismatch,obj,Marcus did demonstrate that Suzanne should flee from,him,4.288386344909668
OneEmbedding,did demonstrate,should flee from,824,824_FM_him,fm,MismatchMatch,obj,Jane did demonstrate that Edward should flee from,him,5.982924938201904
OneEmbedding,did demonstrate,should flee from,824,824_FF_him,ff,MismatchMismatch,obj,Jane did demonstrate that Suzanne should flee from,him,5.212244987487793
OneEmbedding,did demonstrate,should flee from,824,824_MM_his,mm,MatchMatch,poss,Marcus did demonstrate that Edward should flee from,his,2.9143078327178955
OneEmbedding,did demonstrate,should flee from,824,824_MF_his,mf,MatchMismatch,poss,Marcus did demonstrate that Suzanne should flee from,his,5.0760722160339355
OneEmbedding,did demonstrate,should flee from,824,824_FM_his,fm,MismatchMatch,poss,Jane did demonstrate that Edward should flee from,his,3.309131145477295
OneEmbedding,did demonstrate,should flee from,824,824_FF_his,ff,MismatchMismatch,poss,Jane did demonstrate that Suzanne should flee from,his,5.491368770599365
OneEmbedding,whispered,alarms,825,825_MM_him,mm,MatchMatch,obj,The nephew whispered that this grandfather alarms,him,2.2556679248809814
OneEmbedding,whispered,alarms,825,825_MF_him,mf,MatchMismatch,obj,The nephew whispered that Bethany alarms,him,1.8711191415786743
OneEmbedding,whispered,alarms,825,825_FM_him,fm,MismatchMatch,obj,Kimberley whispered that this grandfather alarms,him,2.737485885620117
OneEmbedding,whispered,alarms,825,825_FF_him,ff,MismatchMismatch,obj,Kimberley whispered that Bethany alarms,him,2.600562572479248
OneEmbedding,whispered,alarms,825,825_MM_his,mm,MatchMatch,poss,The nephew whispered that this grandfather alarms,his,4.293846607208252
OneEmbedding,whispered,alarms,825,825_MF_his,mf,MatchMismatch,poss,The nephew whispered that Bethany alarms,his,5.4376702308654785
OneEmbedding,whispered,alarms,825,825_FM_his,fm,MismatchMatch,poss,Kimberley whispered that this grandfather alarms,his,4.333242893218994
OneEmbedding,whispered,alarms,825,825_FF_his,ff,MismatchMismatch,poss,Kimberley whispered that Bethany alarms,his,6.015064716339111
OneEmbedding,thought,could insult,826,826_MM_him,mm,MatchMatch,obj,Aaron thought that James could insult,him,2.9574122428894043
OneEmbedding,thought,could insult,826,826_MF_him,mf,MatchMismatch,obj,Aaron thought that Katherine could insult,him,1.5962934494018555
OneEmbedding,thought,could insult,826,826_FM_him,fm,MismatchMatch,obj,Denise thought that James could insult,him,3.7582356929779053
OneEmbedding,thought,could insult,826,826_FF_him,ff,MismatchMismatch,obj,Denise thought that Katherine could insult,him,2.4522228240966797
OneEmbedding,thought,could insult,826,826_MM_his,mm,MatchMatch,poss,Aaron thought that James could insult,his,3.7213234901428223
OneEmbedding,thought,could insult,826,826_MF_his,mf,MatchMismatch,poss,Aaron thought that Katherine could insult,his,4.895355224609375
OneEmbedding,thought,could insult,826,826_FM_his,fm,MismatchMatch,poss,Denise thought that James could insult,his,3.957064151763916
