item,exp,pronoun,cond,contrast,sent,target,gpt3_surp
24,1,she,m,Mismatch,"When she was abroad,",Craig,16.82497215270996
24,1,she,f,Match,"When she was abroad,",Martha,12.808855056762695
24,1,he,f,Mismatch,"When he was abroad,",Sandra,19.320863723754883
25,1,he,m,Match,"When he was discovered,",Walter,13.415846824645996
25,1,she,m,Mismatch,"When she was discovered,",Noah,17.269611358642578
25,1,she,f,Match,"When she was discovered,",Patricia,12.423727989196777
25,1,he,f,Mismatch,"When he was discovered,",Martha,18.708209991455078
26,1,he,m,Match,"When he was busy,",Rodney,18.590129852294922
26,1,she,m,Mismatch,"When she was busy, the",son,10.80741024017334
26,1,she,f,Match,"When she was busy,",Nancy,11.813307762145996
26,1,he,f,Mismatch,"When he was busy,",Heather,17.035795211791992
27,1,he,m,Match,"When he was twenty-one,",Joel,12.747817993164062
27,1,she,m,Mismatch,"When she was twenty-one,",Martin,14.36601734161377
27,1,she,f,Match,"When she was twenty-one,",Sara,11.981112480163574
27,1,he,f,Mismatch,"When he was twenty-one,",Jill,17.8646297454834
28,1,he,m,Match,"When he was annoyed,",Carl,13.391777038574219
28,1,she,m,Mismatch,"When she was annoyed,",Noah,17.59910011291504
28,1,she,f,Match,"When she was annoyed, the",daughter,9.796345710754395
28,1,he,f,Mismatch,"When he was annoyed,",Diane,19.23643684387207
29,1,he,m,Match,"When he was in church,",Vincent,13.477829933166504
29,1,she,m,Mismatch,"When she was in church,",Joel,17.746244430541992
29,1,she,f,Match,"When she was in church,",Patricia,12.579876899719238
29,1,he,f,Mismatch,"When he was in church,",Michelle,18.45627212524414
30,1,he,m,Match,"When he was banished,",Noah,14.36938190460205
30,1,she,m,Mismatch,"When she was banished,",Lawrence,15.655680656433105
30,1,she,f,Match,"When she was banished,",Carmen,14.541769027709961
30,1,he,f,Mismatch,"When he was banished,",Caroline,18.437091827392578
31,1,he,m,Match,"When he was angry,",Raymond,15.376954078674316
31,1,she,m,Mismatch,"When she was angry, the",son,13.215547561645508
31,1,she,f,Match,"When she was angry,",Heather,15.778166770935059
31,1,he,f,Mismatch,"When he was angry,",Michelle,19.0802059173584
32,1,he,m,Match,"When he was distraught,",Gerald,16.758440017700195
32,1,she,m,Mismatch,"When she was distraught, the",son,10.743691444396973
32,1,she,f,Match,"When she was distraught,",Rebecca,14.451233863830566
32,1,he,f,Mismatch,"When he was distraught,",Patricia,17.3051815032959
