exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,/data/EleutherAI/gpt-neo-1.3B_surp
OneEmbedding,agreed,hasn't chosen,948,948_FF_him,ff,MismatchMismatch,obj,Tanya agreed that Naomi hasn't chosen,him,5.24321174621582
OneEmbedding,agreed,hasn't chosen,948,948_MM_his,mm,MatchMatch,poss,Rodney agreed that Dennis hasn't chosen,his,2.714686632156372
OneEmbedding,agreed,hasn't chosen,948,948_MF_his,mf,MatchMismatch,poss,Rodney agreed that Naomi hasn't chosen,his,6.9251227378845215
OneEmbedding,agreed,hasn't chosen,948,948_FM_his,fm,MismatchMatch,poss,Tanya agreed that Dennis hasn't chosen,his,2.919609785079956
OneEmbedding,agreed,hasn't chosen,948,948_FF_his,ff,MismatchMismatch,poss,Tanya agreed that Naomi hasn't chosen,his,6.524526596069336
OneEmbedding,thought,was hindering,949,949_MM_him,mm,MatchMatch,obj,John thought that Keith was hindering,him,2.4430646896362305
OneEmbedding,thought,was hindering,949,949_MF_him,mf,MatchMismatch,obj,John thought that Alice was hindering,him,1.6482223272323608
OneEmbedding,thought,was hindering,949,949_FM_him,fm,MismatchMatch,obj,Karen thought that Keith was hindering,him,3.1538584232330322
OneEmbedding,thought,was hindering,949,949_FF_him,ff,MismatchMismatch,obj,Karen thought that Alice was hindering,him,2.0442111492156982
OneEmbedding,thought,was hindering,949,949_MM_his,mm,MatchMatch,poss,John thought that Keith was hindering,his,2.359060287475586
OneEmbedding,thought,was hindering,949,949_MF_his,mf,MatchMismatch,poss,John thought that Alice was hindering,his,2.180751085281372
OneEmbedding,thought,was hindering,949,949_FM_his,fm,MismatchMatch,poss,Karen thought that Keith was hindering,his,3.001607656478882
OneEmbedding,thought,was hindering,949,949_FF_his,ff,MismatchMismatch,poss,Karen thought that Alice was hindering,his,2.764341354370117
OneEmbedding,proposes,should question,950,950_MM_him,mm,MatchMatch,obj,Scott proposes that Samuel should question,him,4.789538383483887
OneEmbedding,proposes,should question,950,950_MF_him,mf,MatchMismatch,obj,Scott proposes that Jill should question,him,3.4728002548217773
OneEmbedding,proposes,should question,950,950_FM_him,fm,MismatchMatch,obj,This niece proposes that Samuel should question,him,4.947801113128662
OneEmbedding,proposes,should question,950,950_FF_him,ff,MismatchMismatch,obj,This niece proposes that Jill should question,him,4.740607261657715
OneEmbedding,proposes,should question,950,950_MM_his,mm,MatchMatch,poss,Scott proposes that Samuel should question,his,2.969555616378784
OneEmbedding,proposes,should question,950,950_MF_his,mf,MatchMismatch,poss,Scott proposes that Jill should question,his,5.689944267272949
OneEmbedding,proposes,should question,950,950_FM_his,fm,MismatchMatch,poss,This niece proposes that Samuel should question,his,3.090167760848999
OneEmbedding,proposes,should question,950,950_FF_his,ff,MismatchMismatch,poss,This niece proposes that Jill should question,his,6.88300895690918
OneEmbedding,denies,remembers,951,951_MM_him,mm,MatchMatch,obj,Liam denies that Peter remembers,him,3.835369825363159
OneEmbedding,denies,remembers,951,951_MF_him,mf,MatchMismatch,obj,Liam denies that Linda remembers,him,3.0886690616607666
OneEmbedding,denies,remembers,951,951_FM_him,fm,MismatchMatch,obj,Tara denies that Peter remembers,him,3.5753114223480225
OneEmbedding,denies,remembers,951,951_FF_him,ff,MismatchMismatch,obj,Tara denies that Linda remembers,him,3.40407657623291
OneEmbedding,denies,remembers,951,951_MM_his,mm,MatchMatch,poss,Liam denies that Peter remembers,his,4.142985820770264
OneEmbedding,denies,remembers,951,951_MF_his,mf,MatchMismatch,poss,Liam denies that Linda remembers,his,5.969289302825928
OneEmbedding,denies,remembers,951,951_FM_his,fm,MismatchMatch,poss,Tara denies that Peter remembers,his,4.097785949707031
OneEmbedding,denies,remembers,951,951_FF_his,ff,MismatchMismatch,poss,Tara denies that Linda remembers,his,7.1445631980896
OneEmbedding,might learn,loses,952,952_MM_him,mm,MatchMatch,obj,Theodore might learn that Russell loses,him,8.425172805786133
OneEmbedding,might learn,loses,952,952_MF_him,mf,MatchMismatch,obj,Theodore might learn that Amanda loses,him,5.699361801147461
OneEmbedding,might learn,loses,952,952_FM_him,fm,MismatchMatch,obj,April might learn that Russell loses,him,9.212801933288574
OneEmbedding,might learn,loses,952,952_FF_him,ff,MismatchMismatch,obj,April might learn that Amanda loses,him,7.404227256774902
OneEmbedding,might learn,loses,952,952_MM_his,mm,MatchMatch,poss,Theodore might learn that Russell loses,his,1.9420727491378784
OneEmbedding,might learn,loses,952,952_MF_his,mf,MatchMismatch,poss,Theodore might learn that Amanda loses,his,6.243984222412109
OneEmbedding,might learn,loses,952,952_FM_his,fm,MismatchMatch,poss,April might learn that Russell loses,his,1.656646966934204
OneEmbedding,might learn,loses,952,952_FF_his,ff,MismatchMismatch,poss,April might learn that Amanda loses,his,7.47304630279541
OneEmbedding,was disliking,scares,953,953_MM_him,mm,MatchMatch,obj,Craig was disliking that Eric scares,him,3.0693674087524414
OneEmbedding,was disliking,scares,953,953_MF_him,mf,MatchMismatch,obj,Craig was disliking that Lori scares,him,2.785886526107788
OneEmbedding,was disliking,scares,953,953_FM_him,fm,MismatchMatch,obj,Sabrina was disliking that Eric scares,him,4.04229736328125
OneEmbedding,was disliking,scares,953,953_FF_him,ff,MismatchMismatch,obj,Sabrina was disliking that Lori scares,him,3.4092583656311035
OneEmbedding,was disliking,scares,953,953_MM_his,mm,MatchMatch,poss,Craig was disliking that Eric scares,his,5.049352169036865
OneEmbedding,was disliking,scares,953,953_MF_his,mf,MatchMismatch,poss,Craig was disliking that Lori scares,his,6.162108898162842
OneEmbedding,was disliking,scares,953,953_FM_his,fm,MismatchMatch,poss,Sabrina was disliking that Eric scares,his,5.556796073913574
OneEmbedding,was disliking,scares,953,953_FF_his,ff,MismatchMismatch,poss,Sabrina was disliking that Lori scares,his,7.15387487411499
OneEmbedding,shouldn't deny,forgets,954,954_MM_him,mm,MatchMatch,obj,Adam shouldn't deny that Christopher forgets,him,7.394529342651367
OneEmbedding,shouldn't deny,forgets,954,954_MF_him,mf,MatchMismatch,obj,Adam shouldn't deny that this sister forgets,him,4.492933750152588
OneEmbedding,shouldn't deny,forgets,954,954_FM_him,fm,MismatchMatch,obj,Martha shouldn't deny that Christopher forgets,him,7.696811676025391
OneEmbedding,shouldn't deny,forgets,954,954_FF_him,ff,MismatchMismatch,obj,Martha shouldn't deny that this sister forgets,him,5.58188533782959
OneEmbedding,shouldn't deny,forgets,954,954_MM_his,mm,MatchMatch,poss,Adam shouldn't deny that Christopher forgets,his,2.832740306854248
OneEmbedding,shouldn't deny,forgets,954,954_MF_his,mf,MatchMismatch,poss,Adam shouldn't deny that this sister forgets,his,5.531349182128906
OneEmbedding,shouldn't deny,forgets,954,954_FM_his,fm,MismatchMatch,poss,Martha shouldn't deny that Christopher forgets,his,2.865279197692871
OneEmbedding,shouldn't deny,forgets,954,954_FF_his,ff,MismatchMismatch,poss,Martha shouldn't deny that this sister forgets,his,7.00659704208374
OneEmbedding,writes,didn't remember,955,955_MM_him,mm,MatchMatch,obj,Chad writes that Russell didn't remember,him,6.2977142333984375
OneEmbedding,writes,didn't remember,955,955_MF_him,mf,MatchMismatch,obj,Chad writes that Amy didn't remember,him,5.872664451599121
OneEmbedding,writes,didn't remember,955,955_FM_him,fm,MismatchMatch,obj,Michelle writes that Russell didn't remember,him,6.619194507598877
OneEmbedding,writes,didn't remember,955,955_FF_him,ff,MismatchMismatch,obj,Michelle writes that Amy didn't remember,him,6.1510186195373535
OneEmbedding,writes,didn't remember,955,955_MM_his,mm,MatchMatch,poss,Chad writes that Russell didn't remember,his,4.115255832672119
OneEmbedding,writes,didn't remember,955,955_MF_his,mf,MatchMismatch,poss,Chad writes that Amy didn't remember,his,6.774432182312012
OneEmbedding,writes,didn't remember,955,955_FM_his,fm,MismatchMatch,poss,Michelle writes that Russell didn't remember,his,4.2637858390808105
OneEmbedding,writes,didn't remember,955,955_FF_his,ff,MismatchMismatch,poss,Michelle writes that Amy didn't remember,his,7.294186115264893
OneEmbedding,has admitted,was noticing,956,956_MM_him,mm,MatchMatch,obj,Benjamin has admitted that Kevin was noticing,him,4.616616249084473
OneEmbedding,has admitted,was noticing,956,956_MF_him,mf,MatchMismatch,obj,Benjamin has admitted that Sandra was noticing,him,3.7190263271331787
OneEmbedding,has admitted,was noticing,956,956_FM_him,fm,MismatchMatch,obj,Margaret has admitted that Kevin was noticing,him,5.192536354064941
OneEmbedding,has admitted,was noticing,956,956_FF_him,ff,MismatchMismatch,obj,Margaret has admitted that Sandra was noticing,him,4.700384140014648
OneEmbedding,has admitted,was noticing,956,956_MM_his,mm,MatchMatch,poss,Benjamin has admitted that Kevin was noticing,his,4.669466972351074
OneEmbedding,has admitted,was noticing,956,956_MF_his,mf,MatchMismatch,poss,Benjamin has admitted that Sandra was noticing,his,4.163497447967529
OneEmbedding,has admitted,was noticing,956,956_FM_his,fm,MismatchMatch,poss,Margaret has admitted that Kevin was noticing,his,5.511111259460449
OneEmbedding,has admitted,was noticing,956,956_FF_his,ff,MismatchMismatch,poss,Margaret has admitted that Sandra was noticing,his,5.607163906097412
OneEmbedding,wasn't finding out,talks to,957,957_MM_him,mm,MatchMatch,obj,John wasn't finding out that Marcus talks to,him,3.3564698696136475
OneEmbedding,wasn't finding out,talks to,957,957_MF_him,mf,MatchMismatch,obj,John wasn't finding out that Connie talks to,him,3.022653102874756
OneEmbedding,wasn't finding out,talks to,957,957_FM_him,fm,MismatchMatch,obj,Naomi wasn't finding out that Marcus talks to,him,4.272996425628662
OneEmbedding,wasn't finding out,talks to,957,957_FF_him,ff,MismatchMismatch,obj,Naomi wasn't finding out that Connie talks to,him,3.815417766571045
OneEmbedding,wasn't finding out,talks to,957,957_MM_his,mm,MatchMatch,poss,John wasn't finding out that Marcus talks to,his,3.8914918899536133
OneEmbedding,wasn't finding out,talks to,957,957_MF_his,mf,MatchMismatch,poss,John wasn't finding out that Connie talks to,his,5.891252040863037
OneEmbedding,wasn't finding out,talks to,957,957_FM_his,fm,MismatchMatch,poss,Naomi wasn't finding out that Marcus talks to,his,3.8808207511901855
OneEmbedding,wasn't finding out,talks to,957,957_FF_his,ff,MismatchMismatch,poss,Naomi wasn't finding out that Connie talks to,his,6.603645324707031
OneEmbedding,prays,sounds like,958,958_MM_him,mm,MatchMatch,obj,Daniel prays that Vincent sounds like,him,5.322225093841553
OneEmbedding,prays,sounds like,958,958_MF_him,mf,MatchMismatch,obj,Daniel prays that Carol sounds like,him,7.030970096588135
OneEmbedding,prays,sounds like,958,958_FM_him,fm,MismatchMatch,obj,Meredith prays that Vincent sounds like,him,5.859702110290527
OneEmbedding,prays,sounds like,958,958_FF_him,ff,MismatchMismatch,obj,Meredith prays that Carol sounds like,him,7.940100193023682
OneEmbedding,prays,sounds like,958,958_MM_his,mm,MatchMatch,poss,Daniel prays that Vincent sounds like,his,3.8849611282348633
OneEmbedding,prays,sounds like,958,958_MF_his,mf,MatchMismatch,poss,Daniel prays that Carol sounds like,his,6.071925640106201
OneEmbedding,prays,sounds like,958,958_FM_his,fm,MismatchMatch,poss,Meredith prays that Vincent sounds like,his,4.049556255340576
OneEmbedding,prays,sounds like,958,958_FF_his,ff,MismatchMismatch,poss,Meredith prays that Carol sounds like,his,7.667557239532471
OneEmbedding,was suggesting,questioned,959,959_MM_him,mm,MatchMatch,obj,Charles was suggesting that Gregory questioned,him,3.385658025741577
OneEmbedding,was suggesting,questioned,959,959_MF_him,mf,MatchMismatch,obj,Charles was suggesting that Jodi questioned,him,2.412982940673828
OneEmbedding,was suggesting,questioned,959,959_FM_him,fm,MismatchMatch,obj,Jennifer was suggesting that Gregory questioned,him,4.251758575439453
OneEmbedding,was suggesting,questioned,959,959_FF_him,ff,MismatchMismatch,obj,Jennifer was suggesting that Jodi questioned,him,2.949892520904541
OneEmbedding,was suggesting,questioned,959,959_MM_his,mm,MatchMatch,poss,Charles was suggesting that Gregory questioned,his,3.234647274017334
OneEmbedding,was suggesting,questioned,959,959_MF_his,mf,MatchMismatch,poss,Charles was suggesting that Jodi questioned,his,3.8530008792877197
OneEmbedding,was suggesting,questioned,959,959_FM_his,fm,MismatchMatch,poss,Jennifer was suggesting that Gregory questioned,his,4.407619953155518
OneEmbedding,was suggesting,questioned,959,959_FF_his,ff,MismatchMismatch,poss,Jennifer was suggesting that Jodi questioned,his,5.793132305145264
OneEmbedding,finds out,appreciated,960,960_MM_him,mm,MatchMatch,obj,Raymond finds out that Thomas appreciated,him,5.672098636627197
OneEmbedding,finds out,appreciated,960,960_MF_him,mf,MatchMismatch,obj,Raymond finds out that Kathleen appreciated,him,4.706924915313721
OneEmbedding,finds out,appreciated,960,960_FM_him,fm,MismatchMatch,obj,Linda finds out that Thomas appreciated,him,7.946159839630127
OneEmbedding,finds out,appreciated,960,960_FF_him,ff,MismatchMismatch,obj,Linda finds out that Kathleen appreciated,him,5.815901279449463
OneEmbedding,finds out,appreciated,960,960_MM_his,mm,MatchMatch,poss,Raymond finds out that Thomas appreciated,his,2.4243404865264893
OneEmbedding,finds out,appreciated,960,960_MF_his,mf,MatchMismatch,poss,Raymond finds out that Kathleen appreciated,his,2.3686089515686035
OneEmbedding,finds out,appreciated,960,960_FM_his,fm,MismatchMatch,poss,Linda finds out that Thomas appreciated,his,3.693108558654785
OneEmbedding,finds out,appreciated,960,960_FF_his,ff,MismatchMismatch,poss,Linda finds out that Kathleen appreciated,his,4.346778869628906
OneEmbedding,should find out,is admiring,961,961_MM_him,mm,MatchMatch,obj,Kevin should find out that Lawrence is admiring,him,3.1128122806549072
OneEmbedding,should find out,is admiring,961,961_MF_him,mf,MatchMismatch,obj,Kevin should find out that Linda is admiring,him,3.262789487838745
OneEmbedding,should find out,is admiring,961,961_FM_him,fm,MismatchMatch,obj,Michelle should find out that Lawrence is admiring,him,4.74887228012085
OneEmbedding,should find out,is admiring,961,961_FF_him,ff,MismatchMismatch,obj,Michelle should find out that Linda is admiring,him,5.022233009338379
OneEmbedding,should find out,is admiring,961,961_MM_his,mm,MatchMatch,poss,Kevin should find out that Lawrence is admiring,his,2.648085355758667
OneEmbedding,should find out,is admiring,961,961_MF_his,mf,MatchMismatch,poss,Kevin should find out that Linda is admiring,his,3.3358049392700195
OneEmbedding,should find out,is admiring,961,961_FM_his,fm,MismatchMatch,poss,Michelle should find out that Lawrence is admiring,his,4.042575836181641
OneEmbedding,should find out,is admiring,961,961_FF_his,ff,MismatchMismatch,poss,Michelle should find out that Linda is admiring,his,5.066349983215332
OneEmbedding,discovers,wasn't striking,962,962_MM_him,mm,MatchMatch,obj,Patrick discovers that Timothy wasn't striking,him,3.5082919597625732
OneEmbedding,discovers,wasn't striking,962,962_MF_him,mf,MatchMismatch,obj,Patrick discovers that Linda wasn't striking,him,3.890598773956299
OneEmbedding,discovers,wasn't striking,962,962_FM_him,fm,MismatchMatch,obj,Florence discovers that Timothy wasn't striking,him,4.752851486206055
OneEmbedding,discovers,wasn't striking,962,962_FF_him,ff,MismatchMismatch,obj,Florence discovers that Linda wasn't striking,him,6.0710625648498535
OneEmbedding,discovers,wasn't striking,962,962_MM_his,mm,MatchMatch,poss,Patrick discovers that Timothy wasn't striking,his,4.276169300079346
OneEmbedding,discovers,wasn't striking,962,962_MF_his,mf,MatchMismatch,poss,Patrick discovers that Linda wasn't striking,his,8.024064064025879
OneEmbedding,discovers,wasn't striking,962,962_FM_his,fm,MismatchMatch,poss,Florence discovers that Timothy wasn't striking,his,4.4528961181640625
OneEmbedding,discovers,wasn't striking,962,962_FF_his,ff,MismatchMismatch,poss,Florence discovers that Linda wasn't striking,his,9.64652156829834
OneEmbedding,isn't hoping,didn't hug,963,963_MM_him,mm,MatchMatch,obj,Bill isn't hoping that Douglas didn't hug,him,2.5917227268218994
OneEmbedding,isn't hoping,didn't hug,963,963_MF_him,mf,MatchMismatch,obj,Bill isn't hoping that the lady didn't hug,him,1.4139978885650635
OneEmbedding,isn't hoping,didn't hug,963,963_FM_him,fm,MismatchMatch,obj,Vanessa isn't hoping that Douglas didn't hug,him,4.264030456542969
OneEmbedding,isn't hoping,didn't hug,963,963_FF_him,ff,MismatchMismatch,obj,Vanessa isn't hoping that the lady didn't hug,him,2.3254194259643555
OneEmbedding,isn't hoping,didn't hug,963,963_MM_his,mm,MatchMatch,poss,Bill isn't hoping that Douglas didn't hug,his,2.599708318710327
OneEmbedding,isn't hoping,didn't hug,963,963_MF_his,mf,MatchMismatch,poss,Bill isn't hoping that the lady didn't hug,his,5.3563761711120605
OneEmbedding,isn't hoping,didn't hug,963,963_FM_his,fm,MismatchMatch,poss,Vanessa isn't hoping that Douglas didn't hug,his,3.860898971557617
OneEmbedding,isn't hoping,didn't hug,963,963_FF_his,ff,MismatchMismatch,poss,Vanessa isn't hoping that the lady didn't hug,his,6.832067966461182
OneEmbedding,was shouting,is working with,964,964_MM_him,mm,MatchMatch,obj,Alexander was shouting that the father is working with,him,6.53285026550293
OneEmbedding,was shouting,is working with,964,964_MF_him,mf,MatchMismatch,obj,Alexander was shouting that Eva is working with,him,4.8684587478637695
OneEmbedding,was shouting,is working with,964,964_FM_him,fm,MismatchMatch,obj,Julie was shouting that the father is working with,him,6.890122890472412
OneEmbedding,was shouting,is working with,964,964_FF_him,ff,MismatchMismatch,obj,Julie was shouting that Eva is working with,him,5.70143461227417
OneEmbedding,was shouting,is working with,964,964_MM_his,mm,MatchMatch,poss,Alexander was shouting that the father is working with,his,4.301462650299072
OneEmbedding,was shouting,is working with,964,964_MF_his,mf,MatchMismatch,poss,Alexander was shouting that Eva is working with,his,6.849400043487549
OneEmbedding,was shouting,is working with,964,964_FM_his,fm,MismatchMatch,poss,Julie was shouting that the father is working with,his,4.083658695220947
OneEmbedding,was shouting,is working with,964,964_FF_his,ff,MismatchMismatch,poss,Julie was shouting that Eva is working with,his,8.053445816040039
OneEmbedding,argued,has met,965,965_MM_him,mm,MatchMatch,obj,Lawrence argued that Samuel has met,him,7.708587646484375
OneEmbedding,argued,has met,965,965_MF_him,mf,MatchMismatch,obj,Lawrence argued that Rebecca has met,him,9.270901679992676
OneEmbedding,argued,has met,965,965_FM_him,fm,MismatchMatch,obj,Nancy argued that Samuel has met,him,7.479832172393799
OneEmbedding,argued,has met,965,965_FF_him,ff,MismatchMismatch,obj,Nancy argued that Rebecca has met,him,8.218125343322754
OneEmbedding,argued,has met,965,965_MM_his,mm,MatchMatch,poss,Lawrence argued that Samuel has met,his,1.2930668592453003
OneEmbedding,argued,has met,965,965_MF_his,mf,MatchMismatch,poss,Lawrence argued that Rebecca has met,his,4.660256862640381
OneEmbedding,argued,has met,965,965_FM_his,fm,MismatchMatch,poss,Nancy argued that Samuel has met,his,1.4385054111480713
OneEmbedding,argued,has met,965,965_FF_his,ff,MismatchMismatch,poss,Nancy argued that Rebecca has met,his,6.013393878936768
OneEmbedding,was concluding,boasts about,966,966_MM_him,mm,MatchMatch,obj,Martin was concluding that Guy boasts about,him,8.184613227844238
OneEmbedding,was concluding,boasts about,966,966_MF_him,mf,MatchMismatch,obj,Martin was concluding that Natalie boasts about,him,6.285972595214844
OneEmbedding,was concluding,boasts about,966,966_FM_him,fm,MismatchMatch,obj,Brenda was concluding that Guy boasts about,him,8.25794506072998
OneEmbedding,was concluding,boasts about,966,966_FF_him,ff,MismatchMismatch,obj,Brenda was concluding that Natalie boasts about,him,6.702966690063477
OneEmbedding,was concluding,boasts about,966,966_MM_his,mm,MatchMatch,poss,Martin was concluding that Guy boasts about,his,1.604422688484192
OneEmbedding,was concluding,boasts about,966,966_MF_his,mf,MatchMismatch,poss,Martin was concluding that Natalie boasts about,his,5.310919761657715
OneEmbedding,was concluding,boasts about,966,966_FM_his,fm,MismatchMatch,poss,Brenda was concluding that Guy boasts about,his,1.6390196084976196
OneEmbedding,was concluding,boasts about,966,966_FF_his,ff,MismatchMismatch,poss,Brenda was concluding that Natalie boasts about,his,5.5834527015686035
OneEmbedding,shouts,has cured,967,967_MM_him,mm,MatchMatch,obj,Jerry shouts that James has cured,him,2.2748520374298096
OneEmbedding,shouts,has cured,967,967_MF_him,mf,MatchMismatch,obj,Jerry shouts that Karen has cured,him,1.9033154249191284
OneEmbedding,shouts,has cured,967,967_FM_him,fm,MismatchMatch,obj,That girlfriend shouts that James has cured,him,4.313717365264893
OneEmbedding,shouts,has cured,967,967_FF_him,ff,MismatchMismatch,obj,That girlfriend shouts that Karen has cured,him,2.960535764694214
OneEmbedding,shouts,has cured,967,967_MM_his,mm,MatchMatch,poss,Jerry shouts that James has cured,his,2.0664238929748535
OneEmbedding,shouts,has cured,967,967_MF_his,mf,MatchMismatch,poss,Jerry shouts that Karen has cured,his,2.730970859527588
OneEmbedding,shouts,has cured,967,967_FM_his,fm,MismatchMatch,poss,That girlfriend shouts that James has cured,his,2.9680542945861816
OneEmbedding,shouts,has cured,967,967_FF_his,ff,MismatchMismatch,poss,That girlfriend shouts that Karen has cured,his,3.745922327041626
OneEmbedding,imagined,astounds,968,968_MM_him,mm,MatchMatch,obj,Dan imagined that Scott astounds,him,3.172783613204956
OneEmbedding,imagined,astounds,968,968_MF_him,mf,MatchMismatch,obj,Dan imagined that Eva astounds,him,1.8975001573562622
OneEmbedding,imagined,astounds,968,968_FM_him,fm,MismatchMatch,obj,Kathleen imagined that Scott astounds,him,6.26167631149292
OneEmbedding,imagined,astounds,968,968_FF_him,ff,MismatchMismatch,obj,Kathleen imagined that Eva astounds,him,2.462514638900757
OneEmbedding,imagined,astounds,968,968_MM_his,mm,MatchMatch,poss,Dan imagined that Scott astounds,his,4.310681343078613
OneEmbedding,imagined,astounds,968,968_MF_his,mf,MatchMismatch,poss,Dan imagined that Eva astounds,his,6.6611409187316895
OneEmbedding,imagined,astounds,968,968_FM_his,fm,MismatchMatch,poss,Kathleen imagined that Scott astounds,his,4.636656284332275
OneEmbedding,imagined,astounds,968,968_FF_his,ff,MismatchMismatch,poss,Kathleen imagined that Eva astounds,his,7.926743507385254
OneEmbedding,imagines,isn't worrying,969,969_MM_him,mm,MatchMatch,obj,This brother imagines that Scott isn't worrying,him,10.20700740814209
OneEmbedding,imagines,isn't worrying,969,969_MF_him,mf,MatchMismatch,obj,This brother imagines that this ex-wife isn't worrying,him,8.810256004333496
OneEmbedding,imagines,isn't worrying,969,969_FM_him,fm,MismatchMatch,obj,Melissa imagines that Scott isn't worrying,him,13.552087783813477
OneEmbedding,imagines,isn't worrying,969,969_FF_him,ff,MismatchMismatch,obj,Melissa imagines that this ex-wife isn't worrying,him,13.487512588500977
OneEmbedding,imagines,isn't worrying,969,969_MM_his,mm,MatchMatch,poss,This brother imagines that Scott isn't worrying,his,9.35984992980957
OneEmbedding,imagines,isn't worrying,969,969_MF_his,mf,MatchMismatch,poss,This brother imagines that this ex-wife isn't worrying,his,10.852554321289062
OneEmbedding,imagines,isn't worrying,969,969_FM_his,fm,MismatchMatch,poss,Melissa imagines that Scott isn't worrying,his,10.068938255310059
OneEmbedding,imagines,isn't worrying,969,969_FF_his,ff,MismatchMismatch,poss,Melissa imagines that this ex-wife isn't worrying,his,13.228496551513672
OneEmbedding,was shouting,cures,970,970_MM_him,mm,MatchMatch,obj,The son was shouting that David cures,him,5.243422508239746
OneEmbedding,was shouting,cures,970,970_MF_him,mf,MatchMismatch,obj,The son was shouting that Tracy cures,him,4.503859519958496
OneEmbedding,was shouting,cures,970,970_FM_him,fm,MismatchMatch,obj,The woman was shouting that David cures,him,8.249700546264648
OneEmbedding,was shouting,cures,970,970_FF_him,ff,MismatchMismatch,obj,The woman was shouting that Tracy cures,him,7.269754886627197
OneEmbedding,was shouting,cures,970,970_MM_his,mm,MatchMatch,poss,The son was shouting that David cures,his,4.251259803771973
OneEmbedding,was shouting,cures,970,970_MF_his,mf,MatchMismatch,poss,The son was shouting that Tracy cures,his,4.393768787384033
OneEmbedding,was shouting,cures,970,970_FM_his,fm,MismatchMatch,poss,The woman was shouting that David cures,his,6.223761558532715
OneEmbedding,was shouting,cures,970,970_FF_his,ff,MismatchMismatch,poss,The woman was shouting that Tracy cures,his,6.927095890045166
OneEmbedding,proposes,will upset,971,971_MM_him,mm,MatchMatch,obj,Michael proposes that Noah will upset,him,9.459684371948242
OneEmbedding,proposes,will upset,971,971_MF_him,mf,MatchMismatch,obj,Michael proposes that Amanda will upset,him,4.237241268157959
OneEmbedding,proposes,will upset,971,971_FM_him,fm,MismatchMatch,obj,Marie proposes that Noah will upset,him,9.598474502563477
OneEmbedding,proposes,will upset,971,971_FF_him,ff,MismatchMismatch,obj,Marie proposes that Amanda will upset,him,4.704283237457275
OneEmbedding,proposes,will upset,971,971_MM_his,mm,MatchMatch,poss,Michael proposes that Noah will upset,his,3.677887439727783
OneEmbedding,proposes,will upset,971,971_MF_his,mf,MatchMismatch,poss,Michael proposes that Amanda will upset,his,4.53456449508667
OneEmbedding,proposes,will upset,971,971_FM_his,fm,MismatchMatch,poss,Marie proposes that Noah will upset,his,3.343248128890991
OneEmbedding,proposes,will upset,971,971_FF_his,ff,MismatchMismatch,poss,Marie proposes that Amanda will upset,his,5.113003730773926
OneEmbedding,imagines,isn't scanning,972,972_MM_him,mm,MatchMatch,obj,Jason imagines that Carlos isn't scanning,him,4.840142250061035
OneEmbedding,imagines,isn't scanning,972,972_MF_him,mf,MatchMismatch,obj,Jason imagines that Holly isn't scanning,him,4.7062177658081055
OneEmbedding,imagines,isn't scanning,972,972_FM_him,fm,MismatchMatch,obj,Melissa imagines that Carlos isn't scanning,him,6.1522955894470215
OneEmbedding,imagines,isn't scanning,972,972_FF_him,ff,MismatchMismatch,obj,Melissa imagines that Holly isn't scanning,him,5.578422546386719
OneEmbedding,imagines,isn't scanning,972,972_MM_his,mm,MatchMatch,poss,Jason imagines that Carlos isn't scanning,his,3.725548267364502
OneEmbedding,imagines,isn't scanning,972,972_MF_his,mf,MatchMismatch,poss,Jason imagines that Holly isn't scanning,his,4.378734588623047
OneEmbedding,imagines,isn't scanning,972,972_FM_his,fm,MismatchMatch,poss,Melissa imagines that Carlos isn't scanning,his,3.668782949447632
OneEmbedding,imagines,isn't scanning,972,972_FF_his,ff,MismatchMismatch,poss,Melissa imagines that Holly isn't scanning,his,5.5540876388549805
OneEmbedding,did whisper,approached,973,973_MM_him,mm,MatchMatch,obj,Carlos did whisper that Travis approached,him,2.061068534851074
OneEmbedding,did whisper,approached,973,973_MF_him,mf,MatchMismatch,obj,Carlos did whisper that Natalie approached,him,1.8890345096588135
OneEmbedding,did whisper,approached,973,973_FM_him,fm,MismatchMatch,obj,Debra did whisper that Travis approached,him,2.6444897651672363
OneEmbedding,did whisper,approached,973,973_FF_him,ff,MismatchMismatch,obj,Debra did whisper that Natalie approached,him,2.5501203536987305
OneEmbedding,did whisper,approached,973,973_MM_his,mm,MatchMatch,poss,Carlos did whisper that Travis approached,his,5.535427093505859
OneEmbedding,did whisper,approached,973,973_MF_his,mf,MatchMismatch,poss,Carlos did whisper that Natalie approached,his,6.897580623626709
OneEmbedding,did whisper,approached,973,973_FM_his,fm,MismatchMatch,poss,Debra did whisper that Travis approached,his,6.019763946533203
OneEmbedding,did whisper,approached,973,973_FF_his,ff,MismatchMismatch,poss,Debra did whisper that Natalie approached,his,7.961822032928467
OneEmbedding,wasn't thinking,hadn't respected,974,974_MM_him,mm,MatchMatch,obj,Steven wasn't thinking that Kevin hadn't respected,him,2.521683931350708
OneEmbedding,wasn't thinking,hadn't respected,974,974_MF_him,mf,MatchMismatch,obj,Steven wasn't thinking that Heidi hadn't respected,him,2.2437686920166016
OneEmbedding,wasn't thinking,hadn't respected,974,974_FM_him,fm,MismatchMatch,obj,Laurie wasn't thinking that Kevin hadn't respected,him,3.9655985832214355
