exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2-large_surp
TwoEmbedding,told,isn't visiting,849,849_FFF_his,fff,MismatchMismatchMismatch,poss,Danielle told Melissa that Paula isn't visiting,his,6.7688751220703125
TwoEmbedding,alerted,won't argue about,850,850_MMM_him,mmm,MatchMatchMatch,obj,James alerted this guy that Matt won't argue about,him,6.741916656494141
TwoEmbedding,alerted,won't argue about,850,850_MMF_him,mmf,MatchMatchMismatch,obj,James alerted this guy that Bethany won't argue about,him,6.38347053527832
TwoEmbedding,alerted,won't argue about,850,850_MFM_him,mfm,MatchMismatchMatch,obj,James alerted Julia that Matt won't argue about,him,6.8861260414123535
TwoEmbedding,alerted,won't argue about,850,850_MFF_him,mff,MatchMismatchMismatch,obj,James alerted Julia that Bethany won't argue about,him,7.048165321350098
TwoEmbedding,alerted,won't argue about,850,850_FMM_him,fmm,MismatchMatchMatch,obj,Nicole alerted this guy that Matt won't argue about,him,6.963985919952393
TwoEmbedding,alerted,won't argue about,850,850_FMF_him,fmf,MismatchMatchMismatch,obj,Nicole alerted this guy that Bethany won't argue about,him,6.151121616363525
TwoEmbedding,alerted,won't argue about,850,850_FFM_him,ffm,MismatchMismatchMatch,obj,Nicole alerted Julia that Matt won't argue about,him,7.261926174163818
TwoEmbedding,alerted,won't argue about,850,850_FFF_him,fff,MismatchMismatchMismatch,obj,Nicole alerted Julia that Bethany won't argue about,him,7.361286163330078
TwoEmbedding,alerted,won't argue about,850,850_MMM_his,mmm,MatchMatchMatch,poss,James alerted this guy that Matt won't argue about,his,4.430125713348389
TwoEmbedding,alerted,won't argue about,850,850_MMF_his,mmf,MatchMatchMismatch,poss,James alerted this guy that Bethany won't argue about,his,5.5227370262146
TwoEmbedding,alerted,won't argue about,850,850_MFM_his,mfm,MatchMismatchMatch,poss,James alerted Julia that Matt won't argue about,his,4.395610332489014
TwoEmbedding,alerted,won't argue about,850,850_MFF_his,mff,MatchMismatchMismatch,poss,James alerted Julia that Bethany won't argue about,his,6.350039005279541
TwoEmbedding,alerted,won't argue about,850,850_FMM_his,fmm,MismatchMatchMatch,poss,Nicole alerted this guy that Matt won't argue about,his,4.374196529388428
TwoEmbedding,alerted,won't argue about,850,850_FMF_his,fmf,MismatchMatchMismatch,poss,Nicole alerted this guy that Bethany won't argue about,his,5.5242228507995605
TwoEmbedding,alerted,won't argue about,850,850_FFM_his,ffm,MismatchMismatchMatch,poss,Nicole alerted Julia that Matt won't argue about,his,4.53594970703125
TwoEmbedding,alerted,won't argue about,850,850_FFF_his,fff,MismatchMismatchMismatch,poss,Nicole alerted Julia that Bethany won't argue about,his,6.876958847045898
TwoEmbedding,shows,hadn't visited,851,851_MMM_him,mmm,MatchMatchMatch,obj,Wayne shows Steven that Brian hadn't visited,him,2.2764906883239746
TwoEmbedding,shows,hadn't visited,851,851_MMF_him,mmf,MatchMatchMismatch,obj,Wayne shows Steven that Alice hadn't visited,him,2.781459093093872
TwoEmbedding,shows,hadn't visited,851,851_MFM_him,mfm,MatchMismatchMatch,obj,Wayne shows Mary that Brian hadn't visited,him,3.508169412612915
TwoEmbedding,shows,hadn't visited,851,851_MFF_him,mff,MatchMismatchMismatch,obj,Wayne shows Mary that Alice hadn't visited,him,4.064426898956299
TwoEmbedding,shows,hadn't visited,851,851_FMM_him,fmm,MismatchMatchMatch,obj,Grace shows Steven that Brian hadn't visited,him,2.2449026107788086
TwoEmbedding,shows,hadn't visited,851,851_FMF_him,fmf,MismatchMatchMismatch,obj,Grace shows Steven that Alice hadn't visited,him,2.5110175609588623
TwoEmbedding,shows,hadn't visited,851,851_FFM_him,ffm,MismatchMismatchMatch,obj,Grace shows Mary that Brian hadn't visited,him,3.8390719890594482
TwoEmbedding,shows,hadn't visited,851,851_FFF_him,fff,MismatchMismatchMismatch,obj,Grace shows Mary that Alice hadn't visited,him,4.250471591949463
TwoEmbedding,shows,hadn't visited,851,851_MMM_his,mmm,MatchMatchMatch,poss,Wayne shows Steven that Brian hadn't visited,his,4.212042331695557
TwoEmbedding,shows,hadn't visited,851,851_MMF_his,mmf,MatchMatchMismatch,poss,Wayne shows Steven that Alice hadn't visited,his,6.221279621124268
TwoEmbedding,shows,hadn't visited,851,851_MFM_his,mfm,MatchMismatchMatch,poss,Wayne shows Mary that Brian hadn't visited,his,4.371631145477295
TwoEmbedding,shows,hadn't visited,851,851_MFF_his,mff,MatchMismatchMismatch,poss,Wayne shows Mary that Alice hadn't visited,his,7.039002895355225
TwoEmbedding,shows,hadn't visited,851,851_FMM_his,fmm,MismatchMatchMatch,poss,Grace shows Steven that Brian hadn't visited,his,4.317938804626465
TwoEmbedding,shows,hadn't visited,851,851_FMF_his,fmf,MismatchMatchMismatch,poss,Grace shows Steven that Alice hadn't visited,his,6.085801601409912
TwoEmbedding,shows,hadn't visited,851,851_FFM_his,ffm,MismatchMismatchMatch,poss,Grace shows Mary that Brian hadn't visited,his,4.478630542755127
TwoEmbedding,shows,hadn't visited,851,851_FFF_his,fff,MismatchMismatchMismatch,poss,Grace shows Mary that Alice hadn't visited,his,7.375432014465332
TwoEmbedding,showed,would write,852,852_MMM_him,mmm,MatchMatchMatch,obj,Frank showed Dan that Lawrence would write,him,5.000300884246826
TwoEmbedding,showed,would write,852,852_MMF_him,mmf,MatchMatchMismatch,obj,Frank showed Dan that Sandra would write,him,4.427281379699707
TwoEmbedding,showed,would write,852,852_MFM_him,mfm,MatchMismatchMatch,obj,Frank showed Suzanne that Lawrence would write,him,5.710794925689697
TwoEmbedding,showed,would write,852,852_MFF_him,mff,MatchMismatchMismatch,obj,Frank showed Suzanne that Sandra would write,him,4.934483528137207
TwoEmbedding,showed,would write,852,852_FMM_him,fmm,MismatchMatchMatch,obj,Laura showed Dan that Lawrence would write,him,5.176633834838867
TwoEmbedding,showed,would write,852,852_FMF_him,fmf,MismatchMatchMismatch,obj,Laura showed Dan that Sandra would write,him,4.685544013977051
TwoEmbedding,showed,would write,852,852_FFM_him,ffm,MismatchMismatchMatch,obj,Laura showed Suzanne that Lawrence would write,him,6.415379524230957
TwoEmbedding,showed,would write,852,852_FFF_him,fff,MismatchMismatchMismatch,obj,Laura showed Suzanne that Sandra would write,him,6.084873199462891
TwoEmbedding,showed,would write,852,852_MMM_his,mmm,MatchMatchMatch,poss,Frank showed Dan that Lawrence would write,his,4.095756530761719
TwoEmbedding,showed,would write,852,852_MMF_his,mmf,MatchMatchMismatch,poss,Frank showed Dan that Sandra would write,his,4.545199394226074
TwoEmbedding,showed,would write,852,852_MFM_his,mfm,MatchMismatchMatch,poss,Frank showed Suzanne that Lawrence would write,his,4.571634292602539
TwoEmbedding,showed,would write,852,852_MFF_his,mff,MatchMismatchMismatch,poss,Frank showed Suzanne that Sandra would write,his,5.547698497772217
TwoEmbedding,showed,would write,852,852_FMM_his,fmm,MismatchMatchMatch,poss,Laura showed Dan that Lawrence would write,his,4.470608711242676
TwoEmbedding,showed,would write,852,852_FMF_his,fmf,MismatchMatchMismatch,poss,Laura showed Dan that Sandra would write,his,5.065967559814453
TwoEmbedding,showed,would write,852,852_FFM_his,ffm,MismatchMismatchMatch,poss,Laura showed Suzanne that Lawrence would write,his,4.8934454917907715
TwoEmbedding,showed,would write,852,852_FFF_his,fff,MismatchMismatchMismatch,poss,Laura showed Suzanne that Sandra would write,his,6.783797740936279
TwoEmbedding,shows,won't talk to,853,853_MMM_him,mmm,MatchMatchMatch,obj,Daniel shows Paul that the ex-boyfriend won't talk to,him,0.6054332852363586
TwoEmbedding,shows,won't talk to,853,853_MMF_him,mmf,MatchMatchMismatch,obj,Daniel shows Paul that the woman won't talk to,him,0.5267283320426941
TwoEmbedding,shows,won't talk to,853,853_MFM_him,mfm,MatchMismatchMatch,obj,Daniel shows Lori that the ex-boyfriend won't talk to,him,4.167749881744385
TwoEmbedding,shows,won't talk to,853,853_MFF_him,mff,MatchMismatchMismatch,obj,Daniel shows Lori that the woman won't talk to,him,1.5160462856292725
TwoEmbedding,shows,won't talk to,853,853_FMM_him,fmm,MismatchMatchMatch,obj,Paula shows Paul that the ex-boyfriend won't talk to,him,0.6599113345146179
TwoEmbedding,shows,won't talk to,853,853_FMF_him,fmf,MismatchMatchMismatch,obj,Paula shows Paul that the woman won't talk to,him,0.4745660722255707
TwoEmbedding,shows,won't talk to,853,853_FFM_him,ffm,MismatchMismatchMatch,obj,Paula shows Lori that the ex-boyfriend won't talk to,him,4.676373481750488
TwoEmbedding,shows,won't talk to,853,853_FFF_him,fff,MismatchMismatchMismatch,obj,Paula shows Lori that the woman won't talk to,him,2.023427963256836
TwoEmbedding,shows,won't talk to,853,853_MMM_his,mmm,MatchMatchMatch,poss,Daniel shows Paul that the ex-boyfriend won't talk to,his,5.218653202056885
TwoEmbedding,shows,won't talk to,853,853_MMF_his,mmf,MatchMatchMismatch,poss,Daniel shows Paul that the woman won't talk to,his,7.409409999847412
TwoEmbedding,shows,won't talk to,853,853_MFM_his,mfm,MatchMismatchMatch,poss,Daniel shows Lori that the ex-boyfriend won't talk to,his,6.012278079986572
TwoEmbedding,shows,won't talk to,853,853_MFF_his,mff,MatchMismatchMismatch,poss,Daniel shows Lori that the woman won't talk to,his,8.452424049377441
TwoEmbedding,shows,won't talk to,853,853_FMM_his,fmm,MismatchMatchMatch,poss,Paula shows Paul that the ex-boyfriend won't talk to,his,5.440028667449951
TwoEmbedding,shows,won't talk to,853,853_FMF_his,fmf,MismatchMatchMismatch,poss,Paula shows Paul that the woman won't talk to,his,7.488784313201904
TwoEmbedding,shows,won't talk to,853,853_FFM_his,ffm,MismatchMismatchMatch,poss,Paula shows Lori that the ex-boyfriend won't talk to,his,6.491457462310791
TwoEmbedding,shows,won't talk to,853,853_FFF_his,fff,MismatchMismatchMismatch,poss,Paula shows Lori that the woman won't talk to,his,8.916709899902344
TwoEmbedding,warned,escapes from,854,854_MMM_him,mmm,MatchMatchMatch,obj,Lawrence warned Peter that Joel escapes from,him,4.100083351135254
TwoEmbedding,warned,escapes from,854,854_MMF_him,mmf,MatchMatchMismatch,obj,Lawrence warned Peter that Vanessa escapes from,him,3.631560802459717
TwoEmbedding,warned,escapes from,854,854_MFM_him,mfm,MatchMismatchMatch,obj,Lawrence warned Suzanne that Joel escapes from,him,5.863295555114746
TwoEmbedding,warned,escapes from,854,854_MFF_him,mff,MatchMismatchMismatch,obj,Lawrence warned Suzanne that Vanessa escapes from,him,4.827754497528076
TwoEmbedding,warned,escapes from,854,854_FMM_him,fmm,MismatchMatchMatch,obj,Claire warned Peter that Joel escapes from,him,4.537473201751709
TwoEmbedding,warned,escapes from,854,854_FMF_him,fmf,MismatchMatchMismatch,obj,Claire warned Peter that Vanessa escapes from,him,3.839798927307129
TwoEmbedding,warned,escapes from,854,854_FFM_him,ffm,MismatchMismatchMatch,obj,Claire warned Suzanne that Joel escapes from,him,6.1271514892578125
TwoEmbedding,warned,escapes from,854,854_FFF_him,fff,MismatchMismatchMismatch,obj,Claire warned Suzanne that Vanessa escapes from,him,5.581172943115234
TwoEmbedding,warned,escapes from,854,854_MMM_his,mmm,MatchMatchMatch,poss,Lawrence warned Peter that Joel escapes from,his,3.1203136444091797
TwoEmbedding,warned,escapes from,854,854_MMF_his,mmf,MatchMatchMismatch,poss,Lawrence warned Peter that Vanessa escapes from,his,4.396912574768066
TwoEmbedding,warned,escapes from,854,854_MFM_his,mfm,MatchMismatchMatch,poss,Lawrence warned Suzanne that Joel escapes from,his,2.7674500942230225
TwoEmbedding,warned,escapes from,854,854_MFF_his,mff,MatchMismatchMismatch,poss,Lawrence warned Suzanne that Vanessa escapes from,his,5.235921382904053
TwoEmbedding,warned,escapes from,854,854_FMM_his,fmm,MismatchMatchMatch,poss,Claire warned Peter that Joel escapes from,his,3.1336779594421387
TwoEmbedding,warned,escapes from,854,854_FMF_his,fmf,MismatchMatchMismatch,poss,Claire warned Peter that Vanessa escapes from,his,4.886331081390381
TwoEmbedding,warned,escapes from,854,854_FFM_his,ffm,MismatchMismatchMatch,poss,Claire warned Suzanne that Joel escapes from,his,3.0296599864959717
TwoEmbedding,warned,escapes from,854,854_FFF_his,fff,MismatchMismatchMismatch,poss,Claire warned Suzanne that Vanessa escapes from,his,6.182596206665039
TwoEmbedding,advised,isn't distracting,855,855_MMM_him,mmm,MatchMatchMatch,obj,That husband advised Randolf that that ex-husband isn't distracting,him,1.8384666442871094
TwoEmbedding,advised,isn't distracting,855,855_MMF_him,mmf,MatchMatchMismatch,obj,That husband advised Randolf that Gina isn't distracting,him,1.140921950340271
TwoEmbedding,advised,isn't distracting,855,855_MFM_him,mfm,MatchMismatchMatch,obj,That husband advised Jill that that ex-husband isn't distracting,him,3.9566545486450195
TwoEmbedding,advised,isn't distracting,855,855_MFF_him,mff,MatchMismatchMismatch,obj,That husband advised Jill that Gina isn't distracting,him,1.709436297416687
TwoEmbedding,advised,isn't distracting,855,855_FMM_him,fmm,MismatchMatchMatch,obj,Alice advised Randolf that that ex-husband isn't distracting,him,1.4967436790466309
TwoEmbedding,advised,isn't distracting,855,855_FMF_him,fmf,MismatchMatchMismatch,obj,Alice advised Randolf that Gina isn't distracting,him,1.082162618637085
TwoEmbedding,advised,isn't distracting,855,855_FFM_him,ffm,MismatchMismatchMatch,obj,Alice advised Jill that that ex-husband isn't distracting,him,4.505227565765381
TwoEmbedding,advised,isn't distracting,855,855_FFF_him,fff,MismatchMismatchMismatch,obj,Alice advised Jill that Gina isn't distracting,him,2.7463090419769287
TwoEmbedding,advised,isn't distracting,855,855_MMM_his,mmm,MatchMatchMatch,poss,That husband advised Randolf that that ex-husband isn't distracting,his,4.364328861236572
TwoEmbedding,advised,isn't distracting,855,855_MMF_his,mmf,MatchMatchMismatch,poss,That husband advised Randolf that Gina isn't distracting,his,5.80354118347168
TwoEmbedding,advised,isn't distracting,855,855_MFM_his,mfm,MatchMismatchMatch,poss,That husband advised Jill that that ex-husband isn't distracting,his,4.762341022491455
TwoEmbedding,advised,isn't distracting,855,855_MFF_his,mff,MatchMismatchMismatch,poss,That husband advised Jill that Gina isn't distracting,his,7.089415073394775
TwoEmbedding,advised,isn't distracting,855,855_FMM_his,fmm,MismatchMatchMatch,poss,Alice advised Randolf that that ex-husband isn't distracting,his,4.670976638793945
TwoEmbedding,advised,isn't distracting,855,855_FMF_his,fmf,MismatchMatchMismatch,poss,Alice advised Randolf that Gina isn't distracting,his,6.410109996795654
TwoEmbedding,advised,isn't distracting,855,855_FFM_his,ffm,MismatchMismatchMatch,poss,Alice advised Jill that that ex-husband isn't distracting,his,5.605919361114502
TwoEmbedding,advised,isn't distracting,855,855_FFF_his,fff,MismatchMismatchMismatch,poss,Alice advised Jill that Gina isn't distracting,his,8.321279525756836
TwoEmbedding,warns,had seen,856,856_MMM_him,mmm,MatchMatchMatch,obj,Paul warns Bill that Kevin had seen,him,2.7681186199188232
TwoEmbedding,warns,had seen,856,856_MMF_him,mmf,MatchMatchMismatch,obj,Paul warns Bill that Stephanie had seen,him,2.5363259315490723
TwoEmbedding,warns,had seen,856,856_MFM_him,mfm,MatchMismatchMatch,obj,Paul warns Barbara that Kevin had seen,him,4.088789463043213
TwoEmbedding,warns,had seen,856,856_MFF_him,mff,MatchMismatchMismatch,obj,Paul warns Barbara that Stephanie had seen,him,3.2076098918914795
TwoEmbedding,warns,had seen,856,856_FMM_him,fmm,MismatchMatchMatch,obj,Colleen warns Bill that Kevin had seen,him,3.3719398975372314
TwoEmbedding,warns,had seen,856,856_FMF_him,fmf,MismatchMatchMismatch,obj,Colleen warns Bill that Stephanie had seen,him,2.8249053955078125
TwoEmbedding,warns,had seen,856,856_FFM_him,ffm,MismatchMismatchMatch,obj,Colleen warns Barbara that Kevin had seen,him,6.255834579467773
TwoEmbedding,warns,had seen,856,856_FFF_him,fff,MismatchMismatchMismatch,obj,Colleen warns Barbara that Stephanie had seen,him,4.855772018432617
TwoEmbedding,warns,had seen,856,856_MMM_his,mmm,MatchMatchMatch,poss,Paul warns Bill that Kevin had seen,his,3.5531985759735107
TwoEmbedding,warns,had seen,856,856_MMF_his,mmf,MatchMatchMismatch,poss,Paul warns Bill that Stephanie had seen,his,3.491513252258301
TwoEmbedding,warns,had seen,856,856_MFM_his,mfm,MatchMismatchMatch,poss,Paul warns Barbara that Kevin had seen,his,4.552387237548828
TwoEmbedding,warns,had seen,856,856_MFF_his,mff,MatchMismatchMismatch,poss,Paul warns Barbara that Stephanie had seen,his,4.518122673034668
TwoEmbedding,warns,had seen,856,856_FMM_his,fmm,MismatchMatchMatch,poss,Colleen warns Bill that Kevin had seen,his,3.926112174987793
TwoEmbedding,warns,had seen,856,856_FMF_his,fmf,MismatchMatchMismatch,poss,Colleen warns Bill that Stephanie had seen,his,3.624033212661743
TwoEmbedding,warns,had seen,856,856_FFM_his,ffm,MismatchMismatchMatch,poss,Colleen warns Barbara that Kevin had seen,his,6.078779220581055
TwoEmbedding,warns,had seen,856,856_FFF_his,fff,MismatchMismatchMismatch,poss,Colleen warns Barbara that Stephanie had seen,his,5.974516868591309
TwoEmbedding,warned,forgives,857,857_MMM_him,mmm,MatchMatchMatch,obj,Larry warned Peter that that father forgives,him,2.8162918090820312
TwoEmbedding,warned,forgives,857,857_MMF_him,mmf,MatchMatchMismatch,obj,Larry warned Peter that Sharon forgives,him,1.4592022895812988
TwoEmbedding,warned,forgives,857,857_MFM_him,mfm,MatchMismatchMatch,obj,Larry warned Deanna that that father forgives,him,4.335099697113037
TwoEmbedding,warned,forgives,857,857_MFF_him,mff,MatchMismatchMismatch,obj,Larry warned Deanna that Sharon forgives,him,2.273111581802368
TwoEmbedding,warned,forgives,857,857_FMM_him,fmm,MismatchMatchMatch,obj,Paula warned Peter that that father forgives,him,3.431210994720459
TwoEmbedding,warned,forgives,857,857_FMF_him,fmf,MismatchMatchMismatch,obj,Paula warned Peter that Sharon forgives,him,2.0306036472320557
TwoEmbedding,warned,forgives,857,857_FFM_him,ffm,MismatchMismatchMatch,obj,Paula warned Deanna that that father forgives,him,4.597768783569336
TwoEmbedding,warned,forgives,857,857_FFF_him,fff,MismatchMismatchMismatch,obj,Paula warned Deanna that Sharon forgives,him,2.9738571643829346
TwoEmbedding,warned,forgives,857,857_MMM_his,mmm,MatchMatchMatch,poss,Larry warned Peter that that father forgives,his,3.542508125305176
TwoEmbedding,warned,forgives,857,857_MMF_his,mmf,MatchMatchMismatch,poss,Larry warned Peter that Sharon forgives,his,5.672608852386475
TwoEmbedding,warned,forgives,857,857_MFM_his,mfm,MatchMismatchMatch,poss,Larry warned Deanna that that father forgives,his,3.729994058609009
TwoEmbedding,warned,forgives,857,857_MFF_his,mff,MatchMismatchMismatch,poss,Larry warned Deanna that Sharon forgives,his,6.8588151931762695
TwoEmbedding,warned,forgives,857,857_FMM_his,fmm,MismatchMatchMatch,poss,Paula warned Peter that that father forgives,his,3.7388598918914795
TwoEmbedding,warned,forgives,857,857_FMF_his,fmf,MismatchMatchMismatch,poss,Paula warned Peter that Sharon forgives,his,5.813194274902344
TwoEmbedding,warned,forgives,857,857_FFM_his,ffm,MismatchMismatchMatch,poss,Paula warned Deanna that that father forgives,his,3.748924493789673
TwoEmbedding,warned,forgives,857,857_FFF_his,fff,MismatchMismatchMismatch,poss,Paula warned Deanna that Sharon forgives,his,6.834539413452148
TwoEmbedding,told,wasn't revealing,858,858_MMM_him,mmm,MatchMatchMatch,obj,Lawrence told Jeffrey that Bill wasn't revealing,him,7.42073917388916
TwoEmbedding,told,wasn't revealing,858,858_MMF_him,mmf,MatchMatchMismatch,obj,Lawrence told Jeffrey that Brenda wasn't revealing,him,8.36926555633545
TwoEmbedding,told,wasn't revealing,858,858_MFM_him,mfm,MatchMismatchMatch,obj,Lawrence told the niece that Bill wasn't revealing,him,8.137513160705566
TwoEmbedding,told,wasn't revealing,858,858_MFF_him,mff,MatchMismatchMismatch,obj,Lawrence told the niece that Brenda wasn't revealing,him,8.83753490447998
TwoEmbedding,told,wasn't revealing,858,858_FMM_him,fmm,MismatchMatchMatch,obj,Beth told Jeffrey that Bill wasn't revealing,him,7.799954414367676
TwoEmbedding,told,wasn't revealing,858,858_FMF_him,fmf,MismatchMatchMismatch,obj,Beth told Jeffrey that Brenda wasn't revealing,him,8.762901306152344
TwoEmbedding,told,wasn't revealing,858,858_FFM_him,ffm,MismatchMismatchMatch,obj,Beth told the niece that Bill wasn't revealing,him,8.520729064941406
TwoEmbedding,told,wasn't revealing,858,858_FFF_him,fff,MismatchMismatchMismatch,obj,Beth told the niece that Brenda wasn't revealing,him,9.497086524963379
TwoEmbedding,told,wasn't revealing,858,858_MMM_his,mmm,MatchMatchMatch,poss,Lawrence told Jeffrey that Bill wasn't revealing,his,3.1857542991638184
TwoEmbedding,told,wasn't revealing,858,858_MMF_his,mmf,MatchMatchMismatch,poss,Lawrence told Jeffrey that Brenda wasn't revealing,his,6.08866024017334
TwoEmbedding,told,wasn't revealing,858,858_MFM_his,mfm,MatchMismatchMatch,poss,Lawrence told the niece that Bill wasn't revealing,his,2.9948582649230957
TwoEmbedding,told,wasn't revealing,858,858_MFF_his,mff,MatchMismatchMismatch,poss,Lawrence told the niece that Brenda wasn't revealing,his,6.35243558883667
TwoEmbedding,told,wasn't revealing,858,858_FMM_his,fmm,MismatchMatchMatch,poss,Beth told Jeffrey that Bill wasn't revealing,his,3.5083463191986084
TwoEmbedding,told,wasn't revealing,858,858_FMF_his,fmf,MismatchMatchMismatch,poss,Beth told Jeffrey that Brenda wasn't revealing,his,7.235843181610107
TwoEmbedding,told,wasn't revealing,858,858_FFM_his,ffm,MismatchMismatchMatch,poss,Beth told the niece that Bill wasn't revealing,his,3.193621873855591
TwoEmbedding,told,wasn't revealing,858,858_FFF_his,fff,MismatchMismatchMismatch,poss,Beth told the niece that Brenda wasn't revealing,his,7.743293285369873
TwoEmbedding,warned,shouldn't conceal,859,859_MMM_him,mmm,MatchMatchMatch,obj,Martin warned Frank that Dan shouldn't conceal,him,9.936838150024414
TwoEmbedding,warned,shouldn't conceal,859,859_MMF_him,mmf,MatchMatchMismatch,obj,Martin warned Frank that Melanie shouldn't conceal,him,9.260972023010254
TwoEmbedding,warned,shouldn't conceal,859,859_MFM_him,mfm,MatchMismatchMatch,obj,Martin warned Anne that Dan shouldn't conceal,him,9.3964262008667
TwoEmbedding,warned,shouldn't conceal,859,859_MFF_him,mff,MatchMismatchMismatch,obj,Martin warned Anne that Melanie shouldn't conceal,him,9.726896286010742
TwoEmbedding,warned,shouldn't conceal,859,859_FMM_him,fmm,MismatchMatchMatch,obj,Heather warned Frank that Dan shouldn't conceal,him,9.617294311523438
TwoEmbedding,warned,shouldn't conceal,859,859_FMF_him,fmf,MismatchMatchMismatch,obj,Heather warned Frank that Melanie shouldn't conceal,him,8.976223945617676
TwoEmbedding,warned,shouldn't conceal,859,859_FFM_him,ffm,MismatchMismatchMatch,obj,Heather warned Anne that Dan shouldn't conceal,him,9.1168212890625
TwoEmbedding,warned,shouldn't conceal,859,859_FFF_him,fff,MismatchMismatchMismatch,obj,Heather warned Anne that Melanie shouldn't conceal,him,9.695243835449219
TwoEmbedding,warned,shouldn't conceal,859,859_MMM_his,mmm,MatchMatchMatch,poss,Martin warned Frank that Dan shouldn't conceal,his,1.4610469341278076
TwoEmbedding,warned,shouldn't conceal,859,859_MMF_his,mmf,MatchMatchMismatch,poss,Martin warned Frank that Melanie shouldn't conceal,his,5.772162914276123
TwoEmbedding,warned,shouldn't conceal,859,859_MFM_his,mfm,MatchMismatchMatch,poss,Martin warned Anne that Dan shouldn't conceal,his,1.4952243566513062
TwoEmbedding,warned,shouldn't conceal,859,859_MFF_his,mff,MatchMismatchMismatch,poss,Martin warned Anne that Melanie shouldn't conceal,his,6.721124649047852
TwoEmbedding,warned,shouldn't conceal,859,859_FMM_his,fmm,MismatchMatchMatch,poss,Heather warned Frank that Dan shouldn't conceal,his,1.4877225160598755
TwoEmbedding,warned,shouldn't conceal,859,859_FMF_his,fmf,MismatchMatchMismatch,poss,Heather warned Frank that Melanie shouldn't conceal,his,6.061434268951416
TwoEmbedding,warned,shouldn't conceal,859,859_FFM_his,ffm,MismatchMismatchMatch,poss,Heather warned Anne that Dan shouldn't conceal,his,1.5348689556121826
TwoEmbedding,warned,shouldn't conceal,859,859_FFF_his,fff,MismatchMismatchMismatch,poss,Heather warned Anne that Melanie shouldn't conceal,his,7.182024955749512
TwoEmbedding,advised,helped,860,860_MMM_him,mmm,MatchMatchMatch,obj,Daniel advised Bradley that Paul helped,him,1.4251788854599
TwoEmbedding,advised,helped,860,860_MMF_him,mmf,MatchMatchMismatch,obj,Daniel advised Bradley that April helped,him,1.5263795852661133
TwoEmbedding,advised,helped,860,860_MFM_him,mfm,MatchMismatchMatch,obj,Daniel advised that daughter that Paul helped,him,3.910985231399536
TwoEmbedding,advised,helped,860,860_MFF_him,mff,MatchMismatchMismatch,obj,Daniel advised that daughter that April helped,him,2.8327033519744873
TwoEmbedding,advised,helped,860,860_FMM_him,fmm,MismatchMatchMatch,obj,Melissa advised Bradley that Paul helped,him,2.8452885150909424
TwoEmbedding,advised,helped,860,860_FMF_him,fmf,MismatchMatchMismatch,obj,Melissa advised Bradley that April helped,him,2.3236782550811768
TwoEmbedding,advised,helped,860,860_FFM_him,ffm,MismatchMismatchMatch,obj,Melissa advised that daughter that Paul helped,him,5.925729751586914
TwoEmbedding,advised,helped,860,860_FFF_him,fff,MismatchMismatchMismatch,obj,Melissa advised that daughter that April helped,him,4.626140594482422
TwoEmbedding,advised,helped,860,860_MMM_his,mmm,MatchMatchMatch,poss,Daniel advised Bradley that Paul helped,his,5.524929523468018
TwoEmbedding,advised,helped,860,860_MMF_his,mmf,MatchMatchMismatch,poss,Daniel advised Bradley that April helped,his,5.350647926330566
TwoEmbedding,advised,helped,860,860_MFM_his,mfm,MatchMismatchMatch,poss,Daniel advised that daughter that Paul helped,his,5.1750993728637695
TwoEmbedding,advised,helped,860,860_MFF_his,mff,MatchMismatchMismatch,poss,Daniel advised that daughter that April helped,his,6.473308563232422
TwoEmbedding,advised,helped,860,860_FMM_his,fmm,MismatchMatchMatch,poss,Melissa advised Bradley that Paul helped,his,5.849642276763916
TwoEmbedding,advised,helped,860,860_FMF_his,fmf,MismatchMatchMismatch,poss,Melissa advised Bradley that April helped,his,6.698379039764404
TwoEmbedding,advised,helped,860,860_FFM_his,ffm,MismatchMismatchMatch,poss,Melissa advised that daughter that Paul helped,his,5.7945990562438965
TwoEmbedding,advised,helped,860,860_FFF_his,fff,MismatchMismatchMismatch,poss,Melissa advised that daughter that April helped,his,7.918663024902344
TwoEmbedding,alerts,wasn't revealing,861,861_MMM_him,mmm,MatchMatchMatch,obj,Russell alerts this boyfriend that Benjamin wasn't revealing,him,6.390815258026123
TwoEmbedding,alerts,wasn't revealing,861,861_MMF_him,mmf,MatchMatchMismatch,obj,Russell alerts this boyfriend that Natalie wasn't revealing,him,6.06535530090332
TwoEmbedding,alerts,wasn't revealing,861,861_MFM_him,mfm,MatchMismatchMatch,obj,Russell alerts Jane that Benjamin wasn't revealing,him,7.422519207000732
TwoEmbedding,alerts,wasn't revealing,861,861_MFF_him,mff,MatchMismatchMismatch,obj,Russell alerts Jane that Natalie wasn't revealing,him,8.053791999816895
TwoEmbedding,alerts,wasn't revealing,861,861_FMM_him,fmm,MismatchMatchMatch,obj,Theresa alerts this boyfriend that Benjamin wasn't revealing,him,6.838916301727295
TwoEmbedding,alerts,wasn't revealing,861,861_FMF_him,fmf,MismatchMatchMismatch,obj,Theresa alerts this boyfriend that Natalie wasn't revealing,him,6.330755710601807
