item,exp,pronoun,cond,contrast,sent,target,/data/gpt2-xl_surp
24,1,she,m,Mismatch,"When she was abroad,",Craig,15.335334777832031
24,1,she,f,Match,"When she was abroad,",Martha,13.273725509643555
24,1,he,f,Mismatch,"When he was abroad,",Sandra,18.293420791625977
25,1,he,m,Match,"When he was discovered,",Walter,14.469918251037598
25,1,she,m,Mismatch,"When she was discovered,",Noah,16.694936752319336
25,1,she,f,Match,"When she was discovered,",Patricia,15.064563751220703
25,1,he,f,Mismatch,"When he was discovered,",Martha,16.616792678833008
26,1,he,m,Match,"When he was busy,",Rodney,18.04820442199707
26,1,she,m,Mismatch,"When she was busy, the",son,9.841790199279785
26,1,she,f,Match,"When she was busy,",Nancy,14.454363822937012
26,1,he,f,Mismatch,"When he was busy,",Heather,16.37991714477539
27,1,he,m,Match,"When he was twenty-one,",Joel,15.69977855682373
27,1,she,m,Mismatch,"When she was twenty-one,",Martin,13.053447723388672
27,1,she,f,Match,"When she was twenty-one,",Sara,11.992941856384277
27,1,he,f,Mismatch,"When he was twenty-one,",Jill,16.2030086517334
28,1,he,m,Match,"When he was annoyed,",Carl,14.945467948913574
28,1,she,m,Mismatch,"When she was annoyed,",Noah,16.792781829833984
28,1,she,f,Match,"When she was annoyed, the",daughter,11.104453086853027
28,1,he,f,Mismatch,"When he was annoyed,",Diane,16.31992530822754
29,1,he,m,Match,"When he was in church,",Vincent,17.329936981201172
29,1,she,m,Mismatch,"When she was in church,",Joel,17.54709815979004
29,1,she,f,Match,"When she was in church,",Patricia,17.364389419555664
29,1,he,f,Mismatch,"When he was in church,",Michelle,16.567148208618164
30,1,he,m,Match,"When he was banished,",Noah,14.956518173217773
30,1,she,m,Mismatch,"When she was banished,",Lawrence,15.921220779418945
30,1,she,f,Match,"When she was banished,",Carmen,16.04483413696289
30,1,he,f,Mismatch,"When he was banished,",Caroline,17.947179794311523
31,1,he,m,Match,"When he was angry,",Raymond,16.842269897460938
31,1,she,m,Mismatch,"When she was angry, the",son,11.235325813293457
31,1,she,f,Match,"When she was angry,",Heather,14.333620071411133
31,1,he,f,Mismatch,"When he was angry,",Michelle,17.123497009277344
32,1,he,m,Match,"When he was distraught,",Gerald,16.646514892578125
32,1,she,m,Mismatch,"When she was distraught, the",son,9.545165061950684
32,1,she,f,Match,"When she was distraught,",Rebecca,13.785080909729004
32,1,he,f,Mismatch,"When he was distraught,",Patricia,16.722251892089844
