exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2-large_surp
simple,doesn't notice,766,766_F_him,f,Mismatch,obj,Amanda doesn't notice,him,5.4538726806640625
simple,doesn't notice,766,766_F_his,f,Mismatch,poss,Amanda doesn't notice,his,5.424911022186279
simple,disagreed with,767,767_M_him,m,Match,obj,The ex-boyfriend disagreed with,him,5.486451148986816
simple,disagreed with,767,767_M_his,m,Match,poss,The ex-boyfriend disagreed with,his,4.153081893920898
simple,disagreed with,767,767_F_him,f,Mismatch,obj,The grandmother disagreed with,him,3.6572446823120117
simple,disagreed with,767,767_F_his,f,Mismatch,poss,The grandmother disagreed with,his,4.741770267486572
simple,didn't examine,768,768_M_him,m,Match,obj,Joel didn't examine,him,4.8160295486450195
simple,didn't examine,768,768_M_his,m,Match,poss,Joel didn't examine,his,4.090328216552734
simple,didn't examine,768,768_F_him,f,Mismatch,obj,Carol didn't examine,him,6.223076343536377
simple,didn't examine,768,768_F_his,f,Mismatch,poss,Carol didn't examine,his,6.218204498291016
simple,loses,769,769_M_him,m,Match,obj,Marcus loses,him,9.303646087646484
simple,loses,769,769_M_his,m,Match,poss,Marcus loses,his,1.5668425559997559
simple,loses,769,769_F_him,f,Mismatch,obj,Ann loses,him,9.471096992492676
simple,loses,769,769_F_his,f,Mismatch,poss,Ann loses,his,2.226879358291626
simple,does hide,770,770_M_him,m,Match,obj,Brett does hide,him,9.874573707580566
simple,does hide,770,770_M_his,m,Match,poss,Brett does hide,his,2.7333905696868896
simple,does hide,770,770_F_him,f,Mismatch,obj,Nina does hide,him,10.426445007324219
simple,does hide,770,770_F_his,f,Mismatch,poss,Nina does hide,his,6.542840957641602
simple,isn't alarming,771,771_M_him,m,Match,obj,This man isn't alarming,him,7.831395149230957
simple,isn't alarming,771,771_M_his,m,Match,poss,This man isn't alarming,his,9.802075386047363
simple,isn't alarming,771,771_F_him,f,Mismatch,obj,Tiffany isn't alarming,him,7.137581825256348
simple,isn't alarming,771,771_F_his,f,Mismatch,poss,Tiffany isn't alarming,his,10.210083961486816
simple,had astounded,772,772_M_him,m,Match,obj,Rodney had astounded,him,3.4111781120300293
simple,had astounded,772,772_M_his,m,Match,poss,Rodney had astounded,his,4.286823749542236
simple,had astounded,772,772_F_him,f,Mismatch,obj,Sara had astounded,him,3.3575966358184814
simple,had astounded,772,772_F_his,f,Mismatch,poss,Sara had astounded,his,6.665224552154541
simple,investigates,773,773_M_him,m,Match,obj,Guy investigates,him,8.470621109008789
simple,investigates,773,773_M_his,m,Match,poss,Guy investigates,his,5.191002368927002
simple,investigates,773,773_F_him,f,Mismatch,obj,Teresa investigates,him,9.526596069335938
simple,investigates,773,773_F_his,f,Mismatch,poss,Teresa investigates,his,7.116968631744385
simple,exposes,774,774_M_him,m,Match,obj,Martin exposes,him,7.293274402618408
simple,exposes,774,774_M_his,m,Match,poss,Martin exposes,his,4.259770393371582
simple,exposes,774,774_F_him,f,Mismatch,obj,Valerie exposes,him,7.082103252410889
simple,exposes,774,774_F_his,f,Mismatch,poss,Valerie exposes,his,6.404950141906738
simple,investigated,775,775_M_him,m,Match,obj,Randolf investigated,him,9.370878219604492
simple,investigated,775,775_M_his,m,Match,poss,Randolf investigated,his,6.745716094970703
simple,investigated,775,775_F_him,f,Mismatch,obj,Janet investigated,him,7.951544761657715
simple,investigated,775,775_F_his,f,Mismatch,poss,Janet investigated,his,6.803074359893799
simple,underwhelms,776,776_M_him,m,Match,obj,Martin underwhelms,him,8.042105674743652
simple,underwhelms,776,776_M_his,m,Match,poss,Martin underwhelms,his,6.846554756164551
simple,underwhelms,776,776_F_him,f,Mismatch,obj,Nina underwhelms,him,7.593328952789307
simple,underwhelms,776,776_F_his,f,Mismatch,poss,Nina underwhelms,his,8.728195190429688
simple,isn't listening to,777,777_M_him,m,Match,obj,Randolf isn't listening to,him,4.909272193908691
simple,isn't listening to,777,777_M_his,m,Match,poss,Randolf isn't listening to,his,4.147087097167969
simple,isn't listening to,777,777_F_him,f,Mismatch,obj,Ruth isn't listening to,him,4.819321632385254
simple,isn't listening to,777,777_F_his,f,Mismatch,poss,Ruth isn't listening to,his,5.337956428527832
simple,wouldn't disgust,778,778_M_him,m,Match,obj,This brother wouldn't disgust,him,6.50218391418457
simple,wouldn't disgust,778,778_M_his,m,Match,poss,This brother wouldn't disgust,his,6.434099197387695
simple,wouldn't disgust,778,778_F_him,f,Mismatch,obj,Catherine wouldn't disgust,him,3.681072235107422
simple,wouldn't disgust,778,778_F_his,f,Mismatch,poss,Catherine wouldn't disgust,his,8.55097484588623
simple,worked with,779,779_M_him,m,Match,obj,This nephew worked with,him,4.41575288772583
simple,worked with,779,779_M_his,m,Match,poss,This nephew worked with,his,4.72221565246582
simple,worked with,779,779_F_him,f,Mismatch,obj,Cheryl worked with,him,6.226085662841797
simple,worked with,779,779_F_his,f,Mismatch,poss,Cheryl worked with,his,7.318456172943115
simple,loses,780,780_M_him,m,Match,obj,Bill loses,him,9.742470741271973
simple,loses,780,780_M_his,m,Match,poss,Bill loses,his,3.0506062507629395
simple,loses,780,780_F_him,f,Mismatch,obj,Grace loses,him,8.90066146850586
simple,loses,780,780_F_his,f,Mismatch,poss,Grace loses,his,2.7559397220611572
simple,had worried,781,781_M_him,m,Match,obj,This boyfriend had worried,him,5.9753499031066895
simple,had worried,781,781_M_his,m,Match,poss,This boyfriend had worried,his,5.948472499847412
simple,had worried,781,781_F_him,f,Mismatch,obj,Tara had worried,him,5.795820713043213
simple,had worried,781,781_F_his,f,Mismatch,poss,Tara had worried,his,8.159327507019043
simple,worked with,782,782_M_him,m,Match,obj,Joel worked with,him,5.339012622833252
simple,worked with,782,782_M_his,m,Match,poss,Joel worked with,his,5.096517086029053
simple,worked with,782,782_F_him,f,Mismatch,obj,Beth worked with,him,6.234570503234863
simple,worked with,782,782_F_his,f,Mismatch,poss,Beth worked with,his,7.342216968536377
simple,catches,783,783_M_him,m,Match,obj,Donald catches,him,4.92941427230835
simple,catches,783,783_M_his,m,Match,poss,Donald catches,his,4.8696489334106445
simple,catches,783,783_F_him,f,Mismatch,obj,Holly catches,him,4.768525123596191
simple,catches,783,783_F_his,f,Mismatch,poss,Holly catches,his,5.899384498596191
simple,hadn't hidden,784,784_M_him,m,Match,obj,Paul hadn't hidden,him,9.231001853942871
simple,hadn't hidden,784,784_M_his,m,Match,poss,Paul hadn't hidden,his,2.0352225303649902
simple,hadn't hidden,784,784_F_him,f,Mismatch,obj,Sara hadn't hidden,him,9.528596878051758
simple,hadn't hidden,784,784_F_his,f,Mismatch,poss,Sara hadn't hidden,his,6.209164619445801
simple,bored,785,785_M_him,m,Match,obj,Keith bored,him,4.893150329589844
simple,bored,785,785_M_his,m,Match,poss,Keith bored,his,5.5714287757873535
simple,bored,785,785_F_him,f,Mismatch,obj,Eva bored,him,4.656468868255615
simple,bored,785,785_F_his,f,Mismatch,poss,Eva bored,his,5.847394943237305
simple,didn't write,786,786_M_him,m,Match,obj,Patrick didn't write,him,8.186705589294434
simple,didn't write,786,786_M_his,m,Match,poss,Patrick didn't write,his,4.996944904327393
simple,didn't write,786,786_F_him,f,Mismatch,obj,Kristen didn't write,him,8.608709335327148
simple,didn't write,786,786_F_his,f,Mismatch,poss,Kristen didn't write,his,5.943801403045654
simple,wasn't examining,787,787_M_him,m,Match,obj,Daniel wasn't examining,him,5.695981979370117
simple,wasn't examining,787,787_M_his,m,Match,poss,Daniel wasn't examining,his,3.7768006324768066
simple,wasn't examining,787,787_F_him,f,Mismatch,obj,Tracy wasn't examining,him,5.505157470703125
simple,wasn't examining,787,787_F_his,f,Mismatch,poss,Tracy wasn't examining,his,4.930582523345947
simple,hurt,788,788_M_him,m,Match,obj,Kenneth hurt,him,5.918306827545166
simple,hurt,788,788_M_his,m,Match,poss,Kenneth hurt,his,3.8154208660125732
simple,hurt,788,788_F_him,f,Mismatch,obj,Tracy hurt,him,5.54298734664917
simple,hurt,788,788_F_his,f,Mismatch,poss,Tracy hurt,his,4.143758296966553
simple,could forget,789,789_M_him,m,Match,obj,Mark could forget,him,8.749281883239746
simple,could forget,789,789_M_his,m,Match,poss,Mark could forget,his,4.1906914710998535
simple,could forget,789,789_F_him,f,Mismatch,obj,Barbara could forget,him,8.286218643188477
simple,could forget,789,789_F_his,f,Mismatch,poss,Barbara could forget,his,5.348908424377441
simple,hears,790,790_M_him,m,Match,obj,Adam hears,him,6.226818084716797
simple,hears,790,790_M_his,m,Match,poss,Adam hears,his,5.138164520263672
simple,hears,790,790_F_him,f,Mismatch,obj,The girlfriend hears,him,3.8621530532836914
simple,hears,790,790_F_his,f,Mismatch,poss,The girlfriend hears,his,6.1094489097595215
simple,hasn't harmed,791,791_M_him,m,Match,obj,That nephew hasn't harmed,him,4.409718036651611
simple,hasn't harmed,791,791_M_his,m,Match,poss,That nephew hasn't harmed,his,5.280994892120361
simple,hasn't harmed,791,791_F_him,f,Mismatch,obj,Alice hasn't harmed,him,4.360223293304443
simple,hasn't harmed,791,791_F_his,f,Mismatch,poss,Alice hasn't harmed,his,5.522204399108887
simple,confuses,792,792_M_him,m,Match,obj,James confuses,him,6.746512413024902
simple,confuses,792,792_M_his,m,Match,poss,James confuses,his,4.705478191375732
simple,confuses,792,792_F_him,f,Mismatch,obj,Nicole confuses,him,5.341769218444824
simple,confuses,792,792_F_his,f,Mismatch,poss,Nicole confuses,his,7.762382984161377
simple,isn't forgiving,793,793_M_him,m,Match,obj,Walter isn't forgiving,him,9.472064971923828
simple,isn't forgiving,793,793_M_his,m,Match,poss,Walter isn't forgiving,his,9.488194465637207
simple,isn't forgiving,793,793_F_him,f,Mismatch,obj,Allison isn't forgiving,him,7.508455753326416
simple,isn't forgiving,793,793_F_his,f,Mismatch,poss,Allison isn't forgiving,his,9.438582420349121
simple,wouldn't confuse,794,794_M_him,m,Match,obj,Roger wouldn't confuse,him,4.275940418243408
simple,wouldn't confuse,794,794_M_his,m,Match,poss,Roger wouldn't confuse,his,4.974517345428467
simple,wouldn't confuse,794,794_F_him,f,Mismatch,obj,This sister wouldn't confuse,him,3.4547674655914307
simple,wouldn't confuse,794,794_F_his,f,Mismatch,poss,This sister wouldn't confuse,his,7.47503662109375
simple,complains about,795,795_M_him,m,Match,obj,Larry complains about,him,7.4427642822265625
simple,complains about,795,795_M_his,m,Match,poss,Larry complains about,his,3.7557876110076904
simple,complains about,795,795_F_him,f,Mismatch,obj,Danielle complains about,him,7.414870738983154
simple,complains about,795,795_F_his,f,Mismatch,poss,Danielle complains about,his,5.917702674865723
simple,can't kiss,796,796_M_him,m,Match,obj,Keith can't kiss,him,4.336764812469482
simple,can't kiss,796,796_M_his,m,Match,poss,Keith can't kiss,his,3.761392831802368
simple,can't kiss,796,796_F_him,f,Mismatch,obj,Kristen can't kiss,him,3.7936627864837646
simple,can't kiss,796,796_F_his,f,Mismatch,poss,Kristen can't kiss,his,3.792252779006958
simple,can cure,797,797_M_him,m,Match,obj,Derek can cure,him,5.600442409515381
simple,can cure,797,797_M_his,m,Match,poss,Derek can cure,his,4.992037773132324
simple,can cure,797,797_F_him,f,Mismatch,obj,Sonia can cure,him,8.20921516418457
simple,can cure,797,797_F_his,f,Mismatch,poss,Sonia can cure,his,8.795620918273926
simple,is hearing,798,798_M_him,m,Match,obj,Christopher is hearing,him,9.364108085632324
simple,is hearing,798,798_M_his,m,Match,poss,Christopher is hearing,his,6.748221397399902
simple,is hearing,798,798_F_him,f,Mismatch,obj,Martha is hearing,him,7.467405319213867
simple,is hearing,798,798_F_his,f,Mismatch,poss,Martha is hearing,his,7.984789848327637
simple,shook,799,799_M_him,m,Match,obj,Timothy shook,him,7.673333168029785
simple,shook,799,799_M_his,m,Match,poss,Timothy shook,his,0.5747533440589905
simple,shook,799,799_F_him,f,Mismatch,obj,Stacey shook,him,7.836152076721191
simple,shook,799,799_F_his,f,Mismatch,poss,Stacey shook,his,3.1725518703460693
simple,thought about,800,800_M_him,m,Match,obj,Joel thought about,him,7.037554740905762
simple,thought about,800,800_M_his,m,Match,poss,Joel thought about,his,4.321141242980957
simple,thought about,800,800_F_him,f,Mismatch,obj,Beth thought about,him,6.770047664642334
simple,thought about,800,800_F_his,f,Mismatch,poss,Beth thought about,his,6.808548927307129
simple,led,801,801_M_him,m,Match,obj,Thomas led,him,5.827173233032227
simple,led,801,801_M_his,m,Match,poss,Thomas led,his,5.849724292755127
simple,led,801,801_F_him,f,Mismatch,obj,Irene led,him,4.649858474731445
simple,led,801,801_F_his,f,Mismatch,poss,Irene led,his,6.672109603881836
simple,kissed,802,802_M_him,m,Match,obj,This boyfriend kissed,him,6.15989351272583
simple,kissed,802,802_M_his,m,Match,poss,This boyfriend kissed,his,5.557889461517334
simple,kissed,802,802_F_him,f,Mismatch,obj,Cheryl kissed,him,2.352133274078369
simple,kissed,802,802_F_his,f,Mismatch,poss,Cheryl kissed,his,5.03947114944458
simple,cared for,803,803_M_him,m,Match,obj,David cared for,him,3.3611366748809814
simple,cared for,803,803_M_his,m,Match,poss,David cared for,his,3.4589288234710693
simple,cared for,803,803_F_him,f,Mismatch,obj,Carol cared for,him,3.3706095218658447
simple,cared for,803,803_F_his,f,Mismatch,poss,Carol cared for,his,5.272335529327393
simple,watches,804,804_M_him,m,Match,obj,Michael watches,him,5.749986171722412
simple,watches,804,804_M_his,m,Match,poss,Michael watches,his,4.574676513671875
simple,watches,804,804_F_him,f,Mismatch,obj,Katherine watches,him,4.67656135559082
simple,watches,804,804_F_his,f,Mismatch,poss,Katherine watches,his,6.810826778411865
simple,wasn't complaining about,805,805_M_him,m,Match,obj,Wayne wasn't complaining about,him,8.258780479431152
simple,wasn't complaining about,805,805_M_his,m,Match,poss,Wayne wasn't complaining about,his,2.87896466255188
simple,wasn't complaining about,805,805_F_him,f,Mismatch,obj,Diana wasn't complaining about,him,6.838629245758057
simple,wasn't complaining about,805,805_F_his,f,Mismatch,poss,Diana wasn't complaining about,his,5.777861595153809
simple,flees from,806,806_M_him,m,Match,obj,Walter flees from,him,8.135019302368164
simple,flees from,806,806_M_his,m,Match,poss,Walter flees from,his,3.9148995876312256
simple,flees from,806,806_F_him,f,Mismatch,obj,Emily flees from,him,6.573952674865723
simple,flees from,806,806_F_his,f,Mismatch,poss,Emily flees from,his,6.665711879730225
simple,wasn't researching,807,807_M_him,m,Match,obj,Steve wasn't researching,him,6.69635009765625
simple,wasn't researching,807,807_M_his,m,Match,poss,Steve wasn't researching,his,4.564958095550537
simple,wasn't researching,807,807_F_him,f,Mismatch,obj,That woman wasn't researching,him,5.72245454788208
simple,wasn't researching,807,807_F_his,f,Mismatch,poss,That woman wasn't researching,his,7.299703121185303
simple,had disagreed with,808,808_M_him,m,Match,obj,That father had disagreed with,him,3.4552271366119385
simple,had disagreed with,808,808_M_his,m,Match,poss,That father had disagreed with,his,2.8032257556915283
simple,had disagreed with,808,808_F_him,f,Mismatch,obj,The grandmother had disagreed with,him,3.618347644805908
simple,had disagreed with,808,808_F_his,f,Mismatch,poss,The grandmother had disagreed with,his,4.269388198852539
simple,hadn't talked to,809,809_M_him,m,Match,obj,Vincent hadn't talked to,him,2.775824785232544
simple,hadn't talked to,809,809_M_his,m,Match,poss,Vincent hadn't talked to,his,4.951428413391113
simple,hadn't talked to,809,809_F_him,f,Mismatch,obj,Holly hadn't talked to,him,2.4160704612731934
simple,hadn't talked to,809,809_F_his,f,Mismatch,poss,Holly hadn't talked to,his,7.1748809814453125
simple,didn't examine,810,810_M_him,m,Match,obj,Stephen didn't examine,him,4.093803882598877
simple,didn't examine,810,810_M_his,m,Match,poss,Stephen didn't examine,his,3.952285051345825
simple,didn't examine,810,810_F_him,f,Mismatch,obj,Nina didn't examine,him,3.9242641925811768
simple,didn't examine,810,810_F_his,f,Mismatch,poss,Nina didn't examine,his,5.568950653076172
simple,scanned,811,811_M_him,m,Match,obj,That nephew scanned,him,7.3943352699279785
simple,scanned,811,811_M_his,m,Match,poss,That nephew scanned,his,3.8841934204101562
simple,scanned,811,811_F_him,f,Mismatch,obj,Ellen scanned,him,7.254942417144775
simple,scanned,811,811_F_his,f,Mismatch,poss,Ellen scanned,his,2.438070297241211
simple,can shake,812,812_M_him,m,Match,obj,Kevin can shake,him,6.316375255584717
simple,can shake,812,812_M_his,m,Match,poss,Kevin can shake,his,3.702928066253662
simple,can shake,812,812_F_him,f,Mismatch,obj,Meredith can shake,him,6.34692907333374
simple,can shake,812,812_F_his,f,Mismatch,poss,Meredith can shake,his,5.208535671234131
simple,was disturbing,813,813_M_him,m,Match,obj,Theodore was disturbing,him,7.041134834289551
simple,was disturbing,813,813_M_his,m,Match,poss,Theodore was disturbing,his,5.1918439865112305
simple,was disturbing,813,813_F_him,f,Mismatch,obj,Rose was disturbing,him,7.838404178619385
simple,was disturbing,813,813_F_his,f,Mismatch,poss,Rose was disturbing,his,7.204775333404541
simple,had annoyed,814,814_M_him,m,Match,obj,That nephew had annoyed,him,2.283270835876465
simple,had annoyed,814,814_M_his,m,Match,poss,That nephew had annoyed,his,3.285598039627075
simple,had annoyed,814,814_F_him,f,Mismatch,obj,Kristin had annoyed,him,2.9335949420928955
simple,had annoyed,814,814_F_his,f,Mismatch,poss,Kristin had annoyed,his,6.7638258934021
simple,hasn't helped,815,815_M_him,m,Match,obj,Liam hasn't helped,him,5.513363361358643
simple,hasn't helped,815,815_M_his,m,Match,poss,Liam hasn't helped,his,3.2435219287872314
simple,hasn't helped,815,815_F_him,f,Mismatch,obj,Holly hasn't helped,him,5.667623519897461
simple,hasn't helped,815,815_F_his,f,Mismatch,poss,Holly hasn't helped,his,5.392109394073486
simple,was watching,816,816_M_him,m,Match,obj,Bill was watching,him,5.665414810180664
simple,was watching,816,816_M_his,m,Match,poss,Bill was watching,his,5.23397159576416
simple,was watching,816,816_F_him,f,Mismatch,obj,Ellen was watching,him,6.193715572357178
simple,was watching,816,816_F_his,f,Mismatch,poss,Ellen was watching,his,5.32513427734375
simple,led,817,817_M_him,m,Match,obj,That boyfriend led,him,3.810241222381592
simple,led,817,817_M_his,m,Match,poss,That boyfriend led,his,6.270725250244141
simple,led,817,817_F_him,f,Mismatch,obj,Nina led,him,5.41976261138916
simple,led,817,817_F_his,f,Mismatch,poss,Nina led,his,7.10713005065918
simple,loves,818,818_M_him,m,Match,obj,Scott loves,him,6.4839396476745605
simple,loves,818,818_M_his,m,Match,poss,Scott loves,his,4.113931655883789
simple,loves,818,818_F_him,f,Mismatch,obj,Donna loves,him,5.023300647735596
simple,loves,818,818_F_his,f,Mismatch,poss,Donna loves,his,6.992183208465576
simple,hadn't praised,819,819_M_him,m,Match,obj,Edward hadn't praised,him,2.9466381072998047
simple,hadn't praised,819,819_M_his,m,Match,poss,Edward hadn't praised,his,4.40273380279541
simple,hadn't praised,819,819_F_him,f,Mismatch,obj,Christina hadn't praised,him,2.6515390872955322
simple,hadn't praised,819,819_F_his,f,Mismatch,poss,Christina hadn't praised,his,5.127737045288086
simple,hasn't seen,820,820_M_him,m,Match,obj,Bruce hasn't seen,him,4.761967658996582
simple,hasn't seen,820,820_M_his,m,Match,poss,Bruce hasn't seen,his,3.851102828979492
simple,hasn't seen,820,820_F_him,f,Mismatch,obj,Bethany hasn't seen,him,5.216442584991455
simple,hasn't seen,820,820_F_his,f,Mismatch,poss,Bethany hasn't seen,his,7.499093055725098
simple,should lose,821,821_M_him,m,Match,obj,Kenneth should lose,him,10.040828704833984
simple,should lose,821,821_M_his,m,Match,poss,Kenneth should lose,his,1.6566197872161865
simple,should lose,821,821_F_him,f,Mismatch,obj,Gina should lose,him,10.444211959838867
simple,should lose,821,821_F_his,f,Mismatch,poss,Gina should lose,his,6.073076248168945
simple,praised,822,822_M_him,m,Match,obj,Adam praised,him,6.020408630371094
simple,praised,822,822_M_his,m,Match,poss,Adam praised,his,4.825233459472656
simple,praised,822,822_F_him,f,Mismatch,obj,Maria praised,him,5.227000713348389
simple,praised,822,822_F_his,f,Mismatch,poss,Maria praised,his,5.19253396987915
simple,worked with,823,823_M_him,m,Match,obj,Edward worked with,him,5.980482578277588
simple,worked with,823,823_M_his,m,Match,poss,Edward worked with,his,4.853281497955322
simple,worked with,823,823_F_him,f,Mismatch,obj,Paula worked with,him,5.909555435180664
simple,worked with,823,823_F_his,f,Mismatch,poss,Paula worked with,his,5.42493200302124
simple,should flee from,824,824_M_him,m,Match,obj,Edward should flee from,him,5.75124979019165
simple,should flee from,824,824_M_his,m,Match,poss,Edward should flee from,his,4.416706562042236
simple,should flee from,824,824_F_him,f,Mismatch,obj,Suzanne should flee from,him,5.459510803222656
simple,should flee from,824,824_F_his,f,Mismatch,poss,Suzanne should flee from,his,6.2300591468811035
simple,alarms,825,825_M_him,m,Match,obj,This grandfather alarms,him,7.833544731140137
simple,alarms,825,825_M_his,m,Match,poss,This grandfather alarms,his,5.318113327026367
simple,alarms,825,825_F_him,f,Mismatch,obj,Bethany alarms,him,9.91690731048584
simple,alarms,825,825_F_his,f,Mismatch,poss,Bethany alarms,his,9.664587020874023
simple,could insult,826,826_M_him,m,Match,obj,James could insult,him,3.9403293132781982
simple,could insult,826,826_M_his,m,Match,poss,James could insult,his,4.542780876159668
simple,could insult,826,826_F_him,f,Mismatch,obj,Katherine could insult,him,3.72467303276062
simple,could insult,826,826_F_his,f,Mismatch,poss,Katherine could insult,his,5.709083080291748
simple,wouldn't approach,827,827_M_him,m,Match,obj,The grandfather wouldn't approach,him,3.6239750385284424
simple,wouldn't approach,827,827_M_his,m,Match,poss,The grandfather wouldn't approach,his,5.0753021240234375
simple,wouldn't approach,827,827_F_him,f,Mismatch,obj,Lisa wouldn't approach,him,2.638157844543457
simple,wouldn't approach,827,827_F_his,f,Mismatch,poss,Lisa wouldn't approach,his,7.289152145385742
simple,disgusts,828,828_M_him,m,Match,obj,Jerry disgusts,him,4.570061683654785
simple,disgusts,828,828_M_his,m,Match,poss,Jerry disgusts,his,6.292093276977539
simple,disgusts,828,828_F_him,f,Mismatch,obj,Nicole disgusts,him,3.747647523880005
simple,disgusts,828,828_F_his,f,Mismatch,poss,Nicole disgusts,his,7.893110752105713
simple,helped,829,829_M_him,m,Match,obj,Marcus helped,him,4.558948516845703
simple,helped,829,829_M_his,m,Match,poss,Marcus helped,his,5.879627227783203
simple,helped,829,829_F_him,f,Mismatch,obj,Laura helped,him,4.5003252029418945
simple,helped,829,829_F_his,f,Mismatch,poss,Laura helped,his,7.432251453399658
simple,was biting,830,830_M_him,m,Match,obj,Theodore was biting,him,6.719098091125488
simple,was biting,830,830_M_his,m,Match,poss,Theodore was biting,his,2.0013375282287598
simple,was biting,830,830_F_him,f,Mismatch,obj,Diana was biting,him,5.768058776855469
simple,was biting,830,830_F_his,f,Mismatch,poss,Diana was biting,his,4.366762638092041
simple,doesn't discover,831,831_M_him,m,Match,obj,John doesn't discover,him,7.8573222160339355
simple,doesn't discover,831,831_M_his,m,Match,poss,John doesn't discover,his,4.150442123413086
simple,doesn't discover,831,831_F_him,f,Mismatch,obj,The sister doesn't discover,him,6.637901306152344
simple,doesn't discover,831,831_F_his,f,Mismatch,poss,The sister doesn't discover,his,6.372555732727051
simple,isn't escaping from,832,832_M_him,m,Match,obj,This man isn't escaping from,him,8.319082260131836
simple,isn't escaping from,832,832_M_his,m,Match,poss,This man isn't escaping from,his,3.7015388011932373
simple,isn't escaping from,832,832_F_him,f,Mismatch,obj,Meredith isn't escaping from,him,6.583151817321777
simple,isn't escaping from,832,832_F_his,f,Mismatch,poss,Meredith isn't escaping from,his,6.27528715133667
simple,understands,833,833_M_him,m,Match,obj,Thomas understands,him,9.072691917419434
simple,understands,833,833_M_his,m,Match,poss,Thomas understands,his,6.032103538513184
simple,understands,833,833_F_him,f,Mismatch,obj,Diane understands,him,8.881888389587402
simple,understands,833,833_F_his,f,Mismatch,poss,Diane understands,his,7.699997425079346
simple,likes,834,834_M_him,m,Match,obj,Paul likes,him,7.539573669433594
simple,likes,834,834_M_his,m,Match,poss,Paul likes,his,5.920446872711182
simple,likes,834,834_F_him,f,Mismatch,obj,Sharon likes,him,7.752187252044678
simple,likes,834,834_F_his,f,Mismatch,poss,Sharon likes,his,8.198680877685547
simple,was aiding,835,835_M_him,m,Match,obj,Liam was aiding,him,6.352988243103027
simple,was aiding,835,835_M_his,m,Match,poss,Liam was aiding,his,6.145113468170166
simple,was aiding,835,835_F_him,f,Mismatch,obj,Carmen was aiding,him,5.168445587158203
simple,was aiding,835,835_F_his,f,Mismatch,poss,Carmen was aiding,his,6.3501691818237305
simple,isn't thinking about,836,836_M_him,m,Match,obj,Marcus isn't thinking about,him,7.4457244873046875
simple,isn't thinking about,836,836_M_his,m,Match,poss,Marcus isn't thinking about,his,4.124011516571045
simple,isn't thinking about,836,836_F_him,f,Mismatch,obj,Alice isn't thinking about,him,7.463467597961426
simple,isn't thinking about,836,836_F_his,f,Mismatch,poss,Alice isn't thinking about,his,6.177401542663574
simple,forgot,837,837_M_him,m,Match,obj,Dennis forgot,him,9.334127426147461
simple,forgot,837,837_M_his,m,Match,poss,Dennis forgot,his,3.872025489807129
simple,forgot,837,837_F_him,f,Mismatch,obj,Kristin forgot,him,10.219103813171387
simple,forgot,837,837_F_his,f,Mismatch,poss,Kristin forgot,his,6.885251522064209
simple,exposed,838,838_M_him,m,Match,obj,Robert exposed,him,6.140360355377197
simple,exposed,838,838_M_his,m,Match,poss,Robert exposed,his,4.458064556121826
simple,exposed,838,838_F_him,f,Mismatch,obj,Stacey exposed,him,6.172157287597656
simple,exposed,838,838_F_his,f,Mismatch,poss,Stacey exposed,his,5.4148101806640625
simple,shot,839,839_M_him,m,Match,obj,Edward shot,him,6.390505313873291
simple,shot,839,839_M_his,m,Match,poss,Edward shot,his,7.011941909790039
simple,shot,839,839_F_him,f,Mismatch,obj,April shot,him,6.219745635986328
simple,shot,839,839_F_his,f,Mismatch,poss,April shot,his,7.283459186553955
simple,heard,840,840_M_him,m,Match,obj,Benjamin heard,him,5.473905086517334
simple,heard,840,840_M_his,m,Match,poss,Benjamin heard,his,5.48624324798584
simple,heard,840,840_F_him,f,Mismatch,obj,Lori heard,him,5.517481803894043
simple,heard,840,840_F_his,f,Mismatch,poss,Lori heard,his,6.030388355255127
simple,did leave,841,841_M_him,m,Match,obj,Lawrence did leave,him,7.397591590881348
simple,did leave,841,841_M_his,m,Match,poss,Lawrence did leave,his,3.775876045227051
simple,did leave,841,841_F_him,f,Mismatch,obj,Christine did leave,him,5.981884002685547
simple,did leave,841,841_F_his,f,Mismatch,poss,Christine did leave,his,6.732712268829346
simple,doesn't aid,842,842_M_him,m,Match,obj,Jerry doesn't aid,him,5.823291301727295
simple,doesn't aid,842,842_M_his,m,Match,poss,Jerry doesn't aid,his,5.139207363128662
simple,doesn't aid,842,842_F_him,f,Mismatch,obj,Alice doesn't aid,him,6.318989276885986
simple,doesn't aid,842,842_F_his,f,Mismatch,poss,Alice doesn't aid,his,7.60771369934082
simple,confuses,843,843_M_him,m,Match,obj,Michael confuses,him,6.6505560874938965
simple,confuses,843,843_M_his,m,Match,poss,Michael confuses,his,4.4801025390625
simple,confuses,843,843_F_him,f,Mismatch,obj,Leslie confuses,him,6.821835041046143
simple,confuses,843,843_F_his,f,Mismatch,poss,Leslie confuses,his,4.571841716766357
simple,shouldn't criticize,844,844_M_him,m,Match,obj,This nephew shouldn't criticize,him,4.015171051025391
simple,shouldn't criticize,844,844_M_his,m,Match,poss,This nephew shouldn't criticize,his,2.332714796066284
simple,shouldn't criticize,844,844_F_him,f,Mismatch,obj,Leslie shouldn't criticize,him,4.887057781219482
simple,shouldn't criticize,844,844_F_his,f,Mismatch,poss,Leslie shouldn't criticize,his,4.32999324798584
