exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,/data/EleutherAI/gpt-j-6B_surp
TwoEmbedding,informed,hinders,705,705_MMM_him,mmm,MatchMatchMatch,obj,Alan informed Kevin that that boyfriend hinders,him,3.3323750495910645
TwoEmbedding,informed,hinders,705,705_MMF_him,mmf,MatchMatchMismatch,obj,Alan informed Kevin that the waitress hinders,him,3.022158622741699
TwoEmbedding,informed,hinders,705,705_MFM_him,mfm,MatchMismatchMatch,obj,Alan informed Katherine that that boyfriend hinders,him,4.884399890899658
TwoEmbedding,informed,hinders,705,705_MFF_him,mff,MatchMismatchMismatch,obj,Alan informed Katherine that the waitress hinders,him,3.6060550212860107
TwoEmbedding,informed,hinders,705,705_FMM_him,fmm,MismatchMatchMatch,obj,Jane informed Kevin that that boyfriend hinders,him,3.5323047637939453
TwoEmbedding,informed,hinders,705,705_FMF_him,fmf,MismatchMatchMismatch,obj,Jane informed Kevin that the waitress hinders,him,3.2895021438598633
TwoEmbedding,informed,hinders,705,705_FFM_him,ffm,MismatchMismatchMatch,obj,Jane informed Katherine that that boyfriend hinders,him,6.327444553375244
TwoEmbedding,informed,hinders,705,705_FFF_him,fff,MismatchMismatchMismatch,obj,Jane informed Katherine that the waitress hinders,him,5.704057216644287
TwoEmbedding,informed,hinders,705,705_MMM_his,mmm,MatchMatchMatch,poss,Alan informed Kevin that that boyfriend hinders,his,2.7462801933288574
TwoEmbedding,informed,hinders,705,705_MMF_his,mmf,MatchMatchMismatch,poss,Alan informed Kevin that the waitress hinders,his,2.9883453845977783
TwoEmbedding,informed,hinders,705,705_MFM_his,mfm,MatchMismatchMatch,poss,Alan informed Katherine that that boyfriend hinders,his,4.129239559173584
TwoEmbedding,informed,hinders,705,705_MFF_his,mff,MatchMismatchMismatch,poss,Alan informed Katherine that the waitress hinders,his,3.7976629734039307
TwoEmbedding,informed,hinders,705,705_FMM_his,fmm,MismatchMatchMatch,poss,Jane informed Kevin that that boyfriend hinders,his,2.90112566947937
TwoEmbedding,informed,hinders,705,705_FMF_his,fmf,MismatchMatchMismatch,poss,Jane informed Kevin that the waitress hinders,his,3.548736333847046
TwoEmbedding,informed,hinders,705,705_FFM_his,ffm,MismatchMismatchMatch,poss,Jane informed Katherine that that boyfriend hinders,his,4.501533508300781
TwoEmbedding,informed,hinders,705,705_FFF_his,fff,MismatchMismatchMismatch,poss,Jane informed Katherine that the waitress hinders,his,6.335236072540283
TwoEmbedding,warned,hired,706,706_MMM_him,mmm,MatchMatchMatch,obj,Adam warned Dan that Scott hired,him,2.9102649688720703
TwoEmbedding,warned,hired,706,706_MMF_him,mmf,MatchMatchMismatch,obj,Adam warned Dan that Christina hired,him,3.5193607807159424
TwoEmbedding,warned,hired,706,706_MFM_him,mfm,MatchMismatchMatch,obj,Adam warned Elaine that Scott hired,him,3.8549187183380127
TwoEmbedding,warned,hired,706,706_MFF_him,mff,MatchMismatchMismatch,obj,Adam warned Elaine that Christina hired,him,3.4453229904174805
TwoEmbedding,warned,hired,706,706_FMM_him,fmm,MismatchMatchMatch,obj,Tara warned Dan that Scott hired,him,3.8463540077209473
TwoEmbedding,warned,hired,706,706_FMF_him,fmf,MismatchMatchMismatch,obj,Tara warned Dan that Christina hired,him,4.277246475219727
TwoEmbedding,warned,hired,706,706_FFM_him,ffm,MismatchMismatchMatch,obj,Tara warned Elaine that Scott hired,him,5.650227069854736
TwoEmbedding,warned,hired,706,706_FFF_him,fff,MismatchMismatchMismatch,obj,Tara warned Elaine that Christina hired,him,4.94765043258667
TwoEmbedding,warned,hired,706,706_MMM_his,mmm,MatchMatchMatch,poss,Adam warned Dan that Scott hired,his,5.829468250274658
TwoEmbedding,warned,hired,706,706_MMF_his,mmf,MatchMatchMismatch,poss,Adam warned Dan that Christina hired,his,7.002116680145264
TwoEmbedding,warned,hired,706,706_MFM_his,mfm,MatchMismatchMatch,poss,Adam warned Elaine that Scott hired,his,6.0302324295043945
TwoEmbedding,warned,hired,706,706_MFF_his,mff,MatchMismatchMismatch,poss,Adam warned Elaine that Christina hired,his,7.333837032318115
TwoEmbedding,warned,hired,706,706_FMM_his,fmm,MismatchMatchMatch,poss,Tara warned Dan that Scott hired,his,5.954041481018066
TwoEmbedding,warned,hired,706,706_FMF_his,fmf,MismatchMatchMismatch,poss,Tara warned Dan that Christina hired,his,7.365515232086182
TwoEmbedding,warned,hired,706,706_FFM_his,ffm,MismatchMismatchMatch,poss,Tara warned Elaine that Scott hired,his,6.010900974273682
TwoEmbedding,warned,hired,706,706_FFF_his,fff,MismatchMismatchMismatch,poss,Tara warned Elaine that Christina hired,his,8.50930404663086
TwoEmbedding,informed,was hindering,707,707_MMM_him,mmm,MatchMatchMatch,obj,Edward informed Jerry that that brother was hindering,him,2.7627575397491455
TwoEmbedding,informed,was hindering,707,707_MMF_him,mmf,MatchMatchMismatch,obj,Edward informed Jerry that Sharon was hindering,him,2.408954381942749
TwoEmbedding,informed,was hindering,707,707_MFM_him,mfm,MatchMismatchMatch,obj,Edward informed Bethany that that brother was hindering,him,3.567650318145752
TwoEmbedding,informed,was hindering,707,707_MFF_him,mff,MatchMismatchMismatch,obj,Edward informed Bethany that Sharon was hindering,him,3.04490327835083
TwoEmbedding,informed,was hindering,707,707_FMM_him,fmm,MismatchMatchMatch,obj,This grandmother informed Jerry that that brother was hindering,him,4.40319299697876
TwoEmbedding,informed,was hindering,707,707_FMF_him,fmf,MismatchMatchMismatch,obj,This grandmother informed Jerry that Sharon was hindering,him,3.9215078353881836
TwoEmbedding,informed,was hindering,707,707_FFM_him,ffm,MismatchMismatchMatch,obj,This grandmother informed Bethany that that brother was hindering,him,6.880575656890869
TwoEmbedding,informed,was hindering,707,707_FFF_him,fff,MismatchMismatchMismatch,obj,This grandmother informed Bethany that Sharon was hindering,him,6.719842433929443
TwoEmbedding,informed,was hindering,707,707_MMM_his,mmm,MatchMatchMatch,poss,Edward informed Jerry that that brother was hindering,his,2.2555601596832275
TwoEmbedding,informed,was hindering,707,707_MMF_his,mmf,MatchMatchMismatch,poss,Edward informed Jerry that Sharon was hindering,his,1.687606930732727
TwoEmbedding,informed,was hindering,707,707_MFM_his,mfm,MatchMismatchMatch,poss,Edward informed Bethany that that brother was hindering,his,2.9364712238311768
TwoEmbedding,informed,was hindering,707,707_MFF_his,mff,MatchMismatchMismatch,poss,Edward informed Bethany that Sharon was hindering,his,2.2897424697875977
TwoEmbedding,informed,was hindering,707,707_FMM_his,fmm,MismatchMatchMatch,poss,This grandmother informed Jerry that that brother was hindering,his,3.478966474533081
TwoEmbedding,informed,was hindering,707,707_FMF_his,fmf,MismatchMatchMismatch,poss,This grandmother informed Jerry that Sharon was hindering,his,2.7493181228637695
TwoEmbedding,informed,was hindering,707,707_FFM_his,ffm,MismatchMismatchMatch,poss,This grandmother informed Bethany that that brother was hindering,his,4.727804660797119
TwoEmbedding,informed,was hindering,707,707_FFF_his,fff,MismatchMismatchMismatch,poss,This grandmother informed Bethany that Sharon was hindering,his,5.536381244659424
TwoEmbedding,told,wasn't leading,708,708_MMM_him,mmm,MatchMatchMatch,obj,Michael told Brian that Andrew wasn't leading,him,3.025172472000122
TwoEmbedding,told,wasn't leading,708,708_MMF_him,mmf,MatchMatchMismatch,obj,Michael told Brian that Cynthia wasn't leading,him,1.542832612991333
TwoEmbedding,told,wasn't leading,708,708_MFM_him,mfm,MatchMismatchMatch,obj,Michael told Bethany that Andrew wasn't leading,him,3.701941967010498
TwoEmbedding,told,wasn't leading,708,708_MFF_him,mff,MatchMismatchMismatch,obj,Michael told Bethany that Cynthia wasn't leading,him,2.1579136848449707
TwoEmbedding,told,wasn't leading,708,708_FMM_him,fmm,MismatchMatchMatch,obj,Sonia told Brian that Andrew wasn't leading,him,4.2791290283203125
TwoEmbedding,told,wasn't leading,708,708_FMF_him,fmf,MismatchMatchMismatch,obj,Sonia told Brian that Cynthia wasn't leading,him,2.629467725753784
TwoEmbedding,told,wasn't leading,708,708_FFM_him,ffm,MismatchMismatchMatch,obj,Sonia told Bethany that Andrew wasn't leading,him,6.903634071350098
TwoEmbedding,told,wasn't leading,708,708_FFF_him,fff,MismatchMismatchMismatch,obj,Sonia told Bethany that Cynthia wasn't leading,him,4.549769401550293
TwoEmbedding,told,wasn't leading,708,708_MMM_his,mmm,MatchMatchMatch,poss,Michael told Brian that Andrew wasn't leading,his,5.155401706695557
TwoEmbedding,told,wasn't leading,708,708_MMF_his,mmf,MatchMatchMismatch,poss,Michael told Brian that Cynthia wasn't leading,his,6.7049760818481445
TwoEmbedding,told,wasn't leading,708,708_MFM_his,mfm,MatchMismatchMatch,poss,Michael told Bethany that Andrew wasn't leading,his,5.888526439666748
TwoEmbedding,told,wasn't leading,708,708_MFF_his,mff,MatchMismatchMismatch,poss,Michael told Bethany that Cynthia wasn't leading,his,6.970654010772705
TwoEmbedding,told,wasn't leading,708,708_FMM_his,fmm,MismatchMatchMatch,poss,Sonia told Brian that Andrew wasn't leading,his,5.316066265106201
TwoEmbedding,told,wasn't leading,708,708_FMF_his,fmf,MismatchMatchMismatch,poss,Sonia told Brian that Cynthia wasn't leading,his,6.86738395690918
TwoEmbedding,told,wasn't leading,708,708_FFM_his,ffm,MismatchMismatchMatch,poss,Sonia told Bethany that Andrew wasn't leading,his,5.708901882171631
TwoEmbedding,told,wasn't leading,708,708_FFF_his,fff,MismatchMismatchMismatch,poss,Sonia told Bethany that Cynthia wasn't leading,his,8.765143394470215
TwoEmbedding,warns,appreciates,709,709_MMM_him,mmm,MatchMatchMatch,obj,Robert warns Bruce that Patrick appreciates,him,3.075671672821045
TwoEmbedding,warns,appreciates,709,709_MMF_him,mmf,MatchMatchMismatch,obj,Robert warns Bruce that Heidi appreciates,him,1.9820809364318848
TwoEmbedding,warns,appreciates,709,709_MFM_him,mfm,MatchMismatchMatch,obj,Robert warns Ellen that Patrick appreciates,him,5.546035289764404
TwoEmbedding,warns,appreciates,709,709_MFF_him,mff,MatchMismatchMismatch,obj,Robert warns Ellen that Heidi appreciates,him,3.6881699562072754
TwoEmbedding,warns,appreciates,709,709_FMM_him,fmm,MismatchMatchMatch,obj,Teresa warns Bruce that Patrick appreciates,him,3.5997440814971924
TwoEmbedding,warns,appreciates,709,709_FMF_him,fmf,MismatchMatchMismatch,obj,Teresa warns Bruce that Heidi appreciates,him,2.2861409187316895
TwoEmbedding,warns,appreciates,709,709_FFM_him,ffm,MismatchMismatchMatch,obj,Teresa warns Ellen that Patrick appreciates,him,7.529860019683838
TwoEmbedding,warns,appreciates,709,709_FFF_him,fff,MismatchMismatchMismatch,obj,Teresa warns Ellen that Heidi appreciates,him,5.689354419708252
TwoEmbedding,warns,appreciates,709,709_MMM_his,mmm,MatchMatchMatch,poss,Robert warns Bruce that Patrick appreciates,his,2.5910162925720215
TwoEmbedding,warns,appreciates,709,709_MMF_his,mmf,MatchMatchMismatch,poss,Robert warns Bruce that Heidi appreciates,his,2.7146995067596436
TwoEmbedding,warns,appreciates,709,709_MFM_his,mfm,MatchMismatchMatch,poss,Robert warns Ellen that Patrick appreciates,his,4.633080005645752
TwoEmbedding,warns,appreciates,709,709_MFF_his,mff,MatchMismatchMismatch,poss,Robert warns Ellen that Heidi appreciates,his,3.834693670272827
TwoEmbedding,warns,appreciates,709,709_FMM_his,fmm,MismatchMatchMatch,poss,Teresa warns Bruce that Patrick appreciates,his,3.160172939300537
TwoEmbedding,warns,appreciates,709,709_FMF_his,fmf,MismatchMatchMismatch,poss,Teresa warns Bruce that Heidi appreciates,his,2.849693775177002
TwoEmbedding,warns,appreciates,709,709_FFM_his,ffm,MismatchMismatchMatch,poss,Teresa warns Ellen that Patrick appreciates,his,5.061498641967773
TwoEmbedding,warns,appreciates,709,709_FFF_his,fff,MismatchMismatchMismatch,poss,Teresa warns Ellen that Heidi appreciates,his,5.711896896362305
TwoEmbedding,advised,wasn't examining,710,710_MMM_him,mmm,MatchMatchMatch,obj,Mitchell advised John that Bill wasn't examining,him,3.6720504760742188
TwoEmbedding,advised,wasn't examining,710,710_MMF_him,mmf,MatchMatchMismatch,obj,Mitchell advised John that Sheila wasn't examining,him,3.9587721824645996
TwoEmbedding,advised,wasn't examining,710,710_MFM_him,mfm,MatchMismatchMatch,obj,Mitchell advised Meredith that Bill wasn't examining,him,4.012350559234619
TwoEmbedding,advised,wasn't examining,710,710_MFF_him,mff,MatchMismatchMismatch,obj,Mitchell advised Meredith that Sheila wasn't examining,him,4.137859344482422
TwoEmbedding,advised,wasn't examining,710,710_FMM_him,fmm,MismatchMatchMatch,obj,That daughter advised John that Bill wasn't examining,him,4.2003865242004395
TwoEmbedding,advised,wasn't examining,710,710_FMF_him,fmf,MismatchMatchMismatch,obj,That daughter advised John that Sheila wasn't examining,him,4.552424430847168
TwoEmbedding,advised,wasn't examining,710,710_FFM_him,ffm,MismatchMismatchMatch,obj,That daughter advised Meredith that Bill wasn't examining,him,5.355900764465332
TwoEmbedding,advised,wasn't examining,710,710_FFF_him,fff,MismatchMismatchMismatch,obj,That daughter advised Meredith that Sheila wasn't examining,him,4.9354143142700195
TwoEmbedding,advised,wasn't examining,710,710_MMM_his,mmm,MatchMatchMatch,poss,Mitchell advised John that Bill wasn't examining,his,4.370855808258057
TwoEmbedding,advised,wasn't examining,710,710_MMF_his,mmf,MatchMatchMismatch,poss,Mitchell advised John that Sheila wasn't examining,his,4.116567134857178
TwoEmbedding,advised,wasn't examining,710,710_MFM_his,mfm,MatchMismatchMatch,poss,Mitchell advised Meredith that Bill wasn't examining,his,5.1958112716674805
TwoEmbedding,advised,wasn't examining,710,710_MFF_his,mff,MatchMismatchMismatch,poss,Mitchell advised Meredith that Sheila wasn't examining,his,4.712683200836182
TwoEmbedding,advised,wasn't examining,710,710_FMM_his,fmm,MismatchMatchMatch,poss,That daughter advised John that Bill wasn't examining,his,3.783357620239258
TwoEmbedding,advised,wasn't examining,710,710_FMF_his,fmf,MismatchMatchMismatch,poss,That daughter advised John that Sheila wasn't examining,his,4.383358478546143
TwoEmbedding,advised,wasn't examining,710,710_FFM_his,ffm,MismatchMismatchMatch,poss,That daughter advised Meredith that Bill wasn't examining,his,4.341506004333496
TwoEmbedding,advised,wasn't examining,710,710_FFF_his,fff,MismatchMismatchMismatch,poss,That daughter advised Meredith that Sheila wasn't examining,his,5.62294864654541
TwoEmbedding,tells,had upset,711,711_MMM_him,mmm,MatchMatchMatch,obj,George tells Alexander that Scott had upset,him,1.7142623662948608
TwoEmbedding,tells,had upset,711,711_MMF_him,mmf,MatchMatchMismatch,obj,George tells Alexander that Linda had upset,him,1.4304885864257812
TwoEmbedding,tells,had upset,711,711_MFM_him,mfm,MatchMismatchMatch,obj,George tells Janice that Scott had upset,him,2.4009485244750977
TwoEmbedding,tells,had upset,711,711_MFF_him,mff,MatchMismatchMismatch,obj,George tells Janice that Linda had upset,him,1.7678736448287964
TwoEmbedding,tells,had upset,711,711_FMM_him,fmm,MismatchMatchMatch,obj,Connie tells Alexander that Scott had upset,him,2.586690664291382
TwoEmbedding,tells,had upset,711,711_FMF_him,fmf,MismatchMatchMismatch,obj,Connie tells Alexander that Linda had upset,him,2.2093710899353027
TwoEmbedding,tells,had upset,711,711_FFM_him,ffm,MismatchMismatchMatch,obj,Connie tells Janice that Scott had upset,him,4.218799591064453
TwoEmbedding,tells,had upset,711,711_FFF_him,fff,MismatchMismatchMismatch,obj,Connie tells Janice that Linda had upset,him,3.776057243347168
TwoEmbedding,tells,had upset,711,711_MMM_his,mmm,MatchMatchMatch,poss,George tells Alexander that Scott had upset,his,3.6190707683563232
TwoEmbedding,tells,had upset,711,711_MMF_his,mmf,MatchMatchMismatch,poss,George tells Alexander that Linda had upset,his,4.07918643951416
TwoEmbedding,tells,had upset,711,711_MFM_his,mfm,MatchMismatchMatch,poss,George tells Janice that Scott had upset,his,3.9450831413269043
TwoEmbedding,tells,had upset,711,711_MFF_his,mff,MatchMismatchMismatch,poss,George tells Janice that Linda had upset,his,4.675805568695068
TwoEmbedding,tells,had upset,711,711_FMM_his,fmm,MismatchMatchMatch,poss,Connie tells Alexander that Scott had upset,his,4.063198566436768
TwoEmbedding,tells,had upset,711,711_FMF_his,fmf,MismatchMatchMismatch,poss,Connie tells Alexander that Linda had upset,his,4.7002739906311035
TwoEmbedding,tells,had upset,711,711_FFM_his,ffm,MismatchMismatchMatch,poss,Connie tells Janice that Scott had upset,his,4.331510066986084
TwoEmbedding,tells,had upset,711,711_FFF_his,fff,MismatchMismatchMismatch,poss,Connie tells Janice that Linda had upset,his,6.514923572540283
TwoEmbedding,warns,had talked about,712,712_MMM_him,mmm,MatchMatchMatch,obj,Edward warns Wayne that Christopher had talked about,him,3.081338882446289
TwoEmbedding,warns,had talked about,712,712_MMF_him,mmf,MatchMatchMismatch,obj,Edward warns Wayne that Nina had talked about,him,3.047919511795044
TwoEmbedding,warns,had talked about,712,712_MFM_him,mfm,MatchMismatchMatch,obj,Edward warns April that Christopher had talked about,him,5.682017803192139
TwoEmbedding,warns,had talked about,712,712_MFF_him,mff,MatchMismatchMismatch,obj,Edward warns April that Nina had talked about,him,4.298070430755615
TwoEmbedding,warns,had talked about,712,712_FMM_him,fmm,MismatchMatchMatch,obj,Nancy warns Wayne that Christopher had talked about,him,3.9403328895568848
TwoEmbedding,warns,had talked about,712,712_FMF_him,fmf,MismatchMatchMismatch,obj,Nancy warns Wayne that Nina had talked about,him,3.6836535930633545
TwoEmbedding,warns,had talked about,712,712_FFM_him,ffm,MismatchMismatchMatch,obj,Nancy warns April that Christopher had talked about,him,7.685487747192383
TwoEmbedding,warns,had talked about,712,712_FFF_him,fff,MismatchMismatchMismatch,obj,Nancy warns April that Nina had talked about,him,5.939162731170654
TwoEmbedding,warns,had talked about,712,712_MMM_his,mmm,MatchMatchMatch,poss,Edward warns Wayne that Christopher had talked about,his,3.923874855041504
TwoEmbedding,warns,had talked about,712,712_MMF_his,mmf,MatchMatchMismatch,poss,Edward warns Wayne that Nina had talked about,his,4.539357662200928
TwoEmbedding,warns,had talked about,712,712_MFM_his,mfm,MatchMismatchMatch,poss,Edward warns April that Christopher had talked about,his,4.8829193115234375
TwoEmbedding,warns,had talked about,712,712_MFF_his,mff,MatchMismatchMismatch,poss,Edward warns April that Nina had talked about,his,6.200504302978516
TwoEmbedding,warns,had talked about,712,712_FMM_his,fmm,MismatchMatchMatch,poss,Nancy warns Wayne that Christopher had talked about,his,4.649982929229736
TwoEmbedding,warns,had talked about,712,712_FMF_his,fmf,MismatchMatchMismatch,poss,Nancy warns Wayne that Nina had talked about,his,5.6819634437561035
TwoEmbedding,warns,had talked about,712,712_FFM_his,ffm,MismatchMismatchMatch,poss,Nancy warns April that Christopher had talked about,his,4.9177117347717285
TwoEmbedding,warns,had talked about,712,712_FFF_his,fff,MismatchMismatchMismatch,poss,Nancy warns April that Nina had talked about,his,8.423669815063477
TwoEmbedding,told,concealed,713,713_MMM_him,mmm,MatchMatchMatch,obj,Andrew told Walter that Noah concealed,him,8.468628883361816
TwoEmbedding,told,concealed,713,713_MMF_him,mmf,MatchMatchMismatch,obj,Andrew told Walter that Dana concealed,him,9.897798538208008
TwoEmbedding,told,concealed,713,713_MFM_him,mfm,MatchMismatchMatch,obj,Andrew told Melissa that Noah concealed,him,11.39484977722168
TwoEmbedding,told,concealed,713,713_MFF_him,mff,MatchMismatchMismatch,obj,Andrew told Melissa that Dana concealed,him,10.928706169128418
TwoEmbedding,told,concealed,713,713_FMM_him,fmm,MismatchMatchMatch,obj,Nicole told Walter that Noah concealed,him,11.730847358703613
TwoEmbedding,told,concealed,713,713_FMF_him,fmf,MismatchMatchMismatch,obj,Nicole told Walter that Dana concealed,him,11.758090019226074
TwoEmbedding,told,concealed,713,713_FFM_him,ffm,MismatchMismatchMatch,obj,Nicole told Melissa that Noah concealed,him,13.59499454498291
TwoEmbedding,told,concealed,713,713_FFF_him,fff,MismatchMismatchMismatch,obj,Nicole told Melissa that Dana concealed,him,13.443710327148438
TwoEmbedding,told,concealed,713,713_MMM_his,mmm,MatchMatchMatch,poss,Andrew told Walter that Noah concealed,his,2.2244644165039062
TwoEmbedding,told,concealed,713,713_MMF_his,mmf,MatchMatchMismatch,poss,Andrew told Walter that Dana concealed,his,3.8903255462646484
TwoEmbedding,told,concealed,713,713_MFM_his,mfm,MatchMismatchMatch,poss,Andrew told Melissa that Noah concealed,his,2.2652945518493652
TwoEmbedding,told,concealed,713,713_MFF_his,mff,MatchMismatchMismatch,poss,Andrew told Melissa that Dana concealed,his,5.281907558441162
TwoEmbedding,told,concealed,713,713_FMM_his,fmm,MismatchMatchMatch,poss,Nicole told Walter that Noah concealed,his,2.026468515396118
TwoEmbedding,told,concealed,713,713_FMF_his,fmf,MismatchMatchMismatch,poss,Nicole told Walter that Dana concealed,his,5.389945030212402
TwoEmbedding,told,concealed,713,713_FFM_his,ffm,MismatchMismatchMatch,poss,Nicole told Melissa that Noah concealed,his,2.087247848510742
TwoEmbedding,told,concealed,713,713_FFF_his,fff,MismatchMismatchMismatch,poss,Nicole told Melissa that Dana concealed,his,7.503864288330078
TwoEmbedding,advised,doesn't bore,714,714_MMM_him,mmm,MatchMatchMatch,obj,Randolf advised the ex-husband that Christopher doesn't bore,him,2.335995674133301
TwoEmbedding,advised,doesn't bore,714,714_MMF_him,mmf,MatchMatchMismatch,obj,Randolf advised the ex-husband that Ellen doesn't bore,him,1.6921772956848145
TwoEmbedding,advised,doesn't bore,714,714_MFM_him,mfm,MatchMismatchMatch,obj,Randolf advised the niece that Christopher doesn't bore,him,2.927105188369751
TwoEmbedding,advised,doesn't bore,714,714_MFF_him,mff,MatchMismatchMismatch,obj,Randolf advised the niece that Ellen doesn't bore,him,1.503138542175293
TwoEmbedding,advised,doesn't bore,714,714_FMM_him,fmm,MismatchMatchMatch,obj,Amy advised the ex-husband that Christopher doesn't bore,him,2.1632394790649414
TwoEmbedding,advised,doesn't bore,714,714_FMF_him,fmf,MismatchMatchMismatch,obj,Amy advised the ex-husband that Ellen doesn't bore,him,1.7255442142486572
TwoEmbedding,advised,doesn't bore,714,714_FFM_him,ffm,MismatchMismatchMatch,obj,Amy advised the niece that Christopher doesn't bore,him,3.142747402191162
TwoEmbedding,advised,doesn't bore,714,714_FFF_him,fff,MismatchMismatchMismatch,obj,Amy advised the niece that Ellen doesn't bore,him,1.756038784980774
TwoEmbedding,advised,doesn't bore,714,714_MMM_his,mmm,MatchMatchMatch,poss,Randolf advised the ex-husband that Christopher doesn't bore,his,5.165030479431152
TwoEmbedding,advised,doesn't bore,714,714_MMF_his,mmf,MatchMatchMismatch,poss,Randolf advised the ex-husband that Ellen doesn't bore,his,7.643294334411621
TwoEmbedding,advised,doesn't bore,714,714_MFM_his,mfm,MatchMismatchMatch,poss,Randolf advised the niece that Christopher doesn't bore,his,5.575802803039551
TwoEmbedding,advised,doesn't bore,714,714_MFF_his,mff,MatchMismatchMismatch,poss,Randolf advised the niece that Ellen doesn't bore,his,8.006537437438965
TwoEmbedding,advised,doesn't bore,714,714_FMM_his,fmm,MismatchMatchMatch,poss,Amy advised the ex-husband that Christopher doesn't bore,his,5.702350616455078
TwoEmbedding,advised,doesn't bore,714,714_FMF_his,fmf,MismatchMatchMismatch,poss,Amy advised the ex-husband that Ellen doesn't bore,his,7.406156063079834
TwoEmbedding,advised,doesn't bore,714,714_FFM_his,ffm,MismatchMismatchMatch,poss,Amy advised the niece that Christopher doesn't bore,his,6.073221683502197
TwoEmbedding,advised,doesn't bore,714,714_FFF_his,fff,MismatchMismatchMismatch,poss,Amy advised the niece that Ellen doesn't bore,his,8.112914085388184
TwoEmbedding,alerted,does embarrass,715,715_MMM_him,mmm,MatchMatchMatch,obj,Andrew alerted Omar that Derek does embarrass,him,2.295042037963867
TwoEmbedding,alerted,does embarrass,715,715_MMF_him,mmf,MatchMatchMismatch,obj,Andrew alerted Omar that Amelia does embarrass,him,2.1269679069519043
TwoEmbedding,alerted,does embarrass,715,715_MFM_him,mfm,MatchMismatchMatch,obj,Andrew alerted Laurie that Derek does embarrass,him,3.2060275077819824
TwoEmbedding,alerted,does embarrass,715,715_MFF_him,mff,MatchMismatchMismatch,obj,Andrew alerted Laurie that Amelia does embarrass,him,2.221090316772461
TwoEmbedding,alerted,does embarrass,715,715_FMM_him,fmm,MismatchMatchMatch,obj,Sheila alerted Omar that Derek does embarrass,him,2.7290079593658447
TwoEmbedding,alerted,does embarrass,715,715_FMF_him,fmf,MismatchMatchMismatch,obj,Sheila alerted Omar that Amelia does embarrass,him,1.9080724716186523
TwoEmbedding,alerted,does embarrass,715,715_FFM_him,ffm,MismatchMismatchMatch,obj,Sheila alerted Laurie that Derek does embarrass,him,6.516510486602783
TwoEmbedding,alerted,does embarrass,715,715_FFF_him,fff,MismatchMismatchMismatch,obj,Sheila alerted Laurie that Amelia does embarrass,him,4.1018218994140625
TwoEmbedding,alerted,does embarrass,715,715_MMM_his,mmm,MatchMatchMatch,poss,Andrew alerted Omar that Derek does embarrass,his,5.033908367156982
TwoEmbedding,alerted,does embarrass,715,715_MMF_his,mmf,MatchMatchMismatch,poss,Andrew alerted Omar that Amelia does embarrass,his,6.883353233337402
TwoEmbedding,alerted,does embarrass,715,715_MFM_his,mfm,MatchMismatchMatch,poss,Andrew alerted Laurie that Derek does embarrass,his,5.020667552947998
TwoEmbedding,alerted,does embarrass,715,715_MFF_his,mff,MatchMismatchMismatch,poss,Andrew alerted Laurie that Amelia does embarrass,his,7.507214546203613
TwoEmbedding,alerted,does embarrass,715,715_FMM_his,fmm,MismatchMatchMatch,poss,Sheila alerted Omar that Derek does embarrass,his,5.287537574768066
TwoEmbedding,alerted,does embarrass,715,715_FMF_his,fmf,MismatchMatchMismatch,poss,Sheila alerted Omar that Amelia does embarrass,his,7.092757701873779
TwoEmbedding,alerted,does embarrass,715,715_FFM_his,ffm,MismatchMismatchMatch,poss,Sheila alerted Laurie that Derek does embarrass,his,5.333049774169922
TwoEmbedding,alerted,does embarrass,715,715_FFF_his,fff,MismatchMismatchMismatch,poss,Sheila alerted Laurie that Amelia does embarrass,his,9.09489917755127
TwoEmbedding,tells,didn't describe,716,716_MMM_him,mmm,MatchMatchMatch,obj,That grandson tells Benjamin that Kenneth didn't describe,him,3.9514763355255127
TwoEmbedding,tells,didn't describe,716,716_MMF_him,mmf,MatchMatchMismatch,obj,That grandson tells Benjamin that Rachel didn't describe,him,3.523486375808716
TwoEmbedding,tells,didn't describe,716,716_MFM_him,mfm,MatchMismatchMatch,obj,That grandson tells this sister that Kenneth didn't describe,him,4.811239719390869
TwoEmbedding,tells,didn't describe,716,716_MFF_him,mff,MatchMismatchMismatch,obj,That grandson tells this sister that Rachel didn't describe,him,4.394589900970459
TwoEmbedding,tells,didn't describe,716,716_FMM_him,fmm,MismatchMatchMatch,obj,The girlfriend tells Benjamin that Kenneth didn't describe,him,4.72487735748291
TwoEmbedding,tells,didn't describe,716,716_FMF_him,fmf,MismatchMatchMismatch,obj,The girlfriend tells Benjamin that Rachel didn't describe,him,3.2706146240234375
TwoEmbedding,tells,didn't describe,716,716_FFM_him,ffm,MismatchMismatchMatch,obj,The girlfriend tells this sister that Kenneth didn't describe,him,6.042053699493408
TwoEmbedding,tells,didn't describe,716,716_FFF_him,fff,MismatchMismatchMismatch,obj,The girlfriend tells this sister that Rachel didn't describe,him,5.255685806274414
TwoEmbedding,tells,didn't describe,716,716_MMM_his,mmm,MatchMatchMatch,poss,That grandson tells Benjamin that Kenneth didn't describe,his,2.722931385040283
TwoEmbedding,tells,didn't describe,716,716_MMF_his,mmf,MatchMatchMismatch,poss,That grandson tells Benjamin that Rachel didn't describe,his,5.405752182006836
